gname	h2PB
CMTM2	0.321140089
CMTM3	-0.001557948
CMTM4	0.017285789
CMTM5	0.256131008
CMTM6	0.130991673
CMTM7	0.07236355
CMTM8	0.108233476
CMTR1	0.065633089
CMTR2	0.222150988
CMYA5	-0.043732799
CNBD1	-0.04855693
CNBD2	0.19268052
CNBP	0.146006819
CNDP1	-0.295112009
CNDP2	0.180771401
CNEP1R1	0.065389668
CNFN	0.081452708
CNGA1	0.136364452
CNGA3	-0.000913475
CNGA4	0.2188975
CNGB1	0.151228281
CNGB3	0.122927622
CNIH1	-0.059719529
CNIH2	0.109354617
CNIH4	0.097890849
CNKSR1	-0.063004576
CNKSR3	0.035632924
CNN1	0.069955491
CNN2	0.779719356
CNN3	-0.047312767
CNNM1	-0.046955152
CNNM2	0.111677836
CNNM3	0.410691741
CNNM4	0.067877639
CNOT1	0.325649011
CNOT10	0.172696257
CNOT11	0.086704034
CNOT2	0.051613626
CNOT3	0.259080795
CNOT4	0.247801492
CNOT6	0.094609337
CNOT6L	0.209032882
CNOT7	0.157955957
CNOT8	0.099754575
CNP	0.325558152
CNPPD1	0.338824617
CNPY1	-0.179586474
CNPY2	0.106541257
CNPY3	0.141366864
CNPY4	-0.094395966
CNR1	0.024588544
CNR2	-0.014865073
CNRIP1	0.153996338
CNST	0.124770319
CNTD1	0.162642519
CNTD2	0.097982451
CNTFR	-0.032968515
CNTLN	0.025751313
CNTN1	-0.004705504
CNTN2	0.252791891
CNTN3	0.121734056
CNTN4	0.263520143
CNTN5	0.09588632
CNTN6	-0.084243481
CNTNAP1	-0.107735929
CNTNAP2	0.329495436
CNTNAP3	0.019890172
CNTNAP4	0.034523113
CNTNAP5	-0.085400831
CNTRL	0.124641841
CNTROB	0.113655215
COA1	0.185343155
COA3	-0.08836838
COA4	0.112022895
COA5	0.031003356
COA6	0.130172914
COASY	0.107257122
COBL	0.080294318
COBLL1	0.050653184
COCH	0.336572625
COG1	0.244368392
COG2	0.089291074
COG3	0.142379744
COG4	0.164529754
COG5	0.126163255
COG6	0.250639117
COG7	0.089490504
COIL	0.267156777
COL10A1	0.132227773
COL11A1	0.123376159
COL11A2	0.021052999
COL12A1	0.259140651
COL13A1	0.120549504
COL14A1	0.270152039
COL15A1	0.304157776
COL16A1	-0.109547154
COL17A1	0.148847377
COL18A1	0.3871211
COL18A1-AS1	0.024415839
COL19A1	0.130364755
COL1A1	0.145687907
COL1A2	0.229592553
COL20A1	0.143372114
COL21A1	0.173825456
COL22A1	-0.142823916
COL23A1	0.208590632
COL24A1	-0.119282935
COL25A1	0.24286492
COL26A1	-0.226015092
COL27A1	0.16072136
COL28A1	0.065180456
COL2A1	-0.012749608
COL3A1	0.089793184
COL4A1	0.256979924
COL4A2	0.135606918
COL4A3	-0.070279976
COL4A3BP	-0.035126243
COL4A4	0.114324305
COL5A1	0.047561398
COL5A2	0.257284167
COL5A3	-0.083825792
COL6A1	0.176068979
COL6A2	0.127002667
COL6A3	0.066855764
COL6A5	0.200979614
COL6A6	0.015740629
COL7A1	0.059693035
COL8A1	0.185944805
COL8A2	0.108343303
COL9A1	0.080015695
COL9A2	-0.251189535
COL9A3	0.415015586
COLCA1	0.064222887
COLCA2	0.029954284
COLEC10	-0.068897576
COLEC11	0.047514349
COLEC12	0.06628325
COLGALT1	0.147068808
COLGALT2	0.233127144
COLQ	0.199761804
COMMD1	-0.003302293
COMMD10	0.180368891
COMMD2	0.162961651
COMMD3	0.238535382
COMMD4	0.035460645
COMMD5	0.070444616
COMMD6	0.074403037
COMMD7	-0.127831736
COMMD8	0.044959117
COMMD9	0.186331096
COMP	-0.082725684
COMT	0.151902566
COMTD1	0.043378987
COPA	0.164557634
COPB1	0.115753187
COPB2	0.181950366
COPE	0.090191753
COPG1	0.041694358
COPG2	0.003373809
COPRS	0.098486208
COPS2	0.087559888
COPS3	0.034012705
COPS4	0.097153849
COPS5	0.302738698
COPS6	0.139892342
COPS7A	0.126655188
COPS7B	0.141807063
COPS8	-0.057277919
COPZ1	0.013839439
COPZ2	0.102980552
COQ10A	-0.23556529
COQ10B	0.152163091
COQ2	0.19634006
COQ3	-0.14769962
COQ4	0.092221857
COQ5	0.206188093
COQ6	0.094986586
COQ7	0.005345799
COQ9	0.121236358
CORIN	0.066195536
CORO1A	0.207668388
CORO1B	0.112824598
CORO1C	0.350924578
CORO2A	0.325111591
CORO2B	0.101325884
CORO6	0.108199206
CORO7	0.108643492
CORT	-0.002214875
COTL1	0.099990027
COX10	0.043647111
COX11	0.099239515
COX14	0.245879838
COX15	0.267457062
COX16	0.045144488
COX17	0.021397669
COX18	-0.134989447
COX19	0.098132907
COX20	0.28268274
COX4I1	0.115724204
COX4I2	0.039608555
COX5A	0.211081628
COX5B	-0.032715495
COX6A1	0.153537903
COX6A2	-0.136719237
COX6B1	0.285256241
COX6B2	0.11247601
COX6C	0.576327364
COX7A1	0.078727885
COX7A2	0.043341001
COX7A2L	0.016621988
COX7B2	-0.034540066
COX7C	-0.107109865
COX8A	0.151397646
COX8C	0.141331334
CP	0.094034464
CPA1	-0.031910761
CPA2	0.207524362
CPA3	0.185969275
CPA4	0.166576415
CPA5	-0.02809508
CPA6	0.093768817
CPAMD8	0.316963547
CPB1	0.251851242
CPB2	-0.249693054
CPD	0.239667747
CPE	-0.034297781
CPEB1	0.073267732
CPEB2	0.402764574
CPEB3	0.079980729
CPEB4	0.336773521
CPED1	0.086448876
CPLX1	-0.02966266
CPLX2	0.235369811
CPLX3	-0.174083575
CPLX4	0.010551262
CPM	0.307430322
CPN1	-0.082492455
CPN2	0.157389681
CPNE1	0.210459113
CPNE2	0.00922482
CPNE3	0.149352504
CPNE4	0.007147709
CPNE5	0.084121724
CPNE6	0.096425678
CPNE7	0.076630287
CPNE8	0.112367431
CPNE9	0.179698347
CPO	-0.117421785
CPOX	0.086007501
CPPED1	0.228502393
CPQ	0.179137169
CPS1	0.190320175
CPS1-IT1	0.071163517
CPSF2	-0.033975407
CPSF3	-0.052283823
CPSF3L	0.040339921
CPSF4	0.048907766
CPSF4L	0.060176121
CPSF6	0.052769305
CPSF7	-0.060176492
CPT1A	0.172710321
CPT1C	0.170354648
CPT2	0.191404274
CPVL	0.39903912
CPXM1	-0.072213644
CPXM2	0.019443025
CR1	0.347632783
CR1L	-0.003601525
CR2	0.235852187
CRABP1	0.081686759
CRABP2	0.155862268
CRADD	0.359949782
CRAMP1L	0.096970947
CRAT	0.129562459
CRB1	0.068329091
CRB2	-0.102089862
CRB3	0.210649333
CRBN	0.224992793
CRCP	0.185608236
CRCT1	-0.180302904
CREB1	0.175831395
CREB3	0.238486641
CREB3L1	0.189150914
CREB3L2	0.231344476
CREB3L3	0.170764788
CREB3L4	0.08700211
CREB5	0.097984986
CREBBP	0.069828125
CREBL2	0.169574608
CREBRF	0.086927881
CREBZF	0.176903402
CREG1	0.159213261
CREG2	-0.054625054
CRELD1	-0.002354684
CRELD2	-0.025098244
CREM	0.214775011
CRH	-0.033364616
CRHBP	0.073739778
CRHR1	-0.070010614
CRHR2	0.120445364
CRIM1	0.096073973
CRIP1	0.417821003
CRIP2	0.238593275
CRIP3	0.269770607
CRIPAK	0.321388814
CRIPT	0.260412081
CRISP1	0.190549535
CRISP2	-0.031815441
CRISP3	0.176963803
CRISPLD1	0.147774191
CRISPLD2	0.520682341
CRK	0.200962208
CRKL	0.068093413
CRLF1	-0.042210838
CRLF3	0.144638696
CRLS1	0.133955747
CRMP1	0.070718896
CRNDE	-0.205357365
CRNKL1	-0.016060482
CRNN	0.026001808
CROCC	0.180034866
CROT	0.118907042
CRP	-0.086844478
CRTAC1	0.007169493
CRTAM	0.118541885
CRTAP	0.489852852
CRTC1	0.123622352
CRTC2	0.150263675
CRTC3	0.062215643
CRX	0.161157237
CRY1	-0.078485981
CRY2	-0.011422984
CRYAA	-0.012679391
CRYAB	-0.052072684
CRYBA1	-0.031295435
CRYBA2	-0.020225388
CRYBA4	-0.169581479
CRYBB1	-0.016722151
CRYBB2	-0.006721287
CRYBB3	-0.146825605
CRYBG3	0.125076701
CRYGA	0.008093895
CRYGB	0.006558038
CRYGC	-0.104185065
CRYGD	0.130059509
CRYGN	0.127801681
CRYGS	-0.269806633
CRYL1	-0.012393823
CRYM	-0.027523758
CRYZ	0.140883681
CRYZL1	-0.09391393
CS	0.185094225
CSAD	0.051304318
CSDC2	0.104479695
CSDE1	0.338862588
CSE1L	0.125348032
CSF1	0.042588711
CSF1R	0.27547767
CSF2	-0.043792267
CSF2RB	0.412924315
CSF3	0.153856621
CSF3R	0.142772864
CSGALNACT1	0.404852977
CSGALNACT2	-0.025273989
CSH1	0.176894244
CSHL1	0.046188042
CSK	0.004247601
CSMD1	0.091394783
CSMD2	0.144381361
CSMD3	-0.014457737
CSN1S1	0.044363495
CSN1S2AP	-0.012979817
CSN2	0.191098263
CSN3	-0.070696452
CSNK1A1	0.181430921
CSNK1A1L	0.13062525
CSNK1D	0.366997912
CSNK1E	0.198852574
CSNK1G1	0.131970387
CSNK1G2	0.036738774
CSNK1G2-AS1	0.141666065
CSNK1G3	-0.052115939
CSNK2A2	0.126118529
CSNK2B	0.172804095
CSPG4	0.055403942
CSPG5	0.110890881
CSPP1	0.251168519
CSRNP1	0.158386138
CSRNP2	0.053475799
CSRNP3	-0.096041374
CSRP1	0.126692851
CSRP2	0.07581305
CSRP2BP	0.142511388
CSRP3	0.097710151
CST1	0.102977828
CST11	0.029647613
CST2	-0.001590952
CST3	-0.063249136
CST4	-0.036760016
CST5	-0.136007318
CST6	-0.038041861
CST7	0.398685362
CST8	0.07897213
CST9	0.073392074
CST9L	-0.054803404
CSTA	-0.102544192
CSTB	0.382119125
CSTF1	0.150913983
CSTF2T	0.304737646
CSTF3	0.340604546
CSTL1	0.183469908
CT60	0.435355778
CT62	0.095631831
CTAGE1	0.118011558
CTAGE3P	0.097789574
CTAGE5	0.137880591
CTBP1	0.271882594
CTBP1-AS2	-0.029997704
CTBP2	0.055930704
CTBS	0.216751926
CTC1	0.347319708
CTCF	0.083896697
CTCFL	0.142051423
CTDNEP1	0.198202684
CTDP1	0.006085415
CTDSP1	0.009157181
CTDSP2	0.297289878
CTDSPL	0.316304671
CTDSPL2	0.161384684
CTF1	-0.142256353
CTGF	0.078699926
CTH	0.243566555
CTHRC1	0.21790852
CTIF	0.209646699
CTLA4	0.105884733
CTNNA1	0.488678536
CTNNA2	0.210768814
CTNNA3	0.146592592
CTNNAL1	0.169062489
CTNNB1	0.152915449
CTNNBIP1	0.273697027
CTNNBL1	-0.043752846
CTNND2	0.095165952
CTNS	0.201589329
CTPS1	0.091454969
CTR9	-0.067550565
CTRB2	-0.050450591
CTRC	-0.1594988
CTRL	0.176576578
CTSA	0.306543339
CTSB	0.225160873
CTSC	0.220171688
CTSD	0.157165116
CTSE	-0.131241742
CTSF	-0.199304164
CTSG	0.202689935
CTSH	0.28722899
CTSK	-0.064290605
CTSL	0.066301918
CTSL3P	0.086670297
CTSO	0.054209278
CTSS	0.461720982
CTSV	0.186070133
CTSW	0.651668575
CTSZ	-0.132092318
CTTN	0.446282059
CTTNBP2	0.058318285
CTTNBP2NL	0.291969634
CTU1	0.183418778
CTU2	0.208527808
CTXN1	-0.330367683
CTXN2	0.420110825
CTXN3	-0.003269026
CUBN	0.038387396
CUEDC1	-0.003377022
CUEDC2	-0.051365133
CUL1	0.107536192
CUL2	0.129404927
CUL3	0.215164895
CUL4A	0.132966582
CUL5	0.020014658
CUL7	0.068557128
CUL9	-0.130555424
CUTA	-0.055845276
CUTC	0.157644898
CUX1	0.176536083
CUX2	0.047625967
CWC15	0.228820769
CWC22	0.132523527
CWC25	0.140806471
CWC27	0.107791263
CWF19L1	0.288423268
CWF19L2	0.295442819
CWH43	-0.247445456
CX3CL1	0.120462313
CX3CR1	0.256519539
CXADR	0.06322815
CXCL1	-0.001355952
CXCL10	-0.167906476
CXCL11	0.105692915
CXCL12	0.21714017
CXCL13	0.015722831
CXCL14	0.157673537
CXCL16	0.452468632
CXCL17	-0.037575955
CXCL2	0.066775203
CXCL3	-0.066043621
CXCL5	0.39801921
CXCL6	-0.104495934
CXCL9	-0.184853078
CXCR1	0.24147622
CXCR2	0.166595341
CXCR4	0.412361276
CXCR5	0.322335209
CXCR6	0.482664302
CXorf56	-0.065274669
CXXC1	0.13150748
CXXC11	-0.241530006
CXXC4	0.031535294
CXXC5	-0.022775476
CYB561	0.225271919
CYB561A3	0.247825117
CYB561D1	0.091143981
CYB561D2	-0.042692768
CYB5A	0.129472054
CYB5B	0.202551933
CYB5D1	-0.031801786
CYB5D2	0.093802741
CYB5R1	0.03524214
CYB5R2	-0.013826489
CYB5R3	0.303251499
CYB5R4	0.132165305
CYB5RL	-0.191743011
CYBA	0.431227558
CYBRD1	0.257320925
CYC1	0.105737239
CYCS	0.216000981
CYFIP1	0.341214932
CYFIP2	0.229814383
CYGB	0.127420219
CYHR1	0.162899576
CYLC2	0.119741296
CYLD	0.239828254
CYP11A1	0.176089206
CYP11B1	0.142201724
CYP11B2	-0.407916969
CYP17A1	0.098360884
CYP19A1	0.165629917
CYP1A1	0.216438443
CYP1A2	0.141888921
CYP1B1	0.340414818
CYP20A1	0.093926028
CYP21A2	-0.186940532
CYP24A1	0.006750326
CYP26A1	-0.040635502
CYP26B1	0.146758765
CYP26C1	-0.104668206
CYP27A1	0.829500025
CYP27B1	0.2027525
CYP27C1	-0.128709023
CYP2A13	0.260091043
CYP2B6	0.284256663
CYP2B7P1	0.113737934
CYP2C18	0.061104052
CYP2C19	0.101076177
CYP2C8	0.10006346
CYP2C9	0.042384424
CYP2D6	-0.228879433
CYP2E1	0.115266352
CYP2F1	0.150423557
CYP2J2	-0.126794128
CYP2R1	0.210902383
CYP2S1	0.014493564
CYP2U1	0.206984271
CYP2W1	0.001167619
CYP39A1	0.136880077
CYP3A4	0.153900503
CYP3A43	0.245973806
CYP3A5	0.073643349
CYP3A7-CYP3AP1	0.116090519
CYP46A1	0.300509904
CYP4A11	0.107119289
CYP4A22	-0.043137062
CYP4B1	-0.09750174
CYP4F11	0.081097988
CYP4F12	0.029010071
CYP4F22	0.362969406
CYP4F24P	0.006328485
CYP4F3	0.505214212
CYP4F8	0.248353529
CYP4V2	0.344568349
CYP4X1	-0.213532442
CYP4Z1	0.066629399
CYP4Z2P	-0.04606327
CYP7A1	0.066097649
CYP7B1	-0.0722046
CYP8B1	0.069014703
CYR61	-0.077074006
CYS1	0.066632623
CYSLTR2	0.175604198
CYSTM1	0.049066878
CYTH1	0.231832863
CYTH2	0.137677989
CYTH3	0.145649314
CYTH4	0.25008879
CYTIP	0.316920091
CYTL1	-0.07333677
CYYR1	0.080663228
D2HGDH	0.188183807
DAAM1	-0.152615869
DAAM2	0.114893115
DAB1	0.024024785
DAB2	0.298459884
DAB2IP	0.075287313
DACH1	0.176879083
DACT1	0.244712088
DACT2	-0.00417355
DACT3	-0.142861528
DAD1	0.24197716
DAD1P1	-0.013565478
DAG1	0.053416009
DAGLA	0.2476412
DAGLB	0.173040445
DAK	0.174468018
DALRD3	0.078208316
DAND5	0.047038374
DAO	-0.081493262
DAOA	-0.046475114
DAOA-AS1	0.078610552
DAP	0.17091969
DAP3	0.13794145
DAPK1	0.238441291
DAPK2	0.206721352
DAPK3	-0.024831127
DAPL1	0.045888068
DAPP1	0.240879713
DARC	0.025925678
DARS	0.132982469
DARS2	-0.023848551
DAW1	-0.026784696
DAXX	0.134753223
DAZAP1	0.166805856
DAZAP2	0.377115584
DAZL	0.219406848
DBF4	0.105475669
DBF4B	0.107054358
DBH	-0.12418108
DBI	0.005848412
DBIL5P	-0.014079713
DBIL5P2	0.053304849
DBN1	0.217022237
DBNDD1	0.242370746
DBNL	0.056655262
DBP	0.014104895
DBR1	0.049431316
DBT	0.142289341
DBX1	0.057585165
DBX2	-0.092236959
DCAF10	0.190914166
DCAF11	0.175478695
DCAF12	0.570735694
DCAF13	0.086426992
DCAF15	0.109331204
DCAF16	0.051104978
DCAF17	0.101686688
DCAF4	0.089077189
DCAF4L1	0.055471186
DCAF4L2	0.212502805
DCAF5	0.165671849
DCAF6	0.173173574
DCAF7	0.251564198
DCAF8	0.173132347
DCAKD	0.192688607
DCBLD1	-0.151690118
DCBLD2	0.027851802
DCC	0.171916971
DCD	0.072284594
DCDC1	0.008213241
DCDC2	0.051198219
DCDC2B	0.070246633
DCHS1	-0.290551854
DCHS2	0.17986638
DCK	0.069304127
DCLK1	0.170230497
DCLK2	0.126974111
DCLK3	-0.020834149
DCLRE1A	-0.099636254
DCLRE1B	0.089319329
DCLRE1C	0.073754452
DCN	0.033048335
DCP1A	0.145895593
DCP1B	-0.144908514
DCP2	0.552118654
DCPS	0.059462781
DCST1	0.015480051
DCST2	0.038592204
DCSTAMP	-0.039843433
DCT	0.153135812
DCTD	0.196534635
DCTN1	-0.043552572
DCTN2	0.089474382
DCTN3	-0.027723614
DCTN4	0.181771556
DCTN5	0.130208218
DCTN6	0.16177163
DCTPP1	-0.118672573
DCUN1D1	0.31092981
DCUN1D2	0.025211279
DCUN1D3	0.013299494
DCUN1D4	0.039267939
DCUN1D5	0.153143948
DCXR	0.226734785
DDA1	-0.020629414
DDAH1	0.057511963
DDAH2	0.170873542
DDB1	0.108059604
DDB2	0.043623457
DDC	0.126595251
DDHD1	0.097241541
DDHD2	0.082062272
DDI1	0.086881605
DDIT3	0.130645549
DDIT4	0.138875466
DDIT4L	0.252120312
DDN	0.180705859
DDO	0.020216199
DDOST	0.204024988
DDR2	0.163379717
DDRGK1	0.167578488
DDT	0.502688948
DDTL	0.113584889
DDX1	0.005663592
DDX10	-0.111112555
DDX11	0.209036872
DDX17	0.384192091
DDX18	0.025864605
DDX19A	-0.016886181
DDX19B	0.121292644
DDX20	0.046127979
DDX21	0.197634354
DDX23	0.175662308
DDX24	0.163887885
DDX25	0.174731775
DDX27	0.089104316
DDX28	0.063576925
DDX31	0.149499115
DDX39A	0.119560137
DDX4	-0.080311567
DDX41	-0.017020866
DDX42	0.159718941
DDX43	0.023038387
DDX46	0.005596797
DDX47	0.099400955
DDX49	-0.004818369
DDX5	0.39718832
DDX50	0.12871589
DDX51	0.192778212
DDX52	0.04381617
DDX54	0.10743392
DDX55	0.120834159
DDX56	0.135700946
DDX58	0.414605103
DDX59	0.198090871
DDX6	0.511375794
DDX60	0.160204276
DDX60L	0.162215408
DEAF1	0.060342636
DEC1	0.360176501
DECR1	0.111717569
DECR2	-0.106550016
DEDD	0.190145848
DEDD2	-0.027000675
DEF6	0.024266259
DEF8	0.088692778
DEFA4	0.24935132
DEFA5	-0.046336449
DEFA6	0.004072521
DEFB1	0.175118231
DEFB108B	0.07956757
DEFB110	0.134369773
DEFB112	-0.062562265
DEFB113	-0.022737914
DEFB114	0.024321696
DEFB115	-0.015653581
DEFB116	-0.081971889
DEFB118	-0.056410965
DEFB119	-1.9e-05
DEFB121	0.149404627
DEFB123	0.132492914
DEFB124	-0.028729226
DEFB125	0.02635849
DEFB126	0.02175672
DEFB127	-0.122604512
DEFB128	0.097521184
DEFB129	-0.025195999
DEFB132	0.205254726
DEFB133	0.023058177
DEFB134	-0.039719223
DEFB135	0.214100389
DEFB136	0.172458265
DEGS1	0.276422515
DEGS2	-0.058482579
DEK	-0.040672514
DENND1A	0.091702531
DENND1B	0.124855907
DENND1C	0.172224507
DENND2A	0.128957776
DENND2C	0.173017344
DENND2D	0.098017613
DENND3	0.318095634
DENND4A	0.218325769
DENND4B	-0.058635959
DENND4C	0.081731486
DENND5A	0.201144626
DENND5B	0.013253462
DENND6A	0.101256511
DENND6B	-0.033796931
DENR	0.113468355
DEPDC1	0.131670396
DEPDC1B	0.034563902
DEPDC4	0.000755545
DEPDC5	0.251998548
DEPDC7	0.121043609
DEPTOR	0.297406355
DERA	0.13353772
DERL1	0.293375311
DERL2	0.094343415
DERL3	0.138804285
DES	0.152772099
DESI1	-0.02592925
DESI2	0.089667179
DET1	0.027064894
DEXI	0.070340866
DFFA	0.216088012
DFFB	0.146694264
DFNA5	-0.228714844
DFNB31	0.100642437
DFNB59	-0.055350235
DGAT1	0.108184449
DGAT2	0.16163852
DGCR2	0.252251772
DGCR6	0.29339047
DGCR6L	-0.105187367
DGCR9	0.018539622
DGKA	0.179007362
DGKB	0.275828841
DGKD	0.112556845
DGKE	0.164538818
DGKG	0.220364282
DGKH	0.056695974
DGKI	0.004401638
DGKQ	0.024414874
DGKZ	0.120022278
DGUOK	-0.04543778
DHCR24	0.16358256
DHCR7	0.083936107
DHDDS	0.054974498
DHDH	0.029587592
DHFR	-0.007584707
DHFRL1	0.201994331
DHH	0.075509928
DHODH	0.103573367
DHPS	0.162274659
DHRS1	0.025428794
DHRS11	0.068290317
DHRS12	0.364737181
DHRS13	0.38658791
DHRS2	0.071426605
DHRS3	0.254100374
DHRS4	-0.047421882
DHRS7	0.095733008
DHRS7B	0.001815231
DHRS7C	-0.126011538
DHRS9	0.157719943
DHTKD1	0.404028046
DHX15	-0.09022115
DHX16	0.017447909
DHX29	-0.128753427
DHX30	0.137049098
DHX32	0.141046062
DHX33	0.069340493
DHX34	0.157304361
DHX35	0.128176905
DHX36	0.145485206
DHX37	-0.06446512
DHX38	0.168557813
DHX40	0.217012
DHX57	0.129488729
DHX58	0.30096525
DHX8	0.076336435
DHX9	0.291987628
DIABLO	0.232310796
DIAPH1	0.193735843
DIAPH3	0.254660131
DICER1	0.304498706
DIDO1	0.130228098
DIEXF	0.210946688
DIMT1	0.138687222
DIO1	0.136334417
DIO2	0.12057912
DIO3	0.037470798
DIP2A	0.495724052
DIP2B	0.282355163
DIP2C	0.199763818
DIRAS1	0.104535088
DIRAS2	0.250714135
DIRAS3	0.081539495
DIRC1	0.155998275
DIRC2	0.343287433
DIS3	0.229586433
DIS3L	-0.045121706
DIS3L2	0.150149457
DISC1	-0.028448291
DISC2	-0.140019787
DISP1	0.069215587
DISP2	0.042843595
DIXDC1	0.220944158
DKFZP586I1420	0.014582559
DKK1	0.011736475
DKK2	0.083425891
DKK3	0.090253289
DKK4	0.087494783
DKKL1	-0.022414481
DLAT	0.186374084
DLC1	0.135186927
DLD	0.288496818
DLEC1	-0.105172125
DLEU1	0.106903876
DLEU2	0.237339788
DLEU7	0.356189977
DLG1	0.110950177
DLG2	0.092409742
DLG4	0.03473125
DLG5	0.154006207
DLG5-AS1	-0.194985969
DLGAP1	0.154318958
DLGAP2	0.11492426
DLGAP3	-0.067986533
DLGAP4	0.149809317
DLGAP5	-0.060677101
DLK1	0.035106444
DLK2	-0.107155156
DLL1	0.075689098
DLL3	0.009705858
DLL4	0.052514987
DLST	0.238469646
DLX1	0.209640769
DLX2	0.085680255
DLX3	0.024774473
DLX4	-0.011746598
DLX5	0.067440544
DLX6	-0.021204137
DMAP1	0.138068587
DMBT1	0.254662606
DMBX1	0.150815898
DMC1	0.220485851
DMGDH	0.165948905
DMKN	0.204779504
DMP1	0.122245602
DMPK	0.277344456
DMRT1	0.114292483
DMRT2	0.020134451
DMRT3	0.185477129
DMRTA1	-0.04376692
DMRTA2	0.083266105
DMRTB1	0.030256551
DMRTC2	-0.022026204
DMTF1	0.13339387
DMTN	0.448283255
DMWD	0.091326161
DMXL1	0.096359314
DMXL2	0.327502457
DNA2	-0.014152582
DNAAF1	-0.044705891
DNAAF2	-0.00951291
DNAAF3	-0.072503762
DNAH1	0.04723632
DNAH10	-0.142718493
DNAH11	0.342246658
DNAH12	0.060392647
DNAH14	0.052354156
DNAH2	0.19407492
DNAH3	0.087444133
DNAH5	-0.019256477
DNAH6	0.12827632
DNAH7	0.178548507
DNAH8	0.035127062
DNAH9	0.066256827
DNAI1	0.20421626
DNAI2	-0.079207907
DNAJA1	0.346796687
DNAJA1P5	-0.005600694
DNAJA2	0.071788873
DNAJA3	0.106336933
DNAJA4	0.08080656
DNAJB1	0.122863834
DNAJB11	-0.057324332
DNAJB12	0.091532556
DNAJB13	0.000445781
DNAJB14	0.160677147
DNAJB2	0.404694261
DNAJB4	0.142981907
DNAJB5	0.094328521
DNAJB6	0.287456672
DNAJB7	-0.045245608
DNAJB8	-0.05638154
DNAJB9	0.262758823
DNAJC1	0.120744506
DNAJC10	0.115178692
DNAJC11	0.038305606
DNAJC12	0.042180535
DNAJC13	0.102490337
DNAJC14	-0.027275239
DNAJC15	0.395168728
DNAJC16	-0.03613743
DNAJC17	0.121052576
DNAJC18	0.138706611
DNAJC19	0.025042919
DNAJC2	0.127978969
DNAJC21	0.146379915
DNAJC22	0.129055976
DNAJC24	-0.198696508
DNAJC27	0.187437741
DNAJC28	-0.073243224
DNAJC3	0.220733017
DNAJC30	0.127955288
DNAJC4	0.348868147
DNAJC5	0.151236004
DNAJC5B	0.064606475
DNAJC5G	0.057358711
DNAJC6	0.280014973
DNAJC7	-0.082898152
DNAJC8	-0.019996125
DNAJC9	0.092073049
DNAL1	-0.023934329
DNAL4	0.192490574
DNALI1	0.003282573
DNASE1	0.106359896
DNASE1L2	0.108074276
DNASE1L3	0.05156499
DNASE2	0.272787039
DNASE2B	0.007886426
DND1	-0.248350727
DNER	0.06017998
DNHD1	-0.025756664
DNM1	-0.14435071
DNM1L	0.159597617
DNM1P35	0.428716922
DNM1P46	0.03032706
DNM2	0.096760957
DNM3	-0.000828757
DNMBP	-0.013838499
DNMT1	-0.011277333
DNMT3A	0.119871838
DNMT3B	0.133733789
DNMT3L	-0.177249053
DNPEP	0.194343041
DNPH1	-0.175143879
DNTT	-0.158047498
DNTTIP1	-0.063759728
DNTTIP2	0.107804
DOC2A	0.24481967
DOCK1	0.167606041
DOCK10	0.377950726
DOCK2	0.133384392
DOCK3	-0.072520432
DOCK4	0.045142386
DOCK5	0.365369623
DOCK6	0.098911194
DOCK7	0.252357197
DOCK8	0.352093619
DOCK9	0.192801701
DOHH	0.082065044
DOK1	0.407158618
DOK2	0.090554094
DOK3	-0.081609631
DOK4	0.179681232
DOK5	0.187827439
DOK6	0.263484438
DOK7	-0.24498687
DOLK	0.123812482
DOLPP1	0.075375161
DOM3Z	0.17436738
DONSON	0.017525774
DOPEY1	0.327126134
DOPEY2	-0.089682882
DOT1L	0.257346969
DPAGT1	0.341526363
DPCD	0.03643286
DPCR1	-0.156187023
DPEP1	0.095856339
DPEP2	0.247726487
DPEP3	0.281339227
DPF1	0.211944669
DPF2	0.117608137
DPF3	0.050856177
DPH2	-0.203074079
DPH3	0.187389667
DPH3P1	-0.065449856
DPH5	-0.099928688
DPH6	0.092488063
DPH7	0.036835773
DPM1	0.061786937
DPM2	0.171073958
DPM3	0.002242882
DPP10	0.106606874
DPP3	-0.042970109
DPP4	0.166932661
DPP6	0.207051659
DPP7	0.100949627
DPP8	0.082706086
DPP9	0.102578907
DPPA2	0.037676879
DPPA4	0.328873077
DPPA5	-0.14017653
DPRX	0.020545481
DPT	0.184340269
DPY19L1	0.184995476
DPY19L2	0.069827384
DPY19L2P2	-0.151302827
DPY19L3	0.01215019
DPY19L4	0.236271597
DPY30	-0.055900759
DPYD	0.101593188
DPYS	-0.150075057
DPYSL2	0.08734357
DPYSL3	0.069137271
DPYSL4	0.004416525
DPYSL5	0.123351698
DQX1	-0.064960658
DR1	0.285864784
DRAM1	0.099967204
DRAM2	0.209548929
DRAP1	-0.045996039
DRAXIN	0.178435853
DRC1	-0.06843556
DRD1	0.035068283
DRD2	0.096067127
DRD3	-0.071535853
DRD4	0.106850637
DRD5	-0.042368041
DRG1	0.125654999
DRG2	0.164980171
DRGX	0.121461464
DROSHA	0.265150628
DSC1	0.086175456
DSC2	0.495457173
DSC3	0.148991741
DSCAM	-0.049851187
DSCAML1	0.172815807
DSCC1	0.043731856
DSCR10	-0.22325095
DSCR3	0.107168372
DSCR4	0.093757934
DSCR8	-0.097534585
DSCR9	0.034208914
