gene	h50	pve50	rho50	pge50	pi50	n_gamma50	h025	pve025	rho025	pge025	pi025	n_gamma025	h975	pve975	rho975	pge975	pi975	n_gamma975
HIBCH	0.1806775	0.20135	0.967137	0.9731437	0.001439051	1	0.0449743305	0.1491571	0.7262686	0.89393672	0.000887041925	1	0.5696824	0.26677166	0.999118795	0.9987723	0.0045447654	4
THUMPD2	0.08021077	0.07247268	0.87001145	0.87443245	0.0019758925	2	0.0181296205	0.03905829	0.19090511	0.01236412875	0.0007560279	1	0.49015884	0.1232447	0.99725493	0.99521	0.0168939555	23
KLHL30	0.4765861	0.487704	0.9873761	0.9879219	0.001560359	2	0.2055754	0.4442305	0.9020889	0.9519788675	0.0007475412	2	0.8488505	0.5290195	0.9996011	0.9993604975	0.00374880992500001	4
POMC	0.59456755	0.193546	0.95519675	0.78188865	0.003435072	4	0.2913134825	0.1411638	0.7530812025	0.557694655	0.0012473905	3	0.8639484	0.2629348	0.995970535	0.9602957	0.0084718	7
TSSC1	0.09171267	0.08944714	0.9049768	0.9019809	0.0016811545	3	0.02230337275	0.05234177975	0.4314398	0.5283566	0.0005237867225	1	0.435222635	0.14027332	0.997337635	0.99592574	0.00973738977500001	18
PTPRN	0.4131486	0.4968099	0.9875353	0.9917532	0.002536413	5	0.1936107	0.4527159	0.9049103	0.9645588	0.001376670525	4	0.7247693	0.5381148	0.9996684	0.9997273	0.006226958	8
RNASEH1	0.02285647	0.016141285	0.55720895	0.322848	0.004936991	8	0.001262949	0.0008969034175	0.02845351825	0	0.0006247106	0	0.288274665000001	0.05478131775	0.985733905	0.956644	0.09170923575	162
ARL5A	0.033103875	0.02261613	0.79103045	0.6770798	0.002548785	3	0.005424338975	0.00493234755	0.06646336	0	0.0007313745175	0	0.3096279	0.052251494	0.9955158	0.9884763	0.05492028	83
OPA1	0.297383	0.1692645	0.9581867	0.90567155	0.0018342175	1	0.09047437	0.12673849	0.746362555	0.7500666	0.0009017584	1	0.710171162500002	0.2188752	0.9977551	0.9924734775	0.005468863	4
ITGA9	0.07044524	0.08015824	0.83125955	0.85633225	0.0043040385	6	0.02201933	0.0448665345	0.13459488	0.022325854	0.0009424572	1	0.289732185	0.1317378225	0.99450096	0.994471555	0.02276136675	33.0250000000015
CHST2	0.13866755	0.10813285	0.8927855	0.8674622	0.004778976	7	0.0448289	0.0649211265	0.45950178	0.484550205	0.00114141235	2	0.38004104	0.164893235	0.995800855	0.9939174375	0.0165216825	21
CRTAP	0.04901719	0.038160055	0.6066655	0.4811019	0.03428501	39	0.008703485825	0.00775492065	0.03437188025	0	0.0009882133325	0	0.3182112075	0.088879216	0.9824194	0.967714645	0.243144535	274
SIDT1	0.29254975	0.3328347	0.8482772	0.86883185	0.0025211645	3	0.1240619925	0.272191515	0.5004632325	0.7370003	0.0008805366	1	0.6394743825	0.4012547025	0.9827576625	0.9808893475	0.01421023675	16
PRKAR2A	0.0368031	0.02498605	0.5358483	0.483064	0.14494755	96	0.0066514676	0.005884975325	0.02808743625	0	0.0020618743	0	0.18024144	0.0784022565	0.98006051	0.973542775	0.4330326325	286
NR1D2	0.03712259	0.027255645	0.8542422	0.7706969	0.002695137	4	0.00413014645	0.0038695078	0.075155848	0.021857689	0.0006714255	1	0.314755790000001	0.06044933775	0.9973434	0.9926765	0.18560616	288
LRRFIP2	0.51044515	0.2528182	0.9719136	0.9179737	0.00121503	2	0.2156886	0.1753907	0.8531261725	0.7766902	0.0007309637	2	0.8408299	0.3596200975	0.9973795425	0.9883832	0.002474379	4
KIAA1524	0.2898103	0.2283946	0.9561599	0.9348789	0.001161047	1	0.0928611495	0.1766863	0.7528538	0.838360685	0.0006749247	1	0.6927932	0.2848621675	0.9967141	0.9924826225	0.004074166	4
DLEC1	0.079178075	0.060949065	0.80517885	0.7566049	0.002864998	3	0.02067077225	0.02961076	0.2577779975	0.299445445	0.0008688625	1	0.3689789175	0.1085308325	0.99105636	0.9859848075	0.02200823825	26
SEC61A1	0.02191241	0.0165992	0.5099797	0.3608258	0.01859735	24	0.0015027005	0.00115787825	0.02581219025	0	0.0008673372375	0	0.23193009	0.05116448375	0.9818259	0.959732	0.138660415	177
C3orf58	0.02205345	0.01892997	0.5281587	0.4758216	0.089311305	142	0.001537049	0.001416788275	0.027069708	0.001711868375	0.00096357939	1	0.128704065	0.05779045175	0.9826425	0.9730487	0.1840560225	287
C3orf52	0.2840168	0.442059	0.9559524	0.9769481	0.0014697975	3	0.099512326	0.38659258	0.74036134	0.9245494825	0.0006814947	2	0.6707145	0.498604	0.998283255	0.9989912	0.004326480175	6
DAG1	0.043137115	0.02727316	0.6805531	0.4906613	0.0044471575	3	0.00750414265	0.00859764585	0.04037122425	0	0.001558466	0	0.4032206175	0.07330431025	0.9917065	0.987483425	0.0555936297500001	37
NICN1	0.08261301	0.076198315	0.6422661	0.6145987	0.01575441	10	0.02442447075	0.03948321925	0.036025508	0	0.001708650625	0	0.395215735	0.1615538175	0.9891237625	0.9897605	0.3180925425	209
EOMES	0.021381825	0.01829323	0.58042605	0.53554265	0.13879675	203	0.001549486	0.001411763875	0.032757035	0.009232181125	0.000953941	1	0.1203327975	0.05257475375	0.9870187375	0.9782755275	0.2030667225	290
CCDC72	0.069802155	0.052210405	0.844058	0.861461	0.0040819295	2	0.01463224875	0.0239649405	0.11927303	0	0.001790452925	0	0.4138716	0.111706455	0.9959431	0.9942844625	0.0674108550000001	39
CCDC71	0.2794826	0.32249165	0.8978418	0.93722715	0.0032433665	2	0.09382426	0.2329098925	0.4763239925	0.5867322175	0.001517582575	1	0.7071533	0.4293953075	0.993628875	0.9949498625	0.01732508375	11
PCOLCE2	0.0400221	0.025416185	0.5511618	0.1743471	0.0022798605	3	0.005277418575	0.00387633175	0.02663585475	0	0.0007459417325	0	0.4191873825	0.06324655	0.9813631225	0.92106254	0.04100011725	57
LRRN1	0.3620386	0.2828778	0.93113395	0.89501575	0.0033697035	9	0.160981075	0.2270832525	0.71375215	0.7426022625	0.00107697375	5	0.6450663	0.341853	0.9934604	0.9891878925	0.007847459	17
PCNP	0.006594713	0.003430193	0.6382053	0.3004255	0.003317712	4	0.0002097913	0.000118677875	0.03442180575	0	0.00079796652	0	0.31904965	0.019134717	0.9963922025	0.9611338	0.04154004	57
NGLY1	0.07207071	0.05768193	0.8418973	0.80674215	0.0029468585	5	0.02117671375	0.02722827775	0.183679625	0.06431401	0.0007187551	1	0.302475795	0.1009063325	0.994468385	0.991562295	0.02695815525	46
VPRBP	0.024375515	0.011873805	0.6106145	0.4257236	0.01211685	8	0.00111904555	0.000648740315	0.030984248	0	0.001680973275	0	0.275217735	0.05905279	0.9889013	0.9690682225	0.4178172925	273
TM4SF19	0.074998555	0.06795541	0.74760075	0.7038853	0.005270982	4	0.0222222905	0.03594038	0.08595392275	0	0.00126975215	0	0.4105774325	0.11627844	0.9907476	0.9866450775	0.05830603525	50.0250000000015
LAMB2	0.274677	0.083787925	0.7668833	0.54413265	0.008785841	7	0.01771295975	0.01395117925	0.062458312	0	0.001668643925	0	0.7299905	0.351837735	0.9918542	0.95671891	0.161506175	109
RSRC1	0.1880057	0.15144365	0.8750779	0.8447274	0.003714097	7	0.06967723175	0.0987149565	0.2797373775	0.1321475	0.00078934271	2	0.4697213825	0.2268505825	0.993862045	0.9919003025	0.021064023	38
ADCY5	0.2274112	0.06707082	0.9599903	0.84381675	0.0028415445	4	0.03081715725	0.02716485	0.3516416025	0.23617267	0.0008178022	2	0.6173305	0.1143754325	0.9988929	0.9934459525	0.02694158425	36
MCCC1	0.16421495	0.1664333	0.92152435	0.92990585	0.002909133	4	0.04520008	0.1165254025	0.543384625	0.75642563	0.0009505706	2	0.5145260825	0.2286617	0.99704284	0.9964216925	0.010106643	11
GLT8D1	0.050735545	0.04847963	0.6785865	0.65272515	0.006622161	6	0.013393962	0.02146811575	0.04087035675	0	0.00115773095	0	0.3480682875	0.105354185	0.990790485	0.987356595	0.2945783275	275
HES1	0.13305695	0.07275387	0.7790438	0.57175925	0.002238851	2	0.03820508	0.03389117275	0.2822717775	0.21437729	0.000892097975	1	0.5115467975	0.1250577675	0.9845127	0.9483448225	0.012549055	14
BCL6	0.014371975	0.01085361	0.5594753	0.3856254	0.018515595	31	0.000611820985	0.00044351745	0.029433416	0	0.0006394087275	0	0.2288503275	0.04263298775	0.988538715	0.9659815	0.14593396	251
TRAK1	0.08171357	0.05993953	0.57996915	0.4498712	0.004497288	7	0.02351828975	0.02406378875	0.0383158635	0	0.0007042774525	0	0.3926224125	0.11597791	0.974001625	0.9645286425	0.08960956675	139
RASA2	0.0437805	0.04086556	0.6536788	0.5998469	0.009464655	10	0.01282351325	0.0167857	0.04029687425	0	0.0010244678	0	0.2954978	0.07960334875	0.9897921	0.9846194075	0.1971315325	224
RAB6B	0.1731319	0.1874155	0.9446619	0.9524008	0.002089417	3	0.049232859	0.1411068475	0.6570537275	0.819541275	0.000652985	1	0.5261757	0.2404408	0.99814	0.9977340425	0.0056481568	8
NAT6	0.1465723	0.1603868	0.9643002	0.974316	0.002487627	1	0.0334815055	0.1165274025	0.6779356275	0.8907415825	0.001355312	1	0.5848196	0.2146639	0.9988696	0.9989277	0.007403292025	5
EAF1	0.07653806	0.055345845	0.74511105	0.61829305	0.0025136585	4	0.01774991225	0.01741848925	0.1725705325	0.044450678	0.0007227586775	1	0.34206066	0.1083924	0.9868517575	0.9749750575	0.019844824	31
EAF2	0.09666391	0.07934601	0.81880155	0.7731547	0.0020883955	3	0.025962219	0.04137057525	0.25679883	0.1766762	0.000841735525	1	0.463816515	0.1481623	0.9911451	0.9864365	0.0162764965	19
C3orf39	0.08076366	0.06410885	0.86931865	0.833646	0.001919796	2	0.018263	0.03192558625	0.37438234	0.4914505775	0.0008227159825	1	0.397975145	0.1129133275	0.9949381	0.9915111475	0.00725457345	9
C3orf38	0.04666516	0.02897306	0.8674702	0.7879971	0.002040633	2	0.009044212875	0.00918041055	0.1045165325	0.018728053	0.0007641018	1	0.4373151	0.0640536285000001	0.9973798425	0.990832805	0.09874482475	144
BDH1	0.09925895	0.10464265	0.87445345	0.88942445	0.0105741	8	0.033056502	0.0634038465	0.3392732	0.388840155	0.001752219275	2	0.3202802575	0.156706985	0.995487365	0.9956057775	0.05344300775	42
TMEM108	0.08769773	0.07097736	0.85960815	0.8171709	0.0029122125	6	0.02704561725	0.0343917575	0.3031902	0.268577385	0.0006962714	1	0.3215048	0.1190563775	0.9943048	0.99171994	0.02635551275	48
HLTF	0.03720879	0.02811721	0.8001838	0.71636395	0.002623075	3	0.005002231375	0.0039749935	0.1294081125	0	0.0007888780475	0	0.343449265	0.063056921	0.9947929475	0.986881515	0.02463923875	32
TMCC1	0.096979355	0.04783152	0.9211221	0.8364676	0.00212245	2	0.02218199275	0.02259517	0.3894737	0.3039475825	0.00106676025	1	0.478574175000001	0.0870437	0.9975304	0.9920842	0.0238332975	23
CHMP2B	0.3006603	0.2210511	0.9818876	0.9767852	0.002331509	4	0.09971305275	0.168246135	0.8364859	0.8956429	0.0008814077	2	0.6685604	0.2827637	0.9994749625	0.9990065	0.006594834	8
PHC3	0.03777398	0.025683925	0.6456195	0.3779395	0.0036128415	4	0.0051687448	0.004006949575	0.037604386	0	0.0008422145075	0	0.368828125	0.06354952275	0.98633229	0.9658250175	0.03048228	37
NMD3	0.06022463	0.063888175	0.763071	0.7667363	0.004849335	7	0.01741633825	0.03292832025	0.063726633	0	0.000762279815	0	0.3305309725	0.11755315	0.9937140825	0.9936724425	0.08924597	134
FOXP1	0.012189155	0.008511662	0.61348625	0.42914115	0.009168996	17	0.00040676866	0.0002908854	0.03502938825	0	0.0006101513075	0	0.22357199	0.04088613875	0.99137369	0.97137029	0.146115925	258
GLB1	0.10234125	0.077581985	0.83846655	0.7816176	0.00287656	3	0.02901026	0.04333933	0.34629382	0.372569145	0.0008977508425	1	0.4332158975	0.126095075	0.99312304	0.98773215	0.01400605075	15
EIF5A2	0.063482795	0.05132379	0.7112406	0.6531086	0.004209419	5	0.0173390785	0.0221134945	0.08282719125	0.000119945488750003	0.000957560445	1	0.3179321	0.09639343625	0.9865642	0.9780872725	0.031563567	38
CCDC50	0.12209125	0.10655125	0.7881742	0.7488316	0.002707227	5	0.041751066	0.06274011	0.3041499925	0.37140976	0.000613883565	1	0.4061411975	0.1672830625	0.9852703	0.98132486	0.02249823725	40
CCDC51	0.00805157	0.004169286	0.587572	0.4109197	0.02566923	15	0.0002527253	0.0001484606	0.03202267825	0	0.0019003896	0	0.1746930125	0.0267459365	0.9904916	0.96701	0.26182084	150
CCDC58	0.030722865	0.02300683	0.52176095	0.390306	0.0228887	33	0.0026364686	0.002012814725	0.0267677685	0	0.0008006959075	0	0.2235007625	0.06554704675	0.9789180875	0.96006014	0.1765160625	255
ALAS1	0.1019492	0.05400759	0.5012221	0.35036985	0.0070343375	5	0.02393572725	0.0193142245	0.02620003175	0	0.00143714805	0	0.4950244875	0.143067755	0.965746705	0.9404122675	0.2087618975	152
MAGEF1	0.2491155	0.32547415	0.9651089	0.9787861	0.003518369	3	0.080183221	0.2765767375	0.7437997675	0.9065050275	0.001053184	2	0.6146691	0.3774981125	0.9991354	0.9992397475	0.008981135	9
TIGIT	0.1186359	0.0910225	0.93782805	0.9229004	0.003815394	4	0.032433539	0.05346130625	0.5935198425	0.702211475	0.001407076	2	0.4554034	0.14065432	0.99815086	0.9967488275	0.015926008	14
MRPL47	0.05805787	0.04351183	0.46130075	0.34207775	0.041370045	48	0.0128657145	0.01110735475	0.022017267	0	0.00100941995	0	0.2879427025	0.098333087	0.9656574175	0.9474080675	0.2181470825	253
NEK4	0.0370035	0.028896475	0.62021725	0.4248184	0.006459467	6	0.007687404725	0.0084187428	0.0313496775	0	0.001061314175	0	0.31542289	0.068518159	0.986178295	0.977996545	0.1093664275	110
STAB1	0.3235118	0.15660145	0.9721009	0.94719495	0.002002687	1	0.1014352	0.1099891	0.7562541	0.7676924	0.001259837	1	0.739778525	0.2096387	0.9994041	0.9978684	0.005628422	4
ECE2	0.01182186	0.00681006	0.60670625	0.2990451	0.0039230645	5	0.0003865353675	0.00022296	0.03128477325	0	0.0008279444025	0	0.2753658	0.03191860975	0.9925952225	0.954942365	0.03946358275	51
MRPS22	0.027791685	0.02248149	0.5302216	0.47098055	0.04526235	68	0.0022927741	0.001988591	0.02667404925	1.65883900000003e-05	0.0009741767775	1	0.1282514575	0.066077273	0.978820105	0.9700299075	0.193972645	288
APPL1	0.02033703	0.017170505	0.53503075	0.4607106	0.077242555	100	0.001631054175	0.001370257775	0.02742911775	0	0.0009957253	0	0.119576035	0.05132396775	0.98121735	0.9720671175	0.2292932075	291
FBXL2	0.02086429	0.01157476	0.63032805	0.2109483	0.002165156	2	0.001052895	0.0005797365	0.0345706995	0	0.0008375119575	0	0.419809342500001	0.04046233	0.9932099	0.9512180725	0.056722138	69
SLC26A6	0.121786	0.06371422	0.9082882	0.86727875	0.004288608	2	0.02820713925	0.0322681905	0.202065165	0.07235119275	0.00178349	1	0.5288579	0.128409555	0.9973265	0.994425	0.0531652665000001	31
ACAA1	0.1154533	0.054642435	0.8323324	0.61730725	0.002827566	3	0.02287286425	0.01922895325	0.1373027725	0.0166041015	0.0009281285175	1	0.5130172	0.103838145	0.9923513275	0.9644903	0.05145188	62
ARIH2	0.0545057	0.034467255	0.64468645	0.4194322	0.006909387	4	0.010792903	0.01212433075	0.0367277665	0	0.00162350145	0	0.3949736325	0.0992013612500001	0.9879112	0.981976585	0.0943567745	62
CMTM8	0.6959059	0.6133095	0.9256487	0.9039719	0.006351694	9	0.4937872525	0.5689829	0.78783848	0.8500705	0.003156217325	6	0.8591498	0.6560586	0.980869285	0.9604881925	0.01244152	16
CMTM6	0.018909	0.016713995	0.59164985	0.5059979	0.02416034	29	0.001590689	0.0013942775	0.03269973125	0	0.0011176741	0	0.1414720675	0.047382578	0.9867917175	0.9797266275	0.122096145	151
ACVR2B	0.4028494	0.5470007	0.9720115	0.9825331	0.001087912	1	0.1510010675	0.4919923	0.8319111	0.9511589	0.0007564448475	1	0.7971617	0.6089954	0.9985743	0.9988405225	0.0027594887	3
SETMAR	0.19139185	0.1269014	0.689216	0.45628575	0.0024805375	5	0.08531044025	0.07168259175	0.2352002875	0.1491016	0.0005479325	1	0.5325813	0.19769322	0.969110075	0.952235175	0.0314655585	64
KPNA4	0.01366378	0.008957829	0.5837479	0.26713655	0.005021718	5	0.0008924267	0.0005478757475	0.03024856	0	0.00094658687	0	0.28427738	0.03178883625	0.989004	0.9567700125	0.0703314095	75
KPNA1	0.13799225	0.084740885	0.9472348	0.90891545	0.001907255	3	0.03517148125	0.04738328875	0.6517681375	0.6948759	0.0007599353	2	0.493850372500001	0.13545311	0.9985165	0.9961043	0.00681639945	8
B4GALT4	0.19367235	0.2394867	0.9679473	0.9752425	0.001549676	3	0.05507665275	0.1896422725	0.7624437825	0.8937895	0.0007101786	1	0.5732914	0.290325705	0.9989947	0.9989414	0.00524994685	6
ZMYND10	0.0092448965	0.004061958	0.60172415	0.3970618	0.01198401	9	0.0002592145775	0.0001334227075	0.031509745	0	0.001432863875	0	0.23582829	0.0327252875	0.992565785	0.964040495	0.07841303	59
MINA	0.212509	0.2236973	0.85187015	0.86501425	0.0019371575	2	0.07113166	0.163093465	0.430774	0.6038114	0.0008649732175	1	0.61568222	0.2986787025	0.9876851	0.9864975125	0.0099655936	11
IL12A	0.02379265	0.01526575	0.607589	0.30123825	0.003633233	4	0.00187046275	0.00127027	0.0339679375	0	0.00093372359	0	0.3771158325	0.0452634	0.99013745	0.96591531	0.114565245	129
CHDH	0.03096429	0.025825165	0.4942887	0.34443655	0.02471353	35	0.00440482485	0.00377030875	0.023493718	0	0.0007881450275	0	0.24007796	0.06306338125	0.975647815	0.960777035	0.1790088175	251
KLHDC8B	0.5297214	0.124032	0.982183	0.9002534	0.00408501	4	0.2351487	0.078173782	0.81774721	0.4069131575	0.001598543	2	0.8437438	0.2255574	0.9993728	0.9949385	0.01259372	7
CD200R1	0.15571715	0.1330656	0.9129618	0.90271155	0.001304077	1	0.03883715475	0.0863237655	0.515096665	0.7124622975	0.0007042072	1	0.6186467	0.196369835	0.997261	0.99449397	0.00531157012500001	6
LIMD1	0.119501	0.08913256	0.9427315	0.92046965	0.001478188	2	0.02654498	0.0536667	0.5845239025	0.7095137825	0.0007162348475	1	0.5399844725	0.1373512525	0.99858384	0.9968768	0.00637023	7
ZFYVE20	0.044254545	0.03034882	0.6382892	0.4198176	0.003095172	5	0.006194690575	0.004714237225	0.036572364	0	0.000680301535	0	0.36628609	0.07235861125	0.987022065	0.96954537	0.05578992	86
BFSP2	0.1018727	0.1432178	0.94500885	0.963537	0.001872357	3	0.02699437925	0.1019697075	0.61258499	0.843929	0.0007005328525	2	0.4390208	0.188485105	0.998317	0.99846472	0.006646102075	8
B3GNT5	0.3226758	0.1717486	0.9895218	0.9753396	0.003186392	4	0.1135917	0.1304386	0.91250826	0.8940650925	0.00109736	3	0.6455501	0.21684174	0.9997406	0.9989873	0.007412063	7
TBCCD1	0.014757205	0.009122541	0.6139992	0.2996516	0.0038109215	5	0.0005634885	0.0003383326	0.03068401475	0	0.0007741438	0	0.3170797075	0.03923202475	0.9930709875	0.9587789	0.2033771825	278
COLQ	0.1602222	0.10982495	0.9079626	0.8519323	0.001489315	2	0.04474501125	0.06745614175	0.5296752	0.59711821	0.00063312657	1	0.5623142	0.1631029	0.996756	0.991898595	0.006809856	10
CRYGS	0.07201922	0.061287715	0.75267685	0.69928775	0.0031672835	4	0.01942621375	0.0269993205	0.1772904925	0.076839912	0.0009008796125	1	0.3223551375	0.1091633575	0.9880657	0.9833916825	0.02489283825	32
NMNAT3	0.32598635	0.5054058	0.96788955	0.9855121	0.001837511	3	0.1107510375	0.4600628	0.7879817	0.9492557	0.00069873029	2	0.707998	0.5474222	0.9985372675	0.9992700175	0.005322559	6
MUC20	0.7014785	0.53117405	0.97021515	0.9470877	0.007740874	9	0.4425129	0.47682617	0.8642894	0.874386665	0.00258815	6	0.8677213	0.5873208	0.996882825	0.9921109	0.0207878655	17
RNF7	0.1638505	0.1018306	0.9061114	0.8443631	0.002120553	2	0.04581027225	0.06264914725	0.52993489	0.6149151475	0.00100943265	1	0.5662445	0.1503935325	0.9946103225	0.987730055	0.00681738567500001	6
ACTR8	0.1020978	0.08248493	0.8748381	0.83551955	0.001715962	2	0.0252034065	0.046558714	0.4150676	0.52991461	0.000747362655	1	0.4894205	0.134453915	0.9949743	0.9902625	0.010780466	14
C3orf19	0.3062817	0.3177022	0.94956095	0.9534865	0.001452916	3	0.0997682595	0.2641966	0.7068108	0.8519002	0.0006818561	2	0.7097495125	0.377784	0.9974786	0.9970775	0.005030705725	7
C3orf18	0.04198951	0.02617077	0.63923465	0.53229685	0.013351975	9	0.00703257255	0.00647182055	0.03721260775	0	0.001539302	0	0.284253005	0.08233332375	0.98653303	0.9797593425	0.267656525	191
C3orf14	0.1488471	0.2175803	0.94274265	0.96466865	0.0013945035	3	0.04087957425	0.1705176	0.6290952	0.86123077	0.000634159885	2	0.513874275	0.2689124	0.9982501	0.9985307	0.00501108995	7
C3orf17	0.38083075	0.1027397	0.9819746	0.90666015	0.001582612	3	0.1285927	0.06650798	0.8487533	0.6895046	0.0007780226	2	0.7504262	0.1470934475	0.999147	0.9948903	0.006860494	6
LMLN	0.1041593	0.050518475	0.8205807	0.62370465	0.007577148	4	0.0229720745	0.01796117675	0.1166710125	0.022327183	0.001899603	1	0.4642751175	0.09982450475	0.9930572	0.978809115	0.1449785775	82
TUSC2	0.04525631	0.02080591	0.6594851	0.5374004	0.008689259	6	0.00395483955	0.0026582049	0.03657906625	0	0.00142995395	0	0.360115465	0.0771247382500001	0.9933391	0.9793488	0.25740583	195
RUVBL1	0.052135515	0.033027645	0.75773235	0.5785549	0.0030203935	3	0.010858645	0.01027636	0.05381248725	0	0.000838526	0	0.382617665	0.07352342875	0.9935222375	0.979946335	0.0797373935	105
TMEM14E	0.05393706	0.04017733	0.63522275	0.5597099	0.0072170625	10	0.01016528725	0.01023434	0.041049035	0	0.0007830448	0	0.290585465	0.090328614	0.985862235	0.9759043775	0.1979300275	289
NKTR	0.1181449	0.098798105	0.89281785	0.86835745	0.001800736	2	0.031422858	0.06151418	0.44805204	0.5672959	0.0008611639475	1	0.5128716	0.1478033175	0.9951709	0.99210644	0.00812797020000001	9
TFRC	0.15570935	0.1213412	0.920699	0.89646945	0.006992221	6	0.05588520175	0.0790102505	0.525392195	0.557166735	0.002596832225	3	0.4124017	0.1761095	0.9973716875	0.9961731875	0.02871060875	23
SUSD5	0.07450611	0.05320981	0.89551585	0.8542324	0.003611564	4	0.0177232145	0.02131156025	0.29749852	0.17385478	0.0009055127775	1	0.328549467500001	0.097491036	0.9965523	0.9938742	0.030296915	36
CCDC39	0.0125482	0.01117336	0.53929095	0.4572718	0.1610445	166	0.00089721799	0.00076949941	0.02842564	0	0.001266235125	0	0.1011379625	0.03721501	0.982400155	0.97325773	0.2692387575	273
CCDC36	0.15664005	0.092217895	0.5067075	0.44272615	0.03493973	24	0.04478339825	0.04322129175	0.02553951675	0	0.001630657575	0	0.4768290525	0.2467064525	0.9714682825	0.9629183475	0.3840797175	270
CCDC37	0.074239245	0.06512277	0.9427049	0.9328767	0.001430765	2	0.01549559	0.03658579825	0.5446621475	0.6875600125	0.0006967619	1	0.4575635	0.103913935	0.9986193	0.9976562	0.006964159375	8
GTPBP8	0.1541921	0.1182693	0.93488	0.9122661	0.002657497	3	0.04465276975	0.07604253325	0.597775455	0.7003098625	0.000892187	1	0.503832562500001	0.1693791	0.9973320275	0.9959936	0.00826854	10
KLHL24	0.1372233	0.1280342	0.9395613	0.9345858	0.00157263	2	0.0332600985	0.0849683265	0.59057055	0.7152546525	0.0007735192625	1	0.54298131	0.182473255	0.9981172	0.99711292	0.006085633375	7
POLQ	0.007933602	0.003749839	0.65704095	0.2841632	0.003172346	3	0.000208485855	0.000120592	0.0337624935	0	0.0008749369625	0	0.314690807500001	0.02094244925	0.9962144	0.9594620225	0.05779162175	66
CX3CR1	0.07825746	0.05796717	0.5938134	0.46423195	0.090119635	133	0.02149574925	0.019599423	0.0361391915	0	0.0007596790575	0	0.3627922375	0.1174999225	0.9782564925	0.967405165	0.205558925	295
DPPA4	0.1141051	0.0764492	0.9545824	0.9336449	0.001983999	3	0.02620724525	0.04243286325	0.6614453	0.7057387	0.0007681046	1	0.504750985000001	0.1202953	0.9991555	0.9979847	0.00622790065000001	7
ZBTB38	0.1592473	0.1782953	0.9731141	0.9769229	0.001433896	1	0.03824366	0.1304889825	0.7547179	0.8933179825	0.0008125752	1	0.5839616	0.230693	0.9992072725	0.9990915775	0.004392862675	4
CHL1	0.10481275	0.09822061	0.61360325	0.48932155	0.006182508	8	0.04434301375	0.0575245825	0.042104674	0	0.00088066848	0	0.3840218	0.152253225	0.9751565025	0.9732708	0.0856371350000001	111
TTLL3	0.10459665	0.07894417	0.8401461	0.7816396	0.002047943	3	0.028843999	0.04089674	0.35703728	0.383545815	0.0006782529	1	0.4243617525	0.1288735	0.99265457	0.98839081	0.01361738225	21
NISCH	0.01470097	0.007167323	0.6016203	0.2919338	0.006544953	5	0.0005251571975	0.0002843365	0.03032445075	0	0.001311959025	0	0.32022202	0.032817471	0.992358715	0.9569684275	0.0670024012500001	53
SGOL1	0.03315271	0.0247078	0.603479	0.3909326	0.005400909	6	0.00506793535	0.00441648835	0.03215039275	0	0.0008578368875	0	0.314215782500001	0.06006105	0.98587955	0.9704923175	0.12731284	163
GPD1L	0.3244453	0.34881065	0.9760979	0.97925585	0.002859262	4	0.1024102	0.2981877075	0.8021495	0.9115037	0.0008178427	2	0.6709383175	0.4019229475	0.9991462	0.9990585	0.00659773325	7
PARP14	0.2055488	0.1256728	0.9619659	0.9306848	0.001574504	2	0.05544737525	0.08337857	0.7066766	0.7504993	0.00073699789	1	0.6663959	0.1799502175	0.9987294	0.9964810425	0.005589042325	6
PARP15	0.1810304	0.1901981	0.9672543	0.9710595	0.002990645	5	0.05467116	0.142529385	0.7428856	0.8583301625	0.0008028592	3	0.4779963	0.2395492	0.9988933	0.9989163	0.00929189635	12
UBA7	0.2845641	0.3682732	0.9739541	0.9896722	0.002373816	1	0.079984261	0.2926231175	0.7134807075	0.91543344	0.001456633	1	0.7246921	0.44595556	0.9993925	0.9996224	0.00974820565	5
DZIP1L	0.1269953	0.05293452	0.9562882	0.89292785	0.002584659	3	0.02700537875	0.0234500885	0.6283094225	0.584251145	0.0009820026	2	0.5772303	0.09448993625	0.9992627	0.9949167375	0.00901902675	8
PPP2R3A	0.11545625	0.09086543	0.9344266	0.9195547	0.0018135335	2	0.02693882725	0.05088434725	0.5409471725	0.6427966075	0.00081654007	1	0.5286533	0.1563745	0.9980514	0.9965088	0.00773570805000001	8
SLC33A1	0.075957455	0.041992905	0.9033105	0.8242263	0.001763269	2	0.01591261	0.0182053595	0.2743491375	0.1274165	0.0008468963	1	0.5017436575	0.0799820625	0.998397105	0.9928223	0.0264894425	32
RNF13	0.2229906	0.222093	0.9638311	0.96520685	0.00119317	1	0.06294508	0.171685065	0.713677805	0.8521171475	0.0006851927	1	0.6542863	0.2809358	0.9988652	0.9984472	0.003871678725	6
CAMK1	0.02708169	0.017863725	0.61821695	0.3275892	0.0032860855	5	0.001822340025	0.001167647675	0.0367272895	0	0.0006711675	0	0.33422072	0.053677189	0.987732445	0.961548495	0.0468752735	73
COL7A1	0.088612595	0.043705555	0.60809155	0.5598755	0.1600137	97	0.01641343125	0.01200682225	0.03432974575	0.01378718675	0.002262212875	1	0.32004944	0.154428695	0.9861678875	0.9737682675	0.48353164	289
