AssociatedGeneName EnsemblGeneID h2.Lung se.Lung ensid
NMRK2 ENSG00000077009.9 0.115501 0.084714 ENSG00000077009
IVNS1ABP ENSG00000116679.11 0.116673 0.065845 ENSG00000116679
PDE5A ENSG00000138735.11 0.128549 0.063997 ENSG00000138735
FAM27E3 ENSG00000232833.4 0.113534 0.111577 ENSG00000232833
FAM124A ENSG00000150510.11 0.197453 0.083488 ENSG00000150510
USP25 ENSG00000155313.11 0.118257 0.071142 ENSG00000155313
ATP1A3 ENSG00000105409.11 0.106121 0.070893 ENSG00000105409
C10orf88 ENSG00000119965.8 0.101337 0.068491 ENSG00000119965
VAX2 ENSG00000116035.2 0.127083 0.076097 ENSG00000116035
TRAF4 ENSG00000076604.10 0.148624 0.08383 ENSG00000076604
GPSM2 ENSG00000121957.7 0.170751 0.075065 ENSG00000121957
SNAI1 ENSG00000124216.3 0.152189 0.073689 ENSG00000124216
SMC3 ENSG00000108055.9 0.112492 0.067003 ENSG00000108055
RBM26 ENSG00000139746.11 0.111857 0.070453 ENSG00000139746
LCN12 ENSG00000184925.7 0.116083 0.072255 ENSG00000184925
FADS3 ENSG00000221968.4 0.100861 0.068201 ENSG00000221968
ZNF793 ENSG00000188227.8 0.134751 0.083099 ENSG00000188227
JUNB ENSG00000171223.4 0.100116 0.0736 ENSG00000171223
ABCA5 ENSG00000154265.11 0.108138 0.060105 ENSG00000154265
CCDC134 ENSG00000100147.9 0.110669 0.062977 ENSG00000100147
CARHSP1 ENSG00000153048.6 0.158833 0.080033 ENSG00000153048
NAPRT1 ENSG00000147813.11 0.107759 0.064797 ENSG00000147813
PCBP2 ENSG00000197111.11 0.162245 0.084866 ENSG00000197111
JTB ENSG00000143543.10 0.138773 0.083765 ENSG00000143543
RHOC ENSG00000155366.11 0.125821 0.083234 ENSG00000155366
SYT2 ENSG00000143858.7 0.131314 0.078891 ENSG00000143858
ABT1 ENSG00000146109.3 0.125971 0.081427 ENSG00000146109
PRL ENSG00000172179.7 0.208343 0.084236 ENSG00000172179
SPINK1 ENSG00000164266.6 0.130743 0.069526 ENSG00000164266
IAH1 ENSG00000134330.14 0.128678 0.077201 ENSG00000134330
SLC44A5 ENSG00000137968.12 0.243872 0.075546 ENSG00000137968
PTBP2 ENSG00000117569.13 0.102882 0.060843 ENSG00000117569
CLTB ENSG00000175416.8 0.253472 0.090528 ENSG00000175416
DUSP27 ENSG00000198842.5 0.121437 0.069886 ENSG00000198842
C2orf76 ENSG00000186132.10 0.13378 0.077764 ENSG00000186132
C12orf5 ENSG00000078237.4 0.132387 0.074487 ENSG00000078237
FAM187B ENSG00000177558.3 0.178863 0.098979 ENSG00000177558
SPTBN5 ENSG00000137877.8 0.224304 0.075866 ENSG00000137877
PARG ENSG00000227345.4 0.164373 0.075936 ENSG00000227345
TUBE1 ENSG00000074935.9 0.144856 0.075104 ENSG00000074935
TSG101 ENSG00000074319.8 0.190651 0.085954 ENSG00000074319
IGFL2 ENSG00000204866.4 0.15302 0.090073 ENSG00000204866
ANK2 ENSG00000145362.12 0.136319 0.0725 ENSG00000145362
CELA2A ENSG00000142615.7 0.101056 0.076533 ENSG00000142615
ELF5 ENSG00000135374.5 0.129003 0.069163 ENSG00000135374
AP5M1 ENSG00000053770.7 0.157584 0.082244 ENSG00000053770
RRAGA ENSG00000155876.4 0.11751 0.080265 ENSG00000155876
EXT2 ENSG00000151348.9 0.169228 0.080911 ENSG00000151348
TYRP1 ENSG00000107165.8 0.107426 0.059644 ENSG00000107165
BAX ENSG00000087088.15 0.174825 0.087766 ENSG00000087088
GNG2 ENSG00000186469.4 0.118223 0.070866 ENSG00000186469
SIGLEC12 ENSG00000254521.2 0.168112 0.085953 ENSG00000254521
LILRA6 ENSG00000244482.5 0.184378 0.092414 ENSG00000244482
GPBP1 ENSG00000062194.11 0.103395 0.066502 ENSG00000062194
CCL3L3 ENSG00000256515.3 0.147004 0.079419 ENSG00000256515
LSMEM2 ENSG00000179564.3 0.136821 0.08205 ENSG00000179564
GPC6 ENSG00000183098.6 0.127916 0.07655 ENSG00000183098
GYPC ENSG00000136732.10 0.135448 0.063386 ENSG00000136732
NRIP3 ENSG00000175352.6 0.244227 0.093809 ENSG00000175352
TRIP10 ENSG00000125733.13 0.159147 0.086607 ENSG00000125733
CRMP1 ENSG00000072832.10 0.258729 0.092136 ENSG00000072832
DKKL1 ENSG00000104901.2 0.130951 0.067071 ENSG00000104901
SRRM2 ENSG00000167978.12 0.127592 0.083139 ENSG00000167978
ZNF264 ENSG00000083844.6 0.102687 0.073673 ENSG00000083844
MTHFSD ENSG00000103248.13 0.135905 0.105069 ENSG00000103248
NPC1L1 ENSG00000015520.10 0.10296 0.07236 ENSG00000015520
ZC3H3 ENSG00000014164.6 0.260972 0.075472 ENSG00000014164
WDYHV1 ENSG00000156795.2 0.104228 0.062734 ENSG00000156795
SH3BGRL2 ENSG00000198478.6 0.114098 0.073821 ENSG00000198478
ZNF224 ENSG00000267680.1 0.138649 0.072692 ENSG00000267680
CMTM2 ENSG00000140932.5 0.130831 0.07202 ENSG00000140932
ID4 ENSG00000172201.6 0.126666 0.060382 ENSG00000172201
PIP4K2B ENSG00000141720.7 0.109185 0.065763 ENSG00000141720
KLK4 ENSG00000167749.7 0.124335 0.083525 ENSG00000167749
TEX33 ENSG00000185264.7 0.115398 0.08201 ENSG00000185264
TPT1 ENSG00000133112.12 0.166909 0.072149 ENSG00000133112
ZNF662 ENSG00000182983.10 0.112219 0.080051 ENSG00000182983
KIR3DX1 ENSG00000104970.6 0.111465 0.081645 ENSG00000104970
TMEM65 ENSG00000164983.6 0.115404 0.063593 ENSG00000164983
EMX2 ENSG00000170370.10 0.112595 0.076838 ENSG00000170370
TATDN3 ENSG00000203705.6 0.112239 0.06938 ENSG00000203705
DNASE1L3 ENSG00000163687.9 0.153727 0.072105 ENSG00000163687
C5orf45 ENSG00000161010.10 0.105939 0.074658 ENSG00000161010
NFRKB ENSG00000170322.10 0.105023 0.081659 ENSG00000170322
RAB27A ENSG00000069974.11 0.131914 0.073991 ENSG00000069974
POPDC2 ENSG00000121577.9 0.116585 0.066385 ENSG00000121577
PARP4 ENSG00000102699.5 0.152133 0.073852 ENSG00000102699
HOXC8 ENSG00000037965.4 0.256626 0.093551 ENSG00000037965
PDGFRB ENSG00000113721.9 0.210467 0.088152 ENSG00000113721
RAD21L1 ENSG00000244588.1 0.184333 0.089403 ENSG00000244588
CASZ1 ENSG00000130940.10 0.116281 0.065303 ENSG00000130940
CLEC17A ENSG00000187912.7 0.116787 0.068866 ENSG00000187912
TNNT3 ENSG00000130595.12 0.159314 0.079571 ENSG00000130595
PRR19 ENSG00000188368.5 0.177514 0.08688 ENSG00000188368
HSD17B11 ENSG00000198189.6 0.125826 0.067483 ENSG00000198189
PRKD2 ENSG00000105287.8 0.114441 0.070169 ENSG00000105287
ITPKA ENSG00000137825.6 0.216574 0.089526 ENSG00000137825
CHRND ENSG00000135902.5 0.169733 0.084981 ENSG00000135902
RP11-3B7.1 ENSG00000225399.3 0.129586 0.084627 ENSG00000225399
SESN3 ENSG00000149212.6 0.116831 0.066405 ENSG00000149212
PLEKHF1 ENSG00000166289.5 0.118734 0.078307 ENSG00000166289
NUDT14 ENSG00000183828.10 0.131438 0.074345 ENSG00000183828
FBXO46 ENSG00000177051.5 0.150769 0.092166 ENSG00000177051
MAT2B ENSG00000038274.11 0.132925 0.068332 ENSG00000038274
ACVR2B ENSG00000114739.8 0.128811 0.070032 ENSG00000114739
PON3 ENSG00000105852.6 0.13084 0.067123 ENSG00000105852
EYA4 ENSG00000112319.13 0.301972 0.08742 ENSG00000112319
ODF2L ENSG00000122417.11 0.161191 0.071616 ENSG00000122417
EMR2 ENSG00000127507.13 0.115556 0.07121 ENSG00000127507
ADCY10 ENSG00000143199.13 0.155253 0.086519 ENSG00000143199
OSBPL1A ENSG00000141447.12 0.127962 0.076078 ENSG00000141447
TUBAL3 ENSG00000178462.7 0.117166 0.085887 ENSG00000178462
KIAA1549L ENSG00000110427.10 0.181038 0.07703 ENSG00000110427
MRPS10 ENSG00000048544.5 0.232001 0.081048 ENSG00000048544
CEP350 ENSG00000135837.11 0.120304 0.064911 ENSG00000135837
IL17RA ENSG00000177663.9 0.155424 0.08833 ENSG00000177663
HLX ENSG00000136630.11 0.111557 0.067244 ENSG00000136630
DZANK1 ENSG00000089091.11 0.144126 0.077515 ENSG00000089091
SLC7A5 ENSG00000103257.4 0.150218 0.084853 ENSG00000103257
KCNMB4 ENSG00000135643.4 0.110507 0.069367 ENSG00000135643
PCDHA7 ENSG00000204963.4 0.131071 0.068164 ENSG00000204963
GPR183 ENSG00000169508.6 0.110069 0.069563 ENSG00000169508
TBC1D3C ENSG00000234972.4 0.101679 0.069417 ENSG00000234972
HOOK2 ENSG00000095066.7 0.107741 0.072514 ENSG00000095066
CST4 ENSG00000101441.4 0.131067 0.088694 ENSG00000101441
CLEC12A ENSG00000172322.9 0.341587 0.081931 ENSG00000172322
ANXA9 ENSG00000143412.5 0.125038 0.071591 ENSG00000143412
ARHGEF17 ENSG00000110237.3 0.105087 0.066826 ENSG00000110237
BTBD10 ENSG00000148925.6 0.104065 0.064597 ENSG00000148925
ID3 ENSG00000117318.8 0.100463 0.06304 ENSG00000117318
GPR107 ENSG00000148358.15 0.120334 0.077131 ENSG00000148358
BTBD3 ENSG00000132640.10 0.111475 0.071167 ENSG00000132640
RAC3 ENSG00000169750.4 0.12615 0.081563 ENSG00000169750
RAD51AP1 ENSG00000111247.10 0.104343 0.0682 ENSG00000111247
STOM ENSG00000148175.8 0.116998 0.081389 ENSG00000148175
GABRB2 ENSG00000145864.8 0.128632 0.064865 ENSG00000145864
NIPAL4 ENSG00000172548.10 0.15454 0.072959 ENSG00000172548
LBR ENSG00000143815.10 0.152869 0.077392 ENSG00000143815
AL354718.1 ENSG00000268578.1 0.138623 0.123675 ENSG00000268578
SLC22A31 ENSG00000259803.2 0.219672 0.079191 ENSG00000259803
INS ENSG00000254647.2 0.12428 0.072227 ENSG00000254647
C1orf210 ENSG00000253313.1 0.105616 0.075203 ENSG00000253313
AP000295.9 ENSG00000249624.3 0.148047 0.079722 ENSG00000249624
RP11-382J12.1 ENSG00000246366.2 0.116644 0.077441 ENSG00000246366
N4BP2L2 ENSG00000244754.4 0.118722 0.065265 ENSG00000244754
SPRR2F ENSG00000244094.1 0.109252 0.064605 ENSG00000244094
PI4KA ENSG00000241973.6 0.10817 0.067943 ENSG00000241973
TXNDC5 ENSG00000239264.3 0.10889 0.071638 ENSG00000239264
ZNF737 ENSG00000237440.4 0.119691 0.078917 ENSG00000237440
ZBTB22 ENSG00000236104.2 0.154162 0.075926 ENSG00000236104
C19orf24 ENSG00000228300.9 0.188858 0.089865 ENSG00000228300
TMEM233 ENSG00000224982.2 0.112819 0.075179 ENSG00000224982
CKMT1A ENSG00000223572.5 0.226187 0.098676 ENSG00000223572
LL22NC03-75H12.2 ENSG00000218357.3 0.195944 0.099733 ENSG00000218357
PHB2 ENSG00000215021.4 0.132792 0.072715 ENSG00000215021
EFCAB9 ENSG00000214360.4 0.127641 0.071413 ENSG00000214360
TM6SF2 ENSG00000213996.7 0.12032 0.056762 ENSG00000213996
DEFA1 ENSG00000206047.2 0.120997 0.078737 ENSG00000206047
RNPS1 ENSG00000205937.7 0.148041 0.095845 ENSG00000205937
IZUMO3 ENSG00000205442.8 0.189543 0.077691 ENSG00000205442
MT1M ENSG00000205364.3 0.141305 0.078076 ENSG00000205364
SCGB2B2 ENSG00000205209.3 0.101373 0.086167 ENSG00000205209
RAET1G ENSG00000203722.3 0.145964 0.077796 ENSG00000203722
C9orf114 ENSG00000198917.7 0.121071 0.064553 ENSG00000198917
ZNF808 ENSG00000198482.6 0.155386 0.088155 ENSG00000198482
ZNF667 ENSG00000198046.7 0.125674 0.083491 ENSG00000198046
RPE ENSG00000197713.10 0.165116 0.072639 ENSG00000197713
ZNF695 ENSG00000197472.10 0.113036 0.071341 ENSG00000197472
ZSCAN25 ENSG00000197037.6 0.143832 0.074399 ENSG00000197037
LCE1B ENSG00000196734.6 0.118919 0.066453 ENSG00000196734
ANAPC7 ENSG00000196510.8 0.145791 0.08122 ENSG00000196510
C20orf96 ENSG00000196476.7 0.101436 0.071914 ENSG00000196476
ZNF600 ENSG00000189190.7 0.128727 0.08746 ENSG00000189190
ENTPD8 ENSG00000188833.5 0.292133 0.098942 ENSG00000188833
LCN10 ENSG00000187922.9 0.104933 0.088182 ENSG00000187922
PALM3 ENSG00000187867.4 0.309098 0.090098 ENSG00000187867
ADH1A ENSG00000187758.3 0.177106 0.075943 ENSG00000187758
NHEJ1 ENSG00000187736.8 0.112379 0.064676 ENSG00000187736
TMPRSS6 ENSG00000187045.12 0.216598 0.094985 ENSG00000187045
KRT73 ENSG00000186049.4 0.139526 0.069659 ENSG00000186049
ZNF284 ENSG00000186026.6 0.183208 0.0996 ENSG00000186026
GRK1 ENSG00000185974.6 0.252727 0.07932 ENSG00000185974
MRPL40 ENSG00000185608.4 0.129353 0.067725 ENSG00000185608
HS6ST3 ENSG00000185352.7 0.105754 0.071961 ENSG00000185352
INPP5J ENSG00000185133.9 0.114479 0.06259 ENSG00000185133
C5orf47 ENSG00000185056.9 0.149298 0.09636 ENSG00000185056
NDUFB1 ENSG00000183648.5 0.106767 0.067758 ENSG00000183648
RABIF ENSG00000183155.4 0.102463 0.068785 ENSG00000183155
KCNA4 ENSG00000182255.6 0.148759 0.070705 ENSG00000182255
C4orf50 ENSG00000181215.8 0.112917 0.073818 ENSG00000181215
CHRM2 ENSG00000181072.7 0.108202 0.066246 ENSG00000181072
ATP5EP2 ENSG00000180389.6 0.127379 0.073786 ENSG00000180389
TRNAU1AP ENSG00000180098.5 0.100276 0.06734 ENSG00000180098
TMEM125 ENSG00000179178.6 0.137851 0.076725 ENSG00000179178
STX19 ENSG00000178750.2 0.17928 0.0837 ENSG00000178750
GEN1 ENSG00000178295.10 0.153927 0.079879 ENSG00000178295
SPINK6 ENSG00000178172.2 0.102111 0.067625 ENSG00000178172
ZNF114 ENSG00000178150.4 0.114624 0.07169 ENSG00000178150
HTR3C ENSG00000178084.1 0.10144 0.051055 ENSG00000178084
STAP2 ENSG00000178078.7 0.275691 0.085261 ENSG00000178078
GPR4 ENSG00000177464.4 0.184515 0.099803 ENSG00000177464
FOXC2 ENSG00000176692.4 0.131177 0.083971 ENSG00000176692
FOXL1 ENSG00000176678.4 0.110757 0.081383 ENSG00000176678
ZNF77 ENSG00000175691.8 0.104523 0.068386 ENSG00000175691
UGT8 ENSG00000174607.6 0.102666 0.06515 ENSG00000174607
LEMD3 ENSG00000174106.2 0.100333 0.070565 ENSG00000174106
KCNH6 ENSG00000173826.10 0.167217 0.072063 ENSG00000173826
WFIKKN2 ENSG00000173714.7 0.112047 0.060562 ENSG00000173714
LRRC20 ENSG00000172731.9 0.175507 0.087271 ENSG00000172731
KNDC1 ENSG00000171798.13 0.110444 0.068476 ENSG00000171798
ASXL1 ENSG00000171456.12 0.142087 0.083122 ENSG00000171456
UGT2B7 ENSG00000171234.9 0.163398 0.070782 ENSG00000171234
INSR ENSG00000171105.9 0.11031 0.070529 ENSG00000171105
PLA2G1B ENSG00000170890.9 0.18207 0.075804 ENSG00000170890
GPR37 ENSG00000170775.2 0.153421 0.070695 ENSG00000170775
KRT86 ENSG00000170442.7 0.121009 0.066802 ENSG00000170442
MYRIP ENSG00000170011.9 0.122219 0.072006 ENSG00000170011
MT1B ENSG00000169688.10 0.125102 0.080824 ENSG00000169688
SLC38A11 ENSG00000169507.5 0.106226 0.061514 ENSG00000169507
SH3TC2 ENSG00000169247.7 0.163534 0.075924 ENSG00000169247
GSG1L ENSG00000169181.8 0.137098 0.077839 ENSG00000169181
LRP1B ENSG00000168702.12 0.175742 0.084117 ENSG00000168702
ZNF30 ENSG00000168661.10 0.181222 0.094368 ENSG00000168661
MOBP ENSG00000168314.13 0.146676 0.072316 ENSG00000168314
CD320 ENSG00000167775.6 0.100492 0.077932 ENSG00000167775
EEF2 ENSG00000167658.11 0.186006 0.092231 ENSG00000167658
CDC42EP5 ENSG00000167617.2 0.145123 0.097852 ENSG00000167617
TMC4 ENSG00000167608.7 0.234694 0.094602 ENSG00000167608
ELFN2 ENSG00000166897.9 0.111299 0.07521 ENSG00000166897
NAV2 ENSG00000166833.15 0.150022 0.089902 ENSG00000166833
C16orf45 ENSG00000166780.6 0.157717 0.081299 ENSG00000166780
MOGAT2 ENSG00000166391.10 0.108287 0.078411 ENSG00000166391
DPCD ENSG00000166171.8 0.121085 0.076387 ENSG00000166171
C16orf78 ENSG00000166152.3 0.116208 0.078834 ENSG00000166152
AMER2 ENSG00000165566.11 0.424978 0.084728 ENSG00000165566
MICU2 ENSG00000165487.9 0.124938 0.080523 ENSG00000165487
TMEM246 ENSG00000165152.4 0.157096 0.08033 ENSG00000165152
C7orf34 ENSG00000165131.6 0.153568 0.07038 ENSG00000165131
ABCA1 ENSG00000165029.11 0.109049 0.078227 ENSG00000165029
RHOBTB3 ENSG00000164292.8 0.143545 0.07472 ENSG00000164292
ESM1 ENSG00000164283.8 0.115993 0.077277 ENSG00000164283
RPN1 ENSG00000163902.7 0.217907 0.094199 ENSG00000163902
FYCO1 ENSG00000163820.10 0.121433 0.063663 ENSG00000163820
CPA3 ENSG00000163751.3 0.124182 0.06993 ENSG00000163751
PRICKLE2 ENSG00000163637.7 0.110075 0.07321 ENSG00000163637
IGFN1 ENSG00000163395.12 0.190651 0.087642 ENSG00000163395
FAM175A ENSG00000163322.9 0.149039 0.08154 ENSG00000163322
BIRC8 ENSG00000163098.3 0.154408 0.089595 ENSG00000163098
DDR2 ENSG00000162733.11 0.123578 0.07371 ENSG00000162733
TAOK1 ENSG00000160551.5 0.164888 0.077792 ENSG00000160551
FAM207A ENSG00000160256.8 0.103705 0.06184 ENSG00000160256
DMTN ENSG00000158856.13 0.10244 0.064578 ENSG00000158856
ACAN ENSG00000157766.11 0.132253 0.077137 ENSG00000157766
ETS2 ENSG00000157557.7 0.119343 0.083977 ENSG00000157557
PDE6D ENSG00000156973.9 0.126922 0.071455 ENSG00000156973
VPS8 ENSG00000156931.11 0.100615 0.08418 ENSG00000156931
UQCRB ENSG00000156467.5 0.100021 0.069582 ENSG00000156467
ART3 ENSG00000156219.12 0.110328 0.05989 ENSG00000156219
HEATR3 ENSG00000155393.8 0.315022 0.080783 ENSG00000155393
GTF3C6 ENSG00000155115.6 0.185286 0.080827 ENSG00000155115
PRKCA ENSG00000154229.7 0.113446 0.073047 ENSG00000154229
FAM92B ENSG00000153789.8 0.10878 0.093847 ENSG00000153789
PTPRD ENSG00000153707.11 0.184531 0.090775 ENSG00000153707
GPR110 ENSG00000153292.11 0.106984 0.06566 ENSG00000153292
NMT2 ENSG00000152465.13 0.139525 0.081739 ENSG00000152465
KCNJ1 ENSG00000151704.11 0.129338 0.067114 ENSG00000151704
VIPAS39 ENSG00000151445.11 0.114575 0.073904 ENSG00000151445
OXSM ENSG00000151093.3 0.135269 0.066584 ENSG00000151093
FRG1B ENSG00000149531.10 0.1944 0.083924 ENSG00000149531
RGS20 ENSG00000147509.9 0.117216 0.07129 ENSG00000147509
ARHGAP18 ENSG00000146376.6 0.107645 0.067448 ENSG00000146376
DCDC2 ENSG00000146038.7 0.10884 0.069595 ENSG00000146038
CXCL14 ENSG00000145824.8 0.135488 0.073224 ENSG00000145824
HAPLN1 ENSG00000145681.6 0.156079 0.083412 ENSG00000145681
PLAC8 ENSG00000145287.6 0.124059 0.066532 ENSG00000145287
CPNE9 ENSG00000144550.8 0.112532 0.079063 ENSG00000144550
AMMECR1L ENSG00000144233.5 0.132197 0.077107 ENSG00000144233
NT5DC4 ENSG00000144130.7 0.101518 0.062885 ENSG00000144130
MEIS1 ENSG00000143995.15 0.203234 0.084016 ENSG00000143995
RIT1 ENSG00000143622.5 0.113326 0.066986 ENSG00000143622
GPA33 ENSG00000143167.7 0.101304 0.06262 ENSG00000143167
ZNF750 ENSG00000141579.6 0.152614 0.093965 ENSG00000141579
SLC13A5 ENSG00000141485.11 0.117897 0.072511 ENSG00000141485
ZNF287 ENSG00000141040.10 0.198863 0.08314 ENSG00000141040
KIFC3 ENSG00000140859.11 0.109636 0.072205 ENSG00000140859
SLC5A2 ENSG00000140675.8 0.190295 0.070834 ENSG00000140675
TMX1 ENSG00000139921.8 0.110471 0.079996 ENSG00000139921
FITM1 ENSG00000139914.6 0.172764 0.085496 ENSG00000139914
SSTR1 ENSG00000139874.5 0.155417 0.086646 ENSG00000139874
BMP2K ENSG00000138756.13 0.100846 0.057692 ENSG00000138756
THUMPD2 ENSG00000138050.10 0.10787 0.068021 ENSG00000138050
FXYD6 ENSG00000137726.11 0.157019 0.08175 ENSG00000137726
TTC29 ENSG00000137473.13 0.109123 0.06566 ENSG00000137473
C6orf52 ENSG00000137434.7 0.118444 0.070046 ENSG00000137434
PIM1 ENSG00000137193.9 0.120013 0.072444 ENSG00000137193
NOV ENSG00000136999.4 0.157248 0.065586 ENSG00000136999
STX17 ENSG00000136874.6 0.103022 0.074833 ENSG00000136874
IL1F10 ENSG00000136697.8 0.133599 0.073985 ENSG00000136697
TM6SF1 ENSG00000136404.11 0.288634 0.096999 ENSG00000136404
APPL2 ENSG00000136044.7 0.121864 0.078273 ENSG00000136044
MRPL44 ENSG00000135900.3 0.105673 0.068252 ENSG00000135900
CAPN9 ENSG00000135773.8 0.281564 0.093978 ENSG00000135773
AGT ENSG00000135744.7 0.121857 0.073792 ENSG00000135744
KLHL36 ENSG00000135686.8 0.138276 0.085224 ENSG00000135686
MICAL1 ENSG00000135596.13 0.268755 0.084209 ENSG00000135596
EPHA7 ENSG00000135333.9 0.177245 0.070025 ENSG00000135333
ADAM19 ENSG00000135074.11 0.121904 0.070032 ENSG00000135074
ROCK2 ENSG00000134318.9 0.102841 0.07469 ENSG00000134318
COX16 ENSG00000133983.10 0.105963 0.069669 ENSG00000133983
ZFC3H1 ENSG00000133858.11 0.130424 0.068829 ENSG00000133858
CCDC59 ENSG00000133773.7 0.106656 0.070616 ENSG00000133773
HRASLS2 ENSG00000133328.3 0.103188 0.06668 ENSG00000133328
SYT4 ENSG00000132872.7 0.139072 0.080635 ENSG00000132872
RAN ENSG00000132341.6 0.10367 0.072672 ENSG00000132341
RFTN1 ENSG00000131378.9 0.151434 0.075709 ENSG00000131378
ELOF1 ENSG00000130165.6 0.138704 0.075623 ENSG00000130165
GAMT ENSG00000130005.7 0.125839 0.085029 ENSG00000130005
RHBDF2 ENSG00000129667.8 0.138498 0.073358 ENSG00000129667
AJUBA ENSG00000129474.11 0.170983 0.074391 ENSG00000129474
ADCY4 ENSG00000129467.9 0.100874 0.064588 ENSG00000129467
TTBK2 ENSG00000128881.12 0.179404 0.080985 ENSG00000128881
KLHDC10 ENSG00000128607.9 0.132939 0.069993 ENSG00000128607
YWHAH ENSG00000128245.10 0.104324 0.073431 ENSG00000128245
ABHD8 ENSG00000127220.5 0.139836 0.075686 ENSG00000127220
EDN2 ENSG00000127129.5 0.146747 0.080382 ENSG00000127129
COL21A1 ENSG00000124749.12 0.112599 0.060575 ENSG00000124749
MRS2 ENSG00000124532.10 0.129034 0.06587 ENSG00000124532
MATN4 ENSG00000124159.10 0.163965 0.085943 ENSG00000124159
HOXC11 ENSG00000123388.4 0.153482 0.076345 ENSG00000123388
LRP1 ENSG00000123384.9 0.150576 0.07993 ENSG00000123384
NEUROD4 ENSG00000123307.3 0.114571 0.068102 ENSG00000123307
CCDC91 ENSG00000123106.6 0.106656 0.062594 ENSG00000123106
BHLHE41 ENSG00000123095.5 0.116986 0.076655 ENSG00000123095
PLEKHG1 ENSG00000120278.10 0.100183 0.075145 ENSG00000120278
CPN1 ENSG00000120054.7 0.104964 0.067823 ENSG00000120054
PRLHR ENSG00000119973.3 0.119934 0.067616 ENSG00000119973
ABCD4 ENSG00000119688.16 0.132676 0.069194 ENSG00000119688
CTNNAL1 ENSG00000119326.10 0.10334 0.078968 ENSG00000119326
KLF12 ENSG00000118922.12 0.141739 0.075854 ENSG00000118922
STX12 ENSG00000117758.9 0.124606 0.076478 ENSG00000117758
LPPR5 ENSG00000117598.7 0.3421 0.076061 ENSG00000117598
TNNI3K ENSG00000116783.9 0.17139 0.077719 ENSG00000116783
ACADL ENSG00000115361.3 0.11808 0.073615 ENSG00000115361
AADAC ENSG00000114771.8 0.117431 0.07321 ENSG00000114771
PDCD10 ENSG00000114209.10 0.172974 0.083517 ENSG00000114209
RBP2 ENSG00000114113.2 0.108566 0.065413 ENSG00000114113
ERGIC1 ENSG00000113719.11 0.136535 0.083646 ENSG00000113719
SPARC ENSG00000113140.6 0.15888 0.078947 ENSG00000113140
ERBB2IP ENSG00000112851.10 0.115264 0.074701 ENSG00000112851
FIG4 ENSG00000112367.6 0.135645 0.071863 ENSG00000112367
MAK ENSG00000111837.7 0.108023 0.07688 ENSG00000111837
CHPT1 ENSG00000111666.6 0.127979 0.069932 ENSG00000111666
PTPN5 ENSG00000110786.13 0.164428 0.077663 ENSG00000110786
APOA4 ENSG00000110244.5 0.134533 0.079424 ENSG00000110244
TMEM109 ENSG00000110108.4 0.14145 0.07481 ENSG00000110108
NMU ENSG00000109255.7 0.130928 0.075921 ENSG00000109255
PHOX2B ENSG00000109132.5 0.119013 0.074964 ENSG00000109132
CACNG1 ENSG00000108878.3 0.101266 0.07115 ENSG00000108878
RPL28 ENSG00000108107.8 0.141168 0.08906 ENSG00000108107
SH3GL2 ENSG00000107295.8 0.15165 0.079961 ENSG00000107295
SLC1A1 ENSG00000106688.7 0.117129 0.082763 ENSG00000106688
PTPRZ1 ENSG00000106278.7 0.287196 0.077408 ENSG00000106278
SMG9 ENSG00000105771.9 0.101009 0.057523 ENSG00000105771
SIPA1L3 ENSG00000105738.6 0.119334 0.066823 ENSG00000105738
CEACAM4 ENSG00000105352.6 0.137316 0.074234 ENSG00000105352
PPP6R1 ENSG00000105063.14 0.184607 0.104087 ENSG00000105063
MAP4K1 ENSG00000104814.8 0.113516 0.067888 ENSG00000104814
KLHDC4 ENSG00000104731.9 0.122528 0.081953 ENSG00000104731
CCL17 ENSG00000102970.6 0.201921 0.085083 ENSG00000102970
HTR2A ENSG00000102468.6 0.125214 0.067218 ENSG00000102468
RBBP8 ENSG00000101773.12 0.217972 0.095413 ENSG00000101773
CEP76 ENSG00000101624.6 0.116174 0.066997 ENSG00000101624
JAG1 ENSG00000101384.7 0.106531 0.07077 ENSG00000101384
PAK7 ENSG00000101349.12 0.221675 0.087373 ENSG00000101349
ISM1 ENSG00000101230.4 0.157923 0.071362 ENSG00000101230
NKAIN4 ENSG00000101198.10 0.124758 0.080085 ENSG00000101198
ADNP ENSG00000101126.11 0.117587 0.0743 ENSG00000101126
PNPLA3 ENSG00000100344.6 0.11066 0.076116 ENSG00000100344
TTLL1 ENSG00000100271.12 0.131887 0.076249 ENSG00000100271
PRTFDC1 ENSG00000099256.14 0.180163 0.075352 ENSG00000099256
MRPS18A ENSG00000096080.7 0.145316 0.083745 ENSG00000096080
MYO3A ENSG00000095777.10 0.127231 0.067344 ENSG00000095777
NRCAM ENSG00000091129.15 0.175423 0.077024 ENSG00000091129
SIRT4 ENSG00000089163.4 0.111781 0.063373 ENSG00000089163
SULT2B1 ENSG00000088002.7 0.135537 0.078152 ENSG00000088002
TXNDC16 ENSG00000087301.4 0.109296 0.06943 ENSG00000087301
HACE1 ENSG00000085382.7 0.176729 0.082495 ENSG00000085382
TDRD3 ENSG00000083544.9 0.369773 0.077638 ENSG00000083544
DLGAP4 ENSG00000080845.13 0.150549 0.07701 ENSG00000080845
KCNN2 ENSG00000080709.10 0.107142 0.062103 ENSG00000080709
