AssociatedGeneName EnsemblGeneID h2.MuscleSkeletal se.MuscleSkeletal ensid
XRCC6 ENSG00000196419.8 0.013917 0.023004 ENSG00000196419
CHTF18 ENSG00000127586.12 0.068089 0.053612 ENSG00000127586
VIPR2 ENSG00000106018.9 0.050614 0.042173 ENSG00000106018
RAB36 ENSG00000100228.8 0.024625 0.042912 ENSG00000100228
GTF2F1 ENSG00000125651.9 0.112136 0.062242 ENSG00000125651
CLASP1 ENSG00000074054.13 0.02686 0.035913 ENSG00000074054
SRL ENSG00000185739.9 0.05711 0.048081 ENSG00000185739
PSMD5 ENSG00000095261.9 0.036356 0.039684 ENSG00000095261
GPD1L ENSG00000152642.6 0.07328 0.055886 ENSG00000152642
DECR2 ENSG00000242612.2 0.041683 0.056439 ENSG00000242612
ZNF304 ENSG00000131845.10 0.037936 0.042713 ENSG00000131845
SAP130 ENSG00000136715.13 0.047119 0.046261 ENSG00000136715
LIN7C ENSG00000148943.7 0.027966 0.035431 ENSG00000148943
HOXD3 ENSG00000128652.7 0.047288 0.05358 ENSG00000128652
DNAJC27 ENSG00000115137.7 0.033202 0.039247 ENSG00000115137
RECQL ENSG00000004700.11 0.039694 0.040953 ENSG00000004700
RAB7A ENSG00000075785.8 0.032953 0.043146 ENSG00000075785
ELMO2 ENSG00000062598.13 0.045113 0.047619 ENSG00000062598
UBA52 ENSG00000221983.3 0.145022 0.064853 ENSG00000221983
SERGEF ENSG00000129158.6 0.33214 0.066634 ENSG00000129158
TYW3 ENSG00000162623.10 0.282009 0.067206 ENSG00000162623
PTGDR2 ENSG00000183134.4 0.170138 0.066012 ENSG00000183134
AKR1C2 ENSG00000151632.12 0.29633 0.078026 ENSG00000151632
FAM114A2 ENSG00000055147.13 0.01687 0.027722 ENSG00000055147
CTD-2547L24.3 ENSG00000258875.1 0.052077 0.043414 ENSG00000258875
SLC12A8 ENSG00000221955.6 0.032381 0.0443 ENSG00000221955
TMEM214 ENSG00000119777.14 0.013254 0.034175 ENSG00000119777
ZNF208 ENSG00000160321.10 0.017341 0.040789 ENSG00000160321
HAUS6 ENSG00000147874.6 0.145617 0.06346 ENSG00000147874
EPS15 ENSG00000085832.12 0.341887 0.09504 ENSG00000085832
EPN3 ENSG00000049283.13 0.044281 0.049194 ENSG00000049283
MRAS ENSG00000158186.8 0.047749 0.058349 ENSG00000158186
SLC44A2 ENSG00000129353.10 0.267443 0.067895 ENSG00000129353
ZSCAN5A ENSG00000131848.5 0.132552 0.07075 ENSG00000131848
SLCO4C1 ENSG00000173930.8 0.013871 0.02304 ENSG00000173930
UBAC1 ENSG00000130560.4 0.017839 0.03313 ENSG00000130560
TEX264 ENSG00000164081.8 0.01703 0.022514 ENSG00000164081
SNX19 ENSG00000120451.6 0.010199 0.037476 ENSG00000120451
LRRC8C ENSG00000171488.10 0.010441 0.029425 ENSG00000171488
PRR14 ENSG00000156858.7 0.011266 0.022911 ENSG00000156858
ZNF7 ENSG00000147789.11 0.042698 0.03154 ENSG00000147789
SMIM2 ENSG00000139656.5 0.362942 0.073943 ENSG00000139656
SUN1 ENSG00000164828.13 0.046264 0.043062 ENSG00000164828
FSIP2 ENSG00000188738.9 0.103116 0.056093 ENSG00000188738
ANAPC4 ENSG00000053900.6 0.373083 0.068483 ENSG00000053900
ZRANB3 ENSG00000121988.13 0.049968 0.046556 ENSG00000121988
CNIH3 ENSG00000143786.3 0.035416 0.039301 ENSG00000143786
FLJ27365 ENSG00000197182.8 0.023446 0.046636 ENSG00000197182
SMDT1 ENSG00000183172.7 0.302692 0.070435 ENSG00000183172
SLC6A1 ENSG00000157103.6 0.05835 0.049292 ENSG00000157103
TATDN2 ENSG00000157014.6 0.038071 0.045286 ENSG00000157014
PDE4C ENSG00000105650.16 0.107103 0.052919 ENSG00000105650
ADCY5 ENSG00000173175.10 0.06051 0.046116 ENSG00000173175
PCGF6 ENSG00000156374.10 0.025728 0.043689 ENSG00000156374
FER ENSG00000151422.8 0.036265 0.041549 ENSG00000151422
AGTR1 ENSG00000144891.13 0.032748 0.041454 ENSG00000144891
NFIA ENSG00000162599.11 0.016718 0.044906 ENSG00000162599
KIAA1683 ENSG00000130518.11 0.089841 0.048236 ENSG00000130518
TMEM101 ENSG00000091947.5 0.168676 0.066023 ENSG00000091947
PHYH ENSG00000107537.9 0.312704 0.082519 ENSG00000107537
ICOS ENSG00000163600.8 0.05846 0.0445 ENSG00000163600
HAPLN3 ENSG00000140511.7 0.022694 0.043804 ENSG00000140511
IRF1 ENSG00000125347.9 0.060157 0.041455 ENSG00000125347
ARG1 ENSG00000118520.8 0.039583 0.045186 ENSG00000118520
RABL2A ENSG00000144134.14 0.08443 0.053184 ENSG00000144134
KPNA3 ENSG00000102753.5 0.037157 0.038426 ENSG00000102753
FBXO9 ENSG00000112146.11 0.064117 0.049467 ENSG00000112146
TEPP ENSG00000159648.7 0.058048 0.050899 ENSG00000159648
ALS2CL ENSG00000178038.12 0.175482 0.074297 ENSG00000178038
MFSD4 ENSG00000174514.8 0.192054 0.070902 ENSG00000174514
TMEM87B ENSG00000153214.5 0.146854 0.063305 ENSG00000153214
TMEM63B ENSG00000137216.14 0.037249 0.045913 ENSG00000137216
SOWAHC ENSG00000198142.3 0.036856 0.038003 ENSG00000198142
C17orf85 ENSG00000074356.12 0.046976 0.050943 ENSG00000074356
GTPBP3 ENSG00000130299.12 0.050719 0.052027 ENSG00000130299
CAPN8 ENSG00000203697.7 0.030322 0.038378 ENSG00000203697
KDM8 ENSG00000155666.7 0.048829 0.055223 ENSG00000155666
TXNRD2 ENSG00000184470.15 0.091834 0.060529 ENSG00000184470
MACROD2 ENSG00000172264.12 0.13033 0.079569 ENSG00000172264
LRRC15 ENSG00000172061.7 0.016076 0.030109 ENSG00000172061
FAM153B ENSG00000182230.7 0.215678 0.078462 ENSG00000182230
NMI ENSG00000123609.6 0.115776 0.05684 ENSG00000123609
DHRS12 ENSG00000102796.6 0.02417 0.034369 ENSG00000102796
PRDM10 ENSG00000170325.10 0.049583 0.049586 ENSG00000170325
SCPEP1 ENSG00000121064.8 0.302951 0.077396 ENSG00000121064
CCNDBP1 ENSG00000166946.9 0.028101 0.028385 ENSG00000166946
MPPED2 ENSG00000066382.12 0.237917 0.069741 ENSG00000066382
CACNA2D3 ENSG00000157445.10 0.173402 0.071963 ENSG00000157445
DDX59 ENSG00000118197.9 0.178529 0.065965 ENSG00000118197
RRBP1 ENSG00000125844.10 0.057024 0.048065 ENSG00000125844
MRPL37 ENSG00000116221.11 0.090629 0.065887 ENSG00000116221
DDX49 ENSG00000105671.7 0.074526 0.05629 ENSG00000105671
MCF2L2 ENSG00000053524.7 0.019006 0.03567 ENSG00000053524
UBE2T ENSG00000077152.5 0.031111 0.044756 ENSG00000077152
DHH ENSG00000139549.2 0.038655 0.041481 ENSG00000139549
SUCO ENSG00000094975.8 0.119506 0.054396 ENSG00000094975
PDSS2 ENSG00000164494.7 0.052186 0.055929 ENSG00000164494
RP11-762I7.5 ENSG00000257390.1 0.061329 0.054039 ENSG00000257390
EXOC1 ENSG00000090989.13 0.065521 0.052329 ENSG00000090989
SPG7 ENSG00000197912.9 0.196094 0.061582 ENSG00000197912
MAGI1 ENSG00000151276.18 0.038546 0.053293 ENSG00000151276
TMEM119 ENSG00000183160.8 0.057792 0.054736 ENSG00000183160
IP6K2 ENSG00000068745.10 0.091548 0.058555 ENSG00000068745
TENM4 ENSG00000149256.10 0.020622 0.044455 ENSG00000149256
CD28 ENSG00000178562.12 0.026505 0.030827 ENSG00000178562
ANKRD46 ENSG00000186106.7 0.011861 0.036445 ENSG00000186106
SUGT1 ENSG00000165416.9 0.023182 0.030409 ENSG00000165416
U2AF1 ENSG00000160201.7 0.029847 0.045925 ENSG00000160201
S100P ENSG00000163993.6 0.029839 0.058374 ENSG00000163993
CAV3 ENSG00000182533.6 0.032847 0.041138 ENSG00000182533
C1orf63 ENSG00000117616.13 0.028676 0.051988 ENSG00000117616
TRMT112 ENSG00000173113.2 0.148489 0.060022 ENSG00000173113
SEPT10 ENSG00000186522.10 0.137946 0.058023 ENSG00000186522
PCDHGB7 ENSG00000254122.1 0.01763 0.032367 ENSG00000254122
TEKT1 ENSG00000167858.8 0.030373 0.03905 ENSG00000167858
FIGN ENSG00000182263.9 0.060891 0.052261 ENSG00000182263
AC112715.2 ENSG00000224132.2 0.032647 0.041861 ENSG00000224132
RP11-1407O15.2 ENSG00000174093.6 0.017451 0.040683 ENSG00000174093
ZFYVE16 ENSG00000039319.12 0.050207 0.044546 ENSG00000039319
FAM213A ENSG00000122378.9 0.069049 0.047785 ENSG00000122378
AK9 ENSG00000155085.11 0.082347 0.045763 ENSG00000155085
FBXL2 ENSG00000153558.9 0.041906 0.039381 ENSG00000153558
TRIM11 ENSG00000154370.9 0.060033 0.048017 ENSG00000154370
SIGLEC11 ENSG00000161640.11 0.032472 0.043919 ENSG00000161640
TRAM2 ENSG00000065308.4 0.055111 0.04519 ENSG00000065308
PGK2 ENSG00000170950.3 0.011381 0.021215 ENSG00000170950
TARS2 ENSG00000143374.10 0.01779 0.034749 ENSG00000143374
BSCL2 ENSG00000168000.10 0.087703 0.055637 ENSG00000168000
ZNF251 ENSG00000198169.4 0.02278 0.026772 ENSG00000198169
ARL4D ENSG00000175906.4 0.090157 0.05642 ENSG00000175906
DNTTIP1 ENSG00000101457.8 0.022335 0.055763 ENSG00000101457
LRRC3DN ENSG00000269430.1 0.022885 0.0421 ENSG00000269430
ZW10 ENSG00000086827.4 0.011325 0.034269 ENSG00000086827
TIMM10 ENSG00000134809.4 0.219865 0.066688 ENSG00000134809
TRIQK ENSG00000205133.7 0.031019 0.042015 ENSG00000205133
ADAMTS13 ENSG00000160323.14 0.036951 0.054078 ENSG00000160323
TWIST1 ENSG00000122691.8 0.021407 0.039563 ENSG00000122691
DOCK6 ENSG00000130158.9 0.014882 0.030789 ENSG00000130158
GLT1D1 ENSG00000151948.7 0.228695 0.081782 ENSG00000151948
SMAD3 ENSG00000166949.11 0.151319 0.071604 ENSG00000166949
ST6GALNAC2 ENSG00000070731.5 0.026456 0.053769 ENSG00000070731
HRCT1 ENSG00000196196.2 0.152285 0.064872 ENSG00000196196
TIMM44 ENSG00000104980.3 0.067577 0.055475 ENSG00000104980
C12orf54 ENSG00000177627.5 0.03697 0.040837 ENSG00000177627
AES ENSG00000104964.10 0.091331 0.068568 ENSG00000104964
RANBP2 ENSG00000153201.11 0.039061 0.040333 ENSG00000153201
VSTM4 ENSG00000165633.7 0.088418 0.054862 ENSG00000165633
GINS3 ENSG00000181938.9 0.059837 0.057977 ENSG00000181938
DMRTA1 ENSG00000176399.2 0.355928 0.07577 ENSG00000176399
TSPO ENSG00000100300.13 0.021002 0.038933 ENSG00000100300
ADH4 ENSG00000198099.4 0.061698 0.040436 ENSG00000198099
JMJD7 ENSG00000243789.6 0.035863 0.036513 ENSG00000243789
LIMA1 ENSG00000050405.9 0.039895 0.039635 ENSG00000050405
DHODH ENSG00000102967.7 0.131305 0.05839 ENSG00000102967
MAST2 ENSG00000086015.15 0.068167 0.046759 ENSG00000086015
CAMP ENSG00000164047.3 0.042128 0.037135 ENSG00000164047
NAGLU ENSG00000108784.5 0.02344 0.037933 ENSG00000108784
CCDC101 ENSG00000176476.4 0.147399 0.061135 ENSG00000176476
TAF7 ENSG00000178913.5 0.068662 0.048373 ENSG00000178913
STIP1 ENSG00000168439.12 0.048051 0.04162 ENSG00000168439
LMBRD1 ENSG00000168216.6 0.086764 0.047619 ENSG00000168216
SYCE2 ENSG00000161860.7 0.026294 0.036102 ENSG00000161860
FAM171A1 ENSG00000148468.12 0.157376 0.061399 ENSG00000148468
MED21 ENSG00000152944.4 0.123733 0.058024 ENSG00000152944
S100A9 ENSG00000163220.10 0.026561 0.035409 ENSG00000163220
RP11-321C1.1 ENSG00000269964.2 0.022597 0.031336 ENSG00000269964
LYG2 ENSG00000185674.5 0.025746 0.028791 ENSG00000185674
ZNF418 ENSG00000196724.8 0.019898 0.034913 ENSG00000196724
COQ5 ENSG00000110871.10 0.544206 0.061421 ENSG00000110871
TUSC5 ENSG00000184811.3 0.051537 0.051337 ENSG00000184811
FIBCD1 ENSG00000130720.8 0.039017 0.041738 ENSG00000130720
SYPL2 ENSG00000143028.7 0.228468 0.069237 ENSG00000143028
HYAL4 ENSG00000106302.5 0.050774 0.040803 ENSG00000106302
RNF10 ENSG00000022840.11 0.133133 0.062686 ENSG00000022840
CATSPER2 ENSG00000166762.12 0.181373 0.07807 ENSG00000166762
AGAP6 ENSG00000204149.5 0.184123 0.065287 ENSG00000204149
GALT ENSG00000213930.7 0.104695 0.055608 ENSG00000213930
GPR141 ENSG00000187037.4 0.033448 0.041608 ENSG00000187037
TMEM231 ENSG00000205084.5 0.036924 0.038412 ENSG00000205084
APOL1 ENSG00000100342.16 0.059323 0.055597 ENSG00000100342
NADK ENSG00000008130.11 0.037425 0.03641 ENSG00000008130
PXK ENSG00000168297.11 0.170244 0.058711 ENSG00000168297
COLQ ENSG00000206561.8 0.046471 0.046758 ENSG00000206561
NMT1 ENSG00000136448.7 0.049901 0.044149 ENSG00000136448
CILP ENSG00000138615.4 0.014225 0.031809 ENSG00000138615
TSR3 ENSG00000007520.3 0.046548 0.037501 ENSG00000007520
CAPN10 ENSG00000142330.15 0.057757 0.043346 ENSG00000142330
RPL35A ENSG00000182899.10 0.021448 0.037101 ENSG00000182899
PPP2CB ENSG00000104695.8 0.033568 0.043209 ENSG00000104695
KIAA0930 ENSG00000100364.13 0.594316 0.06596 ENSG00000100364
QRICH2 ENSG00000129646.9 0.027433 0.03902 ENSG00000129646
UPB1 ENSG00000100024.10 0.054962 0.047862 ENSG00000100024
AARS ENSG00000090861.11 0.053823 0.037892 ENSG00000090861
TDRD5 ENSG00000162782.11 0.069723 0.040672 ENSG00000162782
ZFAND2A ENSG00000178381.7 0.010594 0.027545 ENSG00000178381
OTUD4 ENSG00000164164.11 0.088252 0.058475 ENSG00000164164
IGSF21 ENSG00000117154.7 0.025127 0.044109 ENSG00000117154
FARSA ENSG00000179115.6 0.134915 0.059834 ENSG00000179115
CHDH ENSG00000016391.5 0.110111 0.064054 ENSG00000016391
TMC5 ENSG00000103534.12 0.010742 0.023654 ENSG00000103534
DNAH1 ENSG00000114841.13 0.015444 0.027587 ENSG00000114841
SCUBE1 ENSG00000159307.13 0.033765 0.047058 ENSG00000159307
EFCAB11 ENSG00000140025.11 0.012707 0.040895 ENSG00000140025
BPTF ENSG00000171634.12 0.033409 0.049611 ENSG00000171634
PRMT7 ENSG00000132600.12 0.140074 0.05499 ENSG00000132600
PDHB ENSG00000168291.8 0.034856 0.032899 ENSG00000168291
TMA7 ENSG00000232112.3 0.357613 0.082559 ENSG00000232112
CPEB2 ENSG00000137449.11 0.049608 0.04615 ENSG00000137449
TUBG2 ENSG00000037042.8 0.099877 0.054646 ENSG00000037042
COX19 ENSG00000240230.1 0.03452 0.045835 ENSG00000240230
HSD11B1L ENSG00000167733.9 0.059232 0.054897 ENSG00000167733
KIAA1009 ENSG00000135315.7 0.033021 0.045632 ENSG00000135315
AP1B1 ENSG00000100280.12 0.013258 0.031812 ENSG00000100280
TLE3 ENSG00000140332.11 0.165938 0.075546 ENSG00000140332
SP2 ENSG00000167182.11 0.019616 0.030528 ENSG00000167182
C16orf52 ENSG00000185716.7 0.090886 0.049105 ENSG00000185716
INADL ENSG00000132849.14 0.177075 0.069178 ENSG00000132849
PPCS ENSG00000127125.7 0.026911 0.044865 ENSG00000127125
GGH ENSG00000137563.7 0.034682 0.042232 ENSG00000137563
TFCP2L1 ENSG00000115112.7 0.293657 0.080982 ENSG00000115112
MPP2 ENSG00000108852.10 0.023192 0.035337 ENSG00000108852
USP15 ENSG00000135655.9 0.069389 0.053484 ENSG00000135655
GBX1 ENSG00000164900.4 0.165085 0.069152 ENSG00000164900
ZCCHC9 ENSG00000131732.7 0.199128 0.069111 ENSG00000131732
MAGI3 ENSG00000081026.14 0.084934 0.056431 ENSG00000081026
ATP8B1 ENSG00000081923.6 0.011662 0.028105 ENSG00000081923
SEPP1 ENSG00000250722.1 0.037824 0.052763 ENSG00000250722
MUT ENSG00000146085.7 0.079289 0.041837 ENSG00000146085
BCS1L ENSG00000074582.8 0.09255 0.054068 ENSG00000074582
DOC2B ENSG00000262359.1 0.099918 0.058921 ENSG00000262359
DKK2 ENSG00000155011.4 0.012535 0.02904 ENSG00000155011
DRD2 ENSG00000149295.9 0.032343 0.045784 ENSG00000149295
USP6 ENSG00000129204.12 0.034372 0.036879 ENSG00000129204
PSMC5 ENSG00000087191.8 0.028058 0.028841 ENSG00000087191
NLRP4 ENSG00000160505.11 0.03959 0.06112 ENSG00000160505
GPR17 ENSG00000144230.12 0.48218 0.070892 ENSG00000144230
PRRC2C ENSG00000117523.11 0.018845 0.037575 ENSG00000117523
DDX17 ENSG00000100201.14 0.092564 0.050762 ENSG00000100201
KIAA2022 ENSG00000050030.8 0.014166 0.044438 ENSG00000050030
KLF5 ENSG00000102554.9 0.180741 0.064225 ENSG00000102554
ZNF655 ENSG00000197343.5 0.06882 0.046086 ENSG00000197343
C5AR1 ENSG00000197405.3 0.046315 0.049152 ENSG00000197405
F2RL3 ENSG00000127533.3 0.039006 0.052686 ENSG00000127533
SYNJ2BP ENSG00000213463.3 0.050488 0.050308 ENSG00000213463
SSRP1 ENSG00000149136.3 0.033946 0.03261 ENSG00000149136
SPESP1 ENSG00000258484.3 0.034262 0.046322 ENSG00000258484
PDZD9 ENSG00000155714.9 0.04214 0.049178 ENSG00000155714
SOX17 ENSG00000164736.5 0.03536 0.04939 ENSG00000164736
FASN ENSG00000169710.6 0.048875 0.053124 ENSG00000169710
ALDH16A1 ENSG00000161618.5 0.376723 0.07013 ENSG00000161618
C2orf49 ENSG00000135974.5 0.077414 0.053081 ENSG00000135974
LMO1 ENSG00000166407.9 0.212516 0.077546 ENSG00000166407
AC007390.5 ENSG00000218739.5 0.035069 0.040367 ENSG00000218739
DKK1 ENSG00000107984.5 0.033394 0.043667 ENSG00000107984
RARRES2 ENSG00000106538.5 0.183518 0.061206 ENSG00000106538
RHBDD2 ENSG00000005486.12 0.032023 0.036538 ENSG00000005486
CHEK2 ENSG00000183765.16 0.051218 0.037342 ENSG00000183765
IDH3G ENSG00000067829.13 0.016386 0.037732 ENSG00000067829
ELANE ENSG00000197561.2 0.083956 0.058688 ENSG00000197561
CDK9 ENSG00000136807.7 0.024981 0.036863 ENSG00000136807
NECAB1 ENSG00000123119.7 0.153728 0.06512 ENSG00000123119
LRP10 ENSG00000197324.4 0.081381 0.058411 ENSG00000197324
EP300 ENSG00000100393.9 0.017801 0.027817 ENSG00000100393
ANXA3 ENSG00000138772.8 0.019208 0.035103 ENSG00000138772
OTOP2 ENSG00000183034.8 0.032238 0.047049 ENSG00000183034
ARHGEF39 ENSG00000137135.13 0.016094 0.037998 ENSG00000137135
NCLN ENSG00000125912.6 0.201117 0.065945 ENSG00000125912
PPP3CB ENSG00000107758.11 0.033273 0.033617 ENSG00000107758
CDC37L1 ENSG00000106993.7 0.163203 0.066478 ENSG00000106993
GIMAP8 ENSG00000171115.3 0.331361 0.085231 ENSG00000171115
KLK3 ENSG00000142515.10 0.076169 0.067191 ENSG00000142515
DDRGK1 ENSG00000198171.8 0.089762 0.058843 ENSG00000198171
UHMK1 ENSG00000152332.11 0.122789 0.056508 ENSG00000152332
SPIRE2 ENSG00000204991.6 0.205962 0.073266 ENSG00000204991
TECPR1 ENSG00000205356.5 0.045811 0.038478 ENSG00000205356
TMEM170A ENSG00000166822.8 0.076313 0.05287 ENSG00000166822
USP19 ENSG00000172046.14 0.01307 0.021416 ENSG00000172046
P2RY11 ENSG00000244165.1 0.022251 0.038628 ENSG00000244165
SCIN ENSG00000006747.10 0.048232 0.045137 ENSG00000006747
FAXC ENSG00000146267.11 0.020668 0.029705 ENSG00000146267
ERCC6 ENSG00000225830.6 0.031695 0.046389 ENSG00000225830
NUDT12 ENSG00000112874.5 0.075966 0.05689 ENSG00000112874
OLFML2A ENSG00000185585.15 0.016729 0.032839 ENSG00000185585
PHF12 ENSG00000109118.9 0.045397 0.04208 ENSG00000109118
EFHD2 ENSG00000142634.8 0.010832 0.028288 ENSG00000142634
GDPD4 ENSG00000178795.5 0.039141 0.040656 ENSG00000178795
BCAM ENSG00000187244.5 0.071041 0.068392 ENSG00000187244
BEND6 ENSG00000151917.13 0.178161 0.06094 ENSG00000151917
LCE2C ENSG00000187180.3 0.04073 0.046958 ENSG00000187180
ST6GALNAC1 ENSG00000070526.10 0.022386 0.045443 ENSG00000070526
SETD2 ENSG00000181555.15 0.049815 0.043925 ENSG00000181555
C18orf54 ENSG00000166845.9 0.046761 0.04993 ENSG00000166845
USP16 ENSG00000156256.10 0.025353 0.041841 ENSG00000156256
DNA2 ENSG00000138346.10 0.318414 0.070805 ENSG00000138346
DOCK7 ENSG00000116641.11 0.015822 0.0402 ENSG00000116641
C6orf89 ENSG00000198663.12 0.047995 0.044278 ENSG00000198663
CDK5RAP3 ENSG00000108465.10 0.119638 0.052769 ENSG00000108465
EGLN1 ENSG00000135766.8 0.097584 0.058292 ENSG00000135766
CCR9 ENSG00000173585.11 0.016975 0.031573 ENSG00000173585
TEX37 ENSG00000172073.3 0.029781 0.039157 ENSG00000172073
FAM32A ENSG00000105058.7 0.075274 0.049713 ENSG00000105058
SGSM3 ENSG00000100359.16 0.039845 0.039703 ENSG00000100359
CABIN1 ENSG00000099991.12 0.076258 0.057318 ENSG00000099991
PI4K2B ENSG00000038210.9 0.09789 0.061698 ENSG00000038210
ANO5 ENSG00000171714.10 0.011817 0.037527 ENSG00000171714
ISYNA1 ENSG00000105655.13 0.033045 0.03804 ENSG00000105655
C9orf24 ENSG00000164972.8 0.063437 0.040261 ENSG00000164972
EXOSC4 ENSG00000178896.6 0.069814 0.047641 ENSG00000178896
PVRL3 ENSG00000177707.6 0.039759 0.042078 ENSG00000177707
ARHGEF37 ENSG00000183111.7 0.084569 0.053403 ENSG00000183111
ADAMTSL5 ENSG00000185761.6 0.031968 0.057699 ENSG00000185761
ASB16 ENSG00000161664.2 0.183792 0.065244 ENSG00000161664
CSNK1A1L ENSG00000180138.6 0.076593 0.050844 ENSG00000180138
KCNG2 ENSG00000178342.4 0.017097 0.034258 ENSG00000178342
MORN1 ENSG00000116151.9 0.064426 0.055162 ENSG00000116151
BEST3 ENSG00000127325.14 0.02941 0.039122 ENSG00000127325
CDKN2D ENSG00000129355.6 0.12874 0.058743 ENSG00000129355
B3GALTL ENSG00000187676.7 0.069545 0.054143 ENSG00000187676
RIPPLY2 ENSG00000203877.3 0.160388 0.068478 ENSG00000203877
ZNHIT6 ENSG00000117174.6 0.041014 0.042451 ENSG00000117174
GBE1 ENSG00000114480.8 0.045402 0.03452 ENSG00000114480
RNF24 ENSG00000101236.11 0.062351 0.057089 ENSG00000101236
RP11-701P16.2 ENSG00000251139.1 0.070101 0.063442 ENSG00000251139
CYP2R1 ENSG00000186104.6 0.052245 0.041452 ENSG00000186104
TTC4 ENSG00000243725.2 0.06053 0.051573 ENSG00000243725
FAM149B1 ENSG00000138286.9 0.166455 0.07107 ENSG00000138286
RNF170 ENSG00000120925.9 0.010951 0.031234 ENSG00000120925
FBXO39 ENSG00000177294.6 0.033227 0.037383 ENSG00000177294
ZNF66 ENSG00000160229.7 0.012832 0.03551 ENSG00000160229
MED28 ENSG00000118579.6 0.108096 0.049267 ENSG00000118579
RAB11FIP2 ENSG00000107560.6 0.014093 0.027571 ENSG00000107560
GGT5 ENSG00000099998.13 0.079222 0.052762 ENSG00000099998
DALRD3 ENSG00000178149.12 0.019886 0.023536 ENSG00000178149
CLEC7A ENSG00000172243.13 0.051192 0.050844 ENSG00000172243
GCC1 ENSG00000179562.2 0.036239 0.033581 ENSG00000179562
OPN3 ENSG00000054277.8 0.032551 0.049857 ENSG00000054277
CASC1 ENSG00000118307.14 0.1968 0.075816 ENSG00000118307
TFB2M ENSG00000162851.6 0.028893 0.029413 ENSG00000162851
ANKRD26 ENSG00000107890.12 0.197035 0.070565 ENSG00000107890
DNAJC2 ENSG00000105821.10 0.014315 0.032694 ENSG00000105821
ANKRD34A ENSG00000181039.7 0.029744 0.040059 ENSG00000181039
ARX ENSG00000004848.6 0.026356 0.05718 ENSG00000004848
HIST2H2AC ENSG00000184260.4 0.051866 0.049341 ENSG00000184260
NICN1 ENSG00000145029.7 0.030119 0.02492 ENSG00000145029
CTU2 ENSG00000174177.8 0.054686 0.051677 ENSG00000174177
TMEM159 ENSG00000011638.6 0.01873 0.025191 ENSG00000011638
NT5DC1 ENSG00000178425.9 0.167797 0.056106 ENSG00000178425
PLBD1 ENSG00000121316.6 0.094031 0.057893 ENSG00000121316
ADSS ENSG00000035687.9 0.066458 0.056355 ENSG00000035687
ERG ENSG00000157554.14 0.033428 0.055513 ENSG00000157554
ANAPC2 ENSG00000176248.7 0.079284 0.053363 ENSG00000176248
PCSK1 ENSG00000175426.6 0.10713 0.057026 ENSG00000175426
LIG1 ENSG00000105486.9 0.078252 0.055869 ENSG00000105486
USH1C ENSG00000006611.11 0.077141 0.051585 ENSG00000006611
KIAA1109 ENSG00000138688.11 0.106125 0.05431 ENSG00000138688
APLF ENSG00000169621.5 0.040593 0.039553 ENSG00000169621
SMCO2 ENSG00000165935.5 0.080885 0.051447 ENSG00000165935
PDE3A ENSG00000172572.6 0.22529 0.070855 ENSG00000172572
PPA1 ENSG00000180817.6 0.507526 0.065611 ENSG00000180817
LAMA5 ENSG00000130702.9 0.024513 0.039352 ENSG00000130702
FKBP2 ENSG00000173486.8 0.014708 0.032483 ENSG00000173486
SMC6 ENSG00000163029.11 0.011619 0.032668 ENSG00000163029
CUL2 ENSG00000108094.10 0.072041 0.049783 ENSG00000108094
TAB1 ENSG00000100324.9 0.07703 0.048679 ENSG00000100324
SERPIND1 ENSG00000099937.6 0.051646 0.043599 ENSG00000099937
PIGZ ENSG00000119227.3 0.099461 0.058306 ENSG00000119227
PPP1R3F ENSG00000049769.8 0.082454 0.06153 ENSG00000049769
LCE1D ENSG00000172155.7 0.066443 0.060413 ENSG00000172155
FFAR4 ENSG00000186188.6 0.070353 0.050575 ENSG00000186188
DNAJC16 ENSG00000116138.8 0.020119 0.035689 ENSG00000116138
PAGR1 ENSG00000185928.6 0.019314 0.02681 ENSG00000185928
DPYSL2 ENSG00000092964.12 0.034327 0.0512 ENSG00000092964
RPL8 ENSG00000161016.11 0.142394 0.056565 ENSG00000161016
CBX1 ENSG00000108468.10 0.117608 0.048129 ENSG00000108468
ADAM22 ENSG00000008277.10 0.233671 0.064125 ENSG00000008277
CCDC169 ENSG00000242715.3 0.128181 0.049351 ENSG00000242715
SCYL1 ENSG00000142186.11 0.025997 0.036777 ENSG00000142186
TXNDC15 ENSG00000113621.10 0.024497 0.037231 ENSG00000113621
ATP6V0D1 ENSG00000159720.7 0.193824 0.076627 ENSG00000159720
ZWINT ENSG00000122952.12 0.068282 0.047234 ENSG00000122952
TRIP4 ENSG00000103671.5 0.127551 0.062412 ENSG00000103671
MRPS16 ENSG00000182180.9 0.083061 0.055814 ENSG00000182180
KYNU ENSG00000115919.10 0.023576 0.041045 ENSG00000115919
IKBIP ENSG00000166130.10 0.048142 0.048797 ENSG00000166130
CCDC13 ENSG00000244607.1 0.048339 0.049186 ENSG00000244607
CAP1 ENSG00000131236.12 0.013261 0.03861 ENSG00000131236
CRLF1 ENSG00000006016.6 0.075777 0.049054 ENSG00000006016
EPB41L4A ENSG00000129595.8 0.080061 0.047541 ENSG00000129595
MXD3 ENSG00000213347.6 0.094203 0.048396 ENSG00000213347
EIF3A ENSG00000107581.7 0.01692 0.030361 ENSG00000107581
