AssociatedGeneName EnsemblGeneID h2.NerveTibial se.NerveTibial ensid
MED20 ENSG00000124641.10 0.179972 0.079553 ENSG00000124641
SENP7 ENSG00000138468.11 0.186907 0.069038 ENSG00000138468
PNKP ENSG00000039650.5 0.239533 0.090052 ENSG00000039650
HSF2 ENSG00000025156.7 0.144362 0.068253 ENSG00000025156
NMRK1 ENSG00000106733.16 0.814556 0.045892 ENSG00000106733
ATP6V1A ENSG00000114573.5 0.211442 0.07994 ENSG00000114573
SFI1 ENSG00000198089.10 0.195276 0.077075 ENSG00000198089
TMEM99 ENSG00000167920.4 0.264274 0.084334 ENSG00000167920
PLCG2 ENSG00000197943.5 0.246752 0.109088 ENSG00000197943
TIPIN ENSG00000075131.5 0.485791 0.079592 ENSG00000075131
UMPS ENSG00000114491.9 0.183235 0.080735 ENSG00000114491
QSER1 ENSG00000060749.10 0.185662 0.080307 ENSG00000060749
GTF2H1 ENSG00000110768.7 0.151946 0.071588 ENSG00000110768
RAB7L1 ENSG00000117280.8 0.307818 0.082837 ENSG00000117280
USP24 ENSG00000162402.8 0.181174 0.076605 ENSG00000162402
LDHC ENSG00000166796.7 0.658859 0.071122 ENSG00000166796
ZNF417 ENSG00000173480.6 0.235111 0.080646 ENSG00000173480
RNASEH2B ENSG00000136104.13 0.24282 0.088307 ENSG00000136104
NT5DC2 ENSG00000168268.6 0.156918 0.07671 ENSG00000168268
AP001816.1 ENSG00000254531.1 0.372397 0.085397 ENSG00000254531
PARVB ENSG00000188677.9 0.213832 0.105359 ENSG00000188677
LRRC19 ENSG00000184434.7 0.225344 0.079431 ENSG00000184434
AHI1 ENSG00000135541.16 0.443466 0.088284 ENSG00000135541
STEAP2 ENSG00000157214.9 0.181766 0.066268 ENSG00000157214
MRPS9 ENSG00000135972.4 0.450382 0.080949 ENSG00000135972
FAM19A1 ENSG00000183662.6 0.211342 0.084261 ENSG00000183662
PNPLA8 ENSG00000135241.12 0.195505 0.080989 ENSG00000135241
PRAM1 ENSG00000133246.7 0.250912 0.087849 ENSG00000133246
ACTR3C ENSG00000106526.6 0.17154 0.078592 ENSG00000106526
GPR108 ENSG00000125734.9 0.704264 0.071629 ENSG00000125734
LRP5L ENSG00000100068.7 0.433021 0.092477 ENSG00000100068
SGCE ENSG00000127990.11 0.190668 0.078675 ENSG00000127990
ITGB6 ENSG00000115221.6 0.336938 0.088415 ENSG00000115221
ATG10 ENSG00000152348.11 0.593438 0.073957 ENSG00000152348
CSNK1G2 ENSG00000133275.11 0.186157 0.089953 ENSG00000133275
FBN2 ENSG00000138829.6 0.277364 0.079851 ENSG00000138829
GALNS ENSG00000141012.8 0.308357 0.102715 ENSG00000141012
SLC35F3 ENSG00000183780.8 0.323296 0.103677 ENSG00000183780
AC010536.1 ENSG00000226180.2 0.213693 0.097603 ENSG00000226180
FTSJD1 ENSG00000180917.12 0.240763 0.086137 ENSG00000180917
POLR2B ENSG00000047315.10 0.227264 0.093982 ENSG00000047315
TOMM22 ENSG00000100216.4 0.155393 0.072837 ENSG00000100216
AP1M1 ENSG00000072958.4 0.191153 0.080973 ENSG00000072958
ZNF160 ENSG00000170949.13 0.32847 0.103672 ENSG00000170949
NDUFAF4 ENSG00000123545.5 0.159757 0.071184 ENSG00000123545
CTD-3105H18.14 ENSG00000268744.1 0.256527 0.093377 ENSG00000268744
AOC3 ENSG00000131471.2 0.175978 0.081687 ENSG00000131471
PCSK2 ENSG00000125851.5 0.788692 0.05183 ENSG00000125851
CLDN10 ENSG00000134873.5 0.240407 0.084594 ENSG00000134873
BAI3 ENSG00000135298.9 0.157771 0.075388 ENSG00000135298
SYNRG ENSG00000006114.11 0.547683 0.076437 ENSG00000006114
TAF2 ENSG00000064313.7 0.152447 0.06987 ENSG00000064313
GPR180 ENSG00000152749.7 0.555808 0.07906 ENSG00000152749
MAEL ENSG00000143194.8 0.43068 0.086778 ENSG00000143194
TAF6 ENSG00000106290.10 0.211014 0.074895 ENSG00000106290
IZUMO1 ENSG00000182264.4 0.217649 0.089149 ENSG00000182264
CYBRD1 ENSG00000071967.7 0.276883 0.094339 ENSG00000071967
NT5C ENSG00000125458.2 0.186668 0.080391 ENSG00000125458
PRSS45 ENSG00000188086.8 0.232876 0.098429 ENSG00000188086
DNAJC15 ENSG00000120675.4 0.64402 0.064619 ENSG00000120675
STX1B ENSG00000099365.5 0.410908 0.088756 ENSG00000099365
DOPEY1 ENSG00000083097.10 0.301359 0.079586 ENSG00000083097
METTL2B ENSG00000165055.10 0.362762 0.083652 ENSG00000165055
KANSL2 ENSG00000139620.8 0.282816 0.081158 ENSG00000139620
RNF19A ENSG00000034677.7 0.266162 0.090759 ENSG00000034677
TEX9 ENSG00000151575.10 0.181956 0.08035 ENSG00000151575
NUP85 ENSG00000125450.6 0.400534 0.090171 ENSG00000125450
PPM1M ENSG00000164088.13 0.206054 0.080975 ENSG00000164088
C17orf67 ENSG00000214226.4 0.188935 0.083759 ENSG00000214226
INO80E ENSG00000169592.10 0.251628 0.080003 ENSG00000169592
FAM57A ENSG00000167695.10 0.223244 0.087603 ENSG00000167695
EBPL ENSG00000123179.9 0.373358 0.082314 ENSG00000123179
RALGPS2 ENSG00000116191.12 0.430233 0.084153 ENSG00000116191
C3orf17 ENSG00000163608.10 0.395574 0.092292 ENSG00000163608
FASTKD1 ENSG00000138399.13 0.218871 0.074895 ENSG00000138399
CYP4B1 ENSG00000142973.8 0.35038 0.088319 ENSG00000142973
CYP4F3 ENSG00000186529.9 0.252727 0.083552 ENSG00000186529
MTIF3 ENSG00000122033.10 0.176073 0.084479 ENSG00000122033
LY75 ENSG00000054219.9 0.325592 0.078782 ENSG00000054219
NOXA1 ENSG00000188747.4 0.389129 0.092286 ENSG00000188747
BAI1 ENSG00000181790.6 0.218665 0.095541 ENSG00000181790
GXYLT2 ENSG00000172986.8 0.240511 0.090009 ENSG00000172986
CD5 ENSG00000110448.6 0.271311 0.08554 ENSG00000110448
DLG5 ENSG00000151208.12 0.539402 0.076837 ENSG00000151208
RGL4 ENSG00000159496.10 0.39108 0.083553 ENSG00000159496
P4HA2 ENSG00000072682.14 0.183759 0.081718 ENSG00000072682
NBR1 ENSG00000188554.9 0.128076 0.061584 ENSG00000188554
PACRGL ENSG00000163138.14 0.326743 0.087948 ENSG00000163138
GNPDA2 ENSG00000163281.6 0.564573 0.074887 ENSG00000163281
VPS13A ENSG00000197969.7 0.336196 0.08084 ENSG00000197969
NSUN6 ENSG00000241058.1 0.38163 0.078434 ENSG00000241058
DIRAS3 ENSG00000162595.4 0.163343 0.077114 ENSG00000162595
MAP3K11 ENSG00000173327.3 0.153841 0.065597 ENSG00000173327
LRRC7 ENSG00000033122.13 0.286677 0.089857 ENSG00000033122
CEP170 ENSG00000143702.11 0.192702 0.075873 ENSG00000143702
CNTNAP3 ENSG00000106714.13 0.278765 0.09221 ENSG00000106714
SPATA5L1 ENSG00000171763.13 0.263484 0.078084 ENSG00000171763
ZC3HAV1L ENSG00000146858.7 0.166712 0.080119 ENSG00000146858
EVI5 ENSG00000067208.10 0.206674 0.069775 ENSG00000067208
ROM1 ENSG00000149489.4 0.249605 0.082634 ENSG00000149489
HSD17B13 ENSG00000170509.7 0.476606 0.084616 ENSG00000170509
DTX4 ENSG00000110042.3 0.226432 0.08684 ENSG00000110042
C20orf194 ENSG00000088854.11 0.201982 0.082055 ENSG00000088854
H1FNT ENSG00000187166.1 0.216645 0.073805 ENSG00000187166
ATG12 ENSG00000145782.8 0.231951 0.091765 ENSG00000145782
ASB13 ENSG00000196372.8 0.228891 0.098243 ENSG00000196372
DBNDD1 ENSG00000003249.9 0.278244 0.090454 ENSG00000003249
AGPS ENSG00000018510.8 0.188944 0.078577 ENSG00000018510
SLCO1B3 ENSG00000111700.8 0.402934 0.087089 ENSG00000111700
RANBP17 ENSG00000204764.7 0.268835 0.096857 ENSG00000204764
ATP8B3 ENSG00000130270.11 0.344351 0.092596 ENSG00000130270
RNF149 ENSG00000163162.4 0.230595 0.081267 ENSG00000163162
DESI1 ENSG00000100418.7 0.283369 0.086719 ENSG00000100418
CARD8 ENSG00000105483.12 0.318464 0.089526 ENSG00000105483
RPS9 ENSG00000170889.9 0.483502 0.091777 ENSG00000170889
SH3PXD2B ENSG00000174705.7 0.29067 0.095684 ENSG00000174705
THEM6 ENSG00000130193.7 0.166795 0.072322 ENSG00000130193
C1orf112 ENSG00000000460.12 0.215807 0.079919 ENSG00000000460
SLC25A41 ENSG00000181240.9 0.585262 0.084149 ENSG00000181240
SIRPB2 ENSG00000196209.7 0.223422 0.097254 ENSG00000196209
HTATIP2 ENSG00000109854.9 0.668237 0.0773 ENSG00000109854
MGST3 ENSG00000143198.7 0.29844 0.094968 ENSG00000143198
HOGA1 ENSG00000241935.4 0.276131 0.092744 ENSG00000241935
AGAP8 ENSG00000174194.11 0.561644 0.091651 ENSG00000174194
L3MBTL3 ENSG00000198945.3 0.22068 0.081524 ENSG00000198945
FOCAD ENSG00000188352.8 0.193405 0.091828 ENSG00000188352
AGAP9 ENSG00000198035.9 0.295687 0.086334 ENSG00000198035
FAM21A ENSG00000099290.11 0.582312 0.078363 ENSG00000099290
HSD17B4 ENSG00000133835.10 0.191289 0.078702 ENSG00000133835
RPS27L ENSG00000185088.8 0.389425 0.077443 ENSG00000185088
ZNF468 ENSG00000204604.5 0.376693 0.098287 ENSG00000204604
TRPT1 ENSG00000149743.9 0.188536 0.076565 ENSG00000149743
TSPAN15 ENSG00000099282.5 0.212011 0.091152 ENSG00000099282
GPIHBP1 ENSG00000182851.2 0.252426 0.089753 ENSG00000182851
ZCWPW1 ENSG00000078487.13 0.17912 0.072177 ENSG00000078487
ADH5 ENSG00000197894.6 0.194264 0.077059 ENSG00000197894
EP400NL ENSG00000185684.8 0.421895 0.090534 ENSG00000185684
CGGBP1 ENSG00000163320.6 0.315713 0.094331 ENSG00000163320
CLEC18A ENSG00000157322.12 0.242886 0.083144 ENSG00000157322
ACTR8 ENSG00000113812.9 0.295144 0.086601 ENSG00000113812
GALNT3 ENSG00000115339.9 0.482465 0.075649 ENSG00000115339
SPP1 ENSG00000118785.9 0.298674 0.084894 ENSG00000118785
SDR42E1 ENSG00000184860.5 0.26919 0.117768 ENSG00000184860
PLIN3 ENSG00000105355.4 0.340254 0.100606 ENSG00000105355
ULK4 ENSG00000168038.6 0.289673 0.075827 ENSG00000168038
MFSD6 ENSG00000151690.10 0.214043 0.074344 ENSG00000151690
ABHD6 ENSG00000163686.9 0.335823 0.090127 ENSG00000163686
AP1S1 ENSG00000106367.9 0.222391 0.087445 ENSG00000106367
TMEM60 ENSG00000135211.5 0.222875 0.07441 ENSG00000135211
NBEA ENSG00000172915.14 0.156436 0.078072 ENSG00000172915
HEXA ENSG00000213614.5 0.167616 0.079433 ENSG00000213614
SEC61A2 ENSG00000065665.16 0.248775 0.090837 ENSG00000065665
ZNF304 ENSG00000131845.10 0.393377 0.08154 ENSG00000131845
LIN7C ENSG00000148943.7 0.226994 0.078075 ENSG00000148943
HOXD3 ENSG00000128652.7 0.202791 0.085419 ENSG00000128652
UBA52 ENSG00000221983.3 0.315767 0.093314 ENSG00000221983
PRKG2 ENSG00000138669.5 0.241476 0.079209 ENSG00000138669
HAUS6 ENSG00000147874.6 0.156709 0.076905 ENSG00000147874
EPN3 ENSG00000049283.13 0.251923 0.086648 ENSG00000049283
TEX264 ENSG00000164081.8 0.274311 0.093148 ENSG00000164081
LRRC8C ENSG00000171488.10 0.166825 0.072273 ENSG00000171488
ZNF7 ENSG00000147789.11 0.290557 0.08686 ENSG00000147789
ZNF772 ENSG00000197128.7 0.161514 0.071909 ENSG00000197128
SMIM2 ENSG00000139656.5 0.25761 0.087753 ENSG00000139656
VPS9D1 ENSG00000075399.8 0.157736 0.072655 ENSG00000075399
ANAPC4 ENSG00000053900.6 0.531738 0.077887 ENSG00000053900
SMDT1 ENSG00000183172.7 0.657288 0.065672 ENSG00000183172
KIAA1683 ENSG00000130518.11 0.280558 0.079348 ENSG00000130518
RABL2A ENSG00000144134.14 0.191184 0.075933 ENSG00000144134
CFHR1 ENSG00000244414.1 0.175426 0.07395 ENSG00000244414
MGP ENSG00000111341.5 0.266808 0.085188 ENSG00000111341
TXNL4B ENSG00000140830.4 0.411214 0.091365 ENSG00000140830
TEPP ENSG00000159648.7 0.571976 0.076126 ENSG00000159648
MFSD4 ENSG00000174514.8 0.313571 0.085023 ENSG00000174514
TMEM87B ENSG00000153214.5 0.158886 0.070153 ENSG00000153214
SOWAHC ENSG00000198142.3 0.185427 0.078779 ENSG00000198142
CAPN8 ENSG00000203697.7 0.301452 0.087379 ENSG00000203697
DHRS12 ENSG00000102796.6 0.185032 0.090647 ENSG00000102796
DDX59 ENSG00000118197.9 0.336493 0.087761 ENSG00000118197
OR7A5 ENSG00000188269.4 0.497292 0.087896 ENSG00000188269
LUZP2 ENSG00000187398.7 0.239096 0.091821 ENSG00000187398
AK9 ENSG00000155085.11 0.273221 0.078583 ENSG00000155085
SIGLEC11 ENSG00000161640.11 0.259352 0.092674 ENSG00000161640
WDR75 ENSG00000115368.5 0.242486 0.071071 ENSG00000115368
SNX24 ENSG00000064652.6 0.164759 0.071532 ENSG00000064652
TIMM10 ENSG00000134809.4 0.416474 0.08736 ENSG00000134809
TIMM44 ENSG00000104980.3 0.214873 0.091286 ENSG00000104980
AES ENSG00000104964.10 0.266304 0.099247 ENSG00000104964
TSPO ENSG00000100300.13 0.323079 0.087705 ENSG00000100300
ADH4 ENSG00000198099.4 0.302367 0.080933 ENSG00000198099
DHODH ENSG00000102967.7 0.362325 0.089221 ENSG00000102967
FAM171A1 ENSG00000148468.12 0.292909 0.086964 ENSG00000148468
COQ5 ENSG00000110871.10 0.309186 0.081741 ENSG00000110871
CATSPER2 ENSG00000166762.12 0.458364 0.10098 ENSG00000166762
AGAP6 ENSG00000204149.5 0.480208 0.078702 ENSG00000204149
PXK ENSG00000168297.11 0.435049 0.088237 ENSG00000168297
NMT1 ENSG00000136448.7 0.190758 0.071303 ENSG00000136448
CAPN10 ENSG00000142330.15 0.184242 0.074192 ENSG00000142330
SERINC5 ENSG00000164300.11 0.289102 0.092704 ENSG00000164300
UPB1 ENSG00000100024.10 0.343968 0.086645 ENSG00000100024
TDRD5 ENSG00000162782.11 0.506035 0.079098 ENSG00000162782
CHDH ENSG00000016391.5 0.549639 0.080195 ENSG00000016391
PRMT7 ENSG00000132600.12 0.270397 0.083789 ENSG00000132600
TUBG2 ENSG00000037042.8 0.282712 0.079083 ENSG00000037042
GGH ENSG00000137563.7 0.197482 0.079525 ENSG00000137563
APTX ENSG00000137074.14 0.306178 0.082058 ENSG00000137074
MUT ENSG00000146085.7 0.233806 0.082124 ENSG00000146085
GPR17 ENSG00000144230.12 0.344546 0.086619 ENSG00000144230
FASN ENSG00000169710.6 0.219839 0.09114 ENSG00000169710
ALDH16A1 ENSG00000161618.5 0.547996 0.079836 ENSG00000161618
RARRES2 ENSG00000106538.5 0.24686 0.081882 ENSG00000106538
CHEK2 ENSG00000183765.16 0.24608 0.081318 ENSG00000183765
ANXA3 ENSG00000138772.8 0.455135 0.083378 ENSG00000138772
NCLN ENSG00000125912.6 0.339815 0.09482 ENSG00000125912
GIMAP8 ENSG00000171115.3 0.421422 0.09317 ENSG00000171115
SEL1L3 ENSG00000091490.6 0.457518 0.088981 ENSG00000091490
SPIRE2 ENSG00000204991.6 0.545275 0.083238 ENSG00000204991
TMEM170A ENSG00000166822.8 0.204059 0.081473 ENSG00000166822
NUDT12 ENSG00000112874.5 0.349814 0.092266 ENSG00000112874
PRDX2 ENSG00000167815.7 0.172974 0.075328 ENSG00000167815
RP11-826N14.2 ENSG00000248469.1 0.200923 0.091627 ENSG00000248469
BEND6 ENSG00000151917.13 0.300816 0.07943 ENSG00000151917
DNA2 ENSG00000138346.10 0.385585 0.086139 ENSG00000138346
CDK5RAP3 ENSG00000108465.10 0.39473 0.084035 ENSG00000108465
ANO5 ENSG00000171714.10 0.597229 0.07275 ENSG00000171714
B3GALTL ENSG00000187676.7 0.27845 0.08317 ENSG00000187676
ZNHIT6 ENSG00000117174.6 0.264499 0.088419 ENSG00000117174
OBSCN ENSG00000154358.15 0.259696 0.086416 ENSG00000154358
RNF24 ENSG00000101236.11 0.238577 0.090494 ENSG00000101236
TTC4 ENSG00000243725.2 0.183887 0.084258 ENSG00000243725
MED28 ENSG00000118579.6 0.166932 0.076476 ENSG00000118579
CLEC7A ENSG00000172243.13 0.201149 0.089468 ENSG00000172243
CASC1 ENSG00000118307.14 0.242816 0.089584 ENSG00000118307
CTU2 ENSG00000174177.8 0.217987 0.088914 ENSG00000174177
AQP3 ENSG00000165272.10 0.349521 0.086718 ENSG00000165272
ASCC1 ENSG00000138303.13 0.217661 0.097447 ENSG00000138303
NT5DC1 ENSG00000178425.9 0.16837 0.071787 ENSG00000178425
LIG1 ENSG00000105486.9 0.191898 0.088904 ENSG00000105486
PPA1 ENSG00000180817.6 0.418623 0.095968 ENSG00000180817
RPL8 ENSG00000161016.11 0.200101 0.074329 ENSG00000161016
CCDC169 ENSG00000242715.3 0.220364 0.085923 ENSG00000242715
TXNDC15 ENSG00000113621.10 0.322131 0.092585 ENSG00000113621
WDR52 ENSG00000206530.4 0.209037 0.077739 ENSG00000206530
ZWINT ENSG00000122952.12 0.194749 0.080585 ENSG00000122952
PMS1 ENSG00000064933.12 0.163907 0.076554 ENSG00000064933
CCDC13 ENSG00000244607.1 0.362092 0.096249 ENSG00000244607
MRAP2 ENSG00000135324.5 0.26976 0.089119 ENSG00000135324
EPB41L4A ENSG00000129595.8 0.341254 0.082145 ENSG00000129595
MXD3 ENSG00000213347.6 0.275316 0.084284 ENSG00000213347
STON2 ENSG00000140022.5 0.255252 0.094867 ENSG00000140022
CSTF3 ENSG00000176102.7 0.14855 0.072469 ENSG00000176102
ERCC3 ENSG00000163161.8 0.422341 0.079467 ENSG00000163161
NXPE3 ENSG00000144815.9 0.147068 0.066857 ENSG00000144815
IVD ENSG00000128928.4 0.246788 0.095513 ENSG00000128928
MAP3K3 ENSG00000198909.3 0.13461 0.066337 ENSG00000198909
ZNF385C ENSG00000187595.10 0.209718 0.083838 ENSG00000187595
TRIM66 ENSG00000166436.11 0.419158 0.091611 ENSG00000166436
SPC24 ENSG00000161888.7 0.306483 0.090623 ENSG00000161888
C2CD5 ENSG00000111731.8 0.150038 0.072908 ENSG00000111731
C10orf112 ENSG00000204740.5 0.356037 0.089508 ENSG00000204740
PGAM5 ENSG00000247077.2 0.229895 0.08886 ENSG00000247077
PRG2 ENSG00000186652.5 0.202908 0.081227 ENSG00000186652
KRT7 ENSG00000135480.10 0.286838 0.093136 ENSG00000135480
PKHD1L1 ENSG00000205038.7 0.159964 0.070704 ENSG00000205038
STK35 ENSG00000125834.8 0.249902 0.089852 ENSG00000125834
CLDN15 ENSG00000106404.9 0.342211 0.084193 ENSG00000106404
DR1 ENSG00000117505.7 0.12754 0.062119 ENSG00000117505
SMIM8 ENSG00000111850.5 0.298776 0.083161 ENSG00000111850
ST3GAL1 ENSG00000008513.10 0.233724 0.092853 ENSG00000008513
ZNF577 ENSG00000161551.8 0.329365 0.090225 ENSG00000161551
CNOT8 ENSG00000155508.9 0.282539 0.089249 ENSG00000155508
SHISA3 ENSG00000178343.4 0.189531 0.088174 ENSG00000178343
NOC3L ENSG00000173145.7 0.307493 0.082204 ENSG00000173145
LIG4 ENSG00000174405.9 0.218758 0.100796 ENSG00000174405
SEMA5B ENSG00000082684.10 0.16611 0.082848 ENSG00000082684
INCENP ENSG00000149503.8 0.296511 0.087841 ENSG00000149503
TPD52L1 ENSG00000111907.16 0.177272 0.087903 ENSG00000111907
BCAR1 ENSG00000050820.12 0.189442 0.079965 ENSG00000050820
ENOX1 ENSG00000120658.8 0.223339 0.084714 ENSG00000120658
KLHL5 ENSG00000109790.12 0.208115 0.088943 ENSG00000109790
IL17RB ENSG00000056736.5 0.347522 0.086684 ENSG00000056736
YPEL3 ENSG00000090238.7 0.330084 0.084151 ENSG00000090238
AKR1E2 ENSG00000165568.13 0.214806 0.085654 ENSG00000165568
HKDC1 ENSG00000156510.11 0.176635 0.08233 ENSG00000156510
PCDHB12 ENSG00000120328.4 0.231718 0.08978 ENSG00000120328
RC3H1 ENSG00000135870.7 0.149307 0.072925 ENSG00000135870
ROPN1 ENSG00000065371.13 0.201512 0.088997 ENSG00000065371
ZNF211 ENSG00000121417.9 0.217552 0.078716 ENSG00000121417
AKR1C3 ENSG00000196139.7 0.309666 0.092764 ENSG00000196139
DIRC2 ENSG00000138463.8 0.181753 0.073646 ENSG00000138463
DLGAP1 ENSG00000170579.10 0.169806 0.081558 ENSG00000170579
DIS3L ENSG00000166938.8 0.425465 0.083377 ENSG00000166938
MTBP ENSG00000172167.3 0.148138 0.06966 ENSG00000172167
DPP7 ENSG00000176978.9 0.21409 0.092869 ENSG00000176978
PAPSS2 ENSG00000198682.8 0.181784 0.078784 ENSG00000198682
C10orf68 ENSG00000150076.18 0.317258 0.080816 ENSG00000150076
HHLA3 ENSG00000197568.9 0.176821 0.079735 ENSG00000197568
ARMC2 ENSG00000118690.8 0.237947 0.07943 ENSG00000118690
DSTYK ENSG00000133059.12 0.204872 0.07981 ENSG00000133059
GTPBP10 ENSG00000105793.11 0.155498 0.0738 ENSG00000105793
CHKB ENSG00000100288.15 0.286297 0.084733 ENSG00000100288
NRXN2 ENSG00000110076.14 0.201856 0.080084 ENSG00000110076
RGPD8 ENSG00000169629.7 0.520245 0.078772 ENSG00000169629
CLCN7 ENSG00000103249.13 0.293969 0.093921 ENSG00000103249
GRAMD1C ENSG00000178075.15 0.418386 0.095687 ENSG00000178075
GSTM3 ENSG00000134202.6 0.672968 0.073023 ENSG00000134202
SLC27A6 ENSG00000113396.8 0.200758 0.07939 ENSG00000113396
PTPRO ENSG00000151490.9 0.159638 0.079706 ENSG00000151490
ACBD4 ENSG00000181513.10 0.19954 0.080773 ENSG00000181513
SSPN ENSG00000123096.7 0.221285 0.090205 ENSG00000123096
FBLN7 ENSG00000144152.8 0.251203 0.087475 ENSG00000144152
NUDT2 ENSG00000164978.13 0.592551 0.065808 ENSG00000164978
NME7 ENSG00000143156.9 0.384217 0.08664 ENSG00000143156
LILRA2 ENSG00000239998.1 0.212013 0.101895 ENSG00000239998
FCHO1 ENSG00000130475.10 0.351952 0.100858 ENSG00000130475
LYNX1 ENSG00000180155.14 0.684976 0.066415 ENSG00000180155
PRSS12 ENSG00000164099.3 0.195173 0.079789 ENSG00000164099
CBLN1 ENSG00000102924.7 0.382663 0.097444 ENSG00000102924
LDB3 ENSG00000122367.15 0.288894 0.077668 ENSG00000122367
GTPBP2 ENSG00000172432.14 0.201786 0.093789 ENSG00000172432
MPP7 ENSG00000150054.14 0.164853 0.075458 ENSG00000150054
RUFY3 ENSG00000018189.8 0.182629 0.082801 ENSG00000018189
MRPS26 ENSG00000125901.5 0.223937 0.085238 ENSG00000125901
MAPKBP1 ENSG00000137802.9 0.190423 0.073853 ENSG00000137802
NPTX2 ENSG00000106236.3 0.180114 0.090054 ENSG00000106236
SLC35A5 ENSG00000138459.4 0.346192 0.084108 ENSG00000138459
GUF1 ENSG00000151806.9 0.56386 0.076719 ENSG00000151806
FLNB ENSG00000136068.10 0.261894 0.086037 ENSG00000136068
LMF1 ENSG00000103227.14 0.235276 0.096886 ENSG00000103227
CNOT6L ENSG00000138767.8 0.19181 0.073606 ENSG00000138767
ASB4 ENSG00000005981.8 0.234278 0.078994 ENSG00000005981
TADA2A ENSG00000108264.12 0.416401 0.078969 ENSG00000108264
PARP1 ENSG00000143799.8 0.192319 0.0766 ENSG00000143799
SHH ENSG00000164690.3 0.214107 0.092361 ENSG00000164690
HS3ST1 ENSG00000002587.5 0.152737 0.073298 ENSG00000002587
COL25A1 ENSG00000188517.10 0.17031 0.082679 ENSG00000188517
UGGT2 ENSG00000102595.14 0.302748 0.080112 ENSG00000102595
MUM1 ENSG00000160953.10 0.225515 0.101729 ENSG00000160953
TBCE ENSG00000116957.8 0.179645 0.086562 ENSG00000116957
CCDC167 ENSG00000198937.8 0.172812 0.080223 ENSG00000198937
CSGALNACT2 ENSG00000169826.6 0.590983 0.06766 ENSG00000169826
PCDHB2 ENSG00000112852.4 0.282911 0.086597 ENSG00000112852
MAVS ENSG00000088888.13 0.23011 0.087044 ENSG00000088888
FAM69A ENSG00000154511.7 0.187675 0.070736 ENSG00000154511
KDELR3 ENSG00000100196.6 0.221145 0.092308 ENSG00000100196
CDR2L ENSG00000109089.7 0.222287 0.095783 ENSG00000109089
WBP2NL ENSG00000183066.10 0.326463 0.083604 ENSG00000183066
STK32A ENSG00000169302.10 0.433575 0.088031 ENSG00000169302
UQCRH ENSG00000173660.7 0.21127 0.098757 ENSG00000173660
MLKL ENSG00000168404.8 0.159129 0.078237 ENSG00000168404
MZT2A ENSG00000173272.9 0.392284 0.082643 ENSG00000173272
WDR47 ENSG00000085433.11 0.190312 0.086452 ENSG00000085433
UGGT1 ENSG00000136731.8 0.150989 0.071576 ENSG00000136731
SPPL3 ENSG00000157837.11 0.248528 0.077195 ENSG00000157837
ARPC5 ENSG00000162704.11 0.23182 0.084242 ENSG00000162704
RBM45 ENSG00000155636.9 0.152911 0.073877 ENSG00000155636
PNPO ENSG00000108439.5 0.172877 0.07038 ENSG00000108439
DCAF16 ENSG00000163257.6 0.301016 0.090555 ENSG00000163257
RIBC2 ENSG00000128408.7 0.158989 0.078226 ENSG00000128408
PARVG ENSG00000138964.11 0.218038 0.099202 ENSG00000138964
CHST1 ENSG00000175264.3 0.157647 0.077421 ENSG00000175264
DPH7 ENSG00000148399.7 0.144291 0.067396 ENSG00000148399
TES ENSG00000135269.13 0.262973 0.077362 ENSG00000135269
FGGY ENSG00000172456.12 0.17985 0.084502 ENSG00000172456
ZNF34 ENSG00000196378.7 0.271483 0.084965 ENSG00000196378
CDK10 ENSG00000185324.17 0.516758 0.082265 ENSG00000185324
BNIP1 ENSG00000113734.13 0.254972 0.089205 ENSG00000113734
CNTN2 ENSG00000184144.5 0.255371 0.090761 ENSG00000184144
BICC1 ENSG00000122870.7 0.23456 0.087696 ENSG00000122870
BATF ENSG00000156127.6 0.171277 0.081614 ENSG00000156127
VNN2 ENSG00000112303.9 0.221538 0.087112 ENSG00000112303
EFCAB7 ENSG00000203965.8 0.181326 0.083494 ENSG00000203965
RAB24 ENSG00000169228.9 0.245004 0.086221 ENSG00000169228
FAM81B ENSG00000153347.5 0.232677 0.079924 ENSG00000153347
ZNF432 ENSG00000256087.2 0.270996 0.088335 ENSG00000256087
CCNB1IP1 ENSG00000100814.13 0.251117 0.090803 ENSG00000100814
TEX14 ENSG00000121101.11 0.150555 0.061818 ENSG00000121101
AXDND1 ENSG00000162779.16 0.323583 0.08902 ENSG00000162779
ATP6V0A2 ENSG00000185344.9 0.174714 0.070529 ENSG00000185344
RPF2 ENSG00000197498.8 0.1936 0.079062 ENSG00000197498
RIOK2 ENSG00000058729.6 0.218733 0.086526 ENSG00000058729
FCER1G ENSG00000158869.6 0.184509 0.083177 ENSG00000158869
PIGK ENSG00000142892.10 0.323679 0.089345 ENSG00000142892
TMCO6 ENSG00000113119.8 0.141921 0.063786 ENSG00000113119
ACSF3 ENSG00000176715.11 0.245889 0.088379 ENSG00000176715
IRF5 ENSG00000128604.14 0.142222 0.068987 ENSG00000128604
GRAMD3 ENSG00000155324.5 0.377029 0.095657 ENSG00000155324
COBLL1 ENSG00000082438.11 0.174624 0.083065 ENSG00000082438
FRAS1 ENSG00000138759.13 0.443342 0.083286 ENSG00000138759
ABCC4 ENSG00000125257.9 0.211723 0.093176 ENSG00000125257
LARS ENSG00000133706.13 0.237697 0.070358 ENSG00000133706
