AssociatedGeneName EnsemblGeneID h2.Thyroid se.Thyroid ensid
FGD4 ENSG00000139132.10 0.155873 0.067907 ENSG00000139132
TGFB2 ENSG00000092969.7 0.266599 0.082602 ENSG00000092969
ARL6IP5 ENSG00000144746.6 0.237726 0.084935 ENSG00000144746
SFI1 ENSG00000198089.10 0.215697 0.078249 ENSG00000198089
TMEM99 ENSG00000167920.4 0.470618 0.074918 ENSG00000167920
MYOF ENSG00000138119.12 0.257015 0.081406 ENSG00000138119
TIPIN ENSG00000075131.5 0.516632 0.06834 ENSG00000075131
GTF2H1 ENSG00000110768.7 0.244015 0.076481 ENSG00000110768
RAB7L1 ENSG00000117280.8 0.263883 0.081303 ENSG00000117280
GPR111 ENSG00000164393.4 0.124025 0.060908 ENSG00000164393
PIF1 ENSG00000140451.8 0.29535 0.085165 ENSG00000140451
LDHC ENSG00000166796.7 0.652779 0.065545 ENSG00000166796
R3HCC1 ENSG00000104679.6 0.157564 0.072108 ENSG00000104679
ZNF417 ENSG00000173480.6 0.333001 0.08948 ENSG00000173480
CD80 ENSG00000121594.7 0.14939 0.070978 ENSG00000121594
RNASEH2B ENSG00000136104.13 0.48822 0.080024 ENSG00000136104
RPS23 ENSG00000186468.8 0.178081 0.074956 ENSG00000186468
NT5DC2 ENSG00000168268.6 0.200918 0.081579 ENSG00000168268
AP001816.1 ENSG00000254531.1 0.129874 0.063223 ENSG00000254531
LRRC19 ENSG00000184434.7 0.391183 0.079055 ENSG00000184434
AHI1 ENSG00000135541.16 0.480772 0.088052 ENSG00000135541
STEAP2 ENSG00000157214.9 0.200208 0.066462 ENSG00000157214
CBLL1 ENSG00000105879.6 0.406228 0.085091 ENSG00000105879
PDXP ENSG00000241360.1 0.176729 0.085409 ENSG00000241360
MRPS9 ENSG00000135972.4 0.395175 0.078655 ENSG00000135972
MARVELD3 ENSG00000140832.5 0.163384 0.068654 ENSG00000140832
TTYH1 ENSG00000167614.9 0.285622 0.106613 ENSG00000167614
FAM19A1 ENSG00000183662.6 0.17007 0.073254 ENSG00000183662
HNRNPA1L2 ENSG00000139675.10 0.131682 0.063909 ENSG00000139675
EXOG ENSG00000157036.8 0.244176 0.075005 ENSG00000157036
SOX9 ENSG00000125398.5 0.15099 0.075292 ENSG00000125398
GPR108 ENSG00000125734.9 0.556795 0.081524 ENSG00000125734
ATG10 ENSG00000152348.11 0.499592 0.067218 ENSG00000152348
FBN2 ENSG00000138829.6 0.291264 0.072356 ENSG00000138829
SLC35F3 ENSG00000183780.8 0.168321 0.081137 ENSG00000183780
AC010536.1 ENSG00000226180.2 0.290131 0.089668 ENSG00000226180
PTPN18 ENSG00000072135.8 0.220753 0.082353 ENSG00000072135
AP1M1 ENSG00000072958.4 0.175181 0.075007 ENSG00000072958
CUL7 ENSG00000044090.4 0.193225 0.080734 ENSG00000044090
ZNF160 ENSG00000170949.13 0.413072 0.088917 ENSG00000170949
PCSK2 ENSG00000125851.5 0.173166 0.071177 ENSG00000125851
ILDR2 ENSG00000143195.8 0.154769 0.066567 ENSG00000143195
SYNRG ENSG00000006114.11 0.396974 0.080286 ENSG00000006114
GPR180 ENSG00000152749.7 0.148676 0.069277 ENSG00000152749
MAEL ENSG00000143194.8 0.213044 0.076866 ENSG00000143194
TAF6 ENSG00000106290.10 0.148448 0.068261 ENSG00000106290
ARMC7 ENSG00000125449.2 0.321559 0.082465 ENSG00000125449
IZUMO1 ENSG00000182264.4 0.262158 0.086103 ENSG00000182264
AKR1B1 ENSG00000085662.9 0.230004 0.078275 ENSG00000085662
CYBRD1 ENSG00000071967.7 0.190966 0.078245 ENSG00000071967
PRSS45 ENSG00000188086.8 0.60006 0.076364 ENSG00000188086
DNAJC15 ENSG00000120675.4 0.404715 0.079787 ENSG00000120675
STX1B ENSG00000099365.5 0.211566 0.070774 ENSG00000099365
MYO6 ENSG00000196586.9 0.131603 0.064163 ENSG00000196586
MRPS7 ENSG00000125445.6 0.163715 0.069051 ENSG00000125445
METTL2B ENSG00000165055.10 0.40998 0.081103 ENSG00000165055
KANSL2 ENSG00000139620.8 0.418828 0.081142 ENSG00000139620
EML3 ENSG00000149499.7 0.166284 0.075558 ENSG00000149499
IFRD1 ENSG00000006652.9 0.385671 0.077988 ENSG00000006652
DNAJC18 ENSG00000170464.5 0.376772 0.089376 ENSG00000170464
NUP85 ENSG00000125450.6 0.473968 0.077692 ENSG00000125450
CGNL1 ENSG00000128849.9 0.204876 0.089638 ENSG00000128849
GOT2 ENSG00000125166.8 0.278489 0.075574 ENSG00000125166
PRKAA2 ENSG00000162409.6 0.178518 0.081241 ENSG00000162409
SIGLEC7 ENSG00000168995.9 0.20388 0.091516 ENSG00000168995
PPM1M ENSG00000164088.13 0.144122 0.067668 ENSG00000164088
COPG2 ENSG00000158623.10 0.181388 0.076882 ENSG00000158623
INO80E ENSG00000169592.10 0.26164 0.083562 ENSG00000169592
FAM57A ENSG00000167695.10 0.251957 0.08386 ENSG00000167695
EBPL ENSG00000123179.9 0.33796 0.073755 ENSG00000123179
DARS ENSG00000115866.6 0.170361 0.070572 ENSG00000115866
RALGPS2 ENSG00000116191.12 0.130592 0.064472 ENSG00000116191
LARGE ENSG00000133424.15 0.203263 0.099028 ENSG00000133424
FAM184B ENSG00000047662.4 0.207649 0.075851 ENSG00000047662
FASTKD1 ENSG00000138399.13 0.156071 0.071428 ENSG00000138399
CYP4B1 ENSG00000142973.8 0.198936 0.080065 ENSG00000142973
MTIF3 ENSG00000122033.10 0.238042 0.08488 ENSG00000122033
LY75 ENSG00000054219.9 0.342722 0.07787 ENSG00000054219
CEACAM21 ENSG00000007129.13 0.143685 0.067259 ENSG00000007129
NOXA1 ENSG00000188747.4 0.313077 0.093239 ENSG00000188747
GXYLT2 ENSG00000172986.8 0.191758 0.079115 ENSG00000172986
DLG5 ENSG00000151208.12 0.42568 0.076537 ENSG00000151208
ANKRD45 ENSG00000183831.6 0.228692 0.081821 ENSG00000183831
RGL4 ENSG00000159496.10 0.159279 0.073713 ENSG00000159496
P4HA2 ENSG00000072682.14 0.269239 0.0842 ENSG00000072682
PACRGL ENSG00000163138.14 0.308857 0.081223 ENSG00000163138
GNPDA2 ENSG00000163281.6 0.322495 0.078275 ENSG00000163281
VPS13A ENSG00000197969.7 0.200248 0.076318 ENSG00000197969
NSUN6 ENSG00000241058.1 0.228434 0.077125 ENSG00000241058
LDHA ENSG00000134333.9 0.163327 0.07937 ENSG00000134333
MAP3K11 ENSG00000173327.3 0.245239 0.074175 ENSG00000173327
RNF14 ENSG00000013561.13 0.253143 0.078894 ENSG00000013561
LRRC7 ENSG00000033122.13 0.292323 0.076481 ENSG00000033122
MAATS1 ENSG00000183833.12 0.520189 0.080244 ENSG00000183833
SPATA5L1 ENSG00000171763.13 0.222659 0.073758 ENSG00000171763
SCGB2A1 ENSG00000124939.4 0.25841 0.083281 ENSG00000124939
ROM1 ENSG00000149489.4 0.204159 0.073775 ENSG00000149489
HSD17B13 ENSG00000170509.7 0.27291 0.083496 ENSG00000170509
SGCD ENSG00000170624.9 0.407044 0.078411 ENSG00000170624
ZHX1 ENSG00000165156.10 0.164844 0.081608 ENSG00000165156
DBNDD1 ENSG00000003249.9 0.235749 0.082595 ENSG00000003249
SLCO1B3 ENSG00000111700.8 0.130388 0.063804 ENSG00000111700
ATP8B3 ENSG00000130270.11 0.39012 0.094797 ENSG00000130270
CARD8 ENSG00000105483.12 0.15883 0.074788 ENSG00000105483
RPS9 ENSG00000170889.9 0.366056 0.090244 ENSG00000170889
ATG4C ENSG00000125703.10 0.447443 0.075339 ENSG00000125703
THEM6 ENSG00000130193.7 0.274279 0.078065 ENSG00000130193
SLC25A41 ENSG00000181240.9 0.739357 0.055093 ENSG00000181240
HOGA1 ENSG00000241935.4 0.256913 0.087461 ENSG00000241935
AGAP8 ENSG00000174194.11 0.620714 0.079265 ENSG00000174194
L3MBTL3 ENSG00000198945.3 0.459835 0.080343 ENSG00000198945
PSRC1 ENSG00000134222.12 0.228434 0.086612 ENSG00000134222
ILKAP ENSG00000132323.4 0.254637 0.088736 ENSG00000132323
HTR1F ENSG00000179097.4 0.17051 0.072727 ENSG00000179097
AGAP9 ENSG00000198035.9 0.367192 0.083268 ENSG00000198035
FAM21A ENSG00000099290.11 0.578273 0.072613 ENSG00000099290
RPS27L ENSG00000185088.8 0.250293 0.079697 ENSG00000185088
SUCLA2 ENSG00000136143.9 0.21132 0.072564 ENSG00000136143
AKNAD1 ENSG00000162641.14 0.176784 0.085569 ENSG00000162641
GPIHBP1 ENSG00000182851.2 0.235494 0.086754 ENSG00000182851
EP400NL ENSG00000185684.8 0.553359 0.07266 ENSG00000185684
CGGBP1 ENSG00000163320.6 0.233101 0.084707 ENSG00000163320
CLEC18A ENSG00000157322.12 0.579776 0.071734 ENSG00000157322
ACTR8 ENSG00000113812.9 0.339406 0.078812 ENSG00000113812
SPP1 ENSG00000118785.9 0.183065 0.082607 ENSG00000118785
CDKL1 ENSG00000100490.5 0.194841 0.079161 ENSG00000100490
KCNK1 ENSG00000135750.10 0.240521 0.088758 ENSG00000135750
ULK4 ENSG00000168038.6 0.353767 0.07447 ENSG00000168038
AP1S1 ENSG00000106367.9 0.272195 0.079821 ENSG00000106367
RABGAP1L ENSG00000152061.17 0.180778 0.073397 ENSG00000152061
DNAJB14 ENSG00000164031.12 0.1397 0.064027 ENSG00000164031
HEXA ENSG00000213614.5 0.137554 0.068073 ENSG00000213614
GPD1L ENSG00000152642.6 0.604944 0.072656 ENSG00000152642
ZNF304 ENSG00000131845.10 0.269886 0.077674 ENSG00000131845
LIN7C ENSG00000148943.7 0.153273 0.067643 ENSG00000148943
AKR1C2 ENSG00000151632.12 0.187261 0.079087 ENSG00000151632
EPN3 ENSG00000049283.13 0.575257 0.076983 ENSG00000049283
NPIPB7 ENSG00000233232.2 0.15389 0.064761 ENSG00000233232
ZNF7 ENSG00000147789.11 0.272972 0.075445 ENSG00000147789
SMIM2 ENSG00000139656.5 0.420062 0.086543 ENSG00000139656
VPS9D1 ENSG00000075399.8 0.145867 0.06647 ENSG00000075399
ANAPC4 ENSG00000053900.6 0.331596 0.072859 ENSG00000053900
SMDT1 ENSG00000183172.7 0.448544 0.073284 ENSG00000183172
ADCY5 ENSG00000173175.10 0.179111 0.076582 ENSG00000173175
EVI5L ENSG00000142459.4 0.303924 0.088675 ENSG00000142459
KIAA1683 ENSG00000130518.11 0.223209 0.0718 ENSG00000130518
PHYH ENSG00000107537.9 0.46217 0.089028 ENSG00000107537
TRIM38 ENSG00000112343.8 0.205766 0.070782 ENSG00000112343
RABL2A ENSG00000144134.14 0.246187 0.084017 ENSG00000144134
MGP ENSG00000111341.5 0.158317 0.078344 ENSG00000111341
TEPP ENSG00000159648.7 0.30537 0.089022 ENSG00000159648
PPDPF ENSG00000125534.5 0.27572 0.088548 ENSG00000125534
MFSD4 ENSG00000174514.8 0.147384 0.068573 ENSG00000174514
TMEM63B ENSG00000137216.14 0.247125 0.085257 ENSG00000137216
GTPBP3 ENSG00000130299.12 0.258875 0.096503 ENSG00000130299
CAPN8 ENSG00000203697.7 0.137092 0.067706 ENSG00000203697
CRYL1 ENSG00000165475.9 0.201505 0.081604 ENSG00000165475
FAM153B ENSG00000182230.7 0.32403 0.085304 ENSG00000182230
CACNA2D3 ENSG00000157445.10 0.401208 0.087662 ENSG00000157445
DDX59 ENSG00000118197.9 0.377353 0.082406 ENSG00000118197
SUCO ENSG00000094975.8 0.192282 0.07201 ENSG00000094975
EXOC1 ENSG00000090989.13 0.196609 0.081275 ENSG00000090989
IP6K2 ENSG00000068745.10 0.250029 0.099387 ENSG00000068745
ADCY7 ENSG00000121281.8 0.18107 0.080796 ENSG00000121281
TRMT112 ENSG00000173113.2 0.231933 0.079322 ENSG00000173113
SEPT10 ENSG00000186522.10 0.220823 0.079628 ENSG00000186522
ZFYVE16 ENSG00000039319.12 0.232473 0.08329 ENSG00000039319
AK9 ENSG00000155085.11 0.123174 0.055759 ENSG00000155085
EDARADD ENSG00000186197.8 0.469162 0.082197 ENSG00000186197
SIGLEC11 ENSG00000161640.11 0.253375 0.078086 ENSG00000161640
TIMM10 ENSG00000134809.4 0.477765 0.085648 ENSG00000134809
DOCK6 ENSG00000130158.9 0.22138 0.080508 ENSG00000130158
SMAD3 ENSG00000166949.11 0.223903 0.089893 ENSG00000166949
HRCT1 ENSG00000196196.2 0.388021 0.085141 ENSG00000196196
LPGAT1 ENSG00000123684.8 0.195748 0.069937 ENSG00000123684
MED21 ENSG00000152944.4 0.15305 0.069467 ENSG00000152944
ZNF418 ENSG00000196724.8 0.161865 0.076588 ENSG00000196724
COQ5 ENSG00000110871.10 0.24448 0.075867 ENSG00000110871
HYAL4 ENSG00000106302.5 0.225839 0.070109 ENSG00000106302
CATSPER2 ENSG00000166762.12 0.258905 0.096409 ENSG00000166762
AGAP6 ENSG00000204149.5 0.497749 0.072217 ENSG00000204149
TMEM231 ENSG00000205084.5 0.178624 0.078631 ENSG00000205084
PXK ENSG00000168297.11 0.14127 0.059304 ENSG00000168297
KIAA0930 ENSG00000100364.13 0.308472 0.099824 ENSG00000100364
UPB1 ENSG00000100024.10 0.138134 0.063716 ENSG00000100024
TDRD5 ENSG00000162782.11 0.470293 0.077963 ENSG00000162782
PRMT7 ENSG00000132600.12 0.359791 0.081785 ENSG00000132600
TUBG2 ENSG00000037042.8 0.240453 0.079286 ENSG00000037042
APTX ENSG00000137074.14 0.399126 0.078402 ENSG00000137074
MAGI3 ENSG00000081026.14 0.159474 0.074681 ENSG00000081026
GPR17 ENSG00000144230.12 0.445297 0.085292 ENSG00000144230
ZNF696 ENSG00000185730.3 0.165042 0.074542 ENSG00000185730
ALDH16A1 ENSG00000161618.5 0.463799 0.082083 ENSG00000161618
GRAMD4 ENSG00000075240.12 0.333606 0.086284 ENSG00000075240
ANXA3 ENSG00000138772.8 0.134757 0.06616 ENSG00000138772
ARHGEF39 ENSG00000137135.13 0.267249 0.083991 ENSG00000137135
NCLN ENSG00000125912.6 0.319628 0.088304 ENSG00000125912
SPIRE2 ENSG00000204991.6 0.171385 0.076835 ENSG00000204991
P2RY11 ENSG00000244165.1 0.158363 0.07726 ENSG00000244165
PARP10 ENSG00000178685.9 0.17862 0.070907 ENSG00000178685
BEND6 ENSG00000151917.13 0.285694 0.076006 ENSG00000151917
DNA2 ENSG00000138346.10 0.375624 0.081011 ENSG00000138346
DOCK7 ENSG00000116641.11 0.25991 0.076965 ENSG00000116641
C6orf89 ENSG00000198663.12 0.25556 0.079473 ENSG00000198663
CDK5RAP3 ENSG00000108465.10 0.112304 0.055735 ENSG00000108465
ANO5 ENSG00000171714.10 0.224988 0.070678 ENSG00000171714
B3GALTL ENSG00000187676.7 0.316122 0.078704 ENSG00000187676
ZNHIT6 ENSG00000117174.6 0.449873 0.082274 ENSG00000117174
MED28 ENSG00000118579.6 0.18325 0.073121 ENSG00000118579
CAMK2D ENSG00000145349.12 0.21726 0.084036 ENSG00000145349
NICN1 ENSG00000145029.7 0.1985 0.07145 ENSG00000145029
APH1B ENSG00000138613.9 0.173247 0.074535 ENSG00000138613
DMRT1 ENSG00000137090.7 0.254051 0.095257 ENSG00000137090
LIG1 ENSG00000105486.9 0.360655 0.087733 ENSG00000105486
USH1C ENSG00000006611.11 0.471981 0.078226 ENSG00000006611
PPA1 ENSG00000180817.6 0.227312 0.08613 ENSG00000180817
MS4A12 ENSG00000071203.5 0.323114 0.079656 ENSG00000071203
CCDC169 ENSG00000242715.3 0.208317 0.067506 ENSG00000242715
TXNDC15 ENSG00000113621.10 0.231376 0.08206 ENSG00000113621
WDR52 ENSG00000206530.4 0.140776 0.06544 ENSG00000206530
CCDC13 ENSG00000244607.1 0.443158 0.080382 ENSG00000244607
EPB41L4A ENSG00000129595.8 0.205431 0.069242 ENSG00000129595
MXD3 ENSG00000213347.6 0.246543 0.079453 ENSG00000213347
COLEC10 ENSG00000184374.2 0.211627 0.08265 ENSG00000184374
FAM163A ENSG00000143340.6 0.157611 0.070621 ENSG00000143340
GNA13 ENSG00000120063.5 0.245846 0.091966 ENSG00000120063
ERCC3 ENSG00000163161.8 0.260892 0.073389 ENSG00000163161
IVD ENSG00000128928.4 0.226072 0.082364 ENSG00000128928
TRIM66 ENSG00000166436.11 0.5095 0.086338 ENSG00000166436
DNAJB12 ENSG00000148719.9 0.176629 0.069305 ENSG00000148719
C2CD5 ENSG00000111731.8 0.21988 0.082061 ENSG00000111731
KALRN ENSG00000160145.10 0.237139 0.089122 ENSG00000160145
C10orf112 ENSG00000204740.5 0.474303 0.079377 ENSG00000204740
RASA3 ENSG00000185989.9 0.372999 0.079969 ENSG00000185989
MARCH7 ENSG00000136536.9 0.131393 0.057959 ENSG00000136536
PKHD1L1 ENSG00000205038.7 0.497846 0.074021 ENSG00000205038
BOP1 ENSG00000170727.7 0.246158 0.08099 ENSG00000170727
SDR39U1 ENSG00000100445.12 0.19982 0.079656 ENSG00000100445
CLDN15 ENSG00000106404.9 0.17493 0.074425 ENSG00000106404
SMIM8 ENSG00000111850.5 0.181222 0.079061 ENSG00000111850
ZNF577 ENSG00000161551.8 0.204275 0.075663 ENSG00000161551
CNOT8 ENSG00000155508.9 0.305172 0.087498 ENSG00000155508
LMO7 ENSG00000136153.15 0.160743 0.076782 ENSG00000136153
UBAP1L ENSG00000246922.4 0.20539 0.078469 ENSG00000246922
FUK ENSG00000157353.12 0.165263 0.075872 ENSG00000157353
ADAL ENSG00000168803.10 0.397847 0.08929 ENSG00000168803
LIG4 ENSG00000174405.9 0.211911 0.092579 ENSG00000174405
POP5 ENSG00000167272.6 0.19158 0.073233 ENSG00000167272
NAPEPLD ENSG00000161048.7 0.176165 0.077732 ENSG00000161048
INCENP ENSG00000149503.8 0.421479 0.085298 ENSG00000149503
TPD52L1 ENSG00000111907.16 0.195011 0.083974 ENSG00000111907
RGL3 ENSG00000205517.8 0.216821 0.080431 ENSG00000205517
KLHL5 ENSG00000109790.12 0.228427 0.079687 ENSG00000109790
SRA1 ENSG00000213523.5 0.139051 0.06591 ENSG00000213523
SMCO3 ENSG00000179256.2 0.192474 0.079945 ENSG00000179256
YPEL3 ENSG00000090238.7 0.141823 0.063606 ENSG00000090238
DKFZP779L1853 ENSG00000269514.1 0.189515 0.067865 ENSG00000269514
FRS3 ENSG00000137218.6 0.140982 0.067748 ENSG00000137218
RC3H1 ENSG00000135870.7 0.135771 0.066726 ENSG00000135870
ZNF211 ENSG00000121417.9 0.225913 0.070822 ENSG00000121417
PUS7L ENSG00000129317.10 0.134228 0.067062 ENSG00000129317
CCDC7 ENSG00000216937.7 0.147165 0.062447 ENSG00000216937
SMYD2 ENSG00000143499.9 0.171811 0.079907 ENSG00000143499
BAHD1 ENSG00000140320.7 0.225609 0.07458 ENSG00000140320
TSPAN12 ENSG00000106025.4 0.172476 0.075274 ENSG00000106025
NAT16 ENSG00000167011.4 0.28275 0.077749 ENSG00000167011
PPP6R2 ENSG00000100239.11 0.196382 0.082387 ENSG00000100239
DIS3L ENSG00000166938.8 0.23035 0.07768 ENSG00000166938
C10orf68 ENSG00000150076.18 0.235001 0.070082 ENSG00000150076
HHLA3 ENSG00000197568.9 0.449286 0.084919 ENSG00000197568
ARMC2 ENSG00000118690.8 0.132269 0.062568 ENSG00000118690
CHKB ENSG00000100288.15 0.235547 0.081163 ENSG00000100288
RGPD8 ENSG00000169629.7 0.584684 0.068904 ENSG00000169629
RASL10B ENSG00000141150.3 0.273078 0.082431 ENSG00000141150
GSTM3 ENSG00000134202.6 0.595779 0.073604 ENSG00000134202
SLC27A6 ENSG00000113396.8 0.376997 0.081605 ENSG00000113396
TMEM56 ENSG00000152078.5 0.358725 0.079921 ENSG00000152078
PRDM11 ENSG00000019485.8 0.318253 0.085505 ENSG00000019485
ACBD4 ENSG00000181513.10 0.220392 0.078101 ENSG00000181513
FBLN7 ENSG00000144152.8 0.436674 0.083067 ENSG00000144152
NUDT2 ENSG00000164978.13 0.389562 0.077944 ENSG00000164978
NME7 ENSG00000143156.9 0.482399 0.074873 ENSG00000143156
LILRA2 ENSG00000239998.1 0.215456 0.089274 ENSG00000239998
LYNX1 ENSG00000180155.14 0.277461 0.081374 ENSG00000180155
CBLN1 ENSG00000102924.7 0.197568 0.082967 ENSG00000102924
LDB3 ENSG00000122367.15 0.160624 0.072359 ENSG00000122367
ASTN1 ENSG00000152092.10 0.161455 0.075431 ENSG00000152092
NAGA ENSG00000198951.7 0.156608 0.062236 ENSG00000198951
SLC35A5 ENSG00000138459.4 0.261014 0.082393 ENSG00000138459
GUF1 ENSG00000151806.9 0.464141 0.07652 ENSG00000151806
ALG11 ENSG00000253710.1 0.202803 0.074487 ENSG00000253710
LMF1 ENSG00000103227.14 0.227888 0.091891 ENSG00000103227
DNPH1 ENSG00000112667.8 0.185041 0.083147 ENSG00000112667
CNOT6L ENSG00000138767.8 0.169473 0.069043 ENSG00000138767
ASB4 ENSG00000005981.8 0.217814 0.069356 ENSG00000005981
TADA2A ENSG00000108264.12 0.271358 0.076247 ENSG00000108264
ME2 ENSG00000082212.7 0.172556 0.084349 ENSG00000082212
MED19 ENSG00000156603.10 0.141597 0.062593 ENSG00000156603
ZNF346 ENSG00000113761.7 0.232463 0.077193 ENSG00000113761
ZNF365 ENSG00000138311.11 0.162761 0.069136 ENSG00000138311
CSGALNACT2 ENSG00000169826.6 0.492617 0.072122 ENSG00000169826
WFS1 ENSG00000109501.9 0.179407 0.079407 ENSG00000109501
MAT1A ENSG00000151224.8 0.130645 0.062769 ENSG00000151224
APBB2 ENSG00000163697.12 0.22233 0.087003 ENSG00000163697
MAVS ENSG00000088888.13 0.267015 0.087576 ENSG00000088888
FAM69A ENSG00000154511.7 0.379614 0.097334 ENSG00000154511
GP6 ENSG00000088053.7 0.250077 0.089885 ENSG00000088053
WBP2NL ENSG00000183066.10 0.32778 0.084556 ENSG00000183066
STK32A ENSG00000169302.10 0.204086 0.076504 ENSG00000169302
MZT2A ENSG00000173272.9 0.432685 0.079913 ENSG00000173272
LGI2 ENSG00000153012.7 0.172083 0.080021 ENSG00000153012
FAM47E-STBD1 ENSG00000118804.7 0.13186 0.061942 ENSG00000118804
C1QL4 ENSG00000186897.3 0.617321 0.069961 ENSG00000186897
SH2D3A ENSG00000125731.8 0.440296 0.087863 ENSG00000125731
PNPO ENSG00000108439.5 0.137578 0.063058 ENSG00000108439
DCAF16 ENSG00000163257.6 0.157501 0.067764 ENSG00000163257
RIBC2 ENSG00000128408.7 0.444863 0.085218 ENSG00000128408
FRMD4A ENSG00000151474.15 0.178861 0.08718 ENSG00000151474
CHST1 ENSG00000175264.3 0.177417 0.078428 ENSG00000175264
CELSR1 ENSG00000075275.12 0.398018 0.095191 ENSG00000075275
DPH7 ENSG00000148399.7 0.317577 0.092224 ENSG00000148399
SAMD5 ENSG00000203727.3 0.480121 0.081127 ENSG00000203727
KIAA1217 ENSG00000120549.11 0.482195 0.082108 ENSG00000120549
TAF1A ENSG00000143498.13 0.174941 0.076446 ENSG00000143498
FGGY ENSG00000172456.12 0.172897 0.075311 ENSG00000172456
ZNF34 ENSG00000196378.7 0.217571 0.081787 ENSG00000196378
CDK10 ENSG00000185324.17 0.307127 0.082554 ENSG00000185324
GABRR2 ENSG00000111886.9 0.308527 0.090714 ENSG00000111886
BNIP1 ENSG00000113734.13 0.213442 0.086532 ENSG00000113734
ZCCHC8 ENSG00000033030.9 0.135861 0.065785 ENSG00000033030
VNN2 ENSG00000112303.9 0.226544 0.088005 ENSG00000112303
EFCAB7 ENSG00000203965.8 0.217283 0.079351 ENSG00000203965
GCSAML ENSG00000169224.8 0.146101 0.071237 ENSG00000169224
ZNF432 ENSG00000256087.2 0.321833 0.090557 ENSG00000256087
CHMP1A ENSG00000131165.10 0.164477 0.080282 ENSG00000131165
AXDND1 ENSG00000162779.16 0.485326 0.075149 ENSG00000162779
NFATC3 ENSG00000072736.14 0.161842 0.069748 ENSG00000072736
JAK1 ENSG00000162434.7 0.147271 0.07188 ENSG00000162434
ZBED6CL ENSG00000188707.4 0.280658 0.081497 ENSG00000188707
ACADM ENSG00000117054.9 0.211546 0.069917 ENSG00000117054
IRF5 ENSG00000128604.14 0.219421 0.076533 ENSG00000128604
GLO1 ENSG00000124767.6 0.18374 0.075052 ENSG00000124767
KLK2 ENSG00000167751.8 0.22547 0.09663 ENSG00000167751
SMG7 ENSG00000116698.16 0.171299 0.074826 ENSG00000116698
FRAS1 ENSG00000138759.13 0.190637 0.077746 ENSG00000138759
SUCLG2 ENSG00000172340.10 0.18091 0.076673 ENSG00000172340
ZNF529 ENSG00000186020.8 0.214905 0.091869 ENSG00000186020
ISOC2 ENSG00000063241.3 0.260613 0.091137 ENSG00000063241
ABCC4 ENSG00000125257.9 0.241108 0.083571 ENSG00000125257
LARS ENSG00000133706.13 0.280987 0.071418 ENSG00000133706
AKIP1 ENSG00000166452.7 0.216699 0.074637 ENSG00000166452
PPIL1 ENSG00000137168.7 0.180364 0.077958 ENSG00000137168
LPCAT2 ENSG00000087253.7 0.232145 0.099212 ENSG00000087253
STRC ENSG00000242866.5 0.161223 0.075975 ENSG00000242866
MPHOSPH8 ENSG00000196199.9 0.243941 0.074466 ENSG00000196199
HBS1L ENSG00000112339.10 0.174987 0.068132 ENSG00000112339
ACTG2 ENSG00000163017.9 0.161715 0.072632 ENSG00000163017
SH3BP4 ENSG00000130147.11 0.229843 0.092218 ENSG00000130147
HIBCH ENSG00000198130.10 0.388399 0.079422 ENSG00000198130
SETDB2 ENSG00000136169.12 0.189113 0.076272 ENSG00000136169
NBEAL2 ENSG00000160796.12 0.19588 0.083416 ENSG00000160796
ARL6IP6 ENSG00000177917.6 0.163172 0.072058 ENSG00000177917
PRKAG2 ENSG00000106617.9 0.235653 0.091045 ENSG00000106617
SYT15 ENSG00000204176.8 0.139964 0.064331 ENSG00000204176
EXOSC6 ENSG00000223496.1 0.207483 0.071862 ENSG00000223496
CAMLG ENSG00000164615.3 0.335481 0.082355 ENSG00000164615
MPHOSPH6 ENSG00000135698.5 0.387571 0.08481 ENSG00000135698
RABEP1 ENSG00000029725.12 0.149108 0.071702 ENSG00000029725
LONP1 ENSG00000196365.7 0.345101 0.080319 ENSG00000196365
WWP2 ENSG00000198373.8 0.169419 0.081643 ENSG00000198373
TCTE1 ENSG00000146221.8 0.220392 0.102393 ENSG00000146221
DHX34 ENSG00000134815.14 0.171781 0.078508 ENSG00000134815
SYT11 ENSG00000132718.7 0.157291 0.071948 ENSG00000132718
ZFPM1 ENSG00000179588.4 0.327869 0.102249 ENSG00000179588
TCTN2 ENSG00000168778.7 0.435617 0.076637 ENSG00000168778
CRYZ ENSG00000116791.9 0.675823 0.062746 ENSG00000116791
SLC35F5 ENSG00000115084.8 0.324646 0.080373 ENSG00000115084
PTPN13 ENSG00000163629.8 0.166508 0.070075 ENSG00000163629
HELZ ENSG00000198265.7 0.197742 0.085257 ENSG00000198265
SYCE1L ENSG00000205078.5 0.411756 0.079592 ENSG00000205078
AC021860.1 ENSG00000196355.2 0.49151 0.078942 ENSG00000196355
TTLL7 ENSG00000137941.12 0.19134 0.075007 ENSG00000137941
FPGT ENSG00000254685.1 0.200842 0.073315 ENSG00000254685
TSEN54 ENSG00000182173.8 0.164802 0.076213 ENSG00000182173
DTWD1 ENSG00000104047.10 0.184474 0.075126 ENSG00000104047
SLC36A1 ENSG00000123643.7 0.48154 0.082057 ENSG00000123643
TMEM8B ENSG00000137103.12 0.365321 0.078473 ENSG00000137103
C6orf163 ENSG00000203872.5 0.140048 0.063745 ENSG00000203872
PBRM1 ENSG00000163939.14 0.274278 0.07552 ENSG00000163939
POPDC3 ENSG00000132429.5 0.193031 0.071204 ENSG00000132429
