AssociatedGeneName EnsemblGeneID h2.HeartLeftVentricle se.HeartLeftVentricle ensid
PXMP2 ENSG00000176894.5 0.083627 0.074947 ENSG00000176894
BACH1 ENSG00000156273.11 0.166657 0.111448 ENSG00000156273
ZNF398 ENSG00000197024.4 0.209932 0.120717 ENSG00000197024
PSTPIP1 ENSG00000140368.8 0.078981 0.065571 ENSG00000140368
ADAM33 ENSG00000149451.13 0.056031 0.081877 ENSG00000149451
TIPARP ENSG00000163659.8 0.065962 0.078619 ENSG00000163659
PTS ENSG00000150787.3 0.067581 0.090397 ENSG00000150787
TSC22D4 ENSG00000166925.4 0.131264 0.0736 ENSG00000166925
AP1S1 ENSG00000106367.9 0.105976 0.088289 ENSG00000106367
DNAJB14 ENSG00000164031.12 0.105417 0.074653 ENSG00000164031
CREG1 ENSG00000143162.7 0.266998 0.120674 ENSG00000143162
IL27RA ENSG00000104998.2 0.092957 0.101879 ENSG00000104998
SIVA1 ENSG00000184990.8 0.122886 0.106481 ENSG00000184990
TRIM8 ENSG00000171206.8 0.183412 0.096217 ENSG00000171206
CDON ENSG00000064309.10 0.068673 0.081676 ENSG00000064309
AATF ENSG00000108270.6 0.20735 0.107497 ENSG00000108270
HEXA ENSG00000213614.5 0.127226 0.078812 ENSG00000213614
GPR12 ENSG00000132975.6 0.126311 0.099986 ENSG00000132975
RNF25 ENSG00000163481.3 0.06033 0.060326 ENSG00000163481
NUAK2 ENSG00000163545.7 0.065774 0.083352 ENSG00000163545
LRRC42 ENSG00000116212.10 0.066121 0.094327 ENSG00000116212
VIPR2 ENSG00000106018.9 0.069618 0.068759 ENSG00000106018
CAV2 ENSG00000105971.9 0.0751 0.085208 ENSG00000105971
CDC42SE1 ENSG00000197622.8 0.063594 0.075697 ENSG00000197622
SRL ENSG00000185739.9 0.117686 0.083653 ENSG00000185739
ZNF304 ENSG00000131845.10 0.302044 0.103298 ENSG00000131845
LIN7C ENSG00000148943.7 0.207901 0.091866 ENSG00000148943
HOXD3 ENSG00000128652.7 0.24977 0.108682 ENSG00000128652
WARS2 ENSG00000116874.7 0.057999 0.060918 ENSG00000116874
SF3B1 ENSG00000115524.10 0.144989 0.091877 ENSG00000115524
UBA52 ENSG00000221983.3 0.319575 0.103297 ENSG00000221983
SERGEF ENSG00000129158.6 0.361507 0.109748 ENSG00000129158
TYW3 ENSG00000162623.10 0.244949 0.088035 ENSG00000162623
PTGDR2 ENSG00000183134.4 0.211982 0.094512 ENSG00000183134
GDE1 ENSG00000006007.7 0.074227 0.083777 ENSG00000006007
AKR1C2 ENSG00000151632.12 0.267142 0.116205 ENSG00000151632
ADAD1 ENSG00000164113.6 0.13349 0.08809 ENSG00000164113
TNFRSF18 ENSG00000186891.9 0.109497 0.089807 ENSG00000186891
SLC12A8 ENSG00000221955.6 0.079582 0.075562 ENSG00000221955
TMEM214 ENSG00000119777.14 0.097778 0.100966 ENSG00000119777
HAUS6 ENSG00000147874.6 0.245224 0.10509 ENSG00000147874
GTF3C3 ENSG00000119041.6 0.071318 0.075985 ENSG00000119041
BCL6B ENSG00000161940.6 0.15227 0.09693 ENSG00000161940
MDM2 ENSG00000135679.17 0.114315 0.092846 ENSG00000135679
EPN3 ENSG00000049283.13 0.272766 0.112157 ENSG00000049283
NPIPB7 ENSG00000233232.2 0.096691 0.066929 ENSG00000233232
SLCO4C1 ENSG00000173930.8 0.075707 0.071625 ENSG00000173930
ZNF7 ENSG00000147789.11 0.109093 0.059063 ENSG00000147789
SMIM2 ENSG00000139656.5 0.590782 0.088865 ENSG00000139656
FSIP2 ENSG00000188738.9 0.195145 0.087502 ENSG00000188738
ADRM1 ENSG00000130706.8 0.059214 0.064298 ENSG00000130706
ANAPC4 ENSG00000053900.6 0.364618 0.107877 ENSG00000053900
CACNB1 ENSG00000067191.11 0.081982 0.077031 ENSG00000067191
SMDT1 ENSG00000183172.7 0.152148 0.07948 ENSG00000183172
NEMF ENSG00000165525.13 0.076948 0.067004 ENSG00000165525
TYRO3 ENSG00000092445.7 0.149363 0.089975 ENSG00000092445
BRK1 ENSG00000254999.2 0.211308 0.104591 ENSG00000254999
ADCY5 ENSG00000173175.10 0.084907 0.079417 ENSG00000173175
MYOM2 ENSG00000036448.5 0.192378 0.107395 ENSG00000036448
FER ENSG00000151422.8 0.08715 0.087627 ENSG00000151422
OSBPL6 ENSG00000079156.12 0.123199 0.090119 ENSG00000079156
GJC1 ENSG00000182963.5 0.171653 0.081313 ENSG00000182963
NFIA ENSG00000162599.11 0.087752 0.098945 ENSG00000162599
KIAA1683 ENSG00000130518.11 0.359661 0.103256 ENSG00000130518
ERLIN2 ENSG00000147475.10 0.097821 0.074349 ENSG00000147475
NDRG2 ENSG00000165795.16 0.179511 0.118648 ENSG00000165795
IRF1 ENSG00000125347.9 0.089922 0.08707 ENSG00000125347
CPEB1 ENSG00000214575.5 0.167701 0.116248 ENSG00000214575
RUNX1 ENSG00000159216.13 0.103325 0.097838 ENSG00000159216
ALS2CL ENSG00000178038.12 0.227208 0.104422 ENSG00000178038
TMEM63B ENSG00000137216.14 0.120558 0.089086 ENSG00000137216
SOWAHC ENSG00000198142.3 0.055263 0.06437 ENSG00000198142
GTPBP3 ENSG00000130299.12 0.08802 0.107157 ENSG00000130299
CIR1 ENSG00000138433.11 0.110408 0.087187 ENSG00000138433
CDH13 ENSG00000140945.11 0.275701 0.1394 ENSG00000140945
CRYL1 ENSG00000165475.9 0.15845 0.101807 ENSG00000165475
FAM153B ENSG00000182230.7 0.376378 0.115272 ENSG00000182230
UQCRC2 ENSG00000140740.6 0.171125 0.109835 ENSG00000140740
DHRS12 ENSG00000102796.6 0.089835 0.093556 ENSG00000102796
KRTAP1-1 ENSG00000188581.8 0.095166 0.087029 ENSG00000188581
MPPED2 ENSG00000066382.12 0.2469 0.097774 ENSG00000066382
DDX59 ENSG00000118197.9 0.284625 0.110876 ENSG00000118197
RRBP1 ENSG00000125844.10 0.164706 0.101264 ENSG00000125844
DDX49 ENSG00000105671.7 0.095854 0.088946 ENSG00000105671
UBE2T ENSG00000077152.5 0.091804 0.100598 ENSG00000077152
PDSS2 ENSG00000164494.7 0.057865 0.089405 ENSG00000164494
SPG7 ENSG00000197912.9 0.081697 0.075049 ENSG00000197912
MAGI1 ENSG00000151276.18 0.08996 0.095288 ENSG00000151276
BDH1 ENSG00000161267.7 0.233088 0.126015 ENSG00000161267
TMEM119 ENSG00000183160.8 0.065214 0.084936 ENSG00000183160
FTSJD2 ENSG00000137200.8 0.099348 0.087743 ENSG00000137200
ALYREF ENSG00000183684.6 0.110877 0.092565 ENSG00000183684
TNFAIP2 ENSG00000185215.4 0.215337 0.103797 ENSG00000185215
TRMT112 ENSG00000173113.2 0.274974 0.096962 ENSG00000173113
SEPT10 ENSG00000186522.10 0.135796 0.084046 ENSG00000186522
PCDHGB7 ENSG00000254122.1 0.054142 0.079578 ENSG00000254122
RNF44 ENSG00000146083.7 0.08045 0.079507 ENSG00000146083
RP11-1407O15.2 ENSG00000174093.6 0.203717 0.112594 ENSG00000174093
FAM213A ENSG00000122378.9 0.135101 0.083683 ENSG00000122378
AK9 ENSG00000155085.11 0.191161 0.087478 ENSG00000155085
EDARADD ENSG00000186197.8 0.285466 0.108736 ENSG00000186197
AAR2 ENSG00000131043.7 0.222756 0.119971 ENSG00000131043
ALDH1L2 ENSG00000136010.9 0.062893 0.080057 ENSG00000136010
SIGLEC11 ENSG00000161640.11 0.057769 0.078364 ENSG00000161640
WDR75 ENSG00000115368.5 0.09822 0.070156 ENSG00000115368
FAM126A ENSG00000122591.7 0.06459 0.072165 ENSG00000122591
ARL4D ENSG00000175906.4 0.054839 0.059869 ENSG00000175906
RAD17 ENSG00000152942.14 0.079207 0.075561 ENSG00000152942
SNX24 ENSG00000064652.6 0.141682 0.086043 ENSG00000064652
TIMM10 ENSG00000134809.4 0.486495 0.095771 ENSG00000134809
CCNYL1 ENSG00000163249.5 0.111231 0.101439 ENSG00000163249
ALDH3B2 ENSG00000132746.10 0.067383 0.071065 ENSG00000132746
SMAD3 ENSG00000166949.11 0.061715 0.067279 ENSG00000166949
HRCT1 ENSG00000196196.2 0.052649 0.084407 ENSG00000196196
MED13L ENSG00000123066.3 0.052081 0.082343 ENSG00000123066
HS3ST2 ENSG00000122254.6 0.051541 0.085323 ENSG00000122254
SLC15A4 ENSG00000139370.6 0.11511 0.119653 ENSG00000139370
H2AFV ENSG00000105968.14 0.114362 0.118274 ENSG00000105968
AES ENSG00000104964.10 0.060967 0.103275 ENSG00000104964
DOCK4 ENSG00000128512.15 0.091532 0.087414 ENSG00000128512
VSTM4 ENSG00000165633.7 0.225961 0.096734 ENSG00000165633
DMRTA1 ENSG00000176399.2 0.313916 0.11526 ENSG00000176399
TSPO ENSG00000100300.13 0.079345 0.086771 ENSG00000100300
LIMA1 ENSG00000050405.9 0.069324 0.064427 ENSG00000050405
DHODH ENSG00000102967.7 0.382303 0.107566 ENSG00000102967
MAST2 ENSG00000086015.15 0.289007 0.10152 ENSG00000086015
CCDC101 ENSG00000176476.4 0.118264 0.081104 ENSG00000176476
LMBRD1 ENSG00000168216.6 0.076717 0.063089 ENSG00000168216
CLDN16 ENSG00000113946.3 0.065899 0.080115 ENSG00000113946
FAM171A1 ENSG00000148468.12 0.153704 0.098361 ENSG00000148468
ESPL1 ENSG00000135476.7 0.082968 0.085008 ENSG00000135476
HECA ENSG00000112406.4 0.12638 0.092738 ENSG00000112406
ZNF418 ENSG00000196724.8 0.15587 0.100675 ENSG00000196724
COQ5 ENSG00000110871.10 0.585244 0.082608 ENSG00000110871
ARHGAP17 ENSG00000140750.12 0.072565 0.086988 ENSG00000140750
RNF38 ENSG00000137075.13 0.083527 0.086491 ENSG00000137075
SYPL2 ENSG00000143028.7 0.282923 0.100289 ENSG00000143028
ADCK5 ENSG00000173137.7 0.084026 0.070807 ENSG00000173137
CATSPER2 ENSG00000166762.12 0.190135 0.111882 ENSG00000166762
AGAP6 ENSG00000204149.5 0.193157 0.09618 ENSG00000204149
NLRP6 ENSG00000174885.8 0.188847 0.109049 ENSG00000174885
GALT ENSG00000213930.7 0.315579 0.112282 ENSG00000213930
DCTD ENSG00000129187.10 0.115999 0.092357 ENSG00000129187
TMEM231 ENSG00000205084.5 0.126497 0.088655 ENSG00000205084
APOL1 ENSG00000100342.16 0.161183 0.107462 ENSG00000100342
NADK ENSG00000008130.11 0.068653 0.065229 ENSG00000008130
PXK ENSG00000168297.11 0.173586 0.082213 ENSG00000168297
NMT1 ENSG00000136448.7 0.056931 0.06003 ENSG00000136448
RNF148 ENSG00000235631.1 0.114636 0.079569 ENSG00000235631
KIAA0930 ENSG00000100364.13 0.270707 0.126355 ENSG00000100364
HSPA13 ENSG00000155304.4 0.05097 0.073898 ENSG00000155304
UPB1 ENSG00000100024.10 0.051348 0.087263 ENSG00000100024
CST1 ENSG00000170373.4 0.072319 0.09948 ENSG00000170373
NOTUM ENSG00000185269.7 0.070283 0.080052 ENSG00000185269
APOC1 ENSG00000130208.5 0.178176 0.102829 ENSG00000130208
CHDH ENSG00000016391.5 0.108861 0.098039 ENSG00000016391
SCUBE1 ENSG00000159307.13 0.070702 0.087887 ENSG00000159307
F7 ENSG00000057593.9 0.106827 0.096026 ENSG00000057593
BPTF ENSG00000171634.12 0.05744 0.082519 ENSG00000171634
ASL ENSG00000126522.12 0.057374 0.074609 ENSG00000126522
PRMT7 ENSG00000132600.12 0.16344 0.07455 ENSG00000132600
PDHB ENSG00000168291.8 0.250206 0.102176 ENSG00000168291
TMA7 ENSG00000232112.3 0.251745 0.105699 ENSG00000232112
ERBB3 ENSG00000065361.10 0.061179 0.061544 ENSG00000065361
TUBG2 ENSG00000037042.8 0.145349 0.093205 ENSG00000037042
COX19 ENSG00000240230.1 0.115052 0.093171 ENSG00000240230
DPYSL3 ENSG00000113657.8 0.110437 0.088746 ENSG00000113657
CAPRIN1 ENSG00000135387.15 0.173506 0.102533 ENSG00000135387
AP1B1 ENSG00000100280.12 0.056992 0.062713 ENSG00000100280
INADL ENSG00000132849.14 0.152886 0.114996 ENSG00000132849
APTX ENSG00000137074.14 0.120993 0.081751 ENSG00000137074
ZCCHC9 ENSG00000131732.7 0.170231 0.09994 ENSG00000131732
BCS1L ENSG00000074582.8 0.1068 0.076319 ENSG00000074582
DOC2B ENSG00000262359.1 0.230181 0.106805 ENSG00000262359
GPRC5D ENSG00000111291.4 0.318411 0.124739 ENSG00000111291
PSMC5 ENSG00000087191.8 0.171466 0.091149 ENSG00000087191
GTF2H2C ENSG00000183474.11 0.075941 0.0849 ENSG00000183474
GPR17 ENSG00000144230.12 0.351839 0.107915 ENSG00000144230
LEF1 ENSG00000138795.5 0.09969 0.093591 ENSG00000138795
ACTL7A ENSG00000187003.5 0.086305 0.097915 ENSG00000187003
KIAA2022 ENSG00000050030.8 0.055391 0.07971 ENSG00000050030
KLF5 ENSG00000102554.9 0.139524 0.091883 ENSG00000102554
ZNF696 ENSG00000185730.3 0.119919 0.079606 ENSG00000185730
HIST1H2BG ENSG00000187990.4 0.137091 0.084563 ENSG00000187990
DHTKD1 ENSG00000181192.7 0.090464 0.106221 ENSG00000181192
SYNJ2BP ENSG00000213463.3 0.102096 0.079442 ENSG00000213463
ALDH16A1 ENSG00000161618.5 0.222964 0.104107 ENSG00000161618
HID1 ENSG00000167861.11 0.174395 0.108069 ENSG00000167861
DKK1 ENSG00000107984.5 0.121407 0.096502 ENSG00000107984
TBC1D20 ENSG00000125875.9 0.13427 0.124215 ENSG00000125875
IDH3G ENSG00000067829.13 0.068186 0.0664 ENSG00000067829
COL18A1 ENSG00000182871.10 0.125588 0.089255 ENSG00000182871
BCL2 ENSG00000171791.10 0.088436 0.092125 ENSG00000171791
LRP10 ENSG00000197324.4 0.264379 0.124009 ENSG00000197324
RALY ENSG00000125970.7 0.068481 0.072578 ENSG00000125970
CLCA2 ENSG00000137975.7 0.163814 0.105351 ENSG00000137975
NCLN ENSG00000125912.6 0.1791 0.111352 ENSG00000125912
GIMAP8 ENSG00000171115.3 0.115834 0.084745 ENSG00000171115
SEL1L3 ENSG00000091490.6 0.189449 0.108055 ENSG00000091490
TBC1D8 ENSG00000204634.8 0.105038 0.080506 ENSG00000204634
UHMK1 ENSG00000152332.11 0.131802 0.097923 ENSG00000152332
SPIRE2 ENSG00000204991.6 0.135332 0.075047 ENSG00000204991
AKAP10 ENSG00000108599.10 0.15226 0.114419 ENSG00000108599
SPATA17 ENSG00000162814.6 0.171668 0.104999 ENSG00000162814
NUDT12 ENSG00000112874.5 0.211846 0.10175 ENSG00000112874
ANLN ENSG00000011426.6 0.056357 0.0779 ENSG00000011426
RP11-826N14.2 ENSG00000248469.1 0.146757 0.105936 ENSG00000248469
SCGB3A2 ENSG00000164265.4 0.084086 0.092831 ENSG00000164265
BEND6 ENSG00000151917.13 0.200652 0.08007 ENSG00000151917
DGKQ ENSG00000145214.9 0.052577 0.072837 ENSG00000145214
SETD2 ENSG00000181555.15 0.054276 0.053453 ENSG00000181555
HDAC1 ENSG00000116478.7 0.137118 0.105108 ENSG00000116478
SAT2 ENSG00000141504.7 0.154023 0.102242 ENSG00000141504
DNA2 ENSG00000138346.10 0.353554 0.102399 ENSG00000138346
C6orf89 ENSG00000198663.12 0.16052 0.090082 ENSG00000198663
CDK5RAP3 ENSG00000108465.10 0.140886 0.082434 ENSG00000108465
TEX37 ENSG00000172073.3 0.062243 0.078253 ENSG00000172073
FAM32A ENSG00000105058.7 0.108225 0.094606 ENSG00000105058
ATP1B3 ENSG00000069849.6 0.130831 0.095573 ENSG00000069849
CABIN1 ENSG00000099991.12 0.220013 0.109719 ENSG00000099991
KCNMB1 ENSG00000145936.4 0.166779 0.105335 ENSG00000145936
WDHD1 ENSG00000198554.7 0.12042 0.09773 ENSG00000198554
PI4K2B ENSG00000038210.9 0.234715 0.117422 ENSG00000038210
HRNR ENSG00000197915.5 0.075913 0.072937 ENSG00000197915
C9orf24 ENSG00000164972.8 0.059068 0.068518 ENSG00000164972
PVRL3 ENSG00000177707.6 0.146989 0.085923 ENSG00000177707
NMRAL1 ENSG00000153406.9 0.055439 0.082906 ENSG00000153406
KCND3 ENSG00000171385.5 0.073901 0.08879 ENSG00000171385
ARHGEF37 ENSG00000183111.7 0.098767 0.107717 ENSG00000183111
ADAMTSL5 ENSG00000185761.6 0.130908 0.113013 ENSG00000185761
TMEM155 ENSG00000164112.8 0.324841 0.095915 ENSG00000164112
XPO1 ENSG00000082898.12 0.1252 0.107544 ENSG00000082898
B3GALTL ENSG00000187676.7 0.110974 0.102543 ENSG00000187676
ZNHIT6 ENSG00000117174.6 0.168068 0.086639 ENSG00000117174
MED28 ENSG00000118579.6 0.206193 0.101617 ENSG00000118579
SUPT5H ENSG00000196235.9 0.092944 0.095938 ENSG00000196235
MAGIX ENSG00000017621.11 0.09463 0.087524 ENSG00000017621
GGT5 ENSG00000099998.13 0.200482 0.103409 ENSG00000099998
CSF2RB ENSG00000100368.9 0.085172 0.097999 ENSG00000100368
ANKRD26 ENSG00000107890.12 0.261242 0.107548 ENSG00000107890
DNAJC2 ENSG00000105821.10 0.100284 0.079796 ENSG00000105821
ANKRD34A ENSG00000181039.7 0.060873 0.085799 ENSG00000181039
PRPF38B ENSG00000134186.7 0.16455 0.097009 ENSG00000134186
ARX ENSG00000004848.6 0.074101 0.098637 ENSG00000004848
ACOT2 ENSG00000119673.10 0.247258 0.103575 ENSG00000119673
UGT2B4 ENSG00000156096.8 0.51371 0.08365 ENSG00000156096
CTU2 ENSG00000174177.8 0.107449 0.116913 ENSG00000174177
AQP3 ENSG00000165272.10 0.126384 0.098973 ENSG00000165272
KDSR ENSG00000119537.11 0.050077 0.076357 ENSG00000119537
PLBD1 ENSG00000121316.6 0.052561 0.07314 ENSG00000121316
KIAA1109 ENSG00000138688.11 0.056193 0.065556 ENSG00000138688
PPA1 ENSG00000180817.6 0.379625 0.115505 ENSG00000180817
FKBP2 ENSG00000173486.8 0.158389 0.094895 ENSG00000173486
MRPS23 ENSG00000181610.8 0.061445 0.083251 ENSG00000181610
NTM ENSG00000182667.10 0.08496 0.081311 ENSG00000182667
MTG1 ENSG00000148824.14 0.199847 0.110619 ENSG00000148824
DPYSL2 ENSG00000092964.12 0.138404 0.104116 ENSG00000092964
RPL8 ENSG00000161016.11 0.074627 0.054684 ENSG00000161016
CBX1 ENSG00000108468.10 0.176792 0.096496 ENSG00000108468
PRSS21 ENSG00000007038.6 0.090204 0.074556 ENSG00000007038
ARNTL2 ENSG00000029153.10 0.173102 0.10024 ENSG00000029153
CCDC169 ENSG00000242715.3 0.371112 0.097505 ENSG00000242715
ANGPTL2 ENSG00000136859.5 0.09492 0.086595 ENSG00000136859
TRIP4 ENSG00000103671.5 0.170743 0.083189 ENSG00000103671
DRC1 ENSG00000157856.6 0.065413 0.060145 ENSG00000157856
MRPS16 ENSG00000182180.9 0.147333 0.096937 ENSG00000182180
IKBIP ENSG00000166130.10 0.112467 0.096932 ENSG00000166130
CCDC13 ENSG00000244607.1 0.063495 0.088314 ENSG00000244607
C3 ENSG00000125730.12 0.308733 0.131191 ENSG00000125730
NKPD1 ENSG00000179846.7 0.086835 0.112625 ENSG00000179846
EPB41L4A ENSG00000129595.8 0.231426 0.102064 ENSG00000129595
MXD3 ENSG00000213347.6 0.229436 0.098292 ENSG00000213347
KIF14 ENSG00000118193.7 0.113944 0.094224 ENSG00000118193
PCDHGA11 ENSG00000253873.1 0.066878 0.077841 ENSG00000253873
COLEC10 ENSG00000184374.2 0.32694 0.101161 ENSG00000184374
IQUB ENSG00000164675.6 0.151231 0.090053 ENSG00000164675
CARD17 ENSG00000255221.2 0.184679 0.113554 ENSG00000255221
CLDN8 ENSG00000156284.4 0.140355 0.110629 ENSG00000156284
PNMT ENSG00000141744.3 0.104329 0.080144 ENSG00000141744
ERCC3 ENSG00000163161.8 0.327363 0.102773 ENSG00000163161
ZC3H12C ENSG00000149289.6 0.125533 0.106492 ENSG00000149289
IVD ENSG00000128928.4 0.427281 0.104695 ENSG00000128928
MICAL2 ENSG00000133816.9 0.19613 0.119502 ENSG00000133816
ALOX12B ENSG00000179477.5 0.096577 0.072896 ENSG00000179477
RRNAD1 ENSG00000143303.7 0.185996 0.096028 ENSG00000143303
TRIM66 ENSG00000166436.11 0.600488 0.095391 ENSG00000166436
SPC24 ENSG00000161888.7 0.148012 0.097333 ENSG00000161888
TRIM54 ENSG00000138100.9 0.061411 0.083575 ENSG00000138100
SSFA2 ENSG00000138434.12 0.057061 0.063025 ENSG00000138434
SPDYA ENSG00000163806.11 0.072363 0.073556 ENSG00000163806
DNAJB12 ENSG00000148719.9 0.061436 0.067932 ENSG00000148719
RNF123 ENSG00000164068.11 0.070951 0.063545 ENSG00000164068
PRSS22 ENSG00000005001.5 0.058451 0.093968 ENSG00000005001
C2CD5 ENSG00000111731.8 0.116531 0.084117 ENSG00000111731
KALRN ENSG00000160145.10 0.077762 0.087553 ENSG00000160145
DCAF6 ENSG00000143164.11 0.089727 0.088517 ENSG00000143164
PHF21A ENSG00000135365.11 0.050669 0.074425 ENSG00000135365
ZUFSP ENSG00000153975.5 0.051536 0.069743 ENSG00000153975
C7orf62 ENSG00000164645.2 0.080985 0.069859 ENSG00000164645
C10orf112 ENSG00000204740.5 0.359684 0.114569 ENSG00000204740
RASA3 ENSG00000185989.9 0.207313 0.097425 ENSG00000185989
SSSCA1 ENSG00000173465.3 0.054208 0.0731 ENSG00000173465
MAPKAPK2 ENSG00000162889.6 0.114636 0.079517 ENSG00000162889
SLC22A16 ENSG00000004809.9 0.051968 0.06778 ENSG00000004809
SH3GL3 ENSG00000140600.12 0.097402 0.093225 ENSG00000140600
CFL1 ENSG00000172757.8 0.092891 0.074317 ENSG00000172757
LRCH1 ENSG00000136141.10 0.253305 0.093082 ENSG00000136141
KRT7 ENSG00000135480.10 0.162627 0.098443 ENSG00000135480
LINGO1 ENSG00000169783.8 0.14858 0.078753 ENSG00000169783
ARHGAP5 ENSG00000100852.8 0.051417 0.06919 ENSG00000100852
PKHD1L1 ENSG00000205038.7 0.146355 0.092688 ENSG00000205038
IMMP2L ENSG00000184903.5 0.135399 0.083335 ENSG00000184903
POLR1C ENSG00000171453.13 0.065386 0.095563 ENSG00000171453
RPL23 ENSG00000125691.8 0.05531 0.082917 ENSG00000125691
MMS22L ENSG00000146263.7 0.103778 0.074258 ENSG00000146263
ACVR2A ENSG00000121989.10 0.18268 0.087552 ENSG00000121989
PDE7A ENSG00000205268.6 0.0561 0.080896 ENSG00000205268
EIF3I ENSG00000084623.7 0.120874 0.090102 ENSG00000084623
IL17D ENSG00000172458.4 0.080421 0.07205 ENSG00000172458
CLDN15 ENSG00000106404.9 0.071947 0.072408 ENSG00000106404
SFSWAP ENSG00000061936.5 0.123723 0.100752 ENSG00000061936
TLR5 ENSG00000187554.7 0.05338 0.075326 ENSG00000187554
DR1 ENSG00000117505.7 0.237025 0.093222 ENSG00000117505
SMIM8 ENSG00000111850.5 0.256951 0.099916 ENSG00000111850
NFIC ENSG00000141905.13 0.170162 0.130511 ENSG00000141905
ZNF577 ENSG00000161551.8 0.308181 0.104878 ENSG00000161551
KLHL26 ENSG00000167487.7 0.062825 0.076118 ENSG00000167487
CNOT8 ENSG00000155508.9 0.228108 0.095448 ENSG00000155508
HAUS5 ENSG00000249115.4 0.115424 0.097882 ENSG00000249115
RBMXL1 ENSG00000213516.5 0.077466 0.067298 ENSG00000213516
LEPR ENSG00000116678.14 0.215075 0.104188 ENSG00000116678
PPP1R12B ENSG00000077157.15 0.065084 0.096975 ENSG00000077157
TMEM175 ENSG00000127419.12 0.058024 0.090759 ENSG00000127419
MAL2 ENSG00000147676.9 0.080131 0.084216 ENSG00000147676
SLC36A2 ENSG00000186335.4 0.081741 0.091474 ENSG00000186335
QSOX1 ENSG00000116260.12 0.129579 0.090547 ENSG00000116260
TP53I11 ENSG00000175274.14 0.136276 0.109891 ENSG00000175274
SUPV3L1 ENSG00000156502.9 0.156441 0.099913 ENSG00000156502
CHAD ENSG00000136457.5 0.208368 0.107649 ENSG00000136457
ACAT1 ENSG00000075239.9 0.116056 0.09505 ENSG00000075239
FUK ENSG00000157353.12 0.109071 0.087058 ENSG00000157353
C16orf3 ENSG00000221819.2 0.071343 0.065488 ENSG00000221819
NOC3L ENSG00000173145.7 0.208544 0.089781 ENSG00000173145
SP5 ENSG00000204335.3 0.152794 0.095849 ENSG00000204335
MAP3K2 ENSG00000169967.12 0.059378 0.072078 ENSG00000169967
ADAL ENSG00000168803.10 0.188805 0.093243 ENSG00000168803
BBS4 ENSG00000140463.9 0.074744 0.059665 ENSG00000140463
CNTD1 ENSG00000176563.5 0.080137 0.0736 ENSG00000176563
CTD-2210P24.4 ENSG00000205106.2 0.365523 0.111421 ENSG00000205106
PPP1R1B ENSG00000131771.9 0.105599 0.075823 ENSG00000131771
POP5 ENSG00000167272.6 0.1662 0.096417 ENSG00000167272
FXYD1 ENSG00000266964.1 0.125302 0.093229 ENSG00000266964
PWWP2B ENSG00000171813.10 0.139157 0.09072 ENSG00000171813
PDS5A ENSG00000121892.10 0.051047 0.078641 ENSG00000121892
MMP19 ENSG00000123342.11 0.113415 0.098097 ENSG00000123342
SLC25A45 ENSG00000162241.8 0.053369 0.062684 ENSG00000162241
TXNDC12 ENSG00000117862.6 0.077771 0.066691 ENSG00000117862
MCM4 ENSG00000104738.12 0.194912 0.116206 ENSG00000104738
MKI67IP ENSG00000155438.7 0.084399 0.078794 ENSG00000155438
RPL13A ENSG00000142541.12 0.064732 0.09181 ENSG00000142541
CLCC1 ENSG00000121940.11 0.187398 0.103306 ENSG00000121940
ZNF470 ENSG00000197016.7 0.11597 0.103865 ENSG00000197016
ENY2 ENSG00000120533.8 0.117898 0.077362 ENSG00000120533
TRPA1 ENSG00000104321.6 0.172309 0.111482 ENSG00000104321
TPD52L1 ENSG00000111907.16 0.342207 0.113033 ENSG00000111907
ZCCHC14 ENSG00000140948.7 0.08845 0.106063 ENSG00000140948
TUBGCP3 ENSG00000126216.8 0.248832 0.120239 ENSG00000126216
GSDMC ENSG00000147697.4 0.142736 0.092528 ENSG00000147697
ENOX1 ENSG00000120658.8 0.207242 0.101387 ENSG00000120658
TRIM24 ENSG00000122779.12 0.13256 0.100378 ENSG00000122779
KLHL5 ENSG00000109790.12 0.051567 0.068998 ENSG00000109790
SLC29A3 ENSG00000198246.7 0.128109 0.110492 ENSG00000198246
SRA1 ENSG00000213523.5 0.203766 0.097595 ENSG00000213523
VSIG10 ENSG00000176834.9 0.167039 0.102524 ENSG00000176834
SMCO3 ENSG00000179256.2 0.060145 0.063646 ENSG00000179256
VEZT ENSG00000028203.13 0.089302 0.086085 ENSG00000028203
NAA30 ENSG00000139977.9 0.070624 0.09814 ENSG00000139977
SLC22A3 ENSG00000146477.4 0.097415 0.101593 ENSG00000146477
PDHX ENSG00000110435.7 0.259162 0.099819 ENSG00000110435
NT5C1A ENSG00000116981.3 0.067435 0.081014 ENSG00000116981
ICA1 ENSG00000003147.13 0.12129 0.106927 ENSG00000003147
SLC35E4 ENSG00000100036.11 0.055181 0.066793 ENSG00000100036
YPEL3 ENSG00000090238.7 0.107314 0.066623 ENSG00000090238
C3orf18 ENSG00000088543.10 0.058667 0.053361 ENSG00000088543
HAX1 ENSG00000143575.10 0.098342 0.101725 ENSG00000143575
SARS ENSG00000031698.8 0.076593 0.092279 ENSG00000031698
SEMG1 ENSG00000124233.10 0.181201 0.111897 ENSG00000124233
ORM2 ENSG00000228278.2 0.158722 0.091521 ENSG00000228278
B3GNT6 ENSG00000198488.6 0.176147 0.09965 ENSG00000198488
FRS3 ENSG00000137218.6 0.080968 0.097458 ENSG00000137218
