AssociatedGeneName EnsemblGeneID h2.CrossTissue se.CrossTissue ensid
SLFN13 ENSG00000154760.9 0.031312 0.034293 ENSG00000154760
PDSS2 ENSG00000164494.7 0.21218 0.060799 ENSG00000164494
RP11-762I7.5 ENSG00000257390.1 0.024773 0.041011 ENSG00000257390
EXOC1 ENSG00000090989.13 0.066022 0.04518 ENSG00000090989
SPG7 ENSG00000197912.9 0.103228 0.049594 ENSG00000197912
CCDC107 ENSG00000159884.7 0.100653 0.049169 ENSG00000159884
MAGI1 ENSG00000151276.18 0.013634 0.026273 ENSG00000151276
ATP13A3 ENSG00000133657.10 0.019042 0.025777 ENSG00000133657
PTGER1 ENSG00000160951.3 0.077528 0.04206 ENSG00000160951
BDH1 ENSG00000161267.7 0.035712 0.04981 ENSG00000161267
IP6K2 ENSG00000068745.10 0.093192 0.053568 ENSG00000068745
ANAPC13 ENSG00000129055.8 0.01595 0.029415 ENSG00000129055
TENM4 ENSG00000149256.10 0.019444 0.039574 ENSG00000149256
MTMR11 ENSG00000014914.15 0.018885 0.025985 ENSG00000014914
CD28 ENSG00000178562.12 0.038794 0.029273 ENSG00000178562
INHA ENSG00000123999.4 0.033564 0.034157 ENSG00000123999
ELK3 ENSG00000111145.3 0.02577 0.029978 ENSG00000111145
TNFAIP2 ENSG00000185215.4 0.024043 0.03154 ENSG00000185215
SCT ENSG00000070031.3 0.010567 0.020358 ENSG00000070031
SBK2 ENSG00000187550.4 0.099094 0.052709 ENSG00000187550
ADCY7 ENSG00000121281.8 0.108663 0.049682 ENSG00000121281
ALDOA ENSG00000149925.12 0.091332 0.045802 ENSG00000149925
EFR3A ENSG00000132294.9 0.017155 0.02164 ENSG00000132294
WNT1 ENSG00000125084.7 0.082738 0.044476 ENSG00000125084
OR7A5 ENSG00000188269.4 0.135064 0.052438 ENSG00000188269
U2AF1 ENSG00000160201.7 0.018589 0.032672 ENSG00000160201
S100P ENSG00000163993.6 0.145352 0.057744 ENSG00000163993
DDIT4 ENSG00000168209.4 0.081317 0.045454 ENSG00000168209
SOX6 ENSG00000110693.11 0.013591 0.028865 ENSG00000110693
LUZP2 ENSG00000187398.7 0.126523 0.057611 ENSG00000187398
C1orf63 ENSG00000117616.13 0.013635 0.029021 ENSG00000117616
TRMT112 ENSG00000173113.2 0.095078 0.041001 ENSG00000173113
SEPT10 ENSG00000186522.10 0.112993 0.049605 ENSG00000186522
PCDHGB7 ENSG00000254122.1 0.014589 0.028514 ENSG00000254122
TEKT1 ENSG00000167858.8 0.026567 0.025643 ENSG00000167858
RNF44 ENSG00000146083.7 0.056724 0.037726 ENSG00000146083
LIMCH1 ENSG00000064042.13 0.124146 0.059982 ENSG00000064042
FIGN ENSG00000182263.9 0.206034 0.063389 ENSG00000182263
CEP250 ENSG00000126001.11 0.229697 0.073368 ENSG00000126001
RP11-1407O15.2 ENSG00000174093.6 0.082574 0.0438 ENSG00000174093
ZFYVE16 ENSG00000039319.12 0.06534 0.040332 ENSG00000039319
FAM213A ENSG00000122378.9 0.071889 0.040763 ENSG00000122378
TMEM87A ENSG00000103978.11 0.033259 0.030478 ENSG00000103978
AK9 ENSG00000155085.11 0.237336 0.055631 ENSG00000155085
NUDT1 ENSG00000106268.11 0.262202 0.073861 ENSG00000106268
EDARADD ENSG00000186197.8 0.031364 0.02705 ENSG00000186197
TRAPPC3 ENSG00000054116.7 0.049191 0.037394 ENSG00000054116
SCAF8 ENSG00000213079.5 0.055447 0.048422 ENSG00000213079
AAR2 ENSG00000131043.7 0.011073 0.026376 ENSG00000131043
OSR2 ENSG00000164920.5 0.029341 0.035164 ENSG00000164920
MBLAC2 ENSG00000176055.9 0.028265 0.034127 ENSG00000176055
TMEM260 ENSG00000070269.9 0.032337 0.034671 ENSG00000070269
SIGLEC11 ENSG00000161640.11 0.275921 0.061163 ENSG00000161640
WDR75 ENSG00000115368.5 0.111399 0.041854 ENSG00000115368
TRAM2 ENSG00000065308.4 0.055874 0.040076 ENSG00000065308
NPAS2 ENSG00000170485.12 0.023158 0.025789 ENSG00000170485
BSCL2 ENSG00000168000.10 0.210494 0.063386 ENSG00000168000
ZNF251 ENSG00000198169.4 0.110798 0.052383 ENSG00000198169
ARL4D ENSG00000175906.4 0.062593 0.037834 ENSG00000175906
FNDC5 ENSG00000160097.10 0.028611 0.034198 ENSG00000160097
DNTTIP1 ENSG00000101457.8 0.043872 0.032281 ENSG00000101457
HRH2 ENSG00000113749.5 0.112098 0.055376 ENSG00000113749
RAD17 ENSG00000152942.14 0.04898 0.038106 ENSG00000152942
SNX24 ENSG00000064652.6 0.105057 0.049982 ENSG00000064652
TIMM10 ENSG00000134809.4 0.734744 0.043904 ENSG00000134809
LBX1 ENSG00000138136.5 0.022791 0.030659 ENSG00000138136
TRIQK ENSG00000205133.7 0.028417 0.028815 ENSG00000205133
ATP4A ENSG00000105675.4 0.013457 0.023673 ENSG00000105675
ALDH3B2 ENSG00000132746.10 0.024391 0.027043 ENSG00000132746
DOCK6 ENSG00000130158.9 0.146486 0.052282 ENSG00000130158
GLT1D1 ENSG00000151948.7 0.025466 0.041919 ENSG00000151948
SMAD3 ENSG00000166949.11 0.055957 0.039338 ENSG00000166949
HRCT1 ENSG00000196196.2 0.180251 0.057637 ENSG00000196196
LPAR3 ENSG00000171517.5 0.051177 0.041391 ENSG00000171517
TIMM44 ENSG00000104980.3 0.307315 0.065228 ENSG00000104980
DAB2 ENSG00000153071.10 0.013474 0.028462 ENSG00000153071
CAPNS1 ENSG00000126247.6 0.066426 0.05061 ENSG00000126247
RD3 ENSG00000198570.5 0.047921 0.036544 ENSG00000198570
SLC15A4 ENSG00000139370.6 0.048356 0.054788 ENSG00000139370
C12orf54 ENSG00000177627.5 0.176938 0.055017 ENSG00000177627
IMPAD1 ENSG00000104331.4 0.049633 0.043339 ENSG00000104331
CNTN1 ENSG00000018236.10 0.055432 0.038305 ENSG00000018236
AES ENSG00000104964.10 0.13414 0.069632 ENSG00000104964
DOCK4 ENSG00000128512.15 0.080881 0.041324 ENSG00000128512
RBM15 ENSG00000162775.10 0.023835 0.036438 ENSG00000162775
RANBP2 ENSG00000153201.11 0.027238 0.032502 ENSG00000153201
VSTM4 ENSG00000165633.7 0.016686 0.026899 ENSG00000165633
GINS3 ENSG00000181938.9 0.052782 0.036813 ENSG00000181938
RAD51AP2 ENSG00000214842.5 0.056096 0.031284 ENSG00000214842
SNAI3 ENSG00000185669.5 0.106089 0.050661 ENSG00000185669
DMRTA1 ENSG00000176399.2 0.329483 0.070979 ENSG00000176399
TSPO ENSG00000100300.13 0.201478 0.064559 ENSG00000100300
ADH4 ENSG00000198099.4 0.205016 0.057412 ENSG00000198099
JMJD7 ENSG00000243789.6 0.040299 0.029987 ENSG00000243789
CBX4 ENSG00000141582.10 0.047379 0.051821 ENSG00000141582
DHODH ENSG00000102967.7 0.40944 0.066654 ENSG00000102967
MAST2 ENSG00000086015.15 0.131947 0.050589 ENSG00000086015
ZNF680 ENSG00000173041.7 0.067381 0.035548 ENSG00000173041
PYCARD ENSG00000103490.13 0.083401 0.045292 ENSG00000103490
CAMP ENSG00000164047.3 0.071832 0.045211 ENSG00000164047
NAGLU ENSG00000108784.5 0.151137 0.057221 ENSG00000108784
CCDC101 ENSG00000176476.4 0.073781 0.043894 ENSG00000176476
SAMHD1 ENSG00000101347.7 0.035644 0.039668 ENSG00000101347
CD302 ENSG00000241399.2 0.030477 0.02652 ENSG00000241399
CIAPIN1 ENSG00000005194.10 0.114899 0.053195 ENSG00000005194
SRGN ENSG00000122862.4 0.055258 0.037601 ENSG00000122862
TSGA10 ENSG00000135951.10 0.064286 0.033752 ENSG00000135951
NUDT19 ENSG00000213965.3 0.045566 0.037158 ENSG00000213965
UPK1B ENSG00000114638.3 0.021648 0.026905 ENSG00000114638
LPGAT1 ENSG00000123684.8 0.027467 0.034695 ENSG00000123684
SYCE2 ENSG00000161860.7 0.09275 0.043498 ENSG00000161860
FAM171A1 ENSG00000148468.12 0.107059 0.049466 ENSG00000148468
TSC22D1 ENSG00000102804.10 0.039191 0.033112 ENSG00000102804
MED21 ENSG00000152944.4 0.08685 0.039115 ENSG00000152944
EFTUD2 ENSG00000108883.8 0.118578 0.047155 ENSG00000108883
S100A9 ENSG00000163220.10 0.035735 0.030521 ENSG00000163220
RP11-321C1.1 ENSG00000269964.2 0.020903 0.025459 ENSG00000269964
HECA ENSG00000112406.4 0.026814 0.034057 ENSG00000112406
LYG2 ENSG00000185674.5 0.049297 0.036368 ENSG00000185674
ZNF418 ENSG00000196724.8 0.040456 0.034021 ENSG00000196724
COQ5 ENSG00000110871.10 0.521683 0.058392 ENSG00000110871
TUSC5 ENSG00000184811.3 0.04139 0.035825 ENSG00000184811
ARHGAP17 ENSG00000140750.12 0.085415 0.049369 ENSG00000140750
UGP2 ENSG00000169764.10 0.028313 0.027719 ENSG00000169764
SHOC2 ENSG00000108061.7 0.101216 0.045535 ENSG00000108061
SYPL2 ENSG00000143028.7 0.176328 0.056908 ENSG00000143028
ENDOG ENSG00000167136.6 0.057333 0.03272 ENSG00000167136
HYAL4 ENSG00000106302.5 0.217986 0.060126 ENSG00000106302
DPF2 ENSG00000133884.5 0.043283 0.028437 ENSG00000133884
GLOD4 ENSG00000167699.9 0.029625 0.037507 ENSG00000167699
ADCK5 ENSG00000173137.7 0.055722 0.037908 ENSG00000173137
RNF10 ENSG00000022840.11 0.095006 0.047161 ENSG00000022840
IER3 ENSG00000137331.11 0.020184 0.030513 ENSG00000137331
SEMA6C ENSG00000143434.11 0.06068 0.035797 ENSG00000143434
CATSPER2 ENSG00000166762.12 0.553035 0.072748 ENSG00000166762
KARS ENSG00000065427.10 0.036055 0.037029 ENSG00000065427
AGAP6 ENSG00000204149.5 0.462193 0.059909 ENSG00000204149
ZNF592 ENSG00000166716.5 0.012762 0.018712 ENSG00000166716
CCDC180 ENSG00000197816.9 0.049608 0.039286 ENSG00000197816
GALT ENSG00000213930.7 0.162572 0.058293 ENSG00000213930
ARHGAP23 ENSG00000225485.3 0.047536 0.039685 ENSG00000225485
TMEM231 ENSG00000205084.5 0.09452 0.045986 ENSG00000205084
APOL1 ENSG00000100342.16 0.035127 0.036752 ENSG00000100342
NADK ENSG00000008130.11 0.066049 0.036635 ENSG00000008130
EPHA8 ENSG00000070886.6 0.022841 0.039639 ENSG00000070886
HS3ST5 ENSG00000249853.3 0.011022 0.030156 ENSG00000249853
PXK ENSG00000168297.11 0.199265 0.058645 ENSG00000168297
COLQ ENSG00000206561.8 0.022511 0.028029 ENSG00000206561
NMT1 ENSG00000136448.7 0.059891 0.037529 ENSG00000136448
CCDC30 ENSG00000186409.10 0.024265 0.029501 ENSG00000186409
CILP ENSG00000138615.4 0.022175 0.027222 ENSG00000138615
TSR3 ENSG00000007520.3 0.016861 0.02294 ENSG00000007520
CAPN10 ENSG00000142330.15 0.151115 0.056664 ENSG00000142330
MICA ENSG00000204520.8 0.078814 0.041619 ENSG00000204520
PPP2CB ENSG00000104695.8 0.024329 0.038705 ENSG00000104695
KIAA0930 ENSG00000100364.13 0.292426 0.066248 ENSG00000100364
HSPA13 ENSG00000155304.4 0.02128 0.04102 ENSG00000155304
EXOSC5 ENSG00000077348.4 0.035251 0.035999 ENSG00000077348
QRICH2 ENSG00000129646.9 0.034799 0.02966 ENSG00000129646
SERINC5 ENSG00000164300.11 0.129551 0.046304 ENSG00000164300
UPB1 ENSG00000100024.10 0.220708 0.057086 ENSG00000100024
TDRD5 ENSG00000162782.11 0.532577 0.061083 ENSG00000162782
CLTCL1 ENSG00000070371.11 0.034729 0.029526 ENSG00000070371
NOTUM ENSG00000185269.7 0.027928 0.033932 ENSG00000185269
NR4A2 ENSG00000153234.9 0.055 0.036675 ENSG00000153234
MARCH4 ENSG00000144583.4 0.049351 0.038446 ENSG00000144583
APOC1 ENSG00000130208.5 0.089402 0.048578 ENSG00000130208
FARSA ENSG00000179115.6 0.061626 0.036591 ENSG00000179115
EIF3M ENSG00000149100.8 0.024237 0.029824 ENSG00000149100
CHDH ENSG00000016391.5 0.169805 0.055468 ENSG00000016391
MED9 ENSG00000141026.4 0.059857 0.037319 ENSG00000141026
TMC5 ENSG00000103534.12 0.028013 0.035179 ENSG00000103534
DNAH1 ENSG00000114841.13 0.018812 0.025783 ENSG00000114841
CLEC5A ENSG00000258227.2 0.035215 0.029088 ENSG00000258227
SCUBE1 ENSG00000159307.13 0.047074 0.044482 ENSG00000159307
EFCAB11 ENSG00000140025.11 0.082877 0.048862 ENSG00000140025
F7 ENSG00000057593.9 0.230012 0.067221 ENSG00000057593
FAM208A ENSG00000163946.9 0.038137 0.029047 ENSG00000163946
BPTF ENSG00000171634.12 0.048826 0.034702 ENSG00000171634
CSPP1 ENSG00000104218.9 0.013357 0.028203 ENSG00000104218
PRMT7 ENSG00000132600.12 0.403804 0.070171 ENSG00000132600
EML4 ENSG00000143924.14 0.040898 0.034712 ENSG00000143924
CDC42EP4 ENSG00000179604.8 0.066169 0.057391 ENSG00000179604
PDHB ENSG00000168291.8 0.164515 0.054148 ENSG00000168291
C11orf65 ENSG00000166323.8 0.016606 0.037762 ENSG00000166323
IFT81 ENSG00000122970.11 0.040461 0.038009 ENSG00000122970
ELAC2 ENSG00000006744.13 0.034615 0.033989 ENSG00000006744
CPEB2 ENSG00000137449.11 0.035423 0.035589 ENSG00000137449
ERBB3 ENSG00000065361.10 0.03032 0.025735 ENSG00000065361
TUBG2 ENSG00000037042.8 0.207579 0.057113 ENSG00000037042
PTBP1 ENSG00000011304.12 0.064737 0.042906 ENSG00000011304
S100A3 ENSG00000188015.5 0.064293 0.035252 ENSG00000188015
COX19 ENSG00000240230.1 0.043287 0.037117 ENSG00000240230
TMC6 ENSG00000141524.11 0.065453 0.037601 ENSG00000141524
DPYSL3 ENSG00000113657.8 0.031975 0.034104 ENSG00000113657
TSEN15 ENSG00000198860.7 0.154463 0.056552 ENSG00000198860
FUNDC1 ENSG00000069509.5 0.012624 0.020282 ENSG00000069509
HSD11B1L ENSG00000167733.9 0.032142 0.045148 ENSG00000167733
CAPRIN1 ENSG00000135387.15 0.055149 0.037262 ENSG00000135387
AP1B1 ENSG00000100280.12 0.031194 0.031525 ENSG00000100280
TLE3 ENSG00000140332.11 0.031536 0.035773 ENSG00000140332
TRIM41 ENSG00000146063.14 0.036377 0.030802 ENSG00000146063
OCLN ENSG00000197822.6 0.01762 0.025647 ENSG00000197822
C16orf52 ENSG00000185716.7 0.019611 0.026887 ENSG00000185716
INADL ENSG00000132849.14 0.30423 0.068036 ENSG00000132849
GGH ENSG00000137563.7 0.170943 0.055098 ENSG00000137563
APTX ENSG00000137074.14 0.33159 0.060698 ENSG00000137074
MPP2 ENSG00000108852.10 0.111038 0.047521 ENSG00000108852
GSK3A ENSG00000105723.7 0.014811 0.022767 ENSG00000105723
GBX1 ENSG00000164900.4 0.071713 0.04952 ENSG00000164900
ZCCHC9 ENSG00000131732.7 0.028611 0.03365 ENSG00000131732
MAGI3 ENSG00000081026.14 0.022896 0.02829 ENSG00000081026
SPAG5 ENSG00000076382.11 0.033693 0.035161 ENSG00000076382
ZNF595 ENSG00000197701.7 0.018735 0.022578 ENSG00000197701
ASAH1 ENSG00000104763.13 0.04443 0.030997 ENSG00000104763
MUT ENSG00000146085.7 0.108223 0.047271 ENSG00000146085
BCS1L ENSG00000074582.8 0.047184 0.032347 ENSG00000074582
SUCNR1 ENSG00000198829.4 0.040045 0.033433 ENSG00000198829
DOC2B ENSG00000262359.1 0.086208 0.051323 ENSG00000262359
ITM2B ENSG00000136156.8 0.01661 0.026296 ENSG00000136156
DKK2 ENSG00000155011.4 0.012391 0.025522 ENSG00000155011
GPRC5D ENSG00000111291.4 0.061853 0.048494 ENSG00000111291
AHRR ENSG00000063438.12 0.062204 0.045214 ENSG00000063438
DRD2 ENSG00000149295.9 0.013912 0.028454 ENSG00000149295
USP6 ENSG00000129204.12 0.032417 0.026792 ENSG00000129204
GPATCH2L ENSG00000089916.13 0.030991 0.02395 ENSG00000089916
LPPR3 ENSG00000129951.14 0.0148 0.027894 ENSG00000129951
PSMC5 ENSG00000087191.8 0.06186 0.034578 ENSG00000087191
GTF2H2C ENSG00000183474.11 0.0406 0.045169 ENSG00000183474
ATXN10 ENSG00000130638.11 0.153737 0.054917 ENSG00000130638
GATAD2B ENSG00000143614.7 0.043788 0.040448 ENSG00000143614
KRT39 ENSG00000196859.3 0.188429 0.059772 ENSG00000196859
NLRP4 ENSG00000160505.11 0.26268 0.064691 ENSG00000160505
GPR17 ENSG00000144230.12 0.429043 0.066249 ENSG00000144230
LEF1 ENSG00000138795.5 0.063587 0.037752 ENSG00000138795
ACTL7A ENSG00000187003.5 0.092659 0.055032 ENSG00000187003
PRRC2C ENSG00000117523.11 0.097638 0.048381 ENSG00000117523
DDX17 ENSG00000100201.14 0.103391 0.044158 ENSG00000100201
COASY ENSG00000068120.10 0.043678 0.034928 ENSG00000068120
KIAA2022 ENSG00000050030.8 0.021932 0.035083 ENSG00000050030
CYTH4 ENSG00000100055.16 0.049503 0.051626 ENSG00000100055
KLF5 ENSG00000102554.9 0.088099 0.042905 ENSG00000102554
ANKDD1B ENSG00000189045.9 0.043856 0.033371 ENSG00000189045
EPHX4 ENSG00000172031.6 0.026105 0.027076 ENSG00000172031
FAM43A ENSG00000185112.4 0.033439 0.031995 ENSG00000185112
ZNF655 ENSG00000197343.5 0.029384 0.028679 ENSG00000197343
CYYR1 ENSG00000166265.7 0.059741 0.038921 ENSG00000166265
C5AR1 ENSG00000197405.3 0.055675 0.0343 ENSG00000197405
LEMD2 ENSG00000161904.7 0.033578 0.034492 ENSG00000161904
HIST1H2BG ENSG00000187990.4 0.013538 0.023299 ENSG00000187990
RAB3GAP2 ENSG00000118873.10 0.109283 0.050696 ENSG00000118873
NBPF9 ENSG00000168614.13 0.051609 0.042628 ENSG00000168614
ZNF727 ENSG00000257482.3 0.012892 0.038885 ENSG00000257482
CDC123 ENSG00000151465.9 0.024685 0.043855 ENSG00000151465
F2RL3 ENSG00000127533.3 0.010506 0.026638 ENSG00000127533
SSRP1 ENSG00000149136.3 0.036521 0.030962 ENSG00000149136
C16orf96 ENSG00000205832.7 0.01999 0.033254 ENSG00000205832
SPESP1 ENSG00000258484.3 0.071582 0.049425 ENSG00000258484
PDZD9 ENSG00000155714.9 0.025592 0.034493 ENSG00000155714
FASN ENSG00000169710.6 0.043728 0.036846 ENSG00000169710
HNRNPF ENSG00000169813.12 0.038234 0.034917 ENSG00000169813
ALDH16A1 ENSG00000161618.5 0.551507 0.055462 ENSG00000161618
C2orf49 ENSG00000135974.5 0.134474 0.051538 ENSG00000135974
IMPDH1 ENSG00000106348.12 0.021564 0.025148 ENSG00000106348
LMO1 ENSG00000166407.9 0.018649 0.024583 ENSG00000166407
RTCB ENSG00000100220.7 0.114332 0.051408 ENSG00000100220
HID1 ENSG00000167861.11 0.122537 0.052653 ENSG00000167861
TRAF3 ENSG00000131323.10 0.022237 0.028137 ENSG00000131323
C20orf27 ENSG00000101220.13 0.121599 0.06292 ENSG00000101220
DKK1 ENSG00000107984.5 0.095619 0.04612 ENSG00000107984
ARHGDIB ENSG00000111348.4 0.030616 0.03191 ENSG00000111348
TBC1D20 ENSG00000125875.9 0.040643 0.050105 ENSG00000125875
RARRES2 ENSG00000106538.5 0.145671 0.053797 ENSG00000106538
RHBDD2 ENSG00000005486.12 0.040107 0.033796 ENSG00000005486
AKR7A2 ENSG00000053371.8 0.039409 0.032383 ENSG00000053371
SEMA6D ENSG00000137872.11 0.122042 0.052103 ENSG00000137872
HMGCR ENSG00000113161.11 0.031574 0.039405 ENSG00000113161
SPATC1L ENSG00000160284.10 0.159739 0.05165 ENSG00000160284
TMED6 ENSG00000157315.4 0.42819 0.066635 ENSG00000157315
AKR1B10 ENSG00000198074.5 0.025557 0.033202 ENSG00000198074
GLI3 ENSG00000106571.8 0.019651 0.026437 ENSG00000106571
OTOP2 ENSG00000183034.8 0.034491 0.040791 ENSG00000183034
RTN1 ENSG00000139970.12 0.022016 0.031879 ENSG00000139970
ARHGEF39 ENSG00000137135.13 0.140143 0.055711 ENSG00000137135
HMGB2 ENSG00000164104.7 0.032981 0.028177 ENSG00000164104
NCLN ENSG00000125912.6 0.318853 0.062639 ENSG00000125912
GRAP2 ENSG00000100351.12 0.03348 0.02823 ENSG00000100351
MAP1S ENSG00000130479.6 0.155024 0.053101 ENSG00000130479
PPP3CB ENSG00000107758.11 0.024589 0.024836 ENSG00000107758
CDC37L1 ENSG00000106993.7 0.051816 0.052048 ENSG00000106993
GIMAP8 ENSG00000171115.3 0.269395 0.065151 ENSG00000171115
CRNKL1 ENSG00000101343.10 0.015698 0.030466 ENSG00000101343
RASSF6 ENSG00000169435.9 0.046926 0.037369 ENSG00000169435
EFR3B ENSG00000084710.9 0.158315 0.058786 ENSG00000084710
SEL1L3 ENSG00000091490.6 0.195562 0.058615 ENSG00000091490
STMN2 ENSG00000104435.9 0.028772 0.043551 ENSG00000104435
TBC1D8 ENSG00000204634.8 0.016738 0.028369 ENSG00000204634
DDRGK1 ENSG00000198171.8 0.019924 0.033141 ENSG00000198171
CDRT15 ENSG00000223510.2 0.012137 0.025514 ENSG00000223510
AGAP2 ENSG00000135439.7 0.017446 0.020568 ENSG00000135439
SPIRE2 ENSG00000204991.6 0.419119 0.066621 ENSG00000204991
TECPR1 ENSG00000205356.5 0.137798 0.057086 ENSG00000205356
TMEM170A ENSG00000166822.8 0.01851 0.030035 ENSG00000166822
SMC2 ENSG00000136824.14 0.012098 0.020675 ENSG00000136824
DLX5 ENSG00000105880.4 0.017585 0.029465 ENSG00000105880
ZFP36L1 ENSG00000185650.8 0.025695 0.034729 ENSG00000185650
SRGAP2 ENSG00000163486.8 0.013688 0.028871 ENSG00000163486
P2RY11 ENSG00000244165.1 0.179803 0.060353 ENSG00000244165
FAXC ENSG00000146267.11 0.012363 0.026345 ENSG00000146267
ZNF134 ENSG00000213762.6 0.011159 0.030237 ENSG00000213762
PARP10 ENSG00000178685.9 0.063026 0.035111 ENSG00000178685
ERCC6 ENSG00000225830.6 0.169551 0.058327 ENSG00000225830
AKAP10 ENSG00000108599.10 0.081424 0.047115 ENSG00000108599
SPATA17 ENSG00000162814.6 0.032511 0.03853 ENSG00000162814
NUDT12 ENSG00000112874.5 0.375382 0.064244 ENSG00000112874
OLFML2A ENSG00000185585.15 0.024266 0.026097 ENSG00000185585
PKLR ENSG00000143627.13 0.011118 0.023433 ENSG00000143627
PRDX2 ENSG00000167815.7 0.11982 0.044365 ENSG00000167815
TENM1 ENSG00000009694.9 0.054663 0.045015 ENSG00000009694
PTCH1 ENSG00000185920.11 0.015704 0.02414 ENSG00000185920
RP11-826N14.2 ENSG00000248469.1 0.058929 0.036123 ENSG00000248469
TMEM255B ENSG00000184497.8 0.155906 0.056118 ENSG00000184497
CHP1 ENSG00000187446.7 0.019683 0.02313 ENSG00000187446
LMO4 ENSG00000143013.8 0.132963 0.054427 ENSG00000143013
BEND6 ENSG00000151917.13 0.344741 0.063862 ENSG00000151917
NEK2 ENSG00000117650.8 0.131819 0.060134 ENSG00000117650
DGKQ ENSG00000145214.9 0.03108 0.028937 ENSG00000145214
NUP62 ENSG00000213024.6 0.016768 0.026171 ENSG00000213024
SETD2 ENSG00000181555.15 0.029986 0.023029 ENSG00000181555
ATP11B ENSG00000058063.11 0.033409 0.024618 ENSG00000058063
USP16 ENSG00000156256.10 0.011557 0.028374 ENSG00000156256
DNA2 ENSG00000138346.10 0.487651 0.061605 ENSG00000138346
DOCK7 ENSG00000116641.11 0.060464 0.035992 ENSG00000116641
C6orf89 ENSG00000198663.12 0.136007 0.056547 ENSG00000198663
CDK5RAP3 ENSG00000108465.10 0.211303 0.054567 ENSG00000108465
ANKRD30B ENSG00000180777.9 0.023219 0.034094 ENSG00000180777
EGLN1 ENSG00000135766.8 0.019745 0.024302 ENSG00000135766
CCR9 ENSG00000173585.11 0.129972 0.047236 ENSG00000173585
FAM32A ENSG00000105058.7 0.017236 0.032319 ENSG00000105058
MMP23B ENSG00000189409.8 0.039339 0.038015 ENSG00000189409
SGSM3 ENSG00000100359.16 0.046578 0.033409 ENSG00000100359
CABIN1 ENSG00000099991.12 0.132255 0.05814 ENSG00000099991
SERPINI1 ENSG00000163536.8 0.034193 0.029473 ENSG00000163536
KCNMB1 ENSG00000145936.4 0.096386 0.052704 ENSG00000145936
WDHD1 ENSG00000198554.7 0.010916 0.03099 ENSG00000198554
PI4K2B ENSG00000038210.9 0.113219 0.048443 ENSG00000038210
HRNR ENSG00000197915.5 0.065284 0.041475 ENSG00000197915
ANO5 ENSG00000171714.10 0.474941 0.056242 ENSG00000171714
ISYNA1 ENSG00000105655.13 0.032363 0.032506 ENSG00000105655
SFXN5 ENSG00000144040.8 0.015212 0.023853 ENSG00000144040
C9orf24 ENSG00000164972.8 0.126971 0.051571 ENSG00000164972
PDAP1 ENSG00000106244.8 0.01136 0.022635 ENSG00000106244
PKNOX2 ENSG00000165495.11 0.016359 0.029621 ENSG00000165495
KCND3 ENSG00000171385.5 0.047596 0.041402 ENSG00000171385
ARHGEF37 ENSG00000183111.7 0.02949 0.037689 ENSG00000183111
ADAMTSL5 ENSG00000185761.6 0.099017 0.049741 ENSG00000185761
TMEM155 ENSG00000164112.8 0.031245 0.033589 ENSG00000164112
ASB16 ENSG00000161664.2 0.127378 0.05062 ENSG00000161664
CSNK1A1L ENSG00000180138.6 0.120201 0.050431 ENSG00000180138
KCNG2 ENSG00000178342.4 0.011874 0.025134 ENSG00000178342
AGTRAP ENSG00000177674.11 0.011129 0.026827 ENSG00000177674
SLURP1 ENSG00000126233.1 0.015638 0.024348 ENSG00000126233
NPNT ENSG00000168743.8 0.067744 0.041554 ENSG00000168743
FAM171A2 ENSG00000161682.10 0.021119 0.029891 ENSG00000161682
CDKN2D ENSG00000129355.6 0.150112 0.051469 ENSG00000129355
B3GALTL ENSG00000187676.7 0.290245 0.058498 ENSG00000187676
DTNB ENSG00000138101.14 0.020657 0.02929 ENSG00000138101
FAM103A1 ENSG00000169612.3 0.032969 0.037703 ENSG00000169612
TEF ENSG00000167074.10 0.012759 0.023103 ENSG00000167074
RIPPLY2 ENSG00000203877.3 0.189663 0.05758 ENSG00000203877
PLEKHD1 ENSG00000175985.8 0.034984 0.036603 ENSG00000175985
ZNHIT6 ENSG00000117174.6 0.368194 0.060657 ENSG00000117174
RNF24 ENSG00000101236.11 0.03192 0.03793 ENSG00000101236
RP11-701P16.2 ENSG00000251139.1 0.015516 0.038503 ENSG00000251139
TTC4 ENSG00000243725.2 0.076613 0.045728 ENSG00000243725
FAM149B1 ENSG00000138286.9 0.179187 0.06945 ENSG00000138286
RNF170 ENSG00000120925.9 0.02848 0.033066 ENSG00000120925
FBXO39 ENSG00000177294.6 0.128994 0.04741 ENSG00000177294
NAA15 ENSG00000164134.8 0.08487 0.047971 ENSG00000164134
MED28 ENSG00000118579.6 0.248716 0.060064 ENSG00000118579
BARD1 ENSG00000138376.6 0.03717 0.033311 ENSG00000138376
PCNP ENSG00000081154.7 0.013914 0.021298 ENSG00000081154
PYCRL ENSG00000104524.9 0.042623 0.034574 ENSG00000104524
MTHFD2 ENSG00000065911.7 0.015008 0.021262 ENSG00000065911
RAB11FIP2 ENSG00000107560.6 0.033176 0.027736 ENSG00000107560
GGT5 ENSG00000099998.13 0.084604 0.047294 ENSG00000099998
DALRD3 ENSG00000178149.12 0.051124 0.03376 ENSG00000178149
DDX25 ENSG00000109832.8 0.020261 0.025367 ENSG00000109832
CLEC7A ENSG00000172243.13 0.033184 0.036943 ENSG00000172243
GCC1 ENSG00000179562.2 0.014922 0.022933 ENSG00000179562
