AssociatedGeneName EnsemblGeneID h2.NerveTibial se.NerveTibial ensid
RAPGEF2 ENSG00000109756.4 0.108747 0.077999 ENSG00000109756
DPP8 ENSG00000074603.14 0.099782 0.06008 ENSG00000074603
GIN1 ENSG00000145723.12 0.142831 0.072324 ENSG00000145723
CGNL1 ENSG00000128849.9 0.159982 0.081639 ENSG00000128849
ANKRD28 ENSG00000206560.6 0.112236 0.066033 ENSG00000206560
SIGLEC7 ENSG00000168995.9 0.09652 0.073754 ENSG00000168995
HEPACAM ENSG00000165478.6 0.092287 0.067366 ENSG00000165478
KIAA1407 ENSG00000163617.6 0.057531 0.050686 ENSG00000163617
C17orf67 ENSG00000214226.4 0.133583 0.083292 ENSG00000214226
FAM131C ENSG00000185519.8 0.142881 0.079309 ENSG00000185519
C14orf37 ENSG00000139971.11 0.102273 0.077721 ENSG00000139971
FAM57A ENSG00000167695.10 0.091584 0.079473 ENSG00000167695
SYNJ1 ENSG00000159082.13 0.111518 0.076996 ENSG00000159082
SKIV2L ENSG00000204351.7 0.081839 0.054447 ENSG00000204351
EBPL ENSG00000123179.9 0.093796 0.057573 ENSG00000123179
IPMK ENSG00000151151.5 0.082062 0.057096 ENSG00000151151
ZNF84 ENSG00000198040.6 0.077212 0.053792 ENSG00000198040
RALGPS2 ENSG00000116191.12 0.177576 0.068584 ENSG00000116191
VILL ENSG00000136059.10 0.070963 0.065157 ENSG00000136059
C3orf17 ENSG00000163608.10 0.059856 0.053481 ENSG00000163608
TSPAN1 ENSG00000117472.5 0.052323 0.044088 ENSG00000117472
LARGE ENSG00000133424.15 0.099291 0.081596 ENSG00000133424
OSER1 ENSG00000132823.6 0.063356 0.070002 ENSG00000132823
THBS4 ENSG00000113296.10 0.051957 0.061037 ENSG00000113296
TBC1D3 ENSG00000197681.8 0.060799 0.066354 ENSG00000197681
SULT1E1 ENSG00000109193.6 0.059378 0.050451 ENSG00000109193
CYP4F3 ENSG00000186529.9 0.163284 0.079876 ENSG00000186529
PSME1 ENSG00000092010.10 0.051702 0.057262 ENSG00000092010
ZNF138 ENSG00000197008.5 0.05287 0.058181 ENSG00000197008
DHX30 ENSG00000132153.10 0.053083 0.041541 ENSG00000132153
SLC16A3 ENSG00000141526.10 0.076731 0.072498 ENSG00000141526
GUCY2C ENSG00000070019.3 0.11335 0.071145 ENSG00000070019
FH ENSG00000091483.6 0.073744 0.068958 ENSG00000091483
DENND6A ENSG00000174839.8 0.082407 0.067515 ENSG00000174839
DKK3 ENSG00000050165.13 0.096124 0.094331 ENSG00000050165
CD79B ENSG00000007312.8 0.060392 0.04886 ENSG00000007312
IL1RN ENSG00000136689.14 0.062571 0.058934 ENSG00000136689
EFCAB10 ENSG00000185055.6 0.106924 0.079632 ENSG00000185055
BAI1 ENSG00000181790.6 0.157347 0.079932 ENSG00000181790
CD5 ENSG00000110448.6 0.109461 0.068773 ENSG00000110448
NLRP7 ENSG00000167634.8 0.119466 0.093138 ENSG00000167634
DECR1 ENSG00000104325.2 0.061793 0.059716 ENSG00000104325
RGL4 ENSG00000159496.10 0.139328 0.079197 ENSG00000159496
ITGA2 ENSG00000164171.6 0.080469 0.053109 ENSG00000164171
AZIN1 ENSG00000155096.9 0.292462 0.090293 ENSG00000155096
FAM101A ENSG00000178882.8 0.08896 0.072572 ENSG00000178882
VPS13A ENSG00000197969.7 0.071074 0.061644 ENSG00000197969
SLC25A24 ENSG00000085491.11 0.091519 0.068417 ENSG00000085491
TMEM26 ENSG00000196932.7 0.059993 0.052906 ENSG00000196932
RECQL5 ENSG00000108469.10 0.063997 0.060635 ENSG00000108469
CRLS1 ENSG00000088766.6 0.14098 0.083925 ENSG00000088766
NSUN6 ENSG00000241058.1 0.213528 0.077681 ENSG00000241058
COL13A1 ENSG00000197467.9 0.068422 0.065525 ENSG00000197467
DIRAS3 ENSG00000162595.4 0.130223 0.072372 ENSG00000162595
CEBPE ENSG00000092067.5 0.09868 0.082608 ENSG00000092067
SFXN1 ENSG00000164466.8 0.16012 0.08552 ENSG00000164466
RNF14 ENSG00000013561.13 0.092978 0.072475 ENSG00000013561
CD274 ENSG00000120217.9 0.053561 0.067033 ENSG00000120217
TMEM100 ENSG00000166292.7 0.084588 0.06612 ENSG00000166292
GPR18 ENSG00000125245.8 0.085673 0.063023 ENSG00000125245
TMX4 ENSG00000125827.4 0.137952 0.079098 ENSG00000125827
CNTNAP3 ENSG00000106714.13 0.058425 0.062574 ENSG00000106714
GPM6A ENSG00000150625.12 0.066245 0.068136 ENSG00000150625
CCDC125 ENSG00000183323.8 0.092945 0.066869 ENSG00000183323
RAD23B ENSG00000119318.8 0.050585 0.065041 ENSG00000119318
BGLAP ENSG00000242252.1 0.05934 0.073248 ENSG00000242252
ZC3HAV1L ENSG00000146858.7 0.124326 0.072389 ENSG00000146858
ZNF879 ENSG00000234284.2 0.052518 0.052802 ENSG00000234284
EVI5 ENSG00000067208.10 0.112236 0.060389 ENSG00000067208
ROM1 ENSG00000149489.4 0.078667 0.060221 ENSG00000149489
C20orf196 ENSG00000171984.10 0.097674 0.081579 ENSG00000171984
HSD17B13 ENSG00000170509.7 0.124297 0.066397 ENSG00000170509
C20orf194 ENSG00000088854.11 0.087238 0.061088 ENSG00000088854
WNT10B ENSG00000169884.9 0.069399 0.058485 ENSG00000169884
APOE ENSG00000130203.5 0.111537 0.07447 ENSG00000130203
C10orf82 ENSG00000165863.12 0.054157 0.065569 ENSG00000165863
RAB40B ENSG00000141542.6 0.198775 0.096816 ENSG00000141542
DSE ENSG00000111817.12 0.076261 0.056148 ENSG00000111817
ZNF337 ENSG00000130684.9 0.105323 0.062779 ENSG00000130684
ASB13 ENSG00000196372.8 0.093484 0.081586 ENSG00000196372
SLCO1B3 ENSG00000111700.8 0.2109 0.074903 ENSG00000111700
RANBP17 ENSG00000204764.7 0.245823 0.096018 ENSG00000204764
LRRC47 ENSG00000130764.5 0.052913 0.04669 ENSG00000130764
ATP8B3 ENSG00000130270.11 0.089773 0.078305 ENSG00000130270
NPIPA2 ENSG00000254852.4 0.147761 0.084904 ENSG00000254852
CARD8 ENSG00000105483.12 0.073769 0.071697 ENSG00000105483
RPS9 ENSG00000170889.9 0.054809 0.06429 ENSG00000170889
SERTAD4 ENSG00000082497.7 0.063149 0.066357 ENSG00000082497
SH3PXD2B ENSG00000174705.7 0.213315 0.097074 ENSG00000174705
DEPDC1 ENSG00000024526.12 0.101058 0.068498 ENSG00000024526
PDE1C ENSG00000154678.12 0.064284 0.055035 ENSG00000154678
MYO3B ENSG00000071909.14 0.063744 0.061183 ENSG00000071909
ISLR ENSG00000129009.8 0.082641 0.065174 ENSG00000129009
C1orf112 ENSG00000000460.12 0.067352 0.055945 ENSG00000000460
EIF3B ENSG00000106263.13 0.053464 0.057482 ENSG00000106263
USB1 ENSG00000103005.7 0.093863 0.080707 ENSG00000103005
RECQL4 ENSG00000160957.7 0.06203 0.040961 ENSG00000160957
HHEX ENSG00000152804.6 0.114367 0.070052 ENSG00000152804
TBC1D2 ENSG00000095383.15 0.075846 0.05842 ENSG00000095383
MLEC ENSG00000110917.3 0.068552 0.053913 ENSG00000110917
NARF ENSG00000141562.12 0.174385 0.101629 ENSG00000141562
CDK5RAP1 ENSG00000101391.15 0.052423 0.064056 ENSG00000101391
EPS8 ENSG00000151491.8 0.059971 0.052371 ENSG00000151491
AC107021.1 ENSG00000232013.1 0.091983 0.063156 ENSG00000232013
LIF ENSG00000128342.4 0.073685 0.055769 ENSG00000128342
SIRPB2 ENSG00000196209.7 0.141652 0.090845 ENSG00000196209
IRS2 ENSG00000185950.7 0.23548 0.10595 ENSG00000185950
HTATIP2 ENSG00000109854.9 0.198495 0.09334 ENSG00000109854
SNAPC2 ENSG00000104976.7 0.139002 0.085834 ENSG00000104976
CERKL ENSG00000188452.9 0.090632 0.063798 ENSG00000188452
CBX6 ENSG00000183741.7 0.063863 0.057772 ENSG00000183741
UBTD2 ENSG00000168246.5 0.050999 0.063727 ENSG00000168246
PSRC1 ENSG00000134222.12 0.074503 0.071454 ENSG00000134222
FLYWCH2 ENSG00000162076.8 0.082181 0.060461 ENSG00000162076
SYCP1 ENSG00000198765.7 0.065849 0.055134 ENSG00000198765
AL590708.2 ENSG00000232850.1 0.068388 0.065693 ENSG00000232850
POLR2I ENSG00000105258.4 0.074743 0.064671 ENSG00000105258
TRIM14 ENSG00000106785.10 0.056728 0.046956 ENSG00000106785
VEGFB ENSG00000173511.5 0.063966 0.050751 ENSG00000173511
SLC35F1 ENSG00000196376.6 0.08792 0.071421 ENSG00000196376
TASP1 ENSG00000089123.11 0.058533 0.061567 ENSG00000089123
LPO ENSG00000167419.6 0.059404 0.059542 ENSG00000167419
ZNF468 ENSG00000204604.5 0.189426 0.095034 ENSG00000204604
WDR18 ENSG00000065268.6 0.05036 0.067869 ENSG00000065268
PXT1 ENSG00000179165.9 0.070321 0.05995 ENSG00000179165
USE1 ENSG00000053501.8 0.064828 0.061258 ENSG00000053501
ZNF396 ENSG00000186496.6 0.054245 0.051708 ENSG00000186496
ALKBH4 ENSG00000160993.3 0.100275 0.061964 ENSG00000160993
TMEM11 ENSG00000178307.5 0.065701 0.056355 ENSG00000178307
CDC42BPG ENSG00000171219.8 0.07055 0.062859 ENSG00000171219
EFS ENSG00000100842.8 0.117151 0.083638 ENSG00000100842
GPR135 ENSG00000181619.11 0.061889 0.050521 ENSG00000181619
MTRF1L ENSG00000112031.11 0.061095 0.057237 ENSG00000112031
GTF3C2 ENSG00000115207.9 0.052667 0.055339 ENSG00000115207
ZCWPW1 ENSG00000078487.13 0.090348 0.057653 ENSG00000078487
ADH5 ENSG00000197894.6 0.065732 0.057596 ENSG00000197894
CLEC18A ENSG00000157322.12 0.114751 0.063137 ENSG00000157322
DTL ENSG00000143476.13 0.063956 0.060725 ENSG00000143476
GALNT3 ENSG00000115339.9 0.197514 0.076898 ENSG00000115339
MTMR9 ENSG00000104643.5 0.05237 0.067832 ENSG00000104643
BLVRA ENSG00000106605.6 0.066829 0.071402 ENSG00000106605
SPP1 ENSG00000118785.9 0.072863 0.064685 ENSG00000118785
CEP85L ENSG00000111860.9 0.071269 0.056464 ENSG00000111860
CDPF1 ENSG00000205643.6 0.134726 0.080498 ENSG00000205643
RTDR1 ENSG00000100218.7 0.063589 0.070721 ENSG00000100218
PTPRCAP ENSG00000213402.2 0.100447 0.053241 ENSG00000213402
SDR42E1 ENSG00000184860.5 0.314482 0.111199 ENSG00000184860
PLIN3 ENSG00000105355.4 0.092273 0.081352 ENSG00000105355
MOCS2 ENSG00000164172.14 0.069999 0.063817 ENSG00000164172
AGO3 ENSG00000126070.14 0.058831 0.064943 ENSG00000126070
EHF ENSG00000135373.8 0.079591 0.064558 ENSG00000135373
SLC27A2 ENSG00000140284.6 0.07354 0.060228 ENSG00000140284
MFSD6 ENSG00000151690.10 0.150247 0.071048 ENSG00000151690
BMP8A ENSG00000183682.7 0.099042 0.068941 ENSG00000183682
PTS ENSG00000150787.3 0.074183 0.070123 ENSG00000150787
AP1S1 ENSG00000106367.9 0.065525 0.057778 ENSG00000106367
ZDHHC16 ENSG00000171307.14 0.071341 0.058646 ENSG00000171307
NOP58 ENSG00000055044.6 0.072089 0.05125 ENSG00000055044
TMEM60 ENSG00000135211.5 0.12813 0.072468 ENSG00000135211
NAV3 ENSG00000067798.9 0.0801 0.05882 ENSG00000067798
IL27RA ENSG00000104998.2 0.063932 0.058416 ENSG00000104998
DLEC1 ENSG00000008226.15 0.058158 0.058581 ENSG00000008226
TRIM8 ENSG00000171206.8 0.056155 0.064214 ENSG00000171206
NBEA ENSG00000172915.14 0.053146 0.056687 ENSG00000172915
ATP10A ENSG00000206190.7 0.077351 0.064907 ENSG00000206190
PCYT2 ENSG00000185813.6 0.106026 0.0684 ENSG00000185813
NUAK2 ENSG00000163545.7 0.093783 0.075462 ENSG00000163545
CHTF18 ENSG00000127586.12 0.075017 0.06869 ENSG00000127586
VIPR2 ENSG00000106018.9 0.063219 0.04811 ENSG00000106018
BIRC7 ENSG00000101197.8 0.209946 0.088294 ENSG00000101197
CLASP1 ENSG00000074054.13 0.058492 0.047866 ENSG00000074054
CCL25 ENSG00000131142.9 0.184303 0.082189 ENSG00000131142
CDC42SE1 ENSG00000197622.8 0.065266 0.055701 ENSG00000197622
GNPDA1 ENSG00000113552.11 0.210634 0.090486 ENSG00000113552
GPD1L ENSG00000152642.6 0.100272 0.068934 ENSG00000152642
TBXAS1 ENSG00000059377.11 0.051691 0.064593 ENSG00000059377
HOXD3 ENSG00000128652.7 0.163593 0.081252 ENSG00000128652
WARS2 ENSG00000116874.7 0.053148 0.053836 ENSG00000116874
GPR1 ENSG00000183671.8 0.059291 0.06024 ENSG00000183671
PTGDR2 ENSG00000183134.4 0.063373 0.055544 ENSG00000183134
PRKG2 ENSG00000138669.5 0.172489 0.071558 ENSG00000138669
NHLRC3 ENSG00000188811.8 0.085696 0.062327 ENSG00000188811
ZNF208 ENSG00000160321.10 0.090967 0.070609 ENSG00000160321
HAUS6 ENSG00000147874.6 0.071247 0.069257 ENSG00000147874
GPD2 ENSG00000115159.11 0.052165 0.052845 ENSG00000115159
APOA5 ENSG00000110243.7 0.101936 0.067786 ENSG00000110243
EPN3 ENSG00000049283.13 0.087303 0.065278 ENSG00000049283
OLR1 ENSG00000173391.4 0.081435 0.079025 ENSG00000173391
MRAS ENSG00000158186.8 0.095102 0.075166 ENSG00000158186
SLC44A2 ENSG00000129353.10 0.079014 0.069753 ENSG00000129353
TEX264 ENSG00000164081.8 0.058168 0.049859 ENSG00000164081
SNX19 ENSG00000120451.6 0.065569 0.053109 ENSG00000120451
ZNF772 ENSG00000197128.7 0.09673 0.068229 ENSG00000197128
ADRM1 ENSG00000130706.8 0.06451 0.066637 ENSG00000130706
FLJ27365 ENSG00000197182.8 0.175722 0.090361 ENSG00000197182
DGUOK ENSG00000114956.15 0.084414 0.066062 ENSG00000114956
SPATA4 ENSG00000150628.2 0.080584 0.06685 ENSG00000150628
OSBPL6 ENSG00000079156.12 0.304186 0.095117 ENSG00000079156
TEAD4 ENSG00000197905.4 0.058098 0.053487 ENSG00000197905
LIPF ENSG00000182333.9 0.086566 0.067236 ENSG00000182333
TRIM38 ENSG00000112343.8 0.061311 0.050832 ENSG00000112343
DPM2 ENSG00000136908.13 0.055541 0.063305 ENSG00000136908
CPEB1 ENSG00000214575.5 0.237767 0.110765 ENSG00000214575
CDK5 ENSG00000164885.8 0.066473 0.065427 ENSG00000164885
CFHR1 ENSG00000244414.1 0.079128 0.055393 ENSG00000244414
MGP ENSG00000111341.5 0.136482 0.070569 ENSG00000111341
TXNL4B ENSG00000140830.4 0.191398 0.076292 ENSG00000140830
TEPP ENSG00000159648.7 0.442898 0.088234 ENSG00000159648
MFSD4 ENSG00000174514.8 0.100585 0.068661 ENSG00000174514
TMEM87B ENSG00000153214.5 0.076132 0.057973 ENSG00000153214
C19orf55 ENSG00000167595.10 0.103399 0.073119 ENSG00000167595
CAPN8 ENSG00000203697.7 0.130198 0.069876 ENSG00000203697
MGAT4B ENSG00000161013.12 0.092609 0.06629 ENSG00000161013
CRYL1 ENSG00000165475.9 0.098377 0.06966 ENSG00000165475
FAM153B ENSG00000182230.7 0.115434 0.072118 ENSG00000182230
MPPED2 ENSG00000066382.12 0.13114 0.062777 ENSG00000066382
CACNA2D3 ENSG00000157445.10 0.126089 0.083712 ENSG00000157445
DDX59 ENSG00000118197.9 0.133414 0.079623 ENSG00000118197
MYL9 ENSG00000101335.5 0.069727 0.069315 ENSG00000101335
SUCO ENSG00000094975.8 0.074486 0.054368 ENSG00000094975
HNF4A ENSG00000101076.11 0.089972 0.075027 ENSG00000101076
EXOC1 ENSG00000090989.13 0.078175 0.063864 ENSG00000090989
MAGI1 ENSG00000151276.18 0.09172 0.075495 ENSG00000151276
ATP13A3 ENSG00000133657.10 0.116697 0.072678 ENSG00000133657
CCDC39 ENSG00000145075.7 0.059551 0.07325 ENSG00000145075
TENM4 ENSG00000149256.10 0.062125 0.063741 ENSG00000149256
FTSJD2 ENSG00000137200.8 0.050608 0.047607 ENSG00000137200
ALYREF ENSG00000183684.6 0.064412 0.057991 ENSG00000183684
CD28 ENSG00000178562.12 0.053018 0.046122 ENSG00000178562
TNFAIP2 ENSG00000185215.4 0.071711 0.062103 ENSG00000185215
ID1 ENSG00000125968.7 0.082198 0.061591 ENSG00000125968
ALDOA ENSG00000149925.12 0.054382 0.049756 ENSG00000149925
SUGT1 ENSG00000165416.9 0.053262 0.053214 ENSG00000165416
OR7A5 ENSG00000188269.4 0.351082 0.095405 ENSG00000188269
S100P ENSG00000163993.6 0.106737 0.089004 ENSG00000163993
LUZP2 ENSG00000187398.7 0.156156 0.08932 ENSG00000187398
C1orf63 ENSG00000117616.13 0.127462 0.090189 ENSG00000117616
RNF44 ENSG00000146083.7 0.078467 0.053483 ENSG00000146083
SMIM15 ENSG00000188725.3 0.105788 0.077428 ENSG00000188725
NUDT1 ENSG00000106268.11 0.075477 0.056104 ENSG00000106268
ALDH1L2 ENSG00000136010.9 0.079995 0.058984 ENSG00000136010
SIGLEC11 ENSG00000161640.11 0.108776 0.076436 ENSG00000161640
WDR75 ENSG00000115368.5 0.169357 0.070887 ENSG00000115368
PGK2 ENSG00000170950.3 0.067875 0.057952 ENSG00000170950
DNTTIP1 ENSG00000101457.8 0.064999 0.064783 ENSG00000101457
HRH2 ENSG00000113749.5 0.083164 0.079292 ENSG00000113749
TIMM10 ENSG00000134809.4 0.055909 0.055387 ENSG00000134809
ADAMTS13 ENSG00000160323.14 0.089029 0.076905 ENSG00000160323
TWIST1 ENSG00000122691.8 0.085978 0.059368 ENSG00000122691
DOCK6 ENSG00000130158.9 0.069927 0.05473 ENSG00000130158
LPAR3 ENSG00000171517.5 0.100339 0.066128 ENSG00000171517
TIMM44 ENSG00000104980.3 0.073526 0.071737 ENSG00000104980
CAPNS1 ENSG00000126247.6 0.06249 0.061862 ENSG00000126247
AES ENSG00000104964.10 0.26582 0.096651 ENSG00000104964
VSTM4 ENSG00000165633.7 0.096441 0.058336 ENSG00000165633
SNAI3 ENSG00000185669.5 0.109684 0.080406 ENSG00000185669
TSPO ENSG00000100300.13 0.139298 0.081637 ENSG00000100300
ADH4 ENSG00000198099.4 0.089416 0.061119 ENSG00000198099
NOS2 ENSG00000007171.12 0.051033 0.058146 ENSG00000007171
ZNF680 ENSG00000173041.7 0.057477 0.057004 ENSG00000173041
CAMP ENSG00000164047.3 0.054573 0.049418 ENSG00000164047
SRGN ENSG00000122862.4 0.096997 0.065432 ENSG00000122862
SYCE2 ENSG00000161860.7 0.092748 0.075792 ENSG00000161860
FAM171A1 ENSG00000148468.12 0.080684 0.072078 ENSG00000148468
TSC22D1 ENSG00000102804.10 0.058571 0.056637 ENSG00000102804
ZNF418 ENSG00000196724.8 0.050763 0.061703 ENSG00000196724
GLOD4 ENSG00000167699.9 0.21331 0.096626 ENSG00000167699
CCDC180 ENSG00000197816.9 0.144916 0.088352 ENSG00000197816
CTSZ ENSG00000101160.9 0.060682 0.063009 ENSG00000101160
PXK ENSG00000168297.11 0.227787 0.083222 ENSG00000168297
ATP1A2 ENSG00000018625.10 0.11528 0.075163 ENSG00000018625
TNRC6C ENSG00000078687.12 0.077409 0.07541 ENSG00000078687
GSTA3 ENSG00000174156.8 0.099118 0.077983 ENSG00000174156
CAPN10 ENSG00000142330.15 0.151114 0.072094 ENSG00000142330
HSPA13 ENSG00000155304.4 0.134382 0.080782 ENSG00000155304
SERINC5 ENSG00000164300.11 0.078625 0.065241 ENSG00000164300
UPB1 ENSG00000100024.10 0.173294 0.073935 ENSG00000100024
TDRD5 ENSG00000162782.11 0.31371 0.086039 ENSG00000162782
ZFAND2A ENSG00000178381.7 0.050784 0.050723 ENSG00000178381
NR4A2 ENSG00000153234.9 0.051285 0.05003 ENSG00000153234
MARCH4 ENSG00000144583.4 0.101315 0.075527 ENSG00000144583
APOC1 ENSG00000130208.5 0.129134 0.08846 ENSG00000130208
CHDH ENSG00000016391.5 0.127721 0.071093 ENSG00000016391
SCUBE1 ENSG00000159307.13 0.080392 0.0666 ENSG00000159307
F7 ENSG00000057593.9 0.072242 0.072209 ENSG00000057593
LSM10 ENSG00000181817.5 0.050381 0.060135 ENSG00000181817
ASL ENSG00000126522.12 0.060109 0.064783 ENSG00000126522
PDHB ENSG00000168291.8 0.058307 0.056026 ENSG00000168291
FAM117A ENSG00000121104.3 0.073253 0.06421 ENSG00000121104
CPEB2 ENSG00000137449.11 0.14443 0.074384 ENSG00000137449
FUNDC1 ENSG00000069509.5 0.052751 0.060935 ENSG00000069509
MBOAT2 ENSG00000143797.7 0.135586 0.076585 ENSG00000143797
GGH ENSG00000137563.7 0.188859 0.078683 ENSG00000137563
MPP2 ENSG00000108852.10 0.080888 0.054802 ENSG00000108852
SPAG5 ENSG00000076382.11 0.078106 0.0881 ENSG00000076382
ATP8B1 ENSG00000081923.6 0.090565 0.070026 ENSG00000081923
HYDIN ENSG00000157423.13 0.07732 0.049711 ENSG00000157423
AUH ENSG00000148090.7 0.055252 0.073258 ENSG00000148090
MUT ENSG00000146085.7 0.305385 0.08425 ENSG00000146085
SUCNR1 ENSG00000198829.4 0.07962 0.067832 ENSG00000198829
DOC2B ENSG00000262359.1 0.067479 0.065221 ENSG00000262359
ITM2B ENSG00000136156.8 0.05245 0.05956 ENSG00000136156
GPRC5D ENSG00000111291.4 0.095935 0.083024 ENSG00000111291
ATXN10 ENSG00000130638.11 0.059456 0.064999 ENSG00000130638
EPHX4 ENSG00000172031.6 0.085372 0.058319 ENSG00000172031
FAM43A ENSG00000185112.4 0.060172 0.060526 ENSG00000185112
ZNF696 ENSG00000185730.3 0.068664 0.065455 ENSG00000185730
HIST1H2BG ENSG00000187990.4 0.073576 0.059551 ENSG00000187990
DHTKD1 ENSG00000181192.7 0.110396 0.081325 ENSG00000181192
CDC123 ENSG00000151465.9 0.081344 0.077819 ENSG00000151465
SLC35G5 ENSG00000177710.5 0.149641 0.086627 ENSG00000177710
ALDH16A1 ENSG00000161618.5 0.51962 0.090206 ENSG00000161618
RTCB ENSG00000100220.7 0.055511 0.060782 ENSG00000100220
IDH3G ENSG00000067829.13 0.060133 0.053689 ENSG00000067829
ELANE ENSG00000197561.2 0.061359 0.066226 ENSG00000197561
BCL2 ENSG00000171791.10 0.09382 0.078886 ENSG00000171791
ANXA3 ENSG00000138772.8 0.310842 0.078144 ENSG00000138772
MAP1S ENSG00000130479.6 0.075306 0.074004 ENSG00000130479
GIMAP8 ENSG00000171115.3 0.077096 0.069633 ENSG00000171115
CRNKL1 ENSG00000101343.10 0.080826 0.063409 ENSG00000101343
EFR3B ENSG00000084710.9 0.074333 0.066807 ENSG00000084710
SEL1L3 ENSG00000091490.6 0.11643 0.087714 ENSG00000091490
SPIRE2 ENSG00000204991.6 0.484767 0.081651 ENSG00000204991
DLX5 ENSG00000105880.4 0.066565 0.058005 ENSG00000105880
FAXC ENSG00000146267.11 0.093584 0.066098 ENSG00000146267
ZNF134 ENSG00000213762.6 0.076726 0.068283 ENSG00000213762
PHF12 ENSG00000109118.9 0.057649 0.051067 ENSG00000109118
PRDX2 ENSG00000167815.7 0.180653 0.083083 ENSG00000167815
PTCH1 ENSG00000185920.11 0.125258 0.074327 ENSG00000185920
RP11-826N14.2 ENSG00000248469.1 0.087237 0.07746 ENSG00000248469
SCGB3A2 ENSG00000164265.4 0.063231 0.057067 ENSG00000164265
BCAM ENSG00000187244.5 0.059651 0.066024 ENSG00000187244
BEND6 ENSG00000151917.13 0.098534 0.069799 ENSG00000151917
STX5 ENSG00000162236.7 0.14193 0.07406 ENSG00000162236
C6orf89 ENSG00000198663.12 0.091747 0.06264 ENSG00000198663
CDK5RAP3 ENSG00000108465.10 0.085305 0.06119 ENSG00000108465
ANKRD30B ENSG00000180777.9 0.058514 0.05997 ENSG00000180777
ATP1B3 ENSG00000069849.6 0.076475 0.054972 ENSG00000069849
HRNR ENSG00000197915.5 0.081663 0.054814 ENSG00000197915
ANO5 ENSG00000171714.10 0.502912 0.082058 ENSG00000171714
SFXN5 ENSG00000144040.8 0.058573 0.056362 ENSG00000144040
EXOSC4 ENSG00000178896.6 0.050031 0.057469 ENSG00000178896
PKNOX2 ENSG00000165495.11 0.074005 0.075963 ENSG00000165495
KCND3 ENSG00000171385.5 0.081351 0.080358 ENSG00000171385
ASB16 ENSG00000161664.2 0.07292 0.052373 ENSG00000161664
XPO1 ENSG00000082898.12 0.061573 0.067275 ENSG00000082898
FAM171A2 ENSG00000161682.10 0.051999 0.055071 ENSG00000161682
DTNB ENSG00000138101.14 0.051436 0.054722 ENSG00000138101
TEF ENSG00000167074.10 0.062646 0.050061 ENSG00000167074
OBSCN ENSG00000154358.15 0.181608 0.079484 ENSG00000154358
RNF24 ENSG00000101236.11 0.073246 0.059809 ENSG00000101236
TTC4 ENSG00000243725.2 0.125668 0.076993 ENSG00000243725
SUPT5H ENSG00000196235.9 0.059365 0.059816 ENSG00000196235
NOC2L ENSG00000188976.6 0.154094 0.072696 ENSG00000188976
CLEC7A ENSG00000172243.13 0.093402 0.075407 ENSG00000172243
POC1A ENSG00000164087.3 0.153669 0.076791 ENSG00000164087
CASC1 ENSG00000118307.14 0.071132 0.060368 ENSG00000118307
ARX ENSG00000004848.6 0.071721 0.071798 ENSG00000004848
C2orf47 ENSG00000162972.6 0.062807 0.060776 ENSG00000162972
ACOT2 ENSG00000119673.10 0.077483 0.073128 ENSG00000119673
ANKMY2 ENSG00000106524.4 0.166872 0.080961 ENSG00000106524
NICN1 ENSG00000145029.7 0.061845 0.048367 ENSG00000145029
RCOR2 ENSG00000167771.5 0.086785 0.061258 ENSG00000167771
CTU2 ENSG00000174177.8 0.144754 0.081393 ENSG00000174177
AQP3 ENSG00000165272.10 0.251347 0.084691 ENSG00000165272
NT5DC1 ENSG00000178425.9 0.061934 0.058643 ENSG00000178425
KDSR ENSG00000119537.11 0.070281 0.053828 ENSG00000119537
PLBD1 ENSG00000121316.6 0.057478 0.061956 ENSG00000121316
CORO1B ENSG00000172725.9 0.062163 0.065747 ENSG00000172725
ERG ENSG00000157554.14 0.073705 0.060791 ENSG00000157554
ANAPC2 ENSG00000176248.7 0.057208 0.062293 ENSG00000176248
PCSK1 ENSG00000175426.6 0.069188 0.058572 ENSG00000175426
LIG1 ENSG00000105486.9 0.101582 0.075167 ENSG00000105486
ESAM ENSG00000149564.7 0.226788 0.091429 ENSG00000149564
PPA1 ENSG00000180817.6 0.101969 0.092535 ENSG00000180817
ANKRD13C ENSG00000118454.8 0.115209 0.064137 ENSG00000118454
ACOT8 ENSG00000101473.12 0.145574 0.094049 ENSG00000101473
TAB1 ENSG00000100324.9 0.083063 0.059607 ENSG00000100324
DRD4 ENSG00000069696.6 0.055891 0.05422 ENSG00000069696
NTM ENSG00000182667.10 0.073414 0.06429 ENSG00000182667
CWC22 ENSG00000163510.9 0.099033 0.075181 ENSG00000163510
RPL8 ENSG00000161016.11 0.121586 0.068037 ENSG00000161016
TPI1 ENSG00000111669.10 0.068315 0.059492 ENSG00000111669
CCDC169 ENSG00000242715.3 0.21909 0.086291 ENSG00000242715
TXNDC15 ENSG00000113621.10 0.120769 0.080961 ENSG00000113621
WDR52 ENSG00000206530.4 0.064903 0.062833 ENSG00000206530
ATP6V0D1 ENSG00000159720.7 0.052176 0.039665 ENSG00000159720
ZWINT ENSG00000122952.12 0.052553 0.051323 ENSG00000122952
GSN ENSG00000148180.12 0.11662 0.082902 ENSG00000148180
PIK3R1 ENSG00000145675.10 0.087057 0.068371 ENSG00000145675
C3 ENSG00000125730.12 0.065718 0.082437 ENSG00000125730
