AssociatedGeneName EnsemblGeneID h2.AdiposeSubcutaneous se.AdiposeSubcutaneous ensid
TTLL10 ENSG00000162571.9 0.025673 0.032219 ENSG00000162571
METTL15 ENSG00000169519.15 0.027767 0.035669 ENSG00000169519
ARNT2 ENSG00000172379.14 0.018804 0.040411 ENSG00000172379
C2orf44 ENSG00000163026.7 0.025528 0.038305 ENSG00000163026
NREP ENSG00000134986.9 0.057535 0.054309 ENSG00000134986
EHF ENSG00000135373.8 0.067593 0.055819 ENSG00000135373
SLC27A2 ENSG00000140284.6 0.031543 0.043935 ENSG00000140284
APCDD1L ENSG00000198768.6 0.163683 0.072338 ENSG00000198768
SLC52A3 ENSG00000101276.10 0.12726 0.07185 ENSG00000101276
BACH1 ENSG00000156273.11 0.016833 0.037429 ENSG00000156273
RASSF4 ENSG00000107551.15 0.034826 0.039635 ENSG00000107551
ZNF398 ENSG00000197024.4 0.048544 0.056939 ENSG00000197024
PSTPIP1 ENSG00000140368.8 0.061769 0.042524 ENSG00000140368
SPEN ENSG00000065526.6 0.033657 0.045289 ENSG00000065526
LEFTY1 ENSG00000243709.1 0.082296 0.053749 ENSG00000243709
HSPA4L ENSG00000164070.6 0.026576 0.036015 ENSG00000164070
BMP8A ENSG00000183682.7 0.073228 0.059561 ENSG00000183682
ANKRD61 ENSG00000157999.5 0.023186 0.03409 ENSG00000157999
CARD9 ENSG00000187796.9 0.030661 0.05018 ENSG00000187796
NTMT1 ENSG00000148335.10 0.042442 0.0539 ENSG00000148335
OAF ENSG00000184232.4 0.073161 0.05461 ENSG00000184232
TSC22D4 ENSG00000166925.4 0.044868 0.04992 ENSG00000166925
ABHD6 ENSG00000163686.9 0.021028 0.02783 ENSG00000163686
ZDHHC16 ENSG00000171307.14 0.018641 0.038664 ENSG00000171307
TPCN1 ENSG00000186815.8 0.16128 0.07995 ENSG00000186815
RABGAP1L ENSG00000152061.17 0.13738 0.068295 ENSG00000152061
RNF165 ENSG00000141622.9 0.020707 0.041319 ENSG00000141622
ZNF473 ENSG00000142528.11 0.044008 0.044528 ENSG00000142528
MOB3B ENSG00000120162.9 0.03831 0.042957 ENSG00000120162
TMEM60 ENSG00000135211.5 0.040803 0.043168 ENSG00000135211
CREG1 ENSG00000143162.7 0.06192 0.053066 ENSG00000143162
LRPAP1 ENSG00000163956.6 0.013095 0.029767 ENSG00000163956
CCNA2 ENSG00000145386.5 0.013851 0.042247 ENSG00000145386
ELOVL5 ENSG00000012660.9 0.06914 0.057239 ENSG00000012660
LGI3 ENSG00000168481.4 0.026015 0.048204 ENSG00000168481
EVPL ENSG00000167880.3 0.099297 0.065508 ENSG00000167880
IL27RA ENSG00000104998.2 0.043414 0.059118 ENSG00000104998
FZD8 ENSG00000177283.4 0.033139 0.041683 ENSG00000177283
SIVA1 ENSG00000184990.8 0.012633 0.052033 ENSG00000184990
NBEA ENSG00000172915.14 0.038206 0.054042 ENSG00000172915
HEXA ENSG00000213614.5 0.023055 0.038942 ENSG00000213614
GPR12 ENSG00000132975.6 0.109295 0.06323 ENSG00000132975
RACGAP1 ENSG00000161800.8 0.011968 0.028708 ENSG00000161800
NUAK2 ENSG00000163545.7 0.090984 0.060546 ENSG00000163545
LRRC42 ENSG00000116212.10 0.081533 0.059555 ENSG00000116212
GTF2F1 ENSG00000125651.9 0.144493 0.07856 ENSG00000125651
BIRC7 ENSG00000101197.8 0.03482 0.047902 ENSG00000101197
CCL25 ENSG00000131142.9 0.056422 0.05922 ENSG00000131142
TAC3 ENSG00000166863.7 0.070766 0.060057 ENSG00000166863
ZNF304 ENSG00000131845.10 0.020595 0.044766 ENSG00000131845
LIN7C ENSG00000148943.7 0.014285 0.029962 ENSG00000148943
CENPW ENSG00000203760.4 0.067688 0.052562 ENSG00000203760
TBXAS1 ENSG00000059377.11 0.034283 0.044054 ENSG00000059377
HOXD3 ENSG00000128652.7 0.075454 0.063552 ENSG00000128652
DNAJC27 ENSG00000115137.7 0.059741 0.050443 ENSG00000115137
SF3B1 ENSG00000115524.10 0.031594 0.052085 ENSG00000115524
RECQL ENSG00000004700.11 0.051708 0.049856 ENSG00000004700
RAB7A ENSG00000075785.8 0.105833 0.064992 ENSG00000075785
UBA52 ENSG00000221983.3 0.015853 0.035142 ENSG00000221983
SERGEF ENSG00000129158.6 0.114865 0.061534 ENSG00000129158
GPR1 ENSG00000183671.8 0.035158 0.055509 ENSG00000183671
STMN4 ENSG00000015592.12 0.082336 0.070255 ENSG00000015592
ADAD1 ENSG00000164113.6 0.025616 0.047109 ENSG00000164113
PRKG2 ENSG00000138669.5 0.134434 0.072881 ENSG00000138669
SMIM4 ENSG00000168273.3 0.04045 0.035256 ENSG00000168273
C9orf43 ENSG00000157653.7 0.080628 0.06777 ENSG00000157653
ALAS1 ENSG00000023330.10 0.018043 0.024221 ENSG00000023330
AMIGO2 ENSG00000139211.5 0.049184 0.043528 ENSG00000139211
TCEA1 ENSG00000187735.8 0.012477 0.040099 ENSG00000187735
HAUS6 ENSG00000147874.6 0.086891 0.063285 ENSG00000147874
EPS15 ENSG00000085832.12 0.011293 0.028144 ENSG00000085832
GPD2 ENSG00000115159.11 0.117891 0.065611 ENSG00000115159
MDM2 ENSG00000135679.17 0.037085 0.049244 ENSG00000135679
EPN3 ENSG00000049283.13 0.166608 0.07367 ENSG00000049283
L3HYPDH ENSG00000126790.7 0.014943 0.028773 ENSG00000126790
OLR1 ENSG00000173391.4 0.037408 0.046813 ENSG00000173391
PLA2G15 ENSG00000103066.8 0.015377 0.031355 ENSG00000103066
TEX264 ENSG00000164081.8 0.049467 0.04801 ENSG00000164081
LRRC8C ENSG00000171488.10 0.103725 0.066962 ENSG00000171488
ZNF7 ENSG00000147789.11 0.039404 0.034053 ENSG00000147789
SUN1 ENSG00000164828.13 0.011145 0.039439 ENSG00000164828
EDN1 ENSG00000078401.6 0.012879 0.033955 ENSG00000078401
FSIP2 ENSG00000188738.9 0.016173 0.028967 ENSG00000188738
VPS9D1 ENSG00000075399.8 0.034749 0.046618 ENSG00000075399
ANAPC4 ENSG00000053900.6 0.073761 0.059331 ENSG00000053900
CCNB2 ENSG00000157456.3 0.099066 0.066085 ENSG00000157456
FLJ27365 ENSG00000197182.8 0.063148 0.063845 ENSG00000197182
SMDT1 ENSG00000183172.7 0.159425 0.064085 ENSG00000183172
ODF2 ENSG00000136811.11 0.063237 0.061741 ENSG00000136811
BRICD5 ENSG00000182685.3 0.103995 0.064541 ENSG00000182685
BRK1 ENSG00000254999.2 0.048043 0.051984 ENSG00000254999
PDE4C ENSG00000105650.16 0.084354 0.059718 ENSG00000105650
MRO ENSG00000134042.8 0.029181 0.04839 ENSG00000134042
MYOM2 ENSG00000036448.5 0.017436 0.030103 ENSG00000036448
OVGP1 ENSG00000085465.11 0.043104 0.044776 ENSG00000085465
EVI5L ENSG00000142459.4 0.170703 0.078976 ENSG00000142459
OSBPL6 ENSG00000079156.12 0.03218 0.046307 ENSG00000079156
TEAD4 ENSG00000197905.4 0.013365 0.02802 ENSG00000197905
NAALADL1 ENSG00000168060.10 0.03209 0.041197 ENSG00000168060
PPAP2B ENSG00000162407.8 0.096409 0.063573 ENSG00000162407
TMEM101 ENSG00000091947.5 0.030423 0.039272 ENSG00000091947
PHYH ENSG00000107537.9 0.092836 0.072654 ENSG00000107537
ICOS ENSG00000163600.8 0.033186 0.049771 ENSG00000163600
NDRG2 ENSG00000165795.16 0.015624 0.052998 ENSG00000165795
SEPT9 ENSG00000184640.13 0.020348 0.040842 ENSG00000184640
IRF1 ENSG00000125347.9 0.069806 0.058758 ENSG00000125347
ARG1 ENSG00000118520.8 0.073907 0.057409 ENSG00000118520
CPEB1 ENSG00000214575.5 0.061637 0.063787 ENSG00000214575
RABL2A ENSG00000144134.14 0.033059 0.036524 ENSG00000144134
IGFBP2 ENSG00000115457.5 0.10135 0.062341 ENSG00000115457
CDK5 ENSG00000164885.8 0.035723 0.04584 ENSG00000164885
CFHR1 ENSG00000244414.1 0.126403 0.060642 ENSG00000244414
FOXN4 ENSG00000139445.13 0.025155 0.03748 ENSG00000139445
MGP ENSG00000111341.5 0.044229 0.052524 ENSG00000111341
TXNL4B ENSG00000140830.4 0.116421 0.065452 ENSG00000140830
CITED2 ENSG00000164442.8 0.093553 0.062134 ENSG00000164442
TEPP ENSG00000159648.7 0.018992 0.047412 ENSG00000159648
ALS2CL ENSG00000178038.12 0.020908 0.039447 ENSG00000178038
NOTCH4 ENSG00000204301.5 0.048948 0.054319 ENSG00000204301
NECAP2 ENSG00000157191.15 0.021779 0.050056 ENSG00000157191
PPDPF ENSG00000125534.5 0.061903 0.054253 ENSG00000125534
MFSD4 ENSG00000174514.8 0.042413 0.045233 ENSG00000174514
RHPN2 ENSG00000131941.3 0.113418 0.063157 ENSG00000131941
ELMSAN1 ENSG00000156030.8 0.021207 0.037317 ENSG00000156030
INO80C ENSG00000153391.11 0.032285 0.050356 ENSG00000153391
C17orf85 ENSG00000074356.12 0.029239 0.050759 ENSG00000074356
CIR1 ENSG00000138433.11 0.092869 0.060783 ENSG00000138433
CAPN8 ENSG00000203697.7 0.035135 0.038867 ENSG00000203697
KDM8 ENSG00000155666.7 0.045408 0.054731 ENSG00000155666
ZNHIT2 ENSG00000174276.5 0.038677 0.044644 ENSG00000174276
CST9L ENSG00000101435.4 0.095319 0.071973 ENSG00000101435
CDH13 ENSG00000140945.11 0.060451 0.076377 ENSG00000140945
CRYL1 ENSG00000165475.9 0.052899 0.046024 ENSG00000165475
FAM153B ENSG00000182230.7 0.060334 0.060745 ENSG00000182230
BST2 ENSG00000130303.8 0.02463 0.043771 ENSG00000130303
SCPEP1 ENSG00000121064.8 0.157082 0.080024 ENSG00000121064
CCNDBP1 ENSG00000166946.9 0.014708 0.024253 ENSG00000166946
MPPED2 ENSG00000066382.12 0.023611 0.036033 ENSG00000066382
CACNA2D3 ENSG00000157445.10 0.182913 0.082766 ENSG00000157445
RRBP1 ENSG00000125844.10 0.076566 0.06018 ENSG00000125844
MRPL37 ENSG00000116221.11 0.032147 0.045422 ENSG00000116221
MYL9 ENSG00000101335.5 0.057312 0.071904 ENSG00000101335
DHH ENSG00000139549.2 0.011356 0.024948 ENSG00000139549
SUCO ENSG00000094975.8 0.071146 0.055264 ENSG00000094975
WSB1 ENSG00000109046.10 0.06046 0.053868 ENSG00000109046
RPS7 ENSG00000171863.8 0.071213 0.071379 ENSG00000171863
SLFN13 ENSG00000154760.9 0.031344 0.054504 ENSG00000154760
CCDC107 ENSG00000159884.7 0.061632 0.046714 ENSG00000159884
ATP13A3 ENSG00000133657.10 0.02771 0.033514 ENSG00000133657
PTGER1 ENSG00000160951.3 0.08606 0.069704 ENSG00000160951
TMEM119 ENSG00000183160.8 0.040959 0.048176 ENSG00000183160
IP6K2 ENSG00000068745.10 0.012291 0.024694 ENSG00000068745
MTMR11 ENSG00000014914.15 0.012951 0.038349 ENSG00000014914
FRY ENSG00000073910.15 0.124661 0.064429 ENSG00000073910
FTSJD2 ENSG00000137200.8 0.0946 0.064015 ENSG00000137200
INHA ENSG00000123999.4 0.025377 0.045683 ENSG00000123999
ELK3 ENSG00000111145.3 0.131178 0.06936 ENSG00000111145
SLC22A1 ENSG00000175003.8 0.055357 0.048707 ENSG00000175003
RPS3 ENSG00000149273.10 0.099859 0.064959 ENSG00000149273
TNFAIP2 ENSG00000185215.4 0.047274 0.045671 ENSG00000185215
ID1 ENSG00000125968.7 0.020894 0.026155 ENSG00000125968
ADCY7 ENSG00000121281.8 0.065748 0.066865 ENSG00000121281
EFR3A ENSG00000132294.9 0.012326 0.0411 ENSG00000132294
WNT1 ENSG00000125084.7 0.011862 0.038091 ENSG00000125084
NOL11 ENSG00000130935.5 0.018717 0.040357 ENSG00000130935
OR7A5 ENSG00000188269.4 0.024479 0.051313 ENSG00000188269
S100P ENSG00000163993.6 0.073001 0.080374 ENSG00000163993
CAV3 ENSG00000182533.6 0.06412 0.055168 ENSG00000182533
TRMT112 ENSG00000173113.2 0.019558 0.037342 ENSG00000173113
SEPT10 ENSG00000186522.10 0.032517 0.042529 ENSG00000186522
LIMCH1 ENSG00000064042.13 0.046968 0.059255 ENSG00000064042
CEP250 ENSG00000126001.11 0.013167 0.03362 ENSG00000126001
LIN9 ENSG00000183814.11 0.016828 0.034933 ENSG00000183814
MAP1LC3B2 ENSG00000171471.5 0.044898 0.049946 ENSG00000171471
FAM213A ENSG00000122378.9 0.084491 0.054371 ENSG00000122378
SMIM15 ENSG00000188725.3 0.011475 0.037883 ENSG00000188725
TMEM87A ENSG00000103978.11 0.020017 0.026998 ENSG00000103978
EDARADD ENSG00000186197.8 0.0752 0.062957 ENSG00000186197
SCAF8 ENSG00000213079.5 0.084613 0.052439 ENSG00000213079
MBLAC2 ENSG00000176055.9 0.032231 0.041976 ENSG00000176055
GEMIN8 ENSG00000046647.9 0.023387 0.060555 ENSG00000046647
TRIM11 ENSG00000154370.9 0.060317 0.05263 ENSG00000154370
ALDH1L2 ENSG00000136010.9 0.011432 0.036398 ENSG00000136010
WDR75 ENSG00000115368.5 0.029485 0.039919 ENSG00000115368
ARMC9 ENSG00000135931.13 0.012809 0.046268 ENSG00000135931
TRAM2 ENSG00000065308.4 0.115159 0.071662 ENSG00000065308
PGK2 ENSG00000170950.3 0.030175 0.035011 ENSG00000170950
FAM126A ENSG00000122591.7 0.027068 0.038926 ENSG00000122591
ZNF251 ENSG00000198169.4 0.077225 0.061124 ENSG00000198169
ARL4D ENSG00000175906.4 0.028663 0.039539 ENSG00000175906
FNDC5 ENSG00000160097.10 0.056988 0.050651 ENSG00000160097
HRH2 ENSG00000113749.5 0.017326 0.050747 ENSG00000113749
LRRC3DN ENSG00000269430.1 0.060846 0.062474 ENSG00000269430
TIMM10 ENSG00000134809.4 0.028211 0.034158 ENSG00000134809
CCNYL1 ENSG00000163249.5 0.02748 0.039604 ENSG00000163249
TRIQK ENSG00000205133.7 0.017932 0.035621 ENSG00000205133
ATP4A ENSG00000105675.4 0.023506 0.039837 ENSG00000105675
PPP1R13L ENSG00000104881.10 0.013066 0.031279 ENSG00000104881
ADAMTS13 ENSG00000160323.14 0.079196 0.065043 ENSG00000160323
CACNB3 ENSG00000167535.3 0.012163 0.028762 ENSG00000167535
HRCT1 ENSG00000196196.2 0.116901 0.063689 ENSG00000196196
LPAR3 ENSG00000171517.5 0.02377 0.040902 ENSG00000171517
AGMAT ENSG00000116771.5 0.025349 0.046175 ENSG00000116771
DAB2 ENSG00000153071.10 0.038954 0.050394 ENSG00000153071
HS3ST2 ENSG00000122254.6 0.033894 0.053972 ENSG00000122254
C12orf54 ENSG00000177627.5 0.03208 0.036778 ENSG00000177627
AES ENSG00000104964.10 0.054622 0.066417 ENSG00000104964
TSPO ENSG00000100300.13 0.351723 0.083554 ENSG00000100300
ADH4 ENSG00000198099.4 0.119602 0.063707 ENSG00000198099
LIMA1 ENSG00000050405.9 0.01683 0.030668 ENSG00000050405
DHODH ENSG00000102967.7 0.044963 0.043286 ENSG00000102967
MAST2 ENSG00000086015.15 0.013054 0.02701 ENSG00000086015
PYCARD ENSG00000103490.13 0.041232 0.038916 ENSG00000103490
CAMP ENSG00000164047.3 0.036282 0.038095 ENSG00000164047
CCDC101 ENSG00000176476.4 0.06211 0.053915 ENSG00000176476
CIAPIN1 ENSG00000005194.10 0.083239 0.068274 ENSG00000005194
SRGN ENSG00000122862.4 0.032892 0.04239 ENSG00000122862
SNCAIP ENSG00000064692.14 0.018847 0.04406 ENSG00000064692
UPK1B ENSG00000114638.3 0.043737 0.047201 ENSG00000114638
CTTNBP2NL ENSG00000143079.9 0.021057 0.031624 ENSG00000143079
DGKB ENSG00000136267.9 0.011413 0.031325 ENSG00000136267
SYCE2 ENSG00000161860.7 0.03539 0.046595 ENSG00000161860
CLDN16 ENSG00000113946.3 0.023589 0.041635 ENSG00000113946
EFTUD2 ENSG00000108883.8 0.030578 0.038199 ENSG00000108883
COQ5 ENSG00000110871.10 0.051187 0.051104 ENSG00000110871
ZNF430 ENSG00000118620.8 0.046928 0.043727 ENSG00000118620
SMAD7 ENSG00000101665.4 0.017888 0.040246 ENSG00000101665
RNF38 ENSG00000137075.13 0.012041 0.041953 ENSG00000137075
SLCO6A1 ENSG00000205359.5 0.012369 0.037892 ENSG00000205359
SYPL2 ENSG00000143028.7 0.033149 0.046285 ENSG00000143028
SPEM1 ENSG00000181323.7 0.053264 0.047323 ENSG00000181323
C11orf30 ENSG00000158636.12 0.024846 0.059958 ENSG00000158636
ADCK5 ENSG00000173137.7 0.022611 0.032205 ENSG00000173137
RNF10 ENSG00000022840.11 0.02319 0.041632 ENSG00000022840
IER3 ENSG00000137331.11 0.040451 0.04733 ENSG00000137331
SEMA6C ENSG00000143434.11 0.029773 0.035363 ENSG00000143434
AGAP6 ENSG00000204149.5 0.099126 0.057342 ENSG00000204149
CCDC180 ENSG00000197816.9 0.050742 0.040922 ENSG00000197816
GPR141 ENSG00000187037.4 0.053654 0.054416 ENSG00000187037
TMEM231 ENSG00000205084.5 0.042874 0.049186 ENSG00000205084
APOL1 ENSG00000100342.16 0.170893 0.08217 ENSG00000100342
NADK ENSG00000008130.11 0.033797 0.041851 ENSG00000008130
PXK ENSG00000168297.11 0.025987 0.033406 ENSG00000168297
ATP1A2 ENSG00000018625.10 0.056285 0.064286 ENSG00000018625
NMT1 ENSG00000136448.7 0.100897 0.060423 ENSG00000136448
CCDC30 ENSG00000186409.10 0.011001 0.041294 ENSG00000186409
GSTA3 ENSG00000174156.8 0.030451 0.044223 ENSG00000174156
RNF148 ENSG00000235631.1 0.04881 0.048999 ENSG00000235631
CILP ENSG00000138615.4 0.144213 0.073371 ENSG00000138615
TSR3 ENSG00000007520.3 0.011074 0.028274 ENSG00000007520
MICA ENSG00000204520.8 0.020157 0.03352 ENSG00000204520
PPP2CB ENSG00000104695.8 0.045459 0.050945 ENSG00000104695
KIAA0930 ENSG00000100364.13 0.041212 0.066408 ENSG00000100364
EXOSC5 ENSG00000077348.4 0.025037 0.043964 ENSG00000077348
SERINC5 ENSG00000164300.11 0.014973 0.044334 ENSG00000164300
UPB1 ENSG00000100024.10 0.108165 0.064285 ENSG00000100024
AARS ENSG00000090861.11 0.056092 0.044194 ENSG00000090861
TDRD5 ENSG00000162782.11 0.095636 0.053534 ENSG00000162782
OTUD4 ENSG00000164164.11 0.028943 0.042634 ENSG00000164164
NR4A2 ENSG00000153234.9 0.043598 0.046584 ENSG00000153234
MARCH4 ENSG00000144583.4 0.017807 0.040018 ENSG00000144583
FARSA ENSG00000179115.6 0.087494 0.060019 ENSG00000179115
EIF3M ENSG00000149100.8 0.016807 0.037971 ENSG00000149100
CHDH ENSG00000016391.5 0.030621 0.045873 ENSG00000016391
TMC5 ENSG00000103534.12 0.053506 0.044824 ENSG00000103534
EFCAB11 ENSG00000140025.11 0.027233 0.046695 ENSG00000140025
F7 ENSG00000057593.9 0.021594 0.04786 ENSG00000057593
FAM208A ENSG00000163946.9 0.067329 0.052384 ENSG00000163946
GBP2 ENSG00000162645.8 0.021942 0.043598 ENSG00000162645
BPTF ENSG00000171634.12 0.039831 0.042459 ENSG00000171634
LSM10 ENSG00000181817.5 0.014374 0.046115 ENSG00000181817
CSPP1 ENSG00000104218.9 0.054092 0.050691 ENSG00000104218
COPS4 ENSG00000138663.4 0.038953 0.044412 ENSG00000138663
C11orf65 ENSG00000166323.8 0.024269 0.050901 ENSG00000166323
CPEB2 ENSG00000137449.11 0.063701 0.059695 ENSG00000137449
TUBG2 ENSG00000037042.8 0.05469 0.044434 ENSG00000037042
S100A3 ENSG00000188015.5 0.020238 0.042498 ENSG00000188015
FBXO42 ENSG00000037637.6 0.024546 0.041877 ENSG00000037637
TMC6 ENSG00000141524.11 0.015314 0.042905 ENSG00000141524
DPYSL3 ENSG00000113657.8 0.053041 0.048178 ENSG00000113657
KIAA1009 ENSG00000135315.7 0.011527 0.026147 ENSG00000135315
OCLN ENSG00000197822.6 0.018344 0.038812 ENSG00000197822
SP2 ENSG00000167182.11 0.070433 0.057872 ENSG00000167182
C16orf52 ENSG00000185716.7 0.043366 0.044585 ENSG00000185716
INADL ENSG00000132849.14 0.033667 0.050453 ENSG00000132849
PPCS ENSG00000127125.7 0.035003 0.042054 ENSG00000127125
GGH ENSG00000137563.7 0.011867 0.03283 ENSG00000137563
APTX ENSG00000137074.14 0.018398 0.041272 ENSG00000137074
MPP2 ENSG00000108852.10 0.010889 0.029479 ENSG00000108852
GSK3A ENSG00000105723.7 0.043942 0.052312 ENSG00000105723
USP15 ENSG00000135655.9 0.089366 0.066351 ENSG00000135655
GBX1 ENSG00000164900.4 0.069283 0.067 ENSG00000164900
HNMT ENSG00000150540.9 0.076406 0.046178 ENSG00000150540
MAGI3 ENSG00000081026.14 0.034163 0.052732 ENSG00000081026
SPTB ENSG00000070182.13 0.013545 0.035658 ENSG00000070182
ZNF595 ENSG00000197701.7 0.017418 0.036212 ENSG00000197701
MUT ENSG00000146085.7 0.027132 0.030246 ENSG00000146085
BCS1L ENSG00000074582.8 0.052649 0.049947 ENSG00000074582
SUCNR1 ENSG00000198829.4 0.01763 0.030281 ENSG00000198829
ITM2B ENSG00000136156.8 0.041324 0.047976 ENSG00000136156
DRD2 ENSG00000149295.9 0.117485 0.067217 ENSG00000149295
USP6 ENSG00000129204.12 0.147025 0.06864 ENSG00000129204
ATXN10 ENSG00000130638.11 0.019037 0.03217 ENSG00000130638
GATAD2B ENSG00000143614.7 0.044516 0.041838 ENSG00000143614
KRT39 ENSG00000196859.3 0.027375 0.039419 ENSG00000196859
GPR17 ENSG00000144230.12 0.128058 0.067515 ENSG00000144230
LEF1 ENSG00000138795.5 0.027873 0.035393 ENSG00000138795
ACTL7A ENSG00000187003.5 0.012239 0.050962 ENSG00000187003
KLF5 ENSG00000102554.9 0.055834 0.057171 ENSG00000102554
ZNF696 ENSG00000185730.3 0.083147 0.050366 ENSG00000185730
HIST1H2BG ENSG00000187990.4 0.040395 0.043503 ENSG00000187990
IL17RE ENSG00000163701.14 0.049541 0.050791 ENSG00000163701
LZTS2 ENSG00000107816.13 0.098443 0.059356 ENSG00000107816
ZNF727 ENSG00000257482.3 0.024394 0.060518 ENSG00000257482
F2RL3 ENSG00000127533.3 0.01653 0.048237 ENSG00000127533
SLC35G5 ENSG00000177710.5 0.03432 0.040791 ENSG00000177710
PDZD9 ENSG00000155714.9 0.067727 0.059702 ENSG00000155714
SOX17 ENSG00000164736.5 0.034171 0.050973 ENSG00000164736
FASN ENSG00000169710.6 0.014473 0.041309 ENSG00000169710
ALDH16A1 ENSG00000161618.5 0.048504 0.053557 ENSG00000161618
C2orf49 ENSG00000135974.5 0.030733 0.044402 ENSG00000135974
IMPDH1 ENSG00000106348.12 0.098766 0.059694 ENSG00000106348
LMO1 ENSG00000166407.9 0.055455 0.05037 ENSG00000166407
RTCB ENSG00000100220.7 0.022323 0.052366 ENSG00000100220
AC007390.5 ENSG00000218739.5 0.065842 0.058815 ENSG00000218739
TRAF3 ENSG00000131323.10 0.011627 0.042422 ENSG00000131323
GRAMD4 ENSG00000075240.12 0.164529 0.075395 ENSG00000075240
ARHGDIB ENSG00000111348.4 0.029414 0.038319 ENSG00000111348
AKR7A2 ENSG00000053371.8 0.022527 0.036874 ENSG00000053371
CHEK2 ENSG00000183765.16 0.010031 0.029341 ENSG00000183765
SEMA6D ENSG00000137872.11 0.101102 0.060839 ENSG00000137872
COL18A1 ENSG00000182871.10 0.011745 0.034619 ENSG00000182871
HMGCR ENSG00000113161.11 0.018171 0.053811 ENSG00000113161
TMED6 ENSG00000157315.4 0.043398 0.038074 ENSG00000157315
LRP10 ENSG00000197324.4 0.024151 0.052224 ENSG00000197324
ANXA3 ENSG00000138772.8 0.056387 0.047714 ENSG00000138772
GLI3 ENSG00000106571.8 0.016339 0.037208 ENSG00000106571
PELI3 ENSG00000174516.10 0.04923 0.058986 ENSG00000174516
CLCA2 ENSG00000137975.7 0.071899 0.05384 ENSG00000137975
ARHGEF39 ENSG00000137135.13 0.011759 0.036363 ENSG00000137135
NCLN ENSG00000125912.6 0.053191 0.070164 ENSG00000125912
GRAP2 ENSG00000100351.12 0.035648 0.037158 ENSG00000100351
MAP1S ENSG00000130479.6 0.014555 0.032593 ENSG00000130479
PPP3CB ENSG00000107758.11 0.016918 0.02266 ENSG00000107758
GIMAP8 ENSG00000171115.3 0.048938 0.051501 ENSG00000171115
KLK3 ENSG00000142515.10 0.081121 0.077478 ENSG00000142515
EFR3B ENSG00000084710.9 0.047379 0.052551 ENSG00000084710
TBC1D8 ENSG00000204634.8 0.013121 0.040427 ENSG00000204634
DDRGK1 ENSG00000198171.8 0.090826 0.075327 ENSG00000198171
CDRT15 ENSG00000223510.2 0.049607 0.05546 ENSG00000223510
AGAP2 ENSG00000135439.7 0.011333 0.026557 ENSG00000135439
SPIRE2 ENSG00000204991.6 0.022438 0.029615 ENSG00000204991
TMEM170A ENSG00000166822.8 0.035847 0.042432 ENSG00000166822
KIRREL ENSG00000183853.13 0.014351 0.040563 ENSG00000183853
DLX5 ENSG00000105880.4 0.055415 0.048815 ENSG00000105880
ZFP36L1 ENSG00000185650.8 0.020526 0.048003 ENSG00000185650
SRGAP2 ENSG00000163486.8 0.012941 0.039639 ENSG00000163486
FAXC ENSG00000146267.11 0.021543 0.040284 ENSG00000146267
ZNF134 ENSG00000213762.6 0.086801 0.063285 ENSG00000213762
NUDT12 ENSG00000112874.5 0.018113 0.035889 ENSG00000112874
OLFML2A ENSG00000185585.15 0.011135 0.034698 ENSG00000185585
PHF12 ENSG00000109118.9 0.023353 0.038358 ENSG00000109118
ANLN ENSG00000011426.6 0.057344 0.065177 ENSG00000011426
EFHD2 ENSG00000142634.8 0.035273 0.038275 ENSG00000142634
TENM1 ENSG00000009694.9 0.066333 0.073872 ENSG00000009694
GDPD4 ENSG00000178795.5 0.021841 0.036866 ENSG00000178795
UQCRFS1 ENSG00000169021.4 0.010734 0.04421 ENSG00000169021
LMO4 ENSG00000143013.8 0.060879 0.055533 ENSG00000143013
BCAM ENSG00000187244.5 0.067073 0.067273 ENSG00000187244
BEND6 ENSG00000151917.13 0.026893 0.040591 ENSG00000151917
STX5 ENSG00000162236.7 0.016408 0.040118 ENSG00000162236
ST6GALNAC1 ENSG00000070526.10 0.041295 0.053457 ENSG00000070526
SETD2 ENSG00000181555.15 0.01766 0.036133 ENSG00000181555
HDAC1 ENSG00000116478.7 0.021329 0.034245 ENSG00000116478
C6orf89 ENSG00000198663.12 0.042245 0.055582 ENSG00000198663
CDK5RAP3 ENSG00000108465.10 0.051345 0.042099 ENSG00000108465
EGLN1 ENSG00000135766.8 0.030138 0.04701 ENSG00000135766
ATP1B3 ENSG00000069849.6 0.102675 0.061245 ENSG00000069849
CPNE3 ENSG00000085719.7 0.02061 0.034489 ENSG00000085719
HRNR ENSG00000197915.5 0.036555 0.04144 ENSG00000197915
ANO5 ENSG00000171714.10 0.062118 0.049212 ENSG00000171714
C9orf24 ENSG00000164972.8 0.055957 0.045387 ENSG00000164972
EXOSC4 ENSG00000178896.6 0.027845 0.035433 ENSG00000178896
PKNOX2 ENSG00000165495.11 0.010387 0.035642 ENSG00000165495
ADAMTSL5 ENSG00000185761.6 0.019212 0.03915 ENSG00000185761
CSNK1A1L ENSG00000180138.6 0.048488 0.057182 ENSG00000180138
KRTAP19-5 ENSG00000186977.2 0.075152 0.060556 ENSG00000186977
MORN1 ENSG00000116151.9 0.07629 0.067058 ENSG00000116151
AGTRAP ENSG00000177674.11 0.019443 0.042518 ENSG00000177674
XPO1 ENSG00000082898.12 0.168894 0.074873 ENSG00000082898
NPNT ENSG00000168743.8 0.022707 0.032842 ENSG00000168743
