AssociatedGeneName EnsemblGeneID h2.MuscleSkeletal se.MuscleSkeletal ensid
LILRA3 ENSG00000170866.7 0.190907 0.083312 ENSG00000170866
TMEM140 ENSG00000146859.5 0.059934 0.051457 ENSG00000146859
UROD ENSG00000126088.8 0.076292 0.045396 ENSG00000126088
MSH3 ENSG00000113318.9 0.212115 0.065045 ENSG00000113318
CDCA5 ENSG00000146670.5 0.06367 0.043033 ENSG00000146670
TCAIM ENSG00000179152.14 0.083876 0.049643 ENSG00000179152
ERP44 ENSG00000023318.7 0.188775 0.071455 ENSG00000023318
GATM ENSG00000171766.11 0.149699 0.054232 ENSG00000171766
CNN2 ENSG00000064666.10 0.174323 0.072424 ENSG00000064666
ERMP1 ENSG00000099219.9 0.082915 0.05382 ENSG00000099219
BBS2 ENSG00000125124.7 0.347553 0.074778 ENSG00000125124
MS4A14 ENSG00000166928.6 0.160519 0.056558 ENSG00000166928
PEX6 ENSG00000124587.9 0.726075 0.043126 ENSG00000124587
GPR179 ENSG00000188888.7 0.158382 0.06558 ENSG00000188888
PLXNB2 ENSG00000196576.10 0.088524 0.057463 ENSG00000196576
CPT1B ENSG00000205560.8 0.237875 0.072424 ENSG00000205560
TTC38 ENSG00000075234.12 0.264033 0.07488 ENSG00000075234
CCDC65 ENSG00000139537.6 0.085837 0.046614 ENSG00000139537
ZNF740 ENSG00000139651.9 0.085825 0.055323 ENSG00000139651
CFHR3 ENSG00000116785.9 0.059752 0.041774 ENSG00000116785
AP3D1 ENSG00000065000.11 0.134607 0.064292 ENSG00000065000
TAP1 ENSG00000168394.9 0.068607 0.047158 ENSG00000168394
PRKAG1 ENSG00000181929.7 0.061085 0.052136 ENSG00000181929
LRMP ENSG00000118308.10 0.073228 0.056212 ENSG00000118308
GLG1 ENSG00000090863.7 0.08093 0.053925 ENSG00000090863
EID3 ENSG00000255150.1 0.107477 0.069127 ENSG00000255150
KRT74 ENSG00000170484.5 0.062238 0.050849 ENSG00000170484
ACP5 ENSG00000102575.6 0.101979 0.051365 ENSG00000102575
UNC13C ENSG00000137766.12 0.168623 0.068702 ENSG00000137766
ZNF302 ENSG00000089335.16 0.287716 0.066602 ENSG00000089335
XAB2 ENSG00000076924.7 0.30063 0.073319 ENSG00000076924
AP000350.4 ENSG00000218537.1 0.447275 0.064498 ENSG00000218537
TMC2 ENSG00000149488.11 0.224979 0.072366 ENSG00000149488
MYSM1 ENSG00000162601.5 0.064204 0.049873 ENSG00000162601
C10orf129 ENSG00000173124.10 0.204925 0.067491 ENSG00000173124
AKIRIN2 ENSG00000135334.7 0.103521 0.056364 ENSG00000135334
GTF2A2 ENSG00000140307.6 0.223794 0.065563 ENSG00000140307
ISLR2 ENSG00000167178.11 0.12201 0.05937 ENSG00000167178
ATP6AP1L ENSG00000205464.7 0.396517 0.069872 ENSG00000205464
ZNF530 ENSG00000183647.6 0.055216 0.051791 ENSG00000183647
C1orf192 ENSG00000188931.3 0.150123 0.060744 ENSG00000188931
HOXB3 ENSG00000120093.7 0.148531 0.062793 ENSG00000120093
UBE2E3 ENSG00000170035.11 0.077532 0.048885 ENSG00000170035
RWDD2A ENSG00000013392.6 0.14666 0.059651 ENSG00000013392
CYB5R1 ENSG00000159348.8 0.059646 0.043823 ENSG00000159348
DUSP14 ENSG00000161326.8 0.26268 0.066643 ENSG00000161326
C16orf95 ENSG00000260456.2 0.133229 0.069234 ENSG00000260456
IGF1R ENSG00000140443.9 0.10479 0.070321 ENSG00000140443
TM9SF2 ENSG00000125304.8 0.061785 0.048999 ENSG00000125304
CYP4A22 ENSG00000162365.7 0.116469 0.054857 ENSG00000162365
KIF24 ENSG00000186638.11 0.157499 0.061443 ENSG00000186638
LDHAL6B ENSG00000171989.4 0.083406 0.056349 ENSG00000171989
ASRGL1 ENSG00000162174.8 0.403082 0.071706 ENSG00000162174
WDR63 ENSG00000162643.8 0.05143 0.049078 ENSG00000162643
ZNF197 ENSG00000186448.10 0.192861 0.065429 ENSG00000186448
TMCO3 ENSG00000150403.13 0.391704 0.073414 ENSG00000150403
PRDM5 ENSG00000138738.6 0.12932 0.065894 ENSG00000138738
LMBR1L ENSG00000139636.11 0.103674 0.057583 ENSG00000139636
ZNF814 ENSG00000204514.5 0.120123 0.054303 ENSG00000204514
ATF1 ENSG00000123268.4 0.179112 0.069249 ENSG00000123268
ARMC10 ENSG00000170632.9 0.091513 0.049155 ENSG00000170632
MMRN1 ENSG00000138722.5 0.119073 0.059565 ENSG00000138722
GALNT18 ENSG00000110328.5 0.266532 0.080683 ENSG00000110328
PPARA ENSG00000186951.12 0.072215 0.055673 ENSG00000186951
FANCG ENSG00000221829.5 0.069722 0.042887 ENSG00000221829
GNL3 ENSG00000163938.12 0.058396 0.039442 ENSG00000163938
DBF4B ENSG00000161692.13 0.307627 0.072748 ENSG00000161692
OXA1L ENSG00000155463.8 0.062025 0.062497 ENSG00000155463
TEAD2 ENSG00000074219.9 0.182152 0.066634 ENSG00000074219
MCC ENSG00000171444.13 0.123923 0.05736 ENSG00000171444
JAM3 ENSG00000166086.8 0.086133 0.065581 ENSG00000166086
PAPD5 ENSG00000121274.8 0.060494 0.054954 ENSG00000121274
MYO7A ENSG00000137474.15 0.056811 0.049742 ENSG00000137474
BBS7 ENSG00000138686.5 0.057955 0.045037 ENSG00000138686
GSTM5 ENSG00000134201.6 0.199544 0.074815 ENSG00000134201
PDCD6IP ENSG00000170248.9 0.226316 0.064018 ENSG00000170248
ERAP2 ENSG00000164308.12 0.592087 0.056037 ENSG00000164308
ATP12A ENSG00000075673.7 0.075625 0.060356 ENSG00000075673
UTP18 ENSG00000011260.9 0.323894 0.065638 ENSG00000011260
MBTPS1 ENSG00000140943.12 0.09549 0.070387 ENSG00000140943
SPAG1 ENSG00000104450.8 0.175102 0.06267 ENSG00000104450
VIL1 ENSG00000127831.6 0.086029 0.058853 ENSG00000127831
GLI1 ENSG00000111087.5 0.091093 0.062065 ENSG00000111087
SNUPN ENSG00000169371.9 0.061439 0.042199 ENSG00000169371
BZRAP1 ENSG00000005379.11 0.208388 0.068975 ENSG00000005379
ANGPT1 ENSG00000154188.5 0.065005 0.050321 ENSG00000154188
HMGN1 ENSG00000205581.6 0.132506 0.068734 ENSG00000205581
HS6ST1 ENSG00000136720.6 0.051314 0.047841 ENSG00000136720
MASTL ENSG00000120539.10 0.390071 0.065114 ENSG00000120539
COG4 ENSG00000103051.14 0.090139 0.051566 ENSG00000103051
MC1R ENSG00000258839.2 0.055282 0.039712 ENSG00000258839
TBC1D2B ENSG00000167202.7 0.061511 0.051326 ENSG00000167202
IL15RA ENSG00000134470.15 0.083891 0.067626 ENSG00000134470
SPATA6 ENSG00000132122.7 0.063605 0.046197 ENSG00000132122
ECT2L ENSG00000203734.6 0.075834 0.057361 ENSG00000203734
ATP8B4 ENSG00000104043.10 0.055068 0.045026 ENSG00000104043
PPCDC ENSG00000138621.7 0.071344 0.045772 ENSG00000138621
LRP11 ENSG00000120256.4 0.062597 0.053195 ENSG00000120256
MIIP ENSG00000116691.6 0.055339 0.048629 ENSG00000116691
RPSA ENSG00000168028.9 0.272925 0.07182 ENSG00000168028
CYP51A1 ENSG00000001630.11 0.16998 0.059181 ENSG00000001630
UPK3B ENSG00000243566.2 0.334668 0.077904 ENSG00000243566
THSD7B ENSG00000144229.7 0.108832 0.055419 ENSG00000144229
WDR60 ENSG00000126870.11 0.08509 0.050389 ENSG00000126870
C6orf164 ENSG00000203871.3 0.122703 0.049122 ENSG00000203871
STIL ENSG00000123473.11 0.095326 0.058255 ENSG00000123473
SMOC2 ENSG00000112562.14 0.067785 0.05925 ENSG00000112562
FBXL22 ENSG00000197361.5 0.077816 0.04694 ENSG00000197361
ALG1L ENSG00000189366.5 0.546721 0.065434 ENSG00000189366
QRFPR ENSG00000186867.6 0.113125 0.064418 ENSG00000186867
POLE ENSG00000177084.12 0.173543 0.057913 ENSG00000177084
FEN1 ENSG00000168496.3 0.081286 0.056473 ENSG00000168496
AKTIP ENSG00000166971.11 0.069415 0.057848 ENSG00000166971
CUBN ENSG00000107611.10 0.116059 0.059999 ENSG00000107611
CNOT1 ENSG00000125107.12 0.064002 0.053964 ENSG00000125107
LRRFIP2 ENSG00000093167.13 0.132222 0.051821 ENSG00000093167
RBL2 ENSG00000103479.10 0.107764 0.057803 ENSG00000103479
SCML1 ENSG00000047634.10 0.072967 0.062035 ENSG00000047634
PSEN2 ENSG00000143801.12 0.054017 0.046445 ENSG00000143801
ZNF300 ENSG00000145908.8 0.052069 0.050919 ENSG00000145908
DDO ENSG00000203797.4 0.161388 0.071145 ENSG00000203797
SLC35G1 ENSG00000176273.10 0.216663 0.067001 ENSG00000176273
SPG21 ENSG00000090487.6 0.233856 0.071711 ENSG00000090487
AP4E1 ENSG00000081014.6 0.225566 0.068668 ENSG00000081014
NDUFAF1 ENSG00000137806.4 0.638126 0.055124 ENSG00000137806
CNPY3 ENSG00000137161.12 0.098836 0.057211 ENSG00000137161
SULT1A2 ENSG00000197165.6 0.261429 0.073098 ENSG00000197165
GRAMD1A ENSG00000089351.10 0.090594 0.059904 ENSG00000089351
PITPNB ENSG00000180957.13 0.074334 0.059156 ENSG00000180957
SLC9A7 ENSG00000065923.5 0.119079 0.065538 ENSG00000065923
RCN1 ENSG00000049449.4 0.351516 0.075486 ENSG00000049449
PFDN1 ENSG00000113068.5 0.517116 0.064748 ENSG00000113068
MCM8 ENSG00000125885.9 0.137926 0.071853 ENSG00000125885
GINM1 ENSG00000055211.8 0.12849 0.052457 ENSG00000055211
COQ9 ENSG00000088682.9 0.093303 0.060412 ENSG00000088682
FBXL16 ENSG00000127585.7 0.087465 0.058331 ENSG00000127585
CNP ENSG00000173786.11 0.093498 0.04949 ENSG00000173786
RMDN3 ENSG00000137824.11 0.209361 0.062811 ENSG00000137824
CTNS ENSG00000040531.10 0.052269 0.058396 ENSG00000040531
INTS6 ENSG00000102786.10 0.052326 0.043328 ENSG00000102786
POGLUT1 ENSG00000163389.6 0.200722 0.06504 ENSG00000163389
CCDC114 ENSG00000105479.10 0.101304 0.053871 ENSG00000105479
PLCG1 ENSG00000124181.9 0.062512 0.064352 ENSG00000124181
TOX4 ENSG00000092203.9 0.065962 0.060307 ENSG00000092203
LRFN3 ENSG00000126243.4 0.088179 0.052396 ENSG00000126243
CKAP2 ENSG00000136108.10 0.215937 0.064762 ENSG00000136108
IL2RA ENSG00000134460.11 0.053587 0.060993 ENSG00000134460
B4GALT4 ENSG00000121578.8 0.07741 0.05073 ENSG00000121578
RRP12 ENSG00000052749.9 0.343023 0.070848 ENSG00000052749
STAT6 ENSG00000166888.6 0.085337 0.063138 ENSG00000166888
FMN2 ENSG00000155816.15 0.096043 0.064718 ENSG00000155816
ARIH1 ENSG00000166233.8 0.067159 0.052397 ENSG00000166233
CCNI ENSG00000118816.5 0.054968 0.043566 ENSG00000118816
MAPK3 ENSG00000102882.7 0.088351 0.052709 ENSG00000102882
SFTPD ENSG00000133661.11 0.089482 0.05069 ENSG00000133661
PPA2 ENSG00000138777.15 0.186841 0.065796 ENSG00000138777
CDK20 ENSG00000156345.13 0.086467 0.05825 ENSG00000156345
LACTB ENSG00000103642.7 0.14643 0.065297 ENSG00000103642
SCAF1 ENSG00000126461.10 0.091444 0.067611 ENSG00000126461
ZCRB1 ENSG00000139168.3 0.08742 0.04897 ENSG00000139168
NDUFS2 ENSG00000158864.8 0.061858 0.052957 ENSG00000158864
BDH2 ENSG00000164039.10 0.339947 0.073445 ENSG00000164039
PCNXL2 ENSG00000135749.13 0.07964 0.052819 ENSG00000135749
CCL7 ENSG00000108688.7 0.128971 0.068619 ENSG00000108688
NCAPG2 ENSG00000146918.15 0.099642 0.058641 ENSG00000146918
SPATA25 ENSG00000149634.4 0.114096 0.062689 ENSG00000149634
NUTM2D ENSG00000214562.9 0.093629 0.0547 ENSG00000214562
LGALS8 ENSG00000116977.14 0.083025 0.060692 ENSG00000116977
ZBTB18 ENSG00000179456.9 0.065641 0.050492 ENSG00000179456
RAB17 ENSG00000124839.8 0.095279 0.061143 ENSG00000124839
DNAJC13 ENSG00000138246.11 0.058301 0.053715 ENSG00000138246
TRMT10B ENSG00000165275.5 0.146181 0.06286 ENSG00000165275
ACOT7 ENSG00000097021.14 0.061855 0.053752 ENSG00000097021
TSPYL1 ENSG00000189241.6 0.102483 0.055501 ENSG00000189241
UBE2I ENSG00000103275.14 0.115551 0.062928 ENSG00000103275
GUCA1B ENSG00000112599.8 0.127031 0.061237 ENSG00000112599
C7orf63 ENSG00000105792.15 0.096364 0.052513 ENSG00000105792
OSGEP ENSG00000092094.6 0.40924 0.074244 ENSG00000092094
HDGFRP2 ENSG00000167674.10 0.098334 0.063129 ENSG00000167674
PHF20L1 ENSG00000129292.15 0.052321 0.04753 ENSG00000129292
ASH2L ENSG00000129691.11 0.056692 0.057594 ENSG00000129691
SAG ENSG00000130561.12 0.104267 0.069479 ENSG00000130561
C1QTNF4 ENSG00000172247.3 0.169988 0.059376 ENSG00000172247
RAD21 ENSG00000164754.8 0.122528 0.063803 ENSG00000164754
PBX3 ENSG00000167081.12 0.103378 0.059495 ENSG00000167081
MAP2K6 ENSG00000108984.9 0.056782 0.052488 ENSG00000108984
TFG ENSG00000114354.8 0.121522 0.055266 ENSG00000114354
ADAT2 ENSG00000189007.11 0.144692 0.063287 ENSG00000189007
BAIAP3 ENSG00000007516.9 0.055985 0.047438 ENSG00000007516
CDC25A ENSG00000164045.7 0.329384 0.085105 ENSG00000164045
TMEM59 ENSG00000116209.7 0.052697 0.055679 ENSG00000116209
GNE ENSG00000159921.10 0.087528 0.055124 ENSG00000159921
IL2RB ENSG00000100385.9 0.055077 0.056194 ENSG00000100385
PCDHB10 ENSG00000120324.4 0.126966 0.059922 ENSG00000120324
ZFP1 ENSG00000184517.7 0.250599 0.073968 ENSG00000184517
PRDX5 ENSG00000126432.9 0.090343 0.050891 ENSG00000126432
VEGFA ENSG00000112715.16 0.064617 0.05666 ENSG00000112715
SLC9A2 ENSG00000115616.2 0.17726 0.062515 ENSG00000115616
ELK4 ENSG00000158711.9 0.170868 0.069999 ENSG00000158711
HSPA4 ENSG00000170606.9 0.09129 0.05203 ENSG00000170606
WBP1L ENSG00000166272.12 0.103592 0.059566 ENSG00000166272
WWC1 ENSG00000113645.9 0.052121 0.050133 ENSG00000113645
AKAP12 ENSG00000131016.12 0.103768 0.070136 ENSG00000131016
OGDHL ENSG00000197444.5 0.061363 0.048317 ENSG00000197444
ECHDC3 ENSG00000134463.10 0.242853 0.077171 ENSG00000134463
GSR ENSG00000104687.8 0.062084 0.051262 ENSG00000104687
C1orf115 ENSG00000162817.6 0.074127 0.04963 ENSG00000162817
SACS ENSG00000151835.9 0.164298 0.071191 ENSG00000151835
ZDHHC20 ENSG00000180776.11 0.163135 0.063815 ENSG00000180776
GADD45B ENSG00000099860.4 0.057667 0.058256 ENSG00000099860
TRIAP1 ENSG00000170855.3 0.076349 0.047839 ENSG00000170855
GNPTG ENSG00000090581.5 0.086594 0.064822 ENSG00000090581
BPI ENSG00000101425.8 0.120677 0.072414 ENSG00000101425
RASA4B ENSG00000170667.9 0.119247 0.062382 ENSG00000170667
BABAM1 ENSG00000105393.11 0.092553 0.064284 ENSG00000105393
SLC5A9 ENSG00000117834.8 0.269099 0.071798 ENSG00000117834
KIF27 ENSG00000165115.10 0.056279 0.04767 ENSG00000165115
VRK3 ENSG00000105053.6 0.166405 0.066757 ENSG00000105053
SLC39A10 ENSG00000196950.9 0.068051 0.047357 ENSG00000196950
C2CD2 ENSG00000157617.12 0.07937 0.05907 ENSG00000157617
ITPR2 ENSG00000123104.7 0.051674 0.048047 ENSG00000123104
RPS11 ENSG00000142534.2 0.057733 0.048132 ENSG00000142534
RNF215 ENSG00000099999.10 0.14377 0.05841 ENSG00000099999
MX1 ENSG00000157601.9 0.14957 0.070613 ENSG00000157601
EPAS1 ENSG00000116016.9 0.115026 0.061621 ENSG00000116016
NUTM2A ENSG00000184923.8 0.110509 0.063072 ENSG00000184923
ZNF611 ENSG00000213020.4 0.173031 0.072633 ENSG00000213020
TAS2R5 ENSG00000127366.4 0.074447 0.045404 ENSG00000127366
PEX1 ENSG00000127980.11 0.06515 0.042483 ENSG00000127980
RBP4 ENSG00000138207.8 0.07565 0.050808 ENSG00000138207
THEMIS ENSG00000172673.6 0.055856 0.046041 ENSG00000172673
MRC1L1 ENSG00000183748.4 0.114915 0.066005 ENSG00000183748
FRA10AC1 ENSG00000148690.10 0.324804 0.069041 ENSG00000148690
S100A4 ENSG00000196154.7 0.087248 0.053707 ENSG00000196154
GSDMD ENSG00000104518.6 0.308496 0.077831 ENSG00000104518
FBN3 ENSG00000142449.8 0.299651 0.077433 ENSG00000142449
PIGC ENSG00000135845.4 0.065193 0.052442 ENSG00000135845
PRICKLE4 ENSG00000124593.10 0.093639 0.054841 ENSG00000124593
MED20 ENSG00000124641.10 0.230548 0.067417 ENSG00000124641
ALAD ENSG00000148218.11 0.091957 0.060975 ENSG00000148218
SH3D21 ENSG00000214193.5 0.078486 0.050917 ENSG00000214193
SENP7 ENSG00000138468.11 0.127625 0.057009 ENSG00000138468
PNKP ENSG00000039650.5 0.123492 0.070825 ENSG00000039650
SLC35C1 ENSG00000181830.7 0.078574 0.044733 ENSG00000181830
CACHD1 ENSG00000158966.9 0.092249 0.055871 ENSG00000158966
ARF3 ENSG00000134287.4 0.084394 0.050725 ENSG00000134287
CSRNP3 ENSG00000178662.11 0.094828 0.052952 ENSG00000178662
NMRK1 ENSG00000106733.16 0.437933 0.06953 ENSG00000106733
OSCAR ENSG00000170909.9 0.091471 0.077168 ENSG00000170909
ATP6V1A ENSG00000114573.5 0.065455 0.052666 ENSG00000114573
SFI1 ENSG00000198089.10 0.216005 0.06605 ENSG00000198089
TMEM99 ENSG00000167920.4 0.104093 0.056675 ENSG00000167920
PROSER2 ENSG00000148426.8 0.248592 0.072201 ENSG00000148426
MYOF ENSG00000138119.12 0.20478 0.067766 ENSG00000138119
FNDC3A ENSG00000102531.12 0.068705 0.040942 ENSG00000102531
JAK3 ENSG00000105639.14 0.111316 0.063823 ENSG00000105639
AACS ENSG00000081760.12 0.07239 0.058668 ENSG00000081760
TIPIN ENSG00000075131.5 0.229461 0.063468 ENSG00000075131
UMPS ENSG00000114491.9 0.085485 0.047721 ENSG00000114491
MEGF10 ENSG00000145794.12 0.075325 0.050071 ENSG00000145794
GTF2H1 ENSG00000110768.7 0.054816 0.048859 ENSG00000110768
RAB7L1 ENSG00000117280.8 0.229952 0.067701 ENSG00000117280
USP24 ENSG00000162402.8 0.11842 0.059016 ENSG00000162402
GPR111 ENSG00000164393.4 0.284181 0.066807 ENSG00000164393
ADSL ENSG00000239900.6 0.051446 0.041053 ENSG00000239900
GPC2 ENSG00000213420.3 0.053466 0.050187 ENSG00000213420
LDHC ENSG00000166796.7 0.569541 0.062487 ENSG00000166796
CD80 ENSG00000121594.7 0.376195 0.076096 ENSG00000121594
RAB23 ENSG00000112210.7 0.055124 0.046599 ENSG00000112210
RNASEH2B ENSG00000136104.13 0.612494 0.058168 ENSG00000136104
SMAP1 ENSG00000112305.10 0.08209 0.048277 ENSG00000112305
EIF3G ENSG00000130811.6 0.062794 0.04616 ENSG00000130811
PARVB ENSG00000188677.9 0.217137 0.083061 ENSG00000188677
ARHGAP19 ENSG00000213390.6 0.075668 0.049866 ENSG00000213390
STEAP2 ENSG00000157214.9 0.091495 0.045342 ENSG00000157214
TRHDE ENSG00000072657.4 0.072473 0.056059 ENSG00000072657
RNF40 ENSG00000103549.17 0.062008 0.048069 ENSG00000103549
NLK ENSG00000087095.8 0.050621 0.055684 ENSG00000087095
MRPS9 ENSG00000135972.4 0.138737 0.057464 ENSG00000135972
XYLT2 ENSG00000015532.5 0.106682 0.05581 ENSG00000015532
FAM19A1 ENSG00000183662.6 0.057429 0.049666 ENSG00000183662
ZBTB7C ENSG00000184828.5 0.055114 0.045951 ENSG00000184828
TRIP6 ENSG00000087077.7 0.075736 0.04293 ENSG00000087077
ZMYND19 ENSG00000165724.5 0.070943 0.052582 ENSG00000165724
NUDC ENSG00000090273.9 0.124092 0.064336 ENSG00000090273
ACTR3C ENSG00000106526.6 0.299943 0.068736 ENSG00000106526
SOX9 ENSG00000125398.5 0.050161 0.056012 ENSG00000125398
GPR108 ENSG00000125734.9 0.51476 0.075422 ENSG00000125734
LRP5L ENSG00000100068.7 0.168128 0.068704 ENSG00000100068
C9orf40 ENSG00000135045.6 0.05689 0.04882 ENSG00000135045
SDCBP2 ENSG00000125775.10 0.071853 0.052824 ENSG00000125775
SGCE ENSG00000127990.11 0.093544 0.056005 ENSG00000127990
ZNF644 ENSG00000122482.16 0.063627 0.049313 ENSG00000122482
ATG10 ENSG00000152348.11 0.483042 0.067068 ENSG00000152348
CSNK1G2 ENSG00000133275.11 0.072366 0.062334 ENSG00000133275
MAP3K12 ENSG00000139625.8 0.115897 0.058213 ENSG00000139625
FBN2 ENSG00000138829.6 0.199509 0.060753 ENSG00000138829
SLC15A2 ENSG00000163406.6 0.229408 0.069814 ENSG00000163406
GALNS ENSG00000141012.8 0.13577 0.06842 ENSG00000141012
AC010536.1 ENSG00000226180.2 0.1165 0.07231 ENSG00000226180
RASSF2 ENSG00000101265.11 0.060937 0.064528 ENSG00000101265
FTSJD1 ENSG00000180917.12 0.086038 0.050976 ENSG00000180917
KLHL32 ENSG00000186231.12 0.08297 0.049602 ENSG00000186231
CAPN2 ENSG00000162909.13 0.104693 0.056325 ENSG00000162909
AP1M1 ENSG00000072958.4 0.060612 0.04832 ENSG00000072958
CUL7 ENSG00000044090.4 0.067036 0.058577 ENSG00000044090
ZNF160 ENSG00000170949.13 0.121419 0.069389 ENSG00000170949
NDUFAF4 ENSG00000123545.5 0.251661 0.066585 ENSG00000123545
PLTP ENSG00000100979.10 0.050925 0.045206 ENSG00000100979
CTD-3105H18.14 ENSG00000268744.1 0.174096 0.067855 ENSG00000268744
FBXO22 ENSG00000167196.9 0.085084 0.04947 ENSG00000167196
GNAO1 ENSG00000087258.9 0.071382 0.048883 ENSG00000087258
HIST2H3D ENSG00000183598.3 0.122059 0.065667 ENSG00000183598
PCSK2 ENSG00000125851.5 0.160121 0.069684 ENSG00000125851
CLDN10 ENSG00000134873.5 0.054852 0.045554 ENSG00000134873
SYNRG ENSG00000006114.11 0.206934 0.070193 ENSG00000006114
FERMT3 ENSG00000149781.8 0.093027 0.053847 ENSG00000149781
GPR180 ENSG00000152749.7 0.51088 0.065038 ENSG00000152749
MAEL ENSG00000143194.8 0.265118 0.071541 ENSG00000143194
CHD2 ENSG00000173575.13 0.059185 0.062545 ENSG00000173575
IZUMO1 ENSG00000182264.4 0.104332 0.057206 ENSG00000182264
OARD1 ENSG00000124596.12 0.060243 0.050348 ENSG00000124596
PPIL4 ENSG00000131013.3 0.052906 0.043217 ENSG00000131013
MFSD1 ENSG00000118855.14 0.063217 0.045372 ENSG00000118855
C4orf3 ENSG00000164096.10 0.072531 0.04547 ENSG00000164096
DYRK1B ENSG00000105204.9 0.094696 0.054887 ENSG00000105204
PCDHGB6 ENSG00000253305.1 0.067156 0.05205 ENSG00000253305
ZDHHC12 ENSG00000160446.14 0.114263 0.070892 ENSG00000160446
OTX2 ENSG00000165588.12 0.096355 0.062441 ENSG00000165588
TMEFF2 ENSG00000144339.7 0.118468 0.063922 ENSG00000144339
CYBRD1 ENSG00000071967.7 0.159862 0.062901 ENSG00000071967
MARC2 ENSG00000117791.11 0.16855 0.067764 ENSG00000117791
NT5C ENSG00000125458.2 0.185717 0.072509 ENSG00000125458
DNAJC15 ENSG00000120675.4 0.608231 0.061532 ENSG00000120675
STX1B ENSG00000099365.5 0.07435 0.04667 ENSG00000099365
PLCB2 ENSG00000137841.7 0.102714 0.061772 ENSG00000137841
MYO6 ENSG00000196586.9 0.080732 0.048426 ENSG00000196586
DOPEY1 ENSG00000083097.10 0.176776 0.066409 ENSG00000083097
METTL2B ENSG00000165055.10 0.418015 0.076048 ENSG00000165055
KANSL2 ENSG00000139620.8 0.303783 0.074294 ENSG00000139620
EML3 ENSG00000149499.7 0.136135 0.061531 ENSG00000149499
CX3CR1 ENSG00000168329.9 0.115614 0.054779 ENSG00000168329
OTUD7A ENSG00000169918.5 0.072823 0.050581 ENSG00000169918
IFRD1 ENSG00000006652.9 0.188906 0.071231 ENSG00000006652
DNAJC18 ENSG00000170464.5 0.476858 0.075729 ENSG00000170464
GIN1 ENSG00000145723.12 0.055662 0.037058 ENSG00000145723
ZNF552 ENSG00000178935.5 0.083074 0.045373 ENSG00000178935
NUP85 ENSG00000125450.6 0.291019 0.069633 ENSG00000125450
GOT2 ENSG00000125166.8 0.1102 0.056447 ENSG00000125166
PPM1M ENSG00000164088.13 0.090287 0.048974 ENSG00000164088
URGCP ENSG00000106608.12 0.129762 0.056712 ENSG00000106608
RAD51 ENSG00000051180.12 0.055493 0.046753 ENSG00000051180
INO80E ENSG00000169592.10 0.089181 0.057004 ENSG00000169592
FAM57A ENSG00000167695.10 0.137022 0.065852 ENSG00000167695
SAA1 ENSG00000173432.6 0.097887 0.055713 ENSG00000173432
EBPL ENSG00000123179.9 0.107338 0.054611 ENSG00000123179
RALGPS2 ENSG00000116191.12 0.12181 0.061453 ENSG00000116191
ZKSCAN7 ENSG00000196345.7 0.084861 0.054561 ENSG00000196345
ARMC1 ENSG00000104442.5 0.05675 0.050222 ENSG00000104442
LARGE ENSG00000133424.15 0.113997 0.067404 ENSG00000133424
RARS ENSG00000113643.4 0.115151 0.065204 ENSG00000113643
SYS1 ENSG00000204070.5 0.198305 0.072741 ENSG00000204070
ARHGEF10L ENSG00000074964.12 0.09345 0.064598 ENSG00000074964
FASTKD1 ENSG00000138399.13 0.246399 0.066706 ENSG00000138399
PIWIL4 ENSG00000134627.7 0.135404 0.065224 ENSG00000134627
THBS4 ENSG00000113296.10 0.108284 0.060489 ENSG00000113296
CYP4B1 ENSG00000142973.8 0.146724 0.065206 ENSG00000142973
LRRC4C ENSG00000148948.3 0.054694 0.052345 ENSG00000148948
ETFA ENSG00000140374.11 0.082893 0.045119 ENSG00000140374
MTIF3 ENSG00000122033.10 0.214362 0.070186 ENSG00000122033
LGI4 ENSG00000153902.9 0.05541 0.053576 ENSG00000153902
GUCY2C ENSG00000070019.3 0.155887 0.062419 ENSG00000070019
GOLGA8N ENSG00000232653.4 0.08895 0.062811 ENSG00000232653
LY75 ENSG00000054219.9 0.109769 0.051565 ENSG00000054219
CEP41 ENSG00000106477.13 0.06156 0.051497 ENSG00000106477
DENND6A ENSG00000174839.8 0.083469 0.053459 ENSG00000174839
DKK3 ENSG00000050165.13 0.107423 0.066536 ENSG00000050165
NOXA1 ENSG00000188747.4 0.113119 0.062656 ENSG00000188747
DCAF17 ENSG00000115827.9 0.050667 0.042891 ENSG00000115827
CD5 ENSG00000110448.6 0.239992 0.06565 ENSG00000110448
FMO4 ENSG00000076258.5 0.056434 0.045525 ENSG00000076258
NPTX1 ENSG00000171246.5 0.089952 0.060465 ENSG00000171246
PACRGL ENSG00000163138.14 0.196386 0.065751 ENSG00000163138
GNPDA2 ENSG00000163281.6 0.65004 0.053537 ENSG00000163281
MTCH2 ENSG00000109919.5 0.058161 0.03922 ENSG00000109919
VPS13A ENSG00000197969.7 0.1279 0.059408 ENSG00000197969
SLC25A24 ENSG00000085491.11 0.121939 0.05844 ENSG00000085491
CHST10 ENSG00000115526.6 0.101198 0.049545 ENSG00000115526
ARHGEF4 ENSG00000136002.12 0.053192 0.039269 ENSG00000136002
RECQL5 ENSG00000108469.10 0.057908 0.045542 ENSG00000108469
FAM185A ENSG00000222011.4 0.075306 0.057396 ENSG00000222011
