AssociatedGeneName EnsemblGeneID h2.MuscleSkeletal se.MuscleSkeletal ensid
SLC44A5 ENSG00000137968.12 0.550649 0.064684 ENSG00000137968
AK1 ENSG00000106992.13 0.156102 0.066174 ENSG00000106992
CDH15 ENSG00000129910.3 0.166759 0.066493 ENSG00000129910
DCP2 ENSG00000172795.11 0.142084 0.061167 ENSG00000172795
TSG101 ENSG00000074319.8 0.197297 0.063367 ENSG00000074319
NSUN7 ENSG00000179299.12 0.133811 0.065274 ENSG00000179299
ECE1 ENSG00000117298.10 0.300443 0.084199 ENSG00000117298
HOXD9 ENSG00000128709.10 0.115388 0.055533 ENSG00000128709
GRHL2 ENSG00000083307.6 0.111962 0.065998 ENSG00000083307
C4orf33 ENSG00000151470.7 0.111983 0.056117 ENSG00000151470
NELL2 ENSG00000184613.6 0.110561 0.049785 ENSG00000184613
COTL1 ENSG00000103187.6 0.1277 0.075294 ENSG00000103187
DDAH1 ENSG00000153904.14 0.117057 0.059867 ENSG00000153904
DHRS4L2 ENSG00000187630.10 0.26833 0.069527 ENSG00000187630
BAK1 ENSG00000030110.8 0.116125 0.061655 ENSG00000030110
NAE1 ENSG00000159593.10 0.149581 0.061237 ENSG00000159593
FHIT ENSG00000189283.5 0.122498 0.07374 ENSG00000189283
LRRC36 ENSG00000159708.13 0.171523 0.060495 ENSG00000159708
AK3 ENSG00000147853.12 0.435692 0.081983 ENSG00000147853
CCDC163P ENSG00000236624.4 0.242289 0.085518 ENSG00000236624
KBTBD11 ENSG00000176595.3 0.112114 0.064027 ENSG00000176595
MTHFSD ENSG00000103248.13 0.153699 0.078706 ENSG00000103248
GYLTL1B ENSG00000165905.12 0.107639 0.048103 ENSG00000165905
ZC3H3 ENSG00000014164.6 0.116566 0.051321 ENSG00000014164
LIPA ENSG00000107798.13 0.172351 0.071312 ENSG00000107798
PPP1R14B ENSG00000173457.6 0.150775 0.057173 ENSG00000173457
CNTLN ENSG00000044459.10 0.17565 0.066198 ENSG00000044459
TMEM65 ENSG00000164983.6 0.104024 0.051102 ENSG00000164983
SMIM7 ENSG00000214046.4 0.100742 0.057568 ENSG00000214046
TATDN3 ENSG00000203705.6 0.178109 0.064218 ENSG00000203705
RPL7L1 ENSG00000146223.10 0.107502 0.056785 ENSG00000146223
FARSB ENSG00000116120.8 0.105047 0.061146 ENSG00000116120
DFNB31 ENSG00000095397.9 0.171377 0.070011 ENSG00000095397
SLC19A1 ENSG00000173638.14 0.104446 0.055288 ENSG00000173638
PDCD1LG2 ENSG00000197646.6 0.154126 0.067989 ENSG00000197646
ZSCAN31 ENSG00000235109.3 0.136739 0.054896 ENSG00000235109
AKAP11 ENSG00000023516.7 0.112454 0.054041 ENSG00000023516
PARP4 ENSG00000102699.5 0.212242 0.068556 ENSG00000102699
FAM129C ENSG00000167483.13 0.101689 0.060641 ENSG00000167483
FMO3 ENSG00000007933.8 0.185157 0.065012 ENSG00000007933
TNNT3 ENSG00000130595.12 0.170195 0.06406 ENSG00000130595
CLVS2 ENSG00000146352.7 0.183257 0.066006 ENSG00000146352
ST3GAL6 ENSG00000064225.8 0.134116 0.052569 ENSG00000064225
FDXR ENSG00000161513.7 0.10904 0.055358 ENSG00000161513
ALOX5 ENSG00000012779.6 0.137999 0.060677 ENSG00000012779
AMY2B ENSG00000240038.2 0.24976 0.07867 ENSG00000240038
KCNJ12 ENSG00000184185.5 0.153631 0.068678 ENSG00000184185
FBXO46 ENSG00000177051.5 0.111667 0.07175 ENSG00000177051
COLEC12 ENSG00000158270.10 0.105438 0.069511 ENSG00000158270
CCDC122 ENSG00000151773.8 0.110831 0.055149 ENSG00000151773
TOM1 ENSG00000100284.15 0.14362 0.057789 ENSG00000100284
PRR5L ENSG00000135362.9 0.111771 0.065375 ENSG00000135362
KIAA0040 ENSG00000235750.5 0.128465 0.064775 ENSG00000235750
SHROOM3 ENSG00000138771.10 0.139961 0.061306 ENSG00000138771
C10orf11 ENSG00000148655.10 0.148897 0.058011 ENSG00000148655
DBN1 ENSG00000113758.9 0.151428 0.066328 ENSG00000113758
ZNF212 ENSG00000170260.4 0.122503 0.060344 ENSG00000170260
SLC22A4 ENSG00000197208.5 0.129906 0.06195 ENSG00000197208
ABI2 ENSG00000138443.10 0.101376 0.05563 ENSG00000138443
HSP90B1 ENSG00000166598.8 0.165154 0.075175 ENSG00000166598
CPA6 ENSG00000165078.7 0.110419 0.052894 ENSG00000165078
FRK ENSG00000111816.6 0.158149 0.063113 ENSG00000111816
CTC-236F12.4 ENSG00000248727.1 0.120598 0.070237 ENSG00000248727
MANBAL ENSG00000101363.8 0.153927 0.068803 ENSG00000101363
POLR1E ENSG00000137054.11 0.120469 0.056261 ENSG00000137054
ATP6V0A4 ENSG00000105929.11 0.128504 0.070647 ENSG00000105929
CELSR2 ENSG00000143126.7 0.134654 0.067589 ENSG00000143126
CLEC12A ENSG00000172322.9 0.26688 0.069503 ENSG00000172322
MAZ ENSG00000103495.9 0.112173 0.060384 ENSG00000103495
HS3ST3B1 ENSG00000125430.4 0.142978 0.065364 ENSG00000125430
CEP55 ENSG00000138180.11 0.27609 0.075347 ENSG00000138180
KIF21B ENSG00000116852.9 0.147244 0.071234 ENSG00000116852
FBXW7 ENSG00000109670.9 0.108056 0.065609 ENSG00000109670
NIPAL4 ENSG00000172548.10 0.157929 0.057567 ENSG00000172548
ADO ENSG00000181915.3 0.101024 0.048197 ENSG00000181915
MYO5A ENSG00000197535.10 0.103094 0.059771 ENSG00000197535
MYO15B ENSG00000266714.2 0.110713 0.058992 ENSG00000266714
POLG2 ENSG00000256525.2 0.151594 0.06918 ENSG00000256525
IQCJ-SCHIP1 ENSG00000250588.2 0.116221 0.065557 ENSG00000250588
MUSTN1 ENSG00000243696.3 0.130058 0.065805 ENSG00000243696
TNFSF12 ENSG00000239697.6 0.100819 0.055303 ENSG00000239697
PET100 ENSG00000229833.5 0.156854 0.073237 ENSG00000229833
VPS16 ENSG00000215305.5 0.163105 0.064402 ENSG00000215305
REPIN1 ENSG00000214022.7 0.207523 0.062849 ENSG00000214022
ZNF845 ENSG00000213799.6 0.171415 0.071275 ENSG00000213799
ZNF254 ENSG00000213096.5 0.16437 0.071107 ENSG00000213096
C1QTNF9B ENSG00000205863.5 0.162945 0.067917 ENSG00000205863
RCSD1 ENSG00000198771.6 0.198837 0.068271 ENSG00000198771
SMURF1 ENSG00000198742.5 0.176306 0.0751 ENSG00000198742
PPP1R14C ENSG00000198729.4 0.230528 0.075916 ENSG00000198729
BPIFA1 ENSG00000198183.7 0.103453 0.068627 ENSG00000198183
SULT1C4 ENSG00000198075.5 0.114291 0.058322 ENSG00000198075
ZNF667 ENSG00000198046.7 0.119037 0.054985 ENSG00000198046
DHRS4-AS1 ENSG00000197775.1 0.139841 0.057462 ENSG00000197775
KRTAP26-1 ENSG00000197683.3 0.101601 0.055697 ENSG00000197683
PIGN ENSG00000197563.5 0.129573 0.063579 ENSG00000197563
FAM47E ENSG00000189157.9 0.206309 0.067254 ENSG00000189157
GTF2F2 ENSG00000188342.7 0.100973 0.055359 ENSG00000188342
ZNF490 ENSG00000188033.5 0.184217 0.073804 ENSG00000188033
OR7D2 ENSG00000188000.2 0.114617 0.065341 ENSG00000188000
C1orf170 ENSG00000187642.5 0.100813 0.055068 ENSG00000187642
GLDN ENSG00000186417.9 0.31688 0.071701 ENSG00000186417
NDUFA6 ENSG00000184983.5 0.102632 0.060104 ENSG00000184983
KCNQ3 ENSG00000184156.11 0.132852 0.065505 ENSG00000184156
KCTD8 ENSG00000183783.6 0.139366 0.059762 ENSG00000183783
LSMD1 ENSG00000183011.9 0.147245 0.063146 ENSG00000183011
C1orf116 ENSG00000182795.12 0.107974 0.062167 ENSG00000182795
CHST13 ENSG00000180767.5 0.115896 0.057532 ENSG00000180767
TPRXL ENSG00000180438.10 0.128384 0.067843 ENSG00000180438
ZNF816 ENSG00000180257.8 0.106814 0.064365 ENSG00000180257
RPRML ENSG00000179673.3 0.29393 0.073587 ENSG00000179673
LACC1 ENSG00000179630.6 0.132356 0.057136 ENSG00000179630
STAP2 ENSG00000178078.7 0.294711 0.075072 ENSG00000178078
DSCAML1 ENSG00000177103.9 0.134233 0.058844 ENSG00000177103
MAMSTR ENSG00000176909.7 0.133786 0.065278 ENSG00000176909
BTC ENSG00000174808.7 0.119363 0.058887 ENSG00000174808
MARCH3 ENSG00000173926.5 0.186466 0.054947 ENSG00000173926
C1QTNF1 ENSG00000173918.10 0.108267 0.064132 ENSG00000173918
CBWD1 ENSG00000172785.14 0.122948 0.061023 ENSG00000172785
OR1L8 ENSG00000171496.2 0.109161 0.057691 ENSG00000171496
CHRNA5 ENSG00000169684.9 0.315979 0.066499 ENSG00000169684
SLC38A11 ENSG00000169507.5 0.377539 0.078785 ENSG00000169507
LRP1B ENSG00000168702.12 0.26398 0.077826 ENSG00000168702
XIRP1 ENSG00000168334.8 0.140402 0.060658 ENSG00000168334
ZCCHC4 ENSG00000168228.10 0.179773 0.063637 ENSG00000168228
TMC8 ENSG00000167895.10 0.170028 0.075628 ENSG00000167895
EEF2 ENSG00000167658.11 0.16625 0.072972 ENSG00000167658
SGSM1 ENSG00000167037.14 0.13954 0.070959 ENSG00000167037
NUDT21 ENSG00000167005.9 0.155347 0.073691 ENSG00000167005
PRTG ENSG00000166450.8 0.172889 0.059951 ENSG00000166450
ADAMTS15 ENSG00000166106.2 0.104066 0.067196 ENSG00000166106
C1QL3 ENSG00000165985.8 0.104047 0.060483 ENSG00000165985
ATP5C1 ENSG00000165629.15 0.15923 0.068521 ENSG00000165629
C7orf34 ENSG00000165131.6 0.111414 0.059653 ENSG00000165131
UBAP1 ENSG00000165006.9 0.131476 0.058272 ENSG00000165006
RPS14 ENSG00000164587.7 0.118588 0.06693 ENSG00000164587
ERAP1 ENSG00000164307.8 0.163949 0.062906 ENSG00000164307
FYCO1 ENSG00000163820.10 0.118842 0.057553 ENSG00000163820
CLEC3B ENSG00000163815.5 0.128619 0.061154 ENSG00000163815
PRICKLE2 ENSG00000163637.7 0.100142 0.060495 ENSG00000163637
BMP10 ENSG00000163217.1 0.10658 0.057146 ENSG00000163217
EN1 ENSG00000163064.6 0.108402 0.053542 ENSG00000163064
C1orf177 ENSG00000162398.7 0.108272 0.052442 ENSG00000162398
MPP3 ENSG00000161647.14 0.17775 0.077462 ENSG00000161647
FTCD ENSG00000160282.9 0.205204 0.07328 ENSG00000160282
HSF2BP ENSG00000160207.4 0.102829 0.056964 ENSG00000160207
ADIPOR1 ENSG00000159346.8 0.1023 0.059271 ENSG00000159346
AFAP1L1 ENSG00000157510.9 0.101107 0.057647 ENSG00000157510
DHRS4 ENSG00000157326.14 0.211769 0.059914 ENSG00000157326
FCHO2 ENSG00000157107.9 0.108935 0.058002 ENSG00000157107
GBP5 ENSG00000154451.10 0.110806 0.057943 ENSG00000154451
CLGN ENSG00000153132.8 0.103304 0.057526 ENSG00000153132
CACUL1 ENSG00000151893.10 0.127872 0.05841 ENSG00000151893
VENTX ENSG00000151650.7 0.161257 0.070373 ENSG00000151650
CRIM1 ENSG00000150938.5 0.120938 0.064331 ENSG00000150938
C11orf53 ENSG00000150750.6 0.112989 0.059636 ENSG00000150750
RPP30 ENSG00000148688.9 0.128346 0.053972 ENSG00000148688
INPP5E ENSG00000148384.11 0.137622 0.058747 ENSG00000148384
IDI2 ENSG00000148377.5 0.12218 0.05084 ENSG00000148377
IDNK ENSG00000148057.11 0.124445 0.057039 ENSG00000148057
NOM1 ENSG00000146909.3 0.244281 0.066374 ENSG00000146909
ARHGAP26 ENSG00000145819.11 0.122727 0.067261 ENSG00000145819
ADAMTS19 ENSG00000145808.4 0.116591 0.054712 ENSG00000145808
FBXL17 ENSG00000145743.11 0.112955 0.062085 ENSG00000145743
SRD5A1 ENSG00000145545.7 0.109849 0.055251 ENSG00000145545
GOLGA4 ENSG00000144674.12 0.143732 0.065451 ENSG00000144674
POLR2D ENSG00000144231.6 0.20673 0.069769 ENSG00000144231
EPHX1 ENSG00000143819.8 0.113976 0.056935 ENSG00000143819
RPTOR ENSG00000141564.9 0.175527 0.072112 ENSG00000141564
GAS8 ENSG00000141013.10 0.274194 0.07748 ENSG00000141013
SYT16 ENSG00000139973.11 0.224872 0.07894 ENSG00000139973
TSSK4 ENSG00000139908.10 0.102425 0.065486 ENSG00000139908
PHF11 ENSG00000136147.12 0.1201 0.056136 ENSG00000136147
LGR6 ENSG00000133067.13 0.132095 0.069718 ENSG00000133067
WASF3 ENSG00000132970.8 0.147229 0.062079 ENSG00000132970
PCED1A ENSG00000132635.12 0.100197 0.060747 ENSG00000132635
ANKEF1 ENSG00000132623.10 0.266614 0.078108 ENSG00000132623
FBP2 ENSG00000130957.4 0.13696 0.065967 ENSG00000130957
PKDREJ ENSG00000130943.5 0.119433 0.053749 ENSG00000130943
COLGALT1 ENSG00000130309.6 0.227892 0.075423 ENSG00000130309
RPL36 ENSG00000130255.8 0.147502 0.069672 ENSG00000130255
DPP6 ENSG00000130226.12 0.133932 0.062754 ENSG00000130226
TEP1 ENSG00000129566.8 0.16094 0.073937 ENSG00000129566
SPINK2 ENSG00000128040.6 0.116078 0.055953 ENSG00000128040
ABHD8 ENSG00000127220.5 0.152161 0.068705 ENSG00000127220
AHDC1 ENSG00000126705.8 0.12159 0.063525 ENSG00000126705
POLR1B ENSG00000125630.11 0.278263 0.075124 ENSG00000125630
EFNB2 ENSG00000125266.6 0.136985 0.074906 ENSG00000125266
PLA2G12A ENSG00000123739.6 0.115834 0.059367 ENSG00000123739
CHST3 ENSG00000122863.5 0.121348 0.066146 ENSG00000122863
CBX3 ENSG00000122565.14 0.102685 0.056814 ENSG00000122565
WBP4 ENSG00000120688.7 0.15688 0.067166 ENSG00000120688
MTRF1 ENSG00000120662.11 0.137252 0.063111 ENSG00000120662
YIPF4 ENSG00000119820.5 0.113048 0.063744 ENSG00000119820
C2orf40 ENSG00000119147.5 0.18067 0.070331 ENSG00000119147
TCEANC2 ENSG00000116205.6 0.123219 0.053748 ENSG00000116205
REEP6 ENSG00000115255.6 0.10943 0.072394 ENSG00000115255
SPARC ENSG00000113140.6 0.156687 0.071805 ENSG00000113140
NCOA7 ENSG00000111912.14 0.122546 0.059018 ENSG00000111912
ZNF330 ENSG00000109445.6 0.144132 0.062421 ENSG00000109445
ASIC2 ENSG00000108684.10 0.135546 0.072501 ENSG00000108684
TBC1D13 ENSG00000107021.11 0.126937 0.06431 ENSG00000107021
RPS16 ENSG00000105193.4 0.19834 0.060799 ENSG00000105193
WISP1 ENSG00000104415.9 0.105151 0.058839 ENSG00000104415
LONP2 ENSG00000102910.9 0.109066 0.05521 ENSG00000102910
SLC25A15 ENSG00000102743.10 0.127356 0.055731 ENSG00000102743
E2F1 ENSG00000101412.9 0.115688 0.0703 ENSG00000101412
HAO1 ENSG00000101323.4 0.121796 0.06048 ENSG00000101323
FERMT1 ENSG00000101311.11 0.111743 0.062985 ENSG00000101311
TCFL5 ENSG00000101190.8 0.101137 0.055959 ENSG00000101190
NFKBIA ENSG00000100906.6 0.132483 0.064225 ENSG00000100906
PNPLA3 ENSG00000100344.6 0.11471 0.067751 ENSG00000100344
SUN2 ENSG00000100242.11 0.13644 0.060127 ENSG00000100242
DERL3 ENSG00000099958.10 0.135523 0.059284 ENSG00000099958
TLL2 ENSG00000095587.8 0.11023 0.05883 ENSG00000095587
SEC22C ENSG00000093183.9 0.158063 0.06525 ENSG00000093183
PKP1 ENSG00000081277.7 0.193004 0.073519 ENSG00000081277
CACNA1S ENSG00000081248.6 0.141139 0.070118 ENSG00000081248
CHRNA3 ENSG00000080644.11 0.265273 0.06492 ENSG00000080644
RIMS1 ENSG00000079841.14 0.322825 0.066847 ENSG00000079841
MARK3 ENSG00000075413.13 0.136357 0.077176 ENSG00000075413
TMEM38A ENSG00000072954.2 0.165646 0.068519 ENSG00000072954
ACTN1 ENSG00000072110.9 0.109414 0.063612 ENSG00000072110
C16orf80 ENSG00000070761.3 0.11434 0.062664 ENSG00000070761
HOMER3 ENSG00000051128.14 0.193881 0.07887 ENSG00000051128
RRM2B ENSG00000048392.7 0.120942 0.064667 ENSG00000048392
OFD1 ENSG00000046651.10 0.226379 0.084932 ENSG00000046651
SPDL1 ENSG00000040275.12 0.130924 0.063294 ENSG00000040275
RFC1 ENSG00000035928.10 0.12297 0.062148 ENSG00000035928
MIPEP ENSG00000027001.7 0.110342 0.062341 ENSG00000027001
PROM1 ENSG00000007062.7 0.102549 0.051519 ENSG00000007062
BAIAP2L1 ENSG00000006453.9 0.127388 0.068474 ENSG00000006453
TFPI ENSG00000003436.10 0.108594 0.05142 ENSG00000003436
