AssociatedGeneName EnsemblGeneID h2.ArteryTibial se.ArteryTibial ensid
EBLN2 ENSG00000255423.1 0.115758 0.075865 ENSG00000255423
ZBTB2 ENSG00000181472.4 0.119637 0.074389 ENSG00000181472
OGFRL1 ENSG00000119900.7 0.101112 0.065934 ENSG00000119900
NCOA3 ENSG00000124151.14 0.206915 0.086248 ENSG00000124151
ACO1 ENSG00000122729.13 0.163982 0.071981 ENSG00000122729
SLC25A21 ENSG00000183032.6 0.114508 0.064593 ENSG00000183032
NCF2 ENSG00000116701.10 0.178249 0.066197 ENSG00000116701
RNF212 ENSG00000178222.8 0.139348 0.075636 ENSG00000178222
SAMD15 ENSG00000100583.4 0.149809 0.07889 ENSG00000100583
L3MBTL1 ENSG00000185513.10 0.117827 0.07959 ENSG00000185513
DNMT1 ENSG00000130816.10 0.102484 0.061359 ENSG00000130816
KMT2C ENSG00000055609.13 0.193289 0.093005 ENSG00000055609
UBE2W ENSG00000104343.15 0.167441 0.086938 ENSG00000104343
FAM63B ENSG00000128923.6 0.152615 0.083764 ENSG00000128923
POLR3G ENSG00000113356.6 0.134908 0.066504 ENSG00000113356
CHN1 ENSG00000128656.9 0.118132 0.066297 ENSG00000128656
FBXL3 ENSG00000005812.6 0.169609 0.07281 ENSG00000005812
ZNF573 ENSG00000189144.9 0.102865 0.0743 ENSG00000189144
OSBPL2 ENSG00000130703.11 0.222835 0.091887 ENSG00000130703
CACNG8 ENSG00000142408.2 0.240685 0.09581 ENSG00000142408
TBX4 ENSG00000121075.5 0.135312 0.07591 ENSG00000121075
USP49 ENSG00000164663.9 0.141853 0.078165 ENSG00000164663
SLC2A9 ENSG00000109667.7 0.147885 0.062393 ENSG00000109667
PLEKHA6 ENSG00000143850.8 0.14086 0.07655 ENSG00000143850
TCF7 ENSG00000081059.15 0.154845 0.074987 ENSG00000081059
RSPH10B2 ENSG00000169402.11 0.107024 0.069433 ENSG00000169402
AC007405.2 ENSG00000222033.1 0.200269 0.074602 ENSG00000222033
LONP1 ENSG00000196365.7 0.104486 0.070715 ENSG00000196365
TCTN2 ENSG00000168778.7 0.119067 0.057123 ENSG00000168778
C9orf117 ENSG00000160401.10 0.135172 0.081653 ENSG00000160401
TMEM173 ENSG00000184584.8 0.147743 0.075657 ENSG00000184584
SNAP25 ENSG00000132639.8 0.30778 0.091847 ENSG00000132639
SYCE1L ENSG00000205078.5 0.164527 0.074795 ENSG00000205078
NGFR ENSG00000064300.4 0.131364 0.077395 ENSG00000064300
ITGBL1 ENSG00000198542.9 0.112336 0.069737 ENSG00000198542
GAS6 ENSG00000183087.9 0.11522 0.065243 ENSG00000183087
CNGA3 ENSG00000144191.7 0.105071 0.070727 ENSG00000144191
TMIGD2 ENSG00000167664.4 0.101016 0.070082 ENSG00000167664
SIRT3 ENSG00000142082.10 0.151028 0.068975 ENSG00000142082
PBRM1 ENSG00000163939.14 0.121755 0.061175 ENSG00000163939
TMEM161A ENSG00000064545.10 0.107005 0.067553 ENSG00000064545
NEURL1B ENSG00000214357.4 0.197705 0.088722 ENSG00000214357
KLHL13 ENSG00000003096.9 0.114528 0.082816 ENSG00000003096
POPDC3 ENSG00000132429.5 0.101856 0.068307 ENSG00000132429
SPOCK2 ENSG00000107742.8 0.134555 0.070342 ENSG00000107742
SRRM4 ENSG00000139767.4 0.128581 0.082392 ENSG00000139767
CLDN17 ENSG00000156282.3 0.125035 0.07154 ENSG00000156282
HFM1 ENSG00000162669.11 0.308917 0.084406 ENSG00000162669
LRRK2 ENSG00000188906.9 0.158968 0.07029 ENSG00000188906
EFNA5 ENSG00000184349.8 0.140665 0.068154 ENSG00000184349
DISP1 ENSG00000154309.7 0.128634 0.067459 ENSG00000154309
RAD9B ENSG00000151164.14 0.113725 0.068908 ENSG00000151164
KCNJ11 ENSG00000187486.5 0.165552 0.074352 ENSG00000187486
KIFAP3 ENSG00000075945.8 0.11767 0.065033 ENSG00000075945
ETV3 ENSG00000117036.7 0.11468 0.080249 ENSG00000117036
ENO3 ENSG00000108515.13 0.102731 0.070394 ENSG00000108515
RNMTL1 ENSG00000171861.6 0.102049 0.078456 ENSG00000171861
KDM5D ENSG00000012817.11 0.182972 0.084586 ENSG00000012817
PLA2G2D ENSG00000117215.10 0.118256 0.070142 ENSG00000117215
PLEKHO2 ENSG00000241839.5 0.313413 0.085072 ENSG00000241839
TLE1 ENSG00000196781.9 0.115357 0.065419 ENSG00000196781
DUOX2 ENSG00000140279.8 0.170551 0.072246 ENSG00000140279
ZFYVE19 ENSG00000166140.13 0.135742 0.059388 ENSG00000166140
TPBG ENSG00000146242.5 0.104227 0.056241 ENSG00000146242
TOR3A ENSG00000186283.9 0.11655 0.056665 ENSG00000186283
RHOC ENSG00000155366.11 0.134961 0.07237 ENSG00000155366
SLC35F4 ENSG00000151812.10 0.138755 0.079162 ENSG00000151812
MAP7 ENSG00000135525.14 0.228204 0.076635 ENSG00000135525
MED24 ENSG00000008838.13 0.167524 0.068147 ENSG00000008838
SLC44A5 ENSG00000137968.12 0.302878 0.077207 ENSG00000137968
LRRC4B ENSG00000131409.8 0.151851 0.0808 ENSG00000131409
APBA3 ENSG00000011132.7 0.181452 0.088767 ENSG00000011132
LYPD6 ENSG00000187123.10 0.114237 0.074386 ENSG00000187123
KIAA1211 ENSG00000109265.8 0.11939 0.074936 ENSG00000109265
RAB2B ENSG00000129472.8 0.101705 0.079021 ENSG00000129472
CATSPERD ENSG00000174898.11 0.192889 0.086207 ENSG00000174898
RPSAP58 ENSG00000205246.4 0.148342 0.086571 ENSG00000205246
ABCD3 ENSG00000117528.7 0.100359 0.066632 ENSG00000117528
SHC4 ENSG00000185634.7 0.11272 0.071085 ENSG00000185634
TPM1 ENSG00000140416.15 0.142241 0.075993 ENSG00000140416
C1orf100 ENSG00000173728.6 0.102868 0.074485 ENSG00000173728
SLC2A1 ENSG00000117394.15 0.104521 0.060891 ENSG00000117394
DSP ENSG00000096696.9 0.108349 0.07283 ENSG00000096696
RPS21 ENSG00000171858.13 0.131997 0.075184 ENSG00000171858
PSMD7 ENSG00000103035.6 0.143747 0.083125 ENSG00000103035
NSUN7 ENSG00000179299.12 0.102509 0.066572 ENSG00000179299
PDX1 ENSG00000139515.5 0.111884 0.077929 ENSG00000139515
KCTD17 ENSG00000100379.13 0.108412 0.074554 ENSG00000100379
PID1 ENSG00000153823.14 0.105996 0.061161 ENSG00000153823
STK33 ENSG00000130413.11 0.320596 0.08266 ENSG00000130413
GAD2 ENSG00000136750.7 0.111967 0.069258 ENSG00000136750
NELL2 ENSG00000184613.6 0.260673 0.0705 ENSG00000184613
LIPH ENSG00000163898.5 0.113429 0.069231 ENSG00000163898
COTL1 ENSG00000103187.6 0.129187 0.088714 ENSG00000103187
DHRS4L2 ENSG00000187630.10 0.117555 0.052636 ENSG00000187630
PPP1R3A ENSG00000154415.3 0.35167 0.0853 ENSG00000154415
WDR72 ENSG00000166415.10 0.375325 0.08272 ENSG00000166415
PBX1 ENSG00000185630.13 0.13054 0.070346 ENSG00000185630
GRB2 ENSG00000177885.9 0.107671 0.069021 ENSG00000177885
TMEM178B ENSG00000261115.1 0.148526 0.069457 ENSG00000261115
GPC6 ENSG00000183098.6 0.240122 0.083364 ENSG00000183098
PCGF2 ENSG00000056661.9 0.237926 0.084602 ENSG00000056661
TSLP ENSG00000145777.10 0.274025 0.075122 ENSG00000145777
RPE65 ENSG00000116745.6 0.12041 0.06627 ENSG00000116745
TAF13 ENSG00000197780.5 0.168714 0.08674 ENSG00000197780
TRNT1 ENSG00000072756.12 0.138472 0.064313 ENSG00000072756
PRRG2 ENSG00000126460.6 0.118262 0.064346 ENSG00000126460
ESRRB ENSG00000119715.10 0.103347 0.061637 ENSG00000119715
ZNF503 ENSG00000165655.14 0.112224 0.064092 ENSG00000165655
DUS3L ENSG00000141994.11 0.121159 0.078204 ENSG00000141994
C5orf24 ENSG00000181904.8 0.171543 0.073741 ENSG00000181904
PLA2R1 ENSG00000153246.7 0.126888 0.071098 ENSG00000153246
CRMP1 ENSG00000072832.10 0.146799 0.079371 ENSG00000072832
DKKL1 ENSG00000104901.2 0.167562 0.075677 ENSG00000104901
ZNF415 ENSG00000170954.7 0.197936 0.085249 ENSG00000170954
CCDC36 ENSG00000173421.12 0.125462 0.061817 ENSG00000173421
SNPH ENSG00000101298.9 0.125143 0.084954 ENSG00000101298
CTSH ENSG00000103811.11 0.142619 0.073043 ENSG00000103811
NOP16 ENSG00000048162.15 0.130798 0.07414 ENSG00000048162
DYNC1LI1 ENSG00000144635.4 0.103461 0.060595 ENSG00000144635
ZC3H3 ENSG00000014164.6 0.168271 0.067893 ENSG00000014164
STOML1 ENSG00000067221.9 0.107516 0.061167 ENSG00000067221
MAN2B2 ENSG00000013288.4 0.139181 0.080134 ENSG00000013288
RTN4IP1 ENSG00000130347.8 0.109197 0.069264 ENSG00000130347
DUOX1 ENSG00000137857.13 0.141196 0.067844 ENSG00000137857
MCAT ENSG00000100294.7 0.102822 0.069329 ENSG00000100294
RHOB ENSG00000143878.8 0.100413 0.060187 ENSG00000143878
PRDM6 ENSG00000061455.9 0.114951 0.067261 ENSG00000061455
TSTD2 ENSG00000136925.10 0.11184 0.070302 ENSG00000136925
LRP5 ENSG00000162337.7 0.156571 0.075208 ENSG00000162337
C12orf36 ENSG00000180861.5 0.120988 0.074907 ENSG00000180861
KIR3DX1 ENSG00000104970.6 0.134729 0.083172 ENSG00000104970
CRIPAK ENSG00000179979.7 0.114894 0.064985 ENSG00000179979
AMOTL2 ENSG00000114019.10 0.150528 0.077156 ENSG00000114019
ZZEF1 ENSG00000074755.10 0.180023 0.084839 ENSG00000074755
GRB14 ENSG00000115290.5 0.120802 0.061825 ENSG00000115290
ALDOB ENSG00000136872.12 0.284907 0.08768 ENSG00000136872
IL18R1 ENSG00000115604.6 0.12976 0.059683 ENSG00000115604
BIRC5 ENSG00000089685.10 0.238505 0.083588 ENSG00000089685
ZC3H8 ENSG00000144161.7 0.110343 0.06298 ENSG00000144161
DCDC2C ENSG00000214866.3 0.138431 0.070836 ENSG00000214866
RHOJ ENSG00000126785.8 0.142212 0.06854 ENSG00000126785
ZNF860 ENSG00000197385.5 0.15515 0.080049 ENSG00000197385
ROMO1 ENSG00000125995.11 0.104731 0.064249 ENSG00000125995
RAB27A ENSG00000069974.11 0.103112 0.067014 ENSG00000069974
MRPL43 ENSG00000055950.12 0.228862 0.083342 ENSG00000055950
PCDHB3 ENSG00000113205.2 0.157867 0.072748 ENSG00000113205
LRRC69 ENSG00000214954.4 0.114515 0.07221 ENSG00000214954
HPSE2 ENSG00000172987.8 0.197707 0.084822 ENSG00000172987
C12orf55 ENSG00000188596.4 0.100198 0.067741 ENSG00000188596
AKAP11 ENSG00000023516.7 0.120803 0.065515 ENSG00000023516
PRPF4 ENSG00000136875.8 0.110567 0.069934 ENSG00000136875
DDHD2 ENSG00000085788.9 0.110109 0.076603 ENSG00000085788
PRSS35 ENSG00000146250.5 0.121089 0.067582 ENSG00000146250
ST3GAL6 ENSG00000064225.8 0.105102 0.063262 ENSG00000064225
IFIT5 ENSG00000152778.7 0.111527 0.065859 ENSG00000152778
DDX1 ENSG00000079785.10 0.110307 0.069052 ENSG00000079785
FEM1C ENSG00000145780.6 0.103401 0.069796 ENSG00000145780
ZNF773 ENSG00000152439.8 0.116779 0.074061 ENSG00000152439
RNF220 ENSG00000187147.13 0.100917 0.060646 ENSG00000187147
TRAPPC8 ENSG00000153339.9 0.158452 0.087621 ENSG00000153339
USP3 ENSG00000140455.12 0.145063 0.075298 ENSG00000140455
NHSL1 ENSG00000135540.7 0.104877 0.073553 ENSG00000135540
LGMN ENSG00000100600.10 0.112257 0.068927 ENSG00000100600
CCDC122 ENSG00000151773.8 0.242933 0.076274 ENSG00000151773
SERBP1 ENSG00000142864.10 0.12799 0.073735 ENSG00000142864
EYA4 ENSG00000112319.13 0.176611 0.083722 ENSG00000112319
GNG4 ENSG00000168243.6 0.10687 0.063253 ENSG00000168243
C3orf38 ENSG00000179021.5 0.127941 0.068085 ENSG00000179021
C10orf11 ENSG00000148655.10 0.189653 0.066631 ENSG00000148655
MRPS10 ENSG00000048544.5 0.171368 0.079427 ENSG00000048544
C2orf82 ENSG00000182600.5 0.125714 0.074121 ENSG00000182600
MIA ENSG00000261857.2 0.116821 0.064754 ENSG00000261857
RHOD ENSG00000173156.2 0.120553 0.074466 ENSG00000173156
DNLZ ENSG00000213221.4 0.11815 0.06134 ENSG00000213221
CINP ENSG00000100865.10 0.110097 0.067191 ENSG00000100865
HEBP2 ENSG00000051620.6 0.156118 0.067247 ENSG00000051620
ME1 ENSG00000065833.7 0.112527 0.058204 ENSG00000065833
RIOK3 ENSG00000101782.10 0.103276 0.075255 ENSG00000101782
SOD3 ENSG00000109610.5 0.148225 0.087218 ENSG00000109610
MX2 ENSG00000183486.8 0.165529 0.075145 ENSG00000183486
GBF1 ENSG00000107862.4 0.116118 0.067921 ENSG00000107862
MRPL18 ENSG00000112110.5 0.131893 0.064724 ENSG00000112110
FAM76B ENSG00000077458.8 0.101589 0.068062 ENSG00000077458
CTB-129P6.11 ENSG00000267114.1 0.111191 0.077862 ENSG00000267114
HOXA2 ENSG00000105996.5 0.115859 0.067832 ENSG00000105996
ANKRD50 ENSG00000151458.7 0.117657 0.063537 ENSG00000151458
A1BG ENSG00000121410.7 0.242804 0.079651 ENSG00000121410
CLEC12A ENSG00000172322.9 0.116144 0.072233 ENSG00000172322
MEFV ENSG00000103313.7 0.179532 0.079152 ENSG00000103313
CENPQ ENSG00000031691.6 0.189641 0.065488 ENSG00000031691
BTBD10 ENSG00000148925.6 0.101984 0.06243 ENSG00000148925
INSC ENSG00000188487.7 0.107162 0.060956 ENSG00000188487
BTBD3 ENSG00000132640.10 0.102518 0.062204 ENSG00000132640
RHBDL1 ENSG00000103269.9 0.100482 0.067022 ENSG00000103269
LHX1 ENSG00000132130.7 0.123817 0.072487 ENSG00000132130
PDIA2 ENSG00000185615.11 0.102407 0.060083 ENSG00000185615
YPEL2 ENSG00000175155.4 0.145251 0.090504 ENSG00000175155
PXDNL ENSG00000147485.8 0.149502 0.0681 ENSG00000147485
PNPLA5 ENSG00000100341.7 0.224393 0.089331 ENSG00000100341
LBR ENSG00000143815.10 0.202219 0.073883 ENSG00000143815
EXTL3 ENSG00000012232.4 0.149624 0.083478 ENSG00000012232
ABCB4 ENSG00000005471.11 0.13949 0.068636 ENSG00000005471
PKD1L2 ENSG00000269323.1 0.273574 0.088885 ENSG00000269323
AC117395.1 ENSG00000268175.1 0.151361 0.080699 ENSG00000268175
MYO15B ENSG00000266714.2 0.186249 0.08121 ENSG00000266714
C1QTNF1-AS1 ENSG00000265096.1 0.118147 0.062761 ENSG00000265096
GOLGA8H ENSG00000261794.1 0.115629 0.068891 ENSG00000261794
TUBB3 ENSG00000258947.2 0.105261 0.060851 ENSG00000258947
LINC00346 ENSG00000255874.1 0.240037 0.091812 ENSG00000255874
RP11-1026M7.2 ENSG00000249109.1 0.112269 0.068354 ENSG00000249109
MUSTN1 ENSG00000243696.3 0.104882 0.057421 ENSG00000243696
GVQW1 ENSG00000241043.1 0.151534 0.073492 ENSG00000241043
SHISA9 ENSG00000237515.6 0.144575 0.081204 ENSG00000237515
LCE6A ENSG00000235942.2 0.107462 0.075308 ENSG00000235942
ANKRD34C ENSG00000235711.3 0.13157 0.07946 ENSG00000235711
PROB1 ENSG00000228672.2 0.103386 0.060303 ENSG00000228672
ZNF717 ENSG00000227124.4 0.162823 0.07325 ENSG00000227124
C4B ENSG00000224389.4 0.107076 0.072379 ENSG00000224389
AC062017.1 ENSG00000222020.2 0.104139 0.064927 ENSG00000222020
KRTAP1-5 ENSG00000221852.4 0.135384 0.077544 ENSG00000221852
AC008060.7 ENSG00000218672.1 0.109057 0.080373 ENSG00000218672
LL22NC03-75H12.2 ENSG00000218357.3 0.104115 0.075063 ENSG00000218357
HMX1 ENSG00000215612.5 0.102336 0.07359 ENSG00000215612
AP005482.1 ENSG00000215527.2 0.119062 0.076306 ENSG00000215527
UBE2QL1 ENSG00000215218.3 0.116759 0.068488 ENSG00000215218
COL28A1 ENSG00000215018.5 0.166447 0.069792 ENSG00000215018
EMP2 ENSG00000213853.5 0.208646 0.094206 ENSG00000213853
VDAC1 ENSG00000213585.6 0.100673 0.067575 ENSG00000213585
KRTAP4-9 ENSG00000212722.6 0.106393 0.066592 ENSG00000212722
TSN ENSG00000211460.7 0.10281 0.072076 ENSG00000211460
IZUMO3 ENSG00000205442.8 0.118596 0.068285 ENSG00000205442
MT1H ENSG00000205358.3 0.119014 0.077853 ENSG00000205358
C1orf95 ENSG00000203685.5 0.129718 0.075209 ENSG00000203685
EFCAB2 ENSG00000203666.8 0.122055 0.064974 ENSG00000203666
ZNF525 ENSG00000203326.5 0.116525 0.080017 ENSG00000203326
TBKBP1 ENSG00000198933.5 0.124615 0.061983 ENSG00000198933
KIAA1737 ENSG00000198894.3 0.137761 0.074493 ENSG00000198894
SCAMP5 ENSG00000198794.7 0.18763 0.065527 ENSG00000198794
CDC42BPB ENSG00000198752.5 0.131324 0.080224 ENSG00000198752
ZNF536 ENSG00000198597.4 0.227541 0.087195 ENSG00000198597
ZNF544 ENSG00000198131.9 0.103449 0.058085 ENSG00000198131
SULT1C4 ENSG00000198075.5 0.101518 0.06302 ENSG00000198075
LYPD2 ENSG00000197353.3 0.149106 0.078594 ENSG00000197353
SVIL ENSG00000197321.10 0.140424 0.076262 ENSG00000197321
ZFP62 ENSG00000196670.9 0.127679 0.07463 ENSG00000196670
RP11-113D6.10 ENSG00000189332.4 0.102286 0.065153 ENSG00000189332
ZNF567 ENSG00000189042.9 0.152038 0.078061 ENSG00000189042
NELFB ENSG00000188986.4 0.148811 0.079797 ENSG00000188986
PRKAR1B ENSG00000188191.10 0.174237 0.08089 ENSG00000188191
LCN10 ENSG00000187922.9 0.149671 0.082937 ENSG00000187922
SHISA7 ENSG00000187902.7 0.125739 0.071876 ENSG00000187902
ADH1A ENSG00000187758.3 0.139756 0.073368 ENSG00000187758
LCE2A ENSG00000187173.3 0.182609 0.077858 ENSG00000187173
SOWAHB ENSG00000186212.2 0.540826 0.076934 ENSG00000186212
ZBTB6 ENSG00000186130.4 0.140907 0.061882 ENSG00000186130
GRK1 ENSG00000185974.6 0.116272 0.06547 ENSG00000185974
ANKFY1 ENSG00000185722.12 0.150103 0.074349 ENSG00000185722
KCTD8 ENSG00000183783.6 0.101992 0.071707 ENSG00000183783
C11orf88 ENSG00000183644.9 0.117745 0.064851 ENSG00000183644
RIPK4 ENSG00000183421.7 0.107329 0.063968 ENSG00000183421
PLGLB1 ENSG00000183281.10 0.100677 0.063679 ENSG00000183281
SLC9A9 ENSG00000181804.10 0.15487 0.078755 ENSG00000181804
AMIGO1 ENSG00000181754.6 0.121455 0.075474 ENSG00000181754
ZNF443 ENSG00000180855.11 0.132594 0.070786 ENSG00000180855
HOXC9 ENSG00000180806.4 0.202122 0.085517 ENSG00000180806
NRXN1 ENSG00000179915.16 0.228909 0.087846 ENSG00000179915
LACC1 ENSG00000179630.6 0.171566 0.079165 ENSG00000179630
SEPW1 ENSG00000178980.10 0.174342 0.082662 ENSG00000178980
STAP2 ENSG00000178078.7 0.456182 0.083949 ENSG00000178078
C2orf73 ENSG00000177994.11 0.123599 0.079374 ENSG00000177994
NIM1 ENSG00000177453.3 0.109675 0.063831 ENSG00000177453
CASKIN2 ENSG00000177303.5 0.113555 0.072009 ENSG00000177303
EID2B ENSG00000176401.5 0.135044 0.079785 ENSG00000176401
CRLF3 ENSG00000176390.10 0.111564 0.068002 ENSG00000176390
JAKMIP2 ENSG00000176049.11 0.109148 0.070294 ENSG00000176049
ZDHHC21 ENSG00000175893.6 0.124745 0.072088 ENSG00000175893
ERCC4 ENSG00000175595.10 0.136427 0.077615 ENSG00000175595
PAAF1 ENSG00000175575.8 0.125806 0.07089 ENSG00000175575
GAL3ST3 ENSG00000175229.6 0.180255 0.081563 ENSG00000175229
ZIC4 ENSG00000174963.13 0.105698 0.058502 ENSG00000174963
SLC29A2 ENSG00000174669.7 0.114742 0.077086 ENSG00000174669
ZNF497 ENSG00000174586.6 0.197529 0.070122 ENSG00000174586
CTSF ENSG00000174080.6 0.128324 0.072329 ENSG00000174080
RNASE11 ENSG00000173464.9 0.143655 0.081588 ENSG00000173464
SYT12 ENSG00000173227.9 0.382395 0.095911 ENSG00000173227
HSPA6 ENSG00000173110.6 0.111749 0.065936 ENSG00000173110
FNDC9 ENSG00000172568.4 0.38523 0.087269 ENSG00000172568
SNTB1 ENSG00000172164.9 0.101753 0.056534 ENSG00000172164
FRMD5 ENSG00000171877.15 0.196547 0.093552 ENSG00000171877
FBXL14 ENSG00000171823.6 0.11055 0.067562 ENSG00000171823
VAT1L ENSG00000171724.2 0.246139 0.092119 ENSG00000171724
COL24A1 ENSG00000171502.10 0.460212 0.081766 ENSG00000171502
SCAND1 ENSG00000171222.6 0.133312 0.070188 ENSG00000171222
INSR ENSG00000171105.9 0.108109 0.075042 ENSG00000171105
PDGFD ENSG00000170962.8 0.100122 0.059112 ENSG00000170962
FAM71B ENSG00000170613.4 0.131003 0.067971 ENSG00000170613
KRT78 ENSG00000170423.8 0.167388 0.076689 ENSG00000170423
NSG2 ENSG00000170091.6 0.170584 0.081613 ENSG00000170091
DTWD2 ENSG00000169570.5 0.135305 0.077932 ENSG00000169570
UPF3A ENSG00000169062.10 0.146702 0.064867 ENSG00000169062
KCNV2 ENSG00000168263.8 0.221727 0.093887 ENSG00000168263
PLIN4 ENSG00000167676.3 0.119938 0.071682 ENSG00000167676
TMC4 ENSG00000167608.7 0.135239 0.090691 ENSG00000167608
TMPRSS5 ENSG00000166682.6 0.101553 0.066223 ENSG00000166682
TVP23A ENSG00000166676.10 0.122116 0.067243 ENSG00000166676
TMED3 ENSG00000166557.8 0.121795 0.073048 ENSG00000166557
PRTG ENSG00000166450.8 0.245306 0.070693 ENSG00000166450
USP54 ENSG00000166348.13 0.125822 0.072371 ENSG00000166348
STXBP4 ENSG00000166263.9 0.151385 0.074153 ENSG00000166263
C1QL3 ENSG00000165985.8 0.119042 0.068323 ENSG00000165985
ZNF22 ENSG00000165512.4 0.187401 0.072693 ENSG00000165512
ZNF488 ENSG00000165388.8 0.112046 0.058791 ENSG00000165388
SYK ENSG00000165025.10 0.138571 0.086028 ENSG00000165025
DIRAS2 ENSG00000165023.5 0.104633 0.088812 ENSG00000165023
C6orf195 ENSG00000164385.5 0.164578 0.078845 ENSG00000164385
ANKRA2 ENSG00000164331.5 0.116323 0.067896 ENSG00000164331
TMEM41A ENSG00000163900.6 0.170799 0.082392 ENSG00000163900
NMNAT3 ENSG00000163864.10 0.188686 0.076172 ENSG00000163864
UCN ENSG00000163794.6 0.108614 0.061675 ENSG00000163794
CD200R1 ENSG00000163606.6 0.135262 0.067045 ENSG00000163606
PPP4R2 ENSG00000163605.10 0.129001 0.071692 ENSG00000163605
LMOD3 ENSG00000163380.11 0.220393 0.085045 ENSG00000163380
EOGT ENSG00000163378.9 0.111233 0.066508 ENSG00000163378
NOSTRIN ENSG00000163072.10 0.120627 0.071265 ENSG00000163072
NCSTN ENSG00000162736.11 0.134298 0.070684 ENSG00000162736
KCNT2 ENSG00000162687.11 0.104844 0.061234 ENSG00000162687
ACOX1 ENSG00000161533.7 0.169944 0.087001 ENSG00000161533
ADAR ENSG00000160710.11 0.12246 0.064559 ENSG00000160710
NPR2 ENSG00000159899.10 0.156031 0.072438 ENSG00000159899
PIP ENSG00000159763.3 0.117492 0.064931 ENSG00000159763
SLC5A11 ENSG00000158865.8 0.123996 0.062715 ENSG00000158865
PLA2G2F ENSG00000158786.4 0.130405 0.069187 ENSG00000158786
TMED4 ENSG00000158604.10 0.103179 0.068053 ENSG00000158604
TSPAN33 ENSG00000158457.4 0.113665 0.060669 ENSG00000158457
WDR66 ENSG00000158023.5 0.175313 0.071026 ENSG00000158023
AGAP1 ENSG00000157985.12 0.155259 0.076279 ENSG00000157985
DHRS4 ENSG00000157326.14 0.103616 0.056093 ENSG00000157326
ATP2B2 ENSG00000157087.12 0.118121 0.071431 ENSG00000157087
COX6A2 ENSG00000156885.4 0.132518 0.073345 ENSG00000156885
PPARGC1B ENSG00000155846.12 0.179868 0.082328 ENSG00000155846
EPHB1 ENSG00000154928.12 0.116038 0.071473 ENSG00000154928
MSI2 ENSG00000153944.6 0.101276 0.074153 ENSG00000153944
ANKFN1 ENSG00000153930.6 0.12281 0.078405 ENSG00000153930
ADPRHL1 ENSG00000153531.8 0.100213 0.070984 ENSG00000153531
ASAP1 ENSG00000153317.10 0.104809 0.065771 ENSG00000153317
CNTNAP4 ENSG00000152910.14 0.164287 0.065359 ENSG00000152910
GFRA1 ENSG00000151892.10 0.197641 0.086446 ENSG00000151892
CNDP1 ENSG00000150656.10 0.272583 0.092351 ENSG00000150656
ARID5B ENSG00000150347.10 0.100911 0.068187 ENSG00000150347
NCAM1 ENSG00000149294.12 0.133075 0.068711 ENSG00000149294
NOM1 ENSG00000146909.3 0.116167 0.066396 ENSG00000146909
SLC2A12 ENSG00000146411.5 0.157879 0.080342 ENSG00000146411
MLIP ENSG00000146147.10 0.164973 0.064432 ENSG00000146147
RASGEF1C ENSG00000146090.11 0.117982 0.068697 ENSG00000146090
C1QTNF2 ENSG00000145861.7 0.235325 0.079502 ENSG00000145861
FBXL17 ENSG00000145743.11 0.120025 0.06632 ENSG00000145743
MPC2 ENSG00000143158.6 0.101293 0.074481 ENSG00000143158
TIPRL ENSG00000143155.8 0.106861 0.075643 ENSG00000143155
ALDH9A1 ENSG00000143149.8 0.276702 0.08332 ENSG00000143149
ATHL1 ENSG00000142102.11 0.191195 0.083134 ENSG00000142102
MEP1B ENSG00000141434.7 0.127666 0.081622 ENSG00000141434
NOB1 ENSG00000141101.8 0.120832 0.06662 ENSG00000141101
MYOCD ENSG00000141052.13 0.136449 0.08411 ENSG00000141052
GRTP1 ENSG00000139835.9 0.103004 0.064368 ENSG00000139835
CD27 ENSG00000139193.3 0.14276 0.078932 ENSG00000139193
FAM13A ENSG00000138640.10 0.133067 0.074174 ENSG00000138640
OLA1 ENSG00000138430.11 0.149038 0.074837 ENSG00000138430
STAT4 ENSG00000138378.13 0.101404 0.061882 ENSG00000138378
ATRAID ENSG00000138085.12 0.101666 0.064268 ENSG00000138085
RTCA ENSG00000137996.8 0.105036 0.056468 ENSG00000137996
DNASE2B ENSG00000137976.7 0.146003 0.069223 ENSG00000137976
RSL24D1 ENSG00000137876.5 0.104007 0.066976 ENSG00000137876
NARS2 ENSG00000137513.5 0.113422 0.068251 ENSG00000137513
GMPR ENSG00000137198.5 0.125921 0.062431 ENSG00000137198
PLAA ENSG00000137055.10 0.104798 0.073413 ENSG00000137055
KIF12 ENSG00000136883.8 0.10446 0.074402 ENSG00000136883
FAIM2 ENSG00000135472.4 0.119179 0.069911 ENSG00000135472
GLS2 ENSG00000135423.8 0.129974 0.083886 ENSG00000135423
CYP2J2 ENSG00000134716.5 0.161376 0.075968 ENSG00000134716
CABLES1 ENSG00000134508.8 0.168463 0.086502 ENSG00000134508
WDR74 ENSG00000133316.11 0.143739 0.068036 ENSG00000133316
TMCC2 ENSG00000133069.10 0.274637 0.080584 ENSG00000133069
RGS22 ENSG00000132554.15 0.10689 0.070313 ENSG00000132554
TBC1D14 ENSG00000132405.14 0.115767 0.08775 ENSG00000132405
RTBDN ENSG00000132026.9 0.10549 0.071781 ENSG00000132026
G6PC ENSG00000131482.5 0.11739 0.069766 ENSG00000131482
GINS2 ENSG00000131153.4 0.114542 0.085586 ENSG00000131153
EPS8L1 ENSG00000131037.10 0.222931 0.100325 ENSG00000131037
