AssociatedGeneName EnsemblGeneID h2.NerveTibial se.NerveTibial ensid
TEPP ENSG00000159648.7 0.442898 0.088234 ENSG00000159648
MFSD4 ENSG00000174514.8 0.100585 0.068661 ENSG00000174514
C19orf55 ENSG00000167595.10 0.103399 0.073119 ENSG00000167595
CAPN8 ENSG00000203697.7 0.130198 0.069876 ENSG00000203697
FAM153B ENSG00000182230.7 0.115434 0.072118 ENSG00000182230
MPPED2 ENSG00000066382.12 0.13114 0.062777 ENSG00000066382
CACNA2D3 ENSG00000157445.10 0.126089 0.083712 ENSG00000157445
DDX59 ENSG00000118197.9 0.133414 0.079623 ENSG00000118197
ATP13A3 ENSG00000133657.10 0.116697 0.072678 ENSG00000133657
OR7A5 ENSG00000188269.4 0.351082 0.095405 ENSG00000188269
S100P ENSG00000163993.6 0.106737 0.089004 ENSG00000163993
LUZP2 ENSG00000187398.7 0.156156 0.08932 ENSG00000187398
C1orf63 ENSG00000117616.13 0.127462 0.090189 ENSG00000117616
SMIM15 ENSG00000188725.3 0.105788 0.077428 ENSG00000188725
SIGLEC11 ENSG00000161640.11 0.108776 0.076436 ENSG00000161640
WDR75 ENSG00000115368.5 0.169357 0.070887 ENSG00000115368
LPAR3 ENSG00000171517.5 0.100339 0.066128 ENSG00000171517
AES ENSG00000104964.10 0.26582 0.096651 ENSG00000104964
SNAI3 ENSG00000185669.5 0.109684 0.080406 ENSG00000185669
TSPO ENSG00000100300.13 0.139298 0.081637 ENSG00000100300
GLOD4 ENSG00000167699.9 0.21331 0.096626 ENSG00000167699
CCDC180 ENSG00000197816.9 0.144916 0.088352 ENSG00000197816
PXK ENSG00000168297.11 0.227787 0.083222 ENSG00000168297
ATP1A2 ENSG00000018625.10 0.11528 0.075163 ENSG00000018625
CAPN10 ENSG00000142330.15 0.151114 0.072094 ENSG00000142330
HSPA13 ENSG00000155304.4 0.134382 0.080782 ENSG00000155304
UPB1 ENSG00000100024.10 0.173294 0.073935 ENSG00000100024
TDRD5 ENSG00000162782.11 0.31371 0.086039 ENSG00000162782
MARCH4 ENSG00000144583.4 0.101315 0.075527 ENSG00000144583
APOC1 ENSG00000130208.5 0.129134 0.08846 ENSG00000130208
CHDH ENSG00000016391.5 0.127721 0.071093 ENSG00000016391
CPEB2 ENSG00000137449.11 0.14443 0.074384 ENSG00000137449
MBOAT2 ENSG00000143797.7 0.135586 0.076585 ENSG00000143797
GGH ENSG00000137563.7 0.188859 0.078683 ENSG00000137563
MUT ENSG00000146085.7 0.305385 0.08425 ENSG00000146085
DHTKD1 ENSG00000181192.7 0.110396 0.081325 ENSG00000181192
SLC35G5 ENSG00000177710.5 0.149641 0.086627 ENSG00000177710
ALDH16A1 ENSG00000161618.5 0.51962 0.090206 ENSG00000161618
ANXA3 ENSG00000138772.8 0.310842 0.078144 ENSG00000138772
SEL1L3 ENSG00000091490.6 0.11643 0.087714 ENSG00000091490
SPIRE2 ENSG00000204991.6 0.484767 0.081651 ENSG00000204991
PRDX2 ENSG00000167815.7 0.180653 0.083083 ENSG00000167815
PTCH1 ENSG00000185920.11 0.125258 0.074327 ENSG00000185920
STX5 ENSG00000162236.7 0.14193 0.07406 ENSG00000162236
ANO5 ENSG00000171714.10 0.502912 0.082058 ENSG00000171714
OBSCN ENSG00000154358.15 0.181608 0.079484 ENSG00000154358
TTC4 ENSG00000243725.2 0.125668 0.076993 ENSG00000243725
NOC2L ENSG00000188976.6 0.154094 0.072696 ENSG00000188976
POC1A ENSG00000164087.3 0.153669 0.076791 ENSG00000164087
ANKMY2 ENSG00000106524.4 0.166872 0.080961 ENSG00000106524
CTU2 ENSG00000174177.8 0.144754 0.081393 ENSG00000174177
AQP3 ENSG00000165272.10 0.251347 0.084691 ENSG00000165272
LIG1 ENSG00000105486.9 0.101582 0.075167 ENSG00000105486
ESAM ENSG00000149564.7 0.226788 0.091429 ENSG00000149564
PPA1 ENSG00000180817.6 0.101969 0.092535 ENSG00000180817
ANKRD13C ENSG00000118454.8 0.115209 0.064137 ENSG00000118454
ACOT8 ENSG00000101473.12 0.145574 0.094049 ENSG00000101473
RPL8 ENSG00000161016.11 0.121586 0.068037 ENSG00000161016
CCDC169 ENSG00000242715.3 0.21909 0.086291 ENSG00000242715
TXNDC15 ENSG00000113621.10 0.120769 0.080961 ENSG00000113621
GSN ENSG00000148180.12 0.11662 0.082902 ENSG00000148180
MRAP2 ENSG00000135324.5 0.230624 0.084809 ENSG00000135324
EPB41L4A ENSG00000129595.8 0.137998 0.068257 ENSG00000129595
AADAT ENSG00000109576.9 0.10483 0.075004 ENSG00000109576
STON2 ENSG00000140022.5 0.111326 0.082035 ENSG00000140022
CSTF3 ENSG00000176102.7 0.115021 0.066705 ENSG00000176102
DDX47 ENSG00000213782.3 0.123572 0.080192 ENSG00000213782
SPC24 ENSG00000161888.7 0.103316 0.078929 ENSG00000161888
C10orf112 ENSG00000204740.5 0.163283 0.075087 ENSG00000204740
ALDH4A1 ENSG00000159423.12 0.182267 0.083054 ENSG00000159423
KRT7 ENSG00000135480.10 0.160059 0.075701 ENSG00000135480
PKHD1L1 ENSG00000205038.7 0.147786 0.069439 ENSG00000205038
TRPM2 ENSG00000142185.12 0.104268 0.064424 ENSG00000142185
TBC1D16 ENSG00000167291.11 0.111675 0.084747 ENSG00000167291
ZNF439 ENSG00000171291.4 0.123189 0.067864 ENSG00000171291
ST3GAL1 ENSG00000008513.10 0.114878 0.082214 ENSG00000008513
LIG4 ENSG00000174405.9 0.10381 0.084631 ENSG00000174405
RHBDL2 ENSG00000158315.6 0.102439 0.072433 ENSG00000158315
B4GALNT3 ENSG00000139044.6 0.179951 0.079778 ENSG00000139044
SEMA5B ENSG00000082684.10 0.106039 0.061238 ENSG00000082684
POP5 ENSG00000167272.6 0.189654 0.082082 ENSG00000167272
SENP5 ENSG00000119231.6 0.102323 0.06159 ENSG00000119231
VSTM2B ENSG00000187135.7 0.236232 0.097506 ENSG00000187135
TSTD1 ENSG00000215845.6 0.168231 0.093707 ENSG00000215845
RNF133 ENSG00000188050.2 0.186501 0.082031 ENSG00000188050
INCENP ENSG00000149503.8 0.254624 0.088706 ENSG00000149503
TPD52L1 ENSG00000111907.16 0.13304 0.076368 ENSG00000111907
NDUFS4 ENSG00000164258.7 0.102677 0.081804 ENSG00000164258
ENOX1 ENSG00000120658.8 0.114801 0.071745 ENSG00000120658
IL17RB ENSG00000056736.5 0.255256 0.081085 ENSG00000056736
KIAA1549 ENSG00000122778.5 0.102426 0.065035 ENSG00000122778
SLC22A3 ENSG00000146477.4 0.222868 0.09837 ENSG00000146477
NT5C1A ENSG00000116981.3 0.106159 0.066399 ENSG00000116981
YPEL3 ENSG00000090238.7 0.104202 0.063418 ENSG00000090238
TADA1 ENSG00000152382.5 0.125506 0.07813 ENSG00000152382
STT3B ENSG00000163527.5 0.168813 0.093941 ENSG00000163527
USP20 ENSG00000136878.8 0.154813 0.089896 ENSG00000136878
DDC8 ENSG00000178404.5 0.101337 0.072849 ENSG00000178404
RC3H1 ENSG00000135870.7 0.130463 0.0728 ENSG00000135870
GRN ENSG00000030582.12 0.143145 0.077138 ENSG00000030582
ROPN1 ENSG00000065371.13 0.401406 0.086606 ENSG00000065371
AKR1C3 ENSG00000196139.7 0.179443 0.080506 ENSG00000196139
LGALS4 ENSG00000171747.4 0.113796 0.079115 ENSG00000171747
TMEM199 ENSG00000244045.5 0.108892 0.067931 ENSG00000244045
SLX4IP ENSG00000149346.10 0.128613 0.085586 ENSG00000149346
KIF3B ENSG00000101350.6 0.100164 0.06952 ENSG00000101350
LELP1 ENSG00000203784.2 0.117804 0.079061 ENSG00000203784
PARP8 ENSG00000151883.12 0.111498 0.082886 ENSG00000151883
NRXN2 ENSG00000110076.14 0.100219 0.055374 ENSG00000110076
HLA-C ENSG00000204525.10 0.110554 0.066738 ENSG00000204525
B3GALT5 ENSG00000183778.12 0.10619 0.068667 ENSG00000183778
UACA ENSG00000137831.10 0.150609 0.079865 ENSG00000137831
CPED1 ENSG00000106034.13 0.100894 0.059895 ENSG00000106034
CLCN7 ENSG00000103249.13 0.161141 0.086227 ENSG00000103249
GRAMD1C ENSG00000178075.15 0.24405 0.089798 ENSG00000178075
PTPRO ENSG00000151490.9 0.112893 0.076761 ENSG00000151490
CEND1 ENSG00000184524.5 0.112462 0.062205 ENSG00000184524
ZKSCAN2 ENSG00000155592.11 0.110234 0.07137 ENSG00000155592
NUDT2 ENSG00000164978.13 0.155509 0.062277 ENSG00000164978
FCHO1 ENSG00000130475.10 0.13865 0.084428 ENSG00000130475
LYNX1 ENSG00000180155.14 0.183989 0.07429 ENSG00000180155
DOK5 ENSG00000101134.7 0.171825 0.086172 ENSG00000101134
CBLN1 ENSG00000102924.7 0.11742 0.079548 ENSG00000102924
LDB3 ENSG00000122367.15 0.136354 0.067757 ENSG00000122367
KIF11 ENSG00000138160.4 0.103694 0.073953 ENSG00000138160
GTPBP2 ENSG00000172432.14 0.161155 0.0873 ENSG00000172432
MPP7 ENSG00000150054.14 0.128027 0.069834 ENSG00000150054
SNAPIN ENSG00000143553.6 0.122731 0.081489 ENSG00000143553
VWDE ENSG00000146530.7 0.200926 0.08427 ENSG00000146530
DIMT1 ENSG00000086189.5 0.111776 0.057193 ENSG00000086189
GCLC ENSG00000001084.6 0.101025 0.059144 ENSG00000001084
SQSTM1 ENSG00000161011.15 0.11057 0.075812 ENSG00000161011
MTR ENSG00000116984.8 0.173722 0.079808 ENSG00000116984
HS3ST1 ENSG00000002587.5 0.148982 0.068347 ENSG00000002587
NEK6 ENSG00000119408.12 0.140016 0.080952 ENSG00000119408
UGGT2 ENSG00000102595.14 0.138506 0.066397 ENSG00000102595
CSGALNACT2 ENSG00000169826.6 0.269419 0.078669 ENSG00000169826
FAM69A ENSG00000154511.7 0.131769 0.064774 ENSG00000154511
KDELR3 ENSG00000100196.6 0.160799 0.080496 ENSG00000100196
CDR2L ENSG00000109089.7 0.233748 0.096548 ENSG00000109089
WBP2NL ENSG00000183066.10 0.164346 0.075937 ENSG00000183066
KIAA1024 ENSG00000169330.4 0.101754 0.073222 ENSG00000169330
SLC38A10 ENSG00000157637.8 0.197362 0.092556 ENSG00000157637
SFMBT2 ENSG00000198879.7 0.108678 0.082618 ENSG00000198879
C16orf54 ENSG00000185905.3 0.10583 0.07002 ENSG00000185905
PSMD12 ENSG00000197170.5 0.104386 0.073994 ENSG00000197170
UGGT1 ENSG00000136731.8 0.100575 0.067535 ENSG00000136731
PALMD ENSG00000099260.6 0.159459 0.077271 ENSG00000099260
ACSL1 ENSG00000151726.9 0.120145 0.079007 ENSG00000151726
DLX3 ENSG00000064195.7 0.105247 0.071978 ENSG00000064195
ZNF618 ENSG00000157657.10 0.138818 0.094378 ENSG00000157657
GAS2L2 ENSG00000132139.8 0.125681 0.080235 ENSG00000132139
GRIPAP1 ENSG00000068400.9 0.10421 0.074416 ENSG00000068400
RASGRF2 ENSG00000113319.7 0.112734 0.07781 ENSG00000113319
SAMD5 ENSG00000203727.3 0.151939 0.081786 ENSG00000203727
TES ENSG00000135269.13 0.120301 0.063707 ENSG00000135269
SYT8 ENSG00000149043.12 0.10548 0.085075 ENSG00000149043
DENND5B ENSG00000170456.10 0.163359 0.075261 ENSG00000170456
MB ENSG00000198125.8 0.145268 0.073754 ENSG00000198125
ZNF34 ENSG00000196378.7 0.102556 0.065145 ENSG00000196378
BNIP1 ENSG00000113734.13 0.146411 0.082423 ENSG00000113734
MAP3K7 ENSG00000135341.13 0.123882 0.073043 ENSG00000135341
BICC1 ENSG00000122870.7 0.168046 0.078025 ENSG00000122870
LNX1 ENSG00000072201.9 0.112493 0.064965 ENSG00000072201
ATF5 ENSG00000169136.4 0.124072 0.089723 ENSG00000169136
FAM81B ENSG00000153347.5 0.146739 0.063254 ENSG00000153347
FAM46A ENSG00000112773.11 0.127335 0.075496 ENSG00000112773
TEX14 ENSG00000121101.11 0.102593 0.056959 ENSG00000121101
SGSH ENSG00000181523.8 0.148038 0.079493 ENSG00000181523
AXDND1 ENSG00000162779.16 0.217269 0.087996 ENSG00000162779
JAK1 ENSG00000162434.7 0.157621 0.08183 ENSG00000162434
ERMAP ENSG00000164010.9 0.175336 0.086033 ENSG00000164010
CD83 ENSG00000112149.5 0.179963 0.096487 ENSG00000112149
PTH1R ENSG00000160801.9 0.108581 0.065984 ENSG00000160801
CDC34 ENSG00000099804.4 0.117096 0.069155 ENSG00000099804
ZNF281 ENSG00000162702.6 0.106261 0.068863 ENSG00000162702
FRAS1 ENSG00000138759.13 0.369656 0.083888 ENSG00000138759
ANO7 ENSG00000146205.9 0.12469 0.078799 ENSG00000146205
CARD14 ENSG00000141527.12 0.128561 0.086545 ENSG00000141527
TPST1 ENSG00000169902.9 0.155047 0.079578 ENSG00000169902
AK8 ENSG00000165695.5 0.106849 0.063596 ENSG00000165695
FAM5C ENSG00000162670.7 0.33354 0.08861 ENSG00000162670
GPC5 ENSG00000179399.9 0.144201 0.086127 ENSG00000179399
THBS3 ENSG00000169231.8 0.160862 0.082419 ENSG00000169231
ZNF805 ENSG00000204524.5 0.175809 0.084435 ENSG00000204524
NAP1L5 ENSG00000177432.6 0.12669 0.076987 ENSG00000177432
FAM184A ENSG00000111879.14 0.1855 0.073758 ENSG00000111879
LPCAT2 ENSG00000087253.7 0.11091 0.065689 ENSG00000087253
CHN1 ENSG00000128656.9 0.290664 0.084282 ENSG00000128656
FBXL3 ENSG00000005812.6 0.102721 0.057692 ENSG00000005812
MAB21L1 ENSG00000180660.6 0.13906 0.067673 ENSG00000180660
POU1F1 ENSG00000064835.6 0.151669 0.072884 ENSG00000064835
KLK7 ENSG00000169035.7 0.115872 0.088854 ENSG00000169035
CCDC171 ENSG00000164989.11 0.122377 0.067743 ENSG00000164989
SH3BP4 ENSG00000130147.11 0.110841 0.08189 ENSG00000130147
SLC39A14 ENSG00000104635.9 0.201737 0.09111 ENSG00000104635
METTL25 ENSG00000127720.3 0.121897 0.080495 ENSG00000127720
NR2F2 ENSG00000185551.8 0.101084 0.066819 ENSG00000185551
ZNF835 ENSG00000127903.12 0.109438 0.084954 ENSG00000127903
DDX54 ENSG00000123064.8 0.135367 0.070993 ENSG00000123064
PLEKHA6 ENSG00000143850.8 0.192826 0.080199 ENSG00000143850
PRSS50 ENSG00000206549.8 0.108192 0.066978 ENSG00000206549
PCTP ENSG00000141179.9 0.242576 0.087219 ENSG00000141179
HSBP1 ENSG00000230989.2 0.202667 0.108262 ENSG00000230989
VSIG8 ENSG00000243284.1 0.10222 0.071255 ENSG00000243284
LONP1 ENSG00000196365.7 0.136316 0.079963 ENSG00000196365
SMAD9 ENSG00000120693.9 0.152841 0.080795 ENSG00000120693
SAMD14 ENSG00000167100.10 0.112882 0.085205 ENSG00000167100
FGFR4 ENSG00000160867.10 0.445917 0.081603 ENSG00000160867
KIAA0141 ENSG00000081791.4 0.153158 0.085014 ENSG00000081791
VWA1 ENSG00000179403.10 0.148533 0.086142 ENSG00000179403
TCTN2 ENSG00000168778.7 0.178975 0.072754 ENSG00000168778
CRYZ ENSG00000116791.9 0.142819 0.070778 ENSG00000116791
MFI2 ENSG00000163975.7 0.105178 0.079428 ENSG00000163975
TMEM132C ENSG00000181234.8 0.133901 0.103572 ENSG00000181234
PLLP ENSG00000102934.5 0.179766 0.086891 ENSG00000102934
TTYH2 ENSG00000141540.6 0.10438 0.078664 ENSG00000141540
WDR90 ENSG00000161996.13 0.103379 0.0702 ENSG00000161996
RINL ENSG00000187994.9 0.142311 0.07994 ENSG00000187994
NEIL1 ENSG00000140398.9 0.15773 0.072416 ENSG00000140398
YBX3 ENSG00000060138.8 0.101141 0.070951 ENSG00000060138
PAPL ENSG00000183760.6 0.10896 0.094359 ENSG00000183760
SYCE1L ENSG00000205078.5 0.119269 0.068671 ENSG00000205078
NDUFA11 ENSG00000174886.8 0.130481 0.080857 ENSG00000174886
NMRK2 ENSG00000077009.9 0.122048 0.084788 ENSG00000077009
LINGO3 ENSG00000220008.2 0.160832 0.098245 ENSG00000220008
GRIN2C ENSG00000161509.9 0.286823 0.092578 ENSG00000161509
CENPN ENSG00000166451.9 0.116805 0.089449 ENSG00000166451
ECT2 ENSG00000114346.9 0.102674 0.062947 ENSG00000114346
PIGB ENSG00000069943.5 0.157911 0.075872 ENSG00000069943
TMEM8B ENSG00000137103.12 0.179002 0.07507 ENSG00000137103
CDK18 ENSG00000117266.11 0.11464 0.072397 ENSG00000117266
GPR150 ENSG00000178015.4 0.355102 0.098478 ENSG00000178015
SHD ENSG00000105251.6 0.12811 0.084936 ENSG00000105251
SRPK1 ENSG00000096063.10 0.155702 0.096801 ENSG00000096063
C10orf88 ENSG00000119965.8 0.106397 0.070815 ENSG00000119965
PGM2 ENSG00000169299.9 0.356511 0.090023 ENSG00000169299
TRMU ENSG00000100416.8 0.108686 0.067049 ENSG00000100416
RAET1E ENSG00000164520.7 0.336603 0.093455 ENSG00000164520
KLC4 ENSG00000137171.10 0.150115 0.080241 ENSG00000137171
TMEM88B ENSG00000205116.3 0.108181 0.071601 ENSG00000205116
IRGQ ENSG00000167378.4 0.172225 0.086762 ENSG00000167378
HFM1 ENSG00000162669.11 0.240604 0.087983 ENSG00000162669
ZSCAN29 ENSG00000140265.8 0.154761 0.07603 ENSG00000140265
GALNT13 ENSG00000144278.10 0.162222 0.077245 ENSG00000144278
UFSP2 ENSG00000109775.6 0.14246 0.080872 ENSG00000109775
PNMAL1 ENSG00000182013.13 0.207137 0.102662 ENSG00000182013
MAB21L3 ENSG00000173212.4 0.186465 0.088851 ENSG00000173212
PREPL ENSG00000138078.11 0.144935 0.077558 ENSG00000138078
STARD5 ENSG00000172345.9 0.246447 0.095205 ENSG00000172345
RPS15 ENSG00000115268.5 0.143056 0.086752 ENSG00000115268
JUNB ENSG00000171223.4 0.110807 0.07274 ENSG00000171223
CCL24 ENSG00000106178.2 0.167633 0.07741 ENSG00000106178
KMO ENSG00000117009.7 0.146471 0.086559 ENSG00000117009
RNF34 ENSG00000170633.12 0.180818 0.073727 ENSG00000170633
C16orf93 ENSG00000196118.7 0.104401 0.059735 ENSG00000196118
MEX3A ENSG00000254726.2 0.106373 0.085641 ENSG00000254726
PDE6B ENSG00000133256.8 0.12138 0.073593 ENSG00000133256
ANTXR2 ENSG00000163297.12 0.132603 0.079876 ENSG00000163297
MED24 ENSG00000008838.13 0.338062 0.075524 ENSG00000008838
DNAJC5 ENSG00000101152.6 0.118895 0.072869 ENSG00000101152
SFMBT1 ENSG00000163935.9 0.204214 0.08541 ENSG00000163935
CTNNA3 ENSG00000183230.11 0.192813 0.085391 ENSG00000183230
SYT14 ENSG00000143469.12 0.199815 0.078579 ENSG00000143469
KIAA1211 ENSG00000109265.8 0.109099 0.076283 ENSG00000109265
SYT10 ENSG00000110975.4 0.137204 0.068131 ENSG00000110975
RAB2B ENSG00000129472.8 0.127595 0.085583 ENSG00000129472
FAM114A1 ENSG00000197712.7 0.125554 0.069013 ENSG00000197712
CDH15 ENSG00000129910.3 0.184014 0.083264 ENSG00000129910
C2orf76 ENSG00000186132.10 0.115095 0.068838 ENSG00000186132
DCP2 ENSG00000172795.11 0.111552 0.066003 ENSG00000172795
PRSS57 ENSG00000185198.7 0.123788 0.076601 ENSG00000185198
PCDH20 ENSG00000197991.10 0.125424 0.06766 ENSG00000197991
MAP6 ENSG00000171533.7 0.115163 0.070715 ENSG00000171533
DLST ENSG00000119689.10 0.124306 0.069466 ENSG00000119689
CYP2W1 ENSG00000073067.9 0.477173 0.07951 ENSG00000073067
ACKR2 ENSG00000144648.9 0.103542 0.066087 ENSG00000144648
LY6E ENSG00000160932.6 0.13309 0.07339 ENSG00000160932
AP5M1 ENSG00000053770.7 0.12032 0.073987 ENSG00000053770
TXNL4A ENSG00000141759.10 0.103779 0.082279 ENSG00000141759
TREML2 ENSG00000112195.8 0.17681 0.093692 ENSG00000112195
CREBRF ENSG00000164463.8 0.160511 0.087309 ENSG00000164463
E2F5 ENSG00000133740.6 0.110487 0.06391 ENSG00000133740
SLC46A3 ENSG00000139508.10 0.124591 0.076532 ENSG00000139508
ARL17A ENSG00000185829.11 0.1626 0.079796 ENSG00000185829
EXT2 ENSG00000151348.9 0.223664 0.084278 ENSG00000151348
OXTR ENSG00000180914.6 0.125736 0.07946 ENSG00000180914
NELL2 ENSG00000184613.6 0.119897 0.063161 ENSG00000184613
CTD-2368P22.1 ENSG00000176593.3 0.114694 0.066122 ENSG00000176593
FGF12 ENSG00000114279.8 0.100734 0.066281 ENSG00000114279
PCDHB6 ENSG00000113211.3 0.103517 0.066048 ENSG00000113211
LTB ENSG00000227507.2 0.118378 0.081071 ENSG00000227507
LILRA6 ENSG00000244482.5 0.114835 0.093663 ENSG00000244482
ZNF728 ENSG00000269067.1 0.220195 0.086646 ENSG00000269067
EDEM3 ENSG00000116406.14 0.131576 0.068717 ENSG00000116406
TDP1 ENSG00000042088.9 0.140897 0.077447 ENSG00000042088
TNKS2 ENSG00000107854.5 0.11934 0.064266 ENSG00000107854
NKX6-1 ENSG00000163623.5 0.174982 0.081144 ENSG00000163623
OTUB2 ENSG00000089723.5 0.100656 0.078804 ENSG00000089723
WDR72 ENSG00000166415.10 0.146789 0.079246 ENSG00000166415
FXYD2 ENSG00000137731.9 0.124265 0.084622 ENSG00000137731
IGFL4 ENSG00000204869.4 0.119985 0.097922 ENSG00000204869
CENPC ENSG00000145241.6 0.144774 0.06417 ENSG00000145241
GPC6 ENSG00000183098.6 0.172042 0.094933 ENSG00000183098
DNAAF3 ENSG00000167646.9 0.131841 0.090298 ENSG00000167646
ADRB1 ENSG00000043591.4 0.110005 0.072269 ENSG00000043591
VWA8 ENSG00000102763.11 0.114098 0.058886 ENSG00000102763
C5orf15 ENSG00000113583.6 0.10115 0.07355 ENSG00000113583
SP100 ENSG00000067066.12 0.121001 0.072411 ENSG00000067066
MRRF ENSG00000148187.12 0.119337 0.084088 ENSG00000148187
SLC52A2 ENSG00000185803.4 0.107116 0.064327 ENSG00000185803
REM2 ENSG00000139890.5 0.124122 0.079232 ENSG00000139890
STAM2 ENSG00000115145.5 0.109241 0.070263 ENSG00000115145
STX3 ENSG00000166900.10 0.174529 0.075037 ENSG00000166900
DIAPH1 ENSG00000131504.11 0.126708 0.077205 ENSG00000131504
RIT2 ENSG00000152214.8 0.193259 0.100575 ENSG00000152214
TLDC1 ENSG00000140950.11 0.119278 0.103841 ENSG00000140950
DISP2 ENSG00000140323.4 0.312797 0.088689 ENSG00000140323
CRMP1 ENSG00000072832.10 0.139537 0.082245 ENSG00000072832
DKKL1 ENSG00000104901.2 0.141967 0.073494 ENSG00000104901
XRCC5 ENSG00000079246.11 0.107277 0.069927 ENSG00000079246
AMZ1 ENSG00000174945.9 0.127998 0.075458 ENSG00000174945
AGXT2 ENSG00000113492.9 0.124204 0.085876 ENSG00000113492
HES1 ENSG00000114315.3 0.111675 0.062571 ENSG00000114315
WAPAL ENSG00000062650.13 0.114627 0.068789 ENSG00000062650
ADCK2 ENSG00000133597.5 0.193855 0.08079 ENSG00000133597
GYLTL1B ENSG00000165905.12 0.118499 0.070609 ENSG00000165905
DDR1 ENSG00000204580.7 0.118295 0.0716 ENSG00000204580
LRP8 ENSG00000157193.10 0.133653 0.083488 ENSG00000157193
ZC3H3 ENSG00000014164.6 0.227643 0.081995 ENSG00000014164
KCNK5 ENSG00000164626.8 0.166553 0.082083 ENSG00000164626
ZNF135 ENSG00000176293.15 0.242139 0.090549 ENSG00000176293
RTN4IP1 ENSG00000130347.8 0.143779 0.081504 ENSG00000130347
CEP290 ENSG00000198707.10 0.218529 0.085474 ENSG00000198707
MIDN ENSG00000167470.8 0.132896 0.083729 ENSG00000167470
CNTLN ENSG00000044459.10 0.107536 0.069452 ENSG00000044459
WDR37 ENSG00000047056.10 0.247728 0.080006 ENSG00000047056
ATP7B ENSG00000123191.9 0.223963 0.085164 ENSG00000123191
IPPK ENSG00000127080.5 0.11137 0.07827 ENSG00000127080
SYNGAP1 ENSG00000197283.8 0.100393 0.075146 ENSG00000197283
F3 ENSG00000117525.9 0.100443 0.065605 ENSG00000117525
LRP5 ENSG00000162337.7 0.111722 0.072677 ENSG00000162337
KCNK15 ENSG00000124249.5 0.191807 0.088674 ENSG00000124249
TMEM65 ENSG00000164983.6 0.179299 0.083712 ENSG00000164983
DNAH14 ENSG00000185842.10 0.303635 0.084804 ENSG00000185842
DNASE1L3 ENSG00000163687.9 0.135329 0.072567 ENSG00000163687
FBP1 ENSG00000165140.5 0.172123 0.090369 ENSG00000165140
SPATA7 ENSG00000042317.12 0.153837 0.089129 ENSG00000042317
FARSB ENSG00000116120.8 0.131571 0.071686 ENSG00000116120
ARPP19 ENSG00000128989.6 0.228781 0.085139 ENSG00000128989
TSPAN18 ENSG00000157570.7 0.164033 0.085949 ENSG00000157570
KRT32 ENSG00000108759.3 0.124546 0.064489 ENSG00000108759
FMO1 ENSG00000010932.11 0.110516 0.070651 ENSG00000010932
ARHGAP15 ENSG00000075884.8 0.18539 0.084137 ENSG00000075884
TIMM17A ENSG00000134375.6 0.159457 0.078613 ENSG00000134375
CST6 ENSG00000175315.2 0.106791 0.060235 ENSG00000175315
CCP110 ENSG00000103540.12 0.100113 0.077582 ENSG00000103540
PCDHB5 ENSG00000113209.6 0.245464 0.092127 ENSG00000113209
ITGA11 ENSG00000137809.12 0.123179 0.065061 ENSG00000137809
RASSF8 ENSG00000123094.11 0.127108 0.069356 ENSG00000123094
BTRC ENSG00000166167.13 0.148349 0.079923 ENSG00000166167
TEX26 ENSG00000175664.5 0.106961 0.077017 ENSG00000175664
HMSD ENSG00000221887.4 0.149633 0.083265 ENSG00000221887
RAD21L1 ENSG00000244588.1 0.116738 0.089136 ENSG00000244588
SEMA3F ENSG00000001617.7 0.138484 0.078075 ENSG00000001617
CNTN3 ENSG00000113805.8 0.161726 0.084779 ENSG00000113805
BRIP1 ENSG00000136492.4 0.130875 0.068467 ENSG00000136492
TCOF1 ENSG00000070814.13 0.106511 0.073193 ENSG00000070814
ZNF462 ENSG00000148143.8 0.122263 0.075705 ENSG00000148143
MAP1LC3B ENSG00000140941.8 0.134683 0.080095 ENSG00000140941
ZNF773 ENSG00000152439.8 0.130084 0.074854 ENSG00000152439
RBBP9 ENSG00000089050.10 0.179534 0.082041 ENSG00000089050
TTC9B ENSG00000174521.7 0.123569 0.085855 ENSG00000174521
SESN3 ENSG00000149212.6 0.184694 0.088768 ENSG00000149212
MRPL33 ENSG00000243147.3 0.120809 0.073492 ENSG00000243147
PRNP ENSG00000171867.12 0.119969 0.076293 ENSG00000171867
PPP1R9A ENSG00000158528.7 0.13635 0.073817 ENSG00000158528
RNF144A ENSG00000151692.10 0.153122 0.080909 ENSG00000151692
FAM43B ENSG00000183114.6 0.169773 0.084675 ENSG00000183114
ADCYAP1 ENSG00000141433.8 0.133091 0.090486 ENSG00000141433
NHSL1 ENSG00000135540.7 0.174141 0.085088 ENSG00000135540
PTN ENSG00000105894.7 0.190746 0.081852 ENSG00000105894
RBM11 ENSG00000185272.9 0.10537 0.079781 ENSG00000185272
SEMA3D ENSG00000153993.9 0.124501 0.072732 ENSG00000153993
EYA4 ENSG00000112319.13 0.155139 0.076487 ENSG00000112319
C16orf74 ENSG00000154102.6 0.109102 0.090843 ENSG00000154102
ODF2L ENSG00000122417.11 0.111015 0.068865 ENSG00000122417
EMR2 ENSG00000127507.13 0.219671 0.088078 ENSG00000127507
NSG1 ENSG00000168824.10 0.181449 0.073569 ENSG00000168824
MRPS10 ENSG00000048544.5 0.293872 0.081487 ENSG00000048544
CCL28 ENSG00000151882.7 0.103992 0.075232 ENSG00000151882
CBLN2 ENSG00000141668.5 0.112188 0.087735 ENSG00000141668
