AssociatedGeneName EnsemblGeneID h2.CrossTissue se.CrossTissue ensid
AP4E1 ENSG00000081014.6 0.057836 0.035822 ENSG00000081014
NDUFAF1 ENSG00000137806.4 0.149098 0.060209 ENSG00000137806
WDR86 ENSG00000187260.11 0.332491 0.071639 ENSG00000187260
BMPR1A ENSG00000107779.6 0.240228 0.056455 ENSG00000107779
SPATA32 ENSG00000184361.8 0.237713 0.066462 ENSG00000184361
RAB20 ENSG00000139832.3 0.051463 0.038685 ENSG00000139832
DCXR ENSG00000169738.3 0.119693 0.052255 ENSG00000169738
RPL34 ENSG00000109475.12 0.053047 0.038445 ENSG00000109475
SULT1A2 ENSG00000197165.6 0.393561 0.067683 ENSG00000197165
GRAMD1A ENSG00000089351.10 0.071383 0.047728 ENSG00000089351
BPNT1 ENSG00000162813.13 0.086727 0.043883 ENSG00000162813
EFNA1 ENSG00000169242.7 0.094061 0.048361 ENSG00000169242
PYGL ENSG00000100504.12 0.052052 0.03558 ENSG00000100504
RCN1 ENSG00000049449.4 0.286553 0.065445 ENSG00000049449
FSTL4 ENSG00000053108.12 0.157395 0.05411 ENSG00000053108
PFDN1 ENSG00000113068.5 0.204374 0.053831 ENSG00000113068
MCM8 ENSG00000125885.9 0.466147 0.065618 ENSG00000125885
NAIP ENSG00000249437.3 0.099477 0.04526 ENSG00000249437
TMEM167B ENSG00000215717.4 0.085447 0.046362 ENSG00000215717
DYDC2 ENSG00000133665.8 0.106136 0.044729 ENSG00000133665
GINM1 ENSG00000055211.8 0.229221 0.058885 ENSG00000055211
COQ9 ENSG00000088682.9 0.180323 0.054641 ENSG00000088682
FMOD ENSG00000122176.9 0.105807 0.048229 ENSG00000122176
SERHL2 ENSG00000183569.13 0.462459 0.066309 ENSG00000183569
MAPK9 ENSG00000050748.12 0.147756 0.053207 ENSG00000050748
C19orf57 ENSG00000132016.7 0.1685 0.054805 ENSG00000132016
NODAL ENSG00000156574.5 0.282785 0.065448 ENSG00000156574
CTNS ENSG00000040531.10 0.641683 0.050344 ENSG00000040531
OSBPL11 ENSG00000144909.7 0.062347 0.038008 ENSG00000144909
LDOC1L ENSG00000188636.3 0.19252 0.059825 ENSG00000188636
POGLUT1 ENSG00000163389.6 0.594269 0.055079 ENSG00000163389
HOXA7 ENSG00000122592.6 0.051192 0.036942 ENSG00000122592
MGME1 ENSG00000125871.9 0.452573 0.068907 ENSG00000125871
MIF4GD ENSG00000125457.9 0.072464 0.04379 ENSG00000125457
TRAPPC10 ENSG00000160218.8 0.100488 0.043426 ENSG00000160218
TBC1D1 ENSG00000065882.11 0.075376 0.051758 ENSG00000065882
POMP ENSG00000132963.7 0.076608 0.047955 ENSG00000132963
PSCA ENSG00000167653.4 0.210607 0.058403 ENSG00000167653
CCDC114 ENSG00000105479.10 0.507023 0.054787 ENSG00000105479
TOX4 ENSG00000092203.9 0.151976 0.056303 ENSG00000092203
RET ENSG00000165731.13 0.099817 0.046324 ENSG00000165731
ANKRD22 ENSG00000152766.5 0.080794 0.040584 ENSG00000152766
KIF5C ENSG00000168280.12 0.059166 0.036734 ENSG00000168280
TAC4 ENSG00000176358.10 0.166153 0.055563 ENSG00000176358
CKAP2 ENSG00000136108.10 0.451106 0.066173 ENSG00000136108
BANF1 ENSG00000175334.3 0.085195 0.040411 ENSG00000175334
C22orf23 ENSG00000128346.6 0.075822 0.049797 ENSG00000128346
SYT1 ENSG00000067715.9 0.054317 0.043511 ENSG00000067715
TIMM8B ENSG00000150779.7 0.069296 0.043963 ENSG00000150779
IL2RA ENSG00000134460.11 0.137207 0.058155 ENSG00000134460
B4GALT4 ENSG00000121578.8 0.108415 0.049543 ENSG00000121578
MLXIPL ENSG00000009950.11 0.07949 0.040243 ENSG00000009950
RRP12 ENSG00000052749.9 0.225342 0.055321 ENSG00000052749
KREMEN1 ENSG00000183762.8 0.071482 0.040701 ENSG00000183762
ATP2A1 ENSG00000196296.9 0.070697 0.041274 ENSG00000196296
PCDHB7 ENSG00000113212.4 0.176636 0.058913 ENSG00000113212
SFTPD ENSG00000133661.11 0.494402 0.056391 ENSG00000133661
PPA2 ENSG00000138777.15 0.224429 0.062908 ENSG00000138777
VCP ENSG00000165280.11 0.055089 0.036758 ENSG00000165280
LACTB ENSG00000103642.7 0.246307 0.059134 ENSG00000103642
TSNARE1 ENSG00000171045.10 0.380319 0.065036 ENSG00000171045
CCSAP ENSG00000154429.6 0.050777 0.04059 ENSG00000154429
ZCRB1 ENSG00000139168.3 0.067592 0.035334 ENSG00000139168
NDUFS2 ENSG00000158864.8 0.071029 0.043099 ENSG00000158864
BDH2 ENSG00000164039.10 0.441086 0.064989 ENSG00000164039
ZNF623 ENSG00000183309.7 0.12979 0.060823 ENSG00000183309
PCNXL2 ENSG00000135749.13 0.101465 0.057347 ENSG00000135749
ARSJ ENSG00000180801.11 0.055803 0.036564 ENSG00000180801
BPIFB4 ENSG00000186191.7 0.064704 0.042315 ENSG00000186191
GDPD3 ENSG00000102886.10 0.078393 0.046503 ENSG00000102886
NCAPG2 ENSG00000146918.15 0.158784 0.061509 ENSG00000146918
TBC1D19 ENSG00000109680.6 0.117174 0.054404 ENSG00000109680
SNX11 ENSG00000002919.10 0.245382 0.055049 ENSG00000002919
NUTM2D ENSG00000214562.9 0.203547 0.057991 ENSG00000214562
UBA6 ENSG00000033178.7 0.13436 0.047745 ENSG00000033178
DUSP3 ENSG00000108861.4 0.066548 0.042673 ENSG00000108861
ZNF660 ENSG00000144792.5 0.508079 0.059126 ENSG00000144792
LGALS8 ENSG00000116977.14 0.226457 0.063711 ENSG00000116977
PCNA ENSG00000132646.6 0.175886 0.060195 ENSG00000132646
TRMT10B ENSG00000165275.5 0.194132 0.056023 ENSG00000165275
TSPYL1 ENSG00000189241.6 0.074147 0.042009 ENSG00000189241
ZMYM5 ENSG00000132950.14 0.053733 0.036124 ENSG00000132950
NUCB2 ENSG00000070081.11 0.102578 0.047301 ENSG00000070081
GUCA1B ENSG00000112599.8 0.344241 0.058712 ENSG00000112599
KXD1 ENSG00000105700.6 0.139252 0.054138 ENSG00000105700
ZNF614 ENSG00000142556.14 0.108698 0.053541 ENSG00000142556
OSGEP ENSG00000092094.6 0.38839 0.061939 ENSG00000092094
ZNF707 ENSG00000181135.11 0.1058 0.053436 ENSG00000181135
HIRIP3 ENSG00000149929.11 0.132072 0.056562 ENSG00000149929
HDGFRP2 ENSG00000167674.10 0.129256 0.054897 ENSG00000167674
PHF20L1 ENSG00000129292.15 0.061545 0.040358 ENSG00000129292
TNFRSF10A ENSG00000104689.5 0.350704 0.067939 ENSG00000104689
NCAPD3 ENSG00000151503.8 0.056276 0.038897 ENSG00000151503
GNAT2 ENSG00000134183.7 0.078415 0.046172 ENSG00000134183
SYT5 ENSG00000129990.10 0.302067 0.069594 ENSG00000129990
C1QTNF4 ENSG00000172247.3 0.359557 0.072263 ENSG00000172247
RAD21 ENSG00000164754.8 0.181577 0.057702 ENSG00000164754
TFG ENSG00000114354.8 0.127201 0.053628 ENSG00000114354
LILRB2 ENSG00000131042.9 0.14137 0.059526 ENSG00000131042
ADAT2 ENSG00000189007.11 0.22823 0.06045 ENSG00000189007
RIMBP2 ENSG00000060709.9 0.050878 0.053821 ENSG00000060709
NECAB2 ENSG00000103154.5 0.075728 0.06088 ENSG00000103154
CDC25A ENSG00000164045.7 0.345896 0.074848 ENSG00000164045
TMEM59 ENSG00000116209.7 0.070853 0.049713 ENSG00000116209
GNE ENSG00000159921.10 0.127444 0.051275 ENSG00000159921
TMEM163 ENSG00000152128.13 0.177062 0.05165 ENSG00000152128
PCDHB10 ENSG00000120324.4 0.332854 0.063222 ENSG00000120324
SLFN12 ENSG00000172123.8 0.092582 0.045282 ENSG00000172123
SLC2A6 ENSG00000160326.9 0.051716 0.041533 ENSG00000160326
APCDD1 ENSG00000154856.7 0.053338 0.036342 ENSG00000154856
ZFP1 ENSG00000184517.7 0.586591 0.055351 ENSG00000184517
C6orf48 ENSG00000204387.8 0.05662 0.038008 ENSG00000204387
DNAH10 ENSG00000197653.10 0.67676 0.047937 ENSG00000197653
PRDX5 ENSG00000126432.9 0.091638 0.044574 ENSG00000126432
ARVCF ENSG00000099889.9 0.053434 0.03256 ENSG00000099889
MCRS1 ENSG00000187778.9 0.075985 0.04133 ENSG00000187778
CLMN ENSG00000165959.7 0.055124 0.046414 ENSG00000165959
GPBP1L1 ENSG00000159592.6 0.086949 0.039729 ENSG00000159592
YBX2 ENSG00000006047.8 0.063714 0.040766 ENSG00000006047
LIMD1 ENSG00000144791.5 0.411128 0.061874 ENSG00000144791
HSPA4 ENSG00000170606.9 0.060616 0.039511 ENSG00000170606
TCF25 ENSG00000141002.14 0.057816 0.033483 ENSG00000141002
OGDHL ENSG00000197444.5 0.268868 0.064895 ENSG00000197444
VMAC ENSG00000187650.3 0.077845 0.046252 ENSG00000187650
FBXW4 ENSG00000107829.9 0.050532 0.035088 ENSG00000107829
ECHDC3 ENSG00000134463.10 0.562114 0.062239 ENSG00000134463
LRRC57 ENSG00000180979.5 0.206923 0.060045 ENSG00000180979
KLRC1 ENSG00000134545.9 0.107899 0.042553 ENSG00000134545
PLD5 ENSG00000180287.11 0.085506 0.050091 ENSG00000180287
RAP2A ENSG00000125249.6 0.144707 0.053701 ENSG00000125249
GIPC3 ENSG00000179855.5 0.056854 0.050114 ENSG00000179855
GPR85 ENSG00000164604.7 0.108516 0.050822 ENSG00000164604
TSKS ENSG00000126467.6 0.286827 0.067703 ENSG00000126467
CCDC124 ENSG00000007080.6 0.100365 0.053578 ENSG00000007080
L3MBTL2 ENSG00000100395.10 0.07386 0.04004 ENSG00000100395
ZDHHC20 ENSG00000180776.11 0.082602 0.045029 ENSG00000180776
CDK11B ENSG00000248333.3 0.127556 0.045453 ENSG00000248333
RFK ENSG00000135002.7 0.163676 0.061345 ENSG00000135002
SMAD5 ENSG00000113658.12 0.080055 0.043614 ENSG00000113658
TRIAP1 ENSG00000170855.3 0.103293 0.044416 ENSG00000170855
RASA4B ENSG00000170667.9 0.280416 0.0668 ENSG00000170667
MAPK7 ENSG00000166484.15 0.10445 0.049585 ENSG00000166484
BABAM1 ENSG00000105393.11 0.122565 0.056674 ENSG00000105393
GOLGA8S ENSG00000261739.2 0.087289 0.040802 ENSG00000261739
IPO8 ENSG00000133704.5 0.321689 0.061604 ENSG00000133704
SLC5A9 ENSG00000117834.8 0.407385 0.060617 ENSG00000117834
TERF2IP ENSG00000166848.4 0.056779 0.041942 ENSG00000166848
PTX3 ENSG00000163661.3 0.070672 0.045622 ENSG00000163661
LRPPRC ENSG00000138095.14 0.059301 0.040843 ENSG00000138095
ZNF720 ENSG00000197302.6 0.111306 0.049123 ENSG00000197302
RP11-403P17.5 ENSG00000260851.2 0.197563 0.059804 ENSG00000260851
SAC3D1 ENSG00000168061.9 0.050989 0.037046 ENSG00000168061
GTPBP8 ENSG00000163607.10 0.143743 0.050817 ENSG00000163607
TICAM1 ENSG00000127666.8 0.12417 0.060629 ENSG00000127666
KIF27 ENSG00000165115.10 0.07885 0.043572 ENSG00000165115
PLAGL2 ENSG00000126003.6 0.052757 0.041511 ENSG00000126003
ZNF93 ENSG00000184635.9 0.104008 0.049259 ENSG00000184635
MIA3 ENSG00000154305.12 0.092854 0.042481 ENSG00000154305
UQCC ENSG00000101019.17 0.061559 0.034673 ENSG00000101019
ZNF273 ENSG00000198039.7 0.074305 0.040911 ENSG00000198039
CD2 ENSG00000116824.4 0.087041 0.041196 ENSG00000116824
LRRC63 ENSG00000173988.8 0.059984 0.040431 ENSG00000173988
CLEC18B ENSG00000140839.7 0.108939 0.052523 ENSG00000140839
VRK3 ENSG00000105053.6 0.123681 0.046569 ENSG00000105053
SLC39A10 ENSG00000196950.9 0.094114 0.042061 ENSG00000196950
C2CD2 ENSG00000157617.12 0.195125 0.067768 ENSG00000157617
RBBP5 ENSG00000117222.9 0.074449 0.04024 ENSG00000117222
FCGR3B ENSG00000162747.5 0.055709 0.040915 ENSG00000162747
RPS11 ENSG00000142534.2 0.140487 0.054831 ENSG00000142534
NCR3LG1 ENSG00000188211.4 0.145535 0.050503 ENSG00000188211
RNF215 ENSG00000099999.10 0.078674 0.041567 ENSG00000099999
HSPBP1 ENSG00000133265.6 0.150297 0.057182 ENSG00000133265
ATAD3A ENSG00000197785.9 0.058642 0.034966 ENSG00000197785
MX1 ENSG00000157601.9 0.205037 0.063093 ENSG00000157601
NUTM2A ENSG00000184923.8 0.347583 0.071917 ENSG00000184923
ZDHHC2 ENSG00000104219.8 0.084482 0.044837 ENSG00000104219
ZNF611 ENSG00000213020.4 0.126201 0.056033 ENSG00000213020
TAS2R5 ENSG00000127366.4 0.212866 0.061606 ENSG00000127366
POLA2 ENSG00000014138.4 0.146859 0.052726 ENSG00000014138
ACP2 ENSG00000134575.5 0.062254 0.03251 ENSG00000134575
MRC1L1 ENSG00000183748.4 0.291455 0.064778 ENSG00000183748
FRA10AC1 ENSG00000148690.10 0.428015 0.060957 ENSG00000148690
GSDMD ENSG00000104518.6 0.388277 0.065571 ENSG00000104518
FBN3 ENSG00000142449.8 0.155196 0.062253 ENSG00000142449
TMEM79 ENSG00000163472.14 0.051582 0.035823 ENSG00000163472
MAN2C1 ENSG00000140400.10 0.430452 0.060635 ENSG00000140400
PIGC ENSG00000135845.4 0.227148 0.059258 ENSG00000135845
PRICKLE4 ENSG00000124593.10 0.193084 0.054075 ENSG00000124593
GSTCD ENSG00000138780.10 0.093523 0.040892 ENSG00000138780
MED20 ENSG00000124641.10 0.239886 0.058837 ENSG00000124641
RP11-176H8.1 ENSG00000203546.3 0.05399 0.032845 ENSG00000203546
CLEC4M ENSG00000104938.12 0.285939 0.066029 ENSG00000104938
VSNL1 ENSG00000163032.7 0.065022 0.04245 ENSG00000163032
SENP7 ENSG00000138468.11 0.147936 0.046941 ENSG00000138468
PNKP ENSG00000039650.5 0.224615 0.066373 ENSG00000039650
C1S ENSG00000182326.10 0.059276 0.040626 ENSG00000182326
TRPM4 ENSG00000130529.11 0.215948 0.067223 ENSG00000130529
SLC35C1 ENSG00000181830.7 0.094905 0.048661 ENSG00000181830
HSF2 ENSG00000025156.7 0.141777 0.052794 ENSG00000025156
SNTB2 ENSG00000168807.12 0.069662 0.040247 ENSG00000168807
TMEM259 ENSG00000182087.8 0.050084 0.043575 ENSG00000182087
SSTR2 ENSG00000180616.4 0.087064 0.055073 ENSG00000180616
ADAM10 ENSG00000137845.10 0.233775 0.057181 ENSG00000137845
PIKFYVE ENSG00000115020.12 0.055693 0.042688 ENSG00000115020
ARF3 ENSG00000134287.4 0.059049 0.039062 ENSG00000134287
NELL1 ENSG00000165973.13 0.0838 0.053797 ENSG00000165973
NMRK1 ENSG00000106733.16 0.784504 0.032457 ENSG00000106733
FGD4 ENSG00000139132.10 0.076385 0.04155 ENSG00000139132
ARL6IP5 ENSG00000144746.6 0.186941 0.057408 ENSG00000144746
OSCAR ENSG00000170909.9 0.098384 0.065192 ENSG00000170909
SFI1 ENSG00000198089.10 0.302986 0.0667 ENSG00000198089
TMEM99 ENSG00000167920.4 0.338504 0.066375 ENSG00000167920
PROSER2 ENSG00000148426.8 0.071488 0.052897 ENSG00000148426
MYOF ENSG00000138119.12 0.198703 0.064495 ENSG00000138119
PLCG2 ENSG00000197943.5 0.087558 0.054282 ENSG00000197943
AACS ENSG00000081760.12 0.120422 0.059667 ENSG00000081760
TIPIN ENSG00000075131.5 0.640487 0.044937 ENSG00000075131
UMPS ENSG00000114491.9 0.055034 0.038108 ENSG00000114491
QSER1 ENSG00000060749.10 0.13563 0.052552 ENSG00000060749
GTF2H1 ENSG00000110768.7 0.362008 0.061204 ENSG00000110768
RAB7L1 ENSG00000117280.8 0.28448 0.05834 ENSG00000117280
USP24 ENSG00000162402.8 0.180817 0.053473 ENSG00000162402
FAM105A ENSG00000145569.5 0.069881 0.044057 ENSG00000145569
TOR4A ENSG00000198113.2 0.106641 0.052137 ENSG00000198113
DNAJC17 ENSG00000104129.5 0.085373 0.044302 ENSG00000104129
GPR111 ENSG00000164393.4 0.331672 0.063441 ENSG00000164393
PIF1 ENSG00000140451.8 0.091404 0.049369 ENSG00000140451
LDHC ENSG00000166796.7 0.860289 0.022979 ENSG00000166796
GPATCH1 ENSG00000076650.2 0.055796 0.033763 ENSG00000076650
R3HCC1 ENSG00000104679.6 0.053884 0.03835 ENSG00000104679
ZNF417 ENSG00000173480.6 0.353799 0.062254 ENSG00000173480
CD80 ENSG00000121594.7 0.108746 0.051059 ENSG00000121594
RNASEH2B ENSG00000136104.13 0.579179 0.058656 ENSG00000136104
ICAM5 ENSG00000105376.4 0.093493 0.045675 ENSG00000105376
NAA35 ENSG00000135040.11 0.146713 0.052483 ENSG00000135040
RPS23 ENSG00000186468.8 0.20092 0.05751 ENSG00000186468
NT5DC2 ENSG00000168268.6 0.149907 0.059602 ENSG00000168268
AP001816.1 ENSG00000254531.1 0.397268 0.064822 ENSG00000254531
HIATL2 ENSG00000196312.7 0.137315 0.060912 ENSG00000196312
CCDC111 ENSG00000164306.6 0.07408 0.039904 ENSG00000164306
ATG5 ENSG00000057663.8 0.055724 0.046047 ENSG00000057663
PARVB ENSG00000188677.9 0.251514 0.073327 ENSG00000188677
LRRC19 ENSG00000184434.7 0.531964 0.052984 ENSG00000184434
AHI1 ENSG00000135541.16 0.460565 0.068347 ENSG00000135541
ZNF559 ENSG00000188321.9 0.147959 0.056593 ENSG00000188321
ARHGAP19 ENSG00000213390.6 0.23945 0.064316 ENSG00000213390
STEAP2 ENSG00000157214.9 0.208538 0.053565 ENSG00000157214
TUBB2B ENSG00000137285.9 0.115206 0.046611 ENSG00000137285
RNF40 ENSG00000103549.17 0.209623 0.061083 ENSG00000103549
NR3C1 ENSG00000113580.10 0.052629 0.042142 ENSG00000113580
CNTNAP1 ENSG00000108797.7 0.074741 0.037126 ENSG00000108797
MRPS9 ENSG00000135972.4 0.414057 0.057595 ENSG00000135972
CYTH3 ENSG00000008256.11 0.079475 0.043797 ENSG00000008256
MARVELD3 ENSG00000140832.5 0.108441 0.046679 ENSG00000140832
XYLT2 ENSG00000015532.5 0.092226 0.049029 ENSG00000015532
CROT ENSG00000005469.7 0.105316 0.044574 ENSG00000005469
PPIL3 ENSG00000240344.4 0.07395 0.037947 ENSG00000240344
FAM19A1 ENSG00000183662.6 0.21736 0.055441 ENSG00000183662
RNF112 ENSG00000128482.11 0.051354 0.034532 ENSG00000128482
CYBA ENSG00000051523.6 0.143502 0.05906 ENSG00000051523
PRAM1 ENSG00000133246.7 0.220267 0.059664 ENSG00000133246
ZBTB20 ENSG00000181722.11 0.076155 0.048561 ENSG00000181722
METRN ENSG00000103260.4 0.056336 0.038433 ENSG00000103260
TADA2B ENSG00000173011.11 0.054476 0.050147 ENSG00000173011
TRIP6 ENSG00000087077.7 0.055503 0.038267 ENSG00000087077
FAM221A ENSG00000188732.6 0.058171 0.040247 ENSG00000188732
ME3 ENSG00000151376.12 0.069446 0.043388 ENSG00000151376
HNRNPA1L2 ENSG00000139675.10 0.105262 0.042888 ENSG00000139675
RAB13 ENSG00000143545.4 0.052691 0.040224 ENSG00000143545
RASGRP2 ENSG00000068831.14 0.074674 0.045647 ENSG00000068831
FAM60A ENSG00000139146.9 0.090334 0.040714 ENSG00000139146
REEP3 ENSG00000165476.8 0.142375 0.05051 ENSG00000165476
ZMYND19 ENSG00000165724.5 0.081252 0.043818 ENSG00000165724
BHLHA15 ENSG00000180535.2 0.083411 0.039229 ENSG00000180535
EXOC6B ENSG00000144036.10 0.080329 0.044579 ENSG00000144036
EXOG ENSG00000157036.8 0.152325 0.052714 ENSG00000157036
DNM3 ENSG00000197959.9 0.097684 0.048372 ENSG00000197959
BIN1 ENSG00000136717.10 0.06369 0.04468 ENSG00000136717
ACTR3C ENSG00000106526.6 0.40917 0.061907 ENSG00000106526
ENPEP ENSG00000138792.5 0.152058 0.054015 ENSG00000138792
CSDC2 ENSG00000172346.10 0.181005 0.059154 ENSG00000172346
GPR108 ENSG00000125734.9 0.589317 0.055804 ENSG00000125734
LRP5L ENSG00000100068.7 0.3059 0.062145 ENSG00000100068
CD109 ENSG00000156535.9 0.074055 0.043742 ENSG00000156535
SDCBP2 ENSG00000125775.10 0.216718 0.064731 ENSG00000125775
SGCE ENSG00000127990.11 0.168645 0.054787 ENSG00000127990
ITGB6 ENSG00000115221.6 0.416611 0.064731 ENSG00000115221
ATG10 ENSG00000152348.11 0.696487 0.042007 ENSG00000152348
MAP3K12 ENSG00000139625.8 0.102082 0.053449 ENSG00000139625
FBN2 ENSG00000138829.6 0.414684 0.05997 ENSG00000138829
SLC15A2 ENSG00000163406.6 0.070955 0.038752 ENSG00000163406
GALNS ENSG00000141012.8 0.209789 0.06377 ENSG00000141012
ACP1 ENSG00000143727.11 0.066364 0.042418 ENSG00000143727
AFF1 ENSG00000172493.16 0.109596 0.048575 ENSG00000172493
MLYCD ENSG00000103150.4 0.086081 0.059125 ENSG00000103150
IFT52 ENSG00000101052.8 0.054921 0.039347 ENSG00000101052
SLC35F3 ENSG00000183780.8 0.099766 0.049447 ENSG00000183780
AC010536.1 ENSG00000226180.2 0.440631 0.067967 ENSG00000226180
RASSF2 ENSG00000101265.11 0.062849 0.050728 ENSG00000101265
SRSF12 ENSG00000154548.8 0.144964 0.050216 ENSG00000154548
FTSJD1 ENSG00000180917.12 0.065813 0.039332 ENSG00000180917
POLR2B ENSG00000047315.10 0.062855 0.042144 ENSG00000047315
KLHL32 ENSG00000186231.12 0.092546 0.04706 ENSG00000186231
PTPN18 ENSG00000072135.8 0.135069 0.057661 ENSG00000072135
TOMM22 ENSG00000100216.4 0.129452 0.046053 ENSG00000100216
NSUN5 ENSG00000130305.12 0.054828 0.04078 ENSG00000130305
ZNF699 ENSG00000196110.3 0.063061 0.033083 ENSG00000196110
DUSP1 ENSG00000120129.5 0.0576 0.041372 ENSG00000120129
AP1M1 ENSG00000072958.4 0.227959 0.058423 ENSG00000072958
CUL7 ENSG00000044090.4 0.213401 0.058998 ENSG00000044090
CLPP ENSG00000125656.4 0.254501 0.066652 ENSG00000125656
ZNF160 ENSG00000170949.13 0.283459 0.064034 ENSG00000170949
NDUFAF4 ENSG00000123545.5 0.167557 0.053369 ENSG00000123545
PLTP ENSG00000100979.10 0.208549 0.066248 ENSG00000100979
C21orf33 ENSG00000160221.12 0.120252 0.058237 ENSG00000160221
PCCB ENSG00000114054.9 0.054431 0.039184 ENSG00000114054
CTD-3105H18.14 ENSG00000268744.1 0.279889 0.061893 ENSG00000268744
FBXO22 ENSG00000167196.9 0.069963 0.039811 ENSG00000167196
AOC3 ENSG00000131471.2 0.06438 0.039986 ENSG00000131471
API5 ENSG00000166181.8 0.055835 0.039652 ENSG00000166181
WDR27 ENSG00000184465.11 0.052543 0.029237 ENSG00000184465
FBXW8 ENSG00000174989.8 0.068828 0.042116 ENSG00000174989
GNAO1 ENSG00000087258.9 0.113696 0.051197 ENSG00000087258
CAMSAP2 ENSG00000118200.10 0.13673 0.049931 ENSG00000118200
PCSK2 ENSG00000125851.5 0.211368 0.059217 ENSG00000125851
CLDN10 ENSG00000134873.5 0.324873 0.062926 ENSG00000134873
ILDR2 ENSG00000143195.8 0.139887 0.054575 ENSG00000143195
ZNF235 ENSG00000159917.10 0.050808 0.034345 ENSG00000159917
SYNRG ENSG00000006114.11 0.474122 0.060304 ENSG00000006114
GGA1 ENSG00000100083.14 0.142588 0.052894 ENSG00000100083
ARHGAP1 ENSG00000175220.7 0.074533 0.035132 ENSG00000175220
TAF2 ENSG00000064313.7 0.23475 0.059814 ENSG00000064313
MYF6 ENSG00000111046.3 0.063951 0.043811 ENSG00000111046
GPR180 ENSG00000152749.7 0.496046 0.055008 ENSG00000152749
MIER1 ENSG00000198160.10 0.121798 0.047905 ENSG00000198160
MAEL ENSG00000143194.8 0.438885 0.063087 ENSG00000143194
TAF6 ENSG00000106290.10 0.06302 0.036401 ENSG00000106290
ARMC7 ENSG00000125449.2 0.53221 0.060819 ENSG00000125449
COX4I1 ENSG00000131143.4 0.070246 0.057139 ENSG00000131143
IZUMO1 ENSG00000182264.4 0.625998 0.050863 ENSG00000182264
PCBD1 ENSG00000166228.4 0.097502 0.049998 ENSG00000166228
LRGUK ENSG00000155530.2 0.668373 0.059425 ENSG00000155530
BLZF1 ENSG00000117475.9 0.063659 0.039453 ENSG00000117475
MXRA7 ENSG00000182534.9 0.052153 0.028941 ENSG00000182534
ORC1 ENSG00000085840.7 0.118862 0.049806 ENSG00000085840
PNKD ENSG00000127838.9 0.100922 0.044416 ENSG00000127838
PRKCE ENSG00000171132.9 0.07584 0.049358 ENSG00000171132
C4orf3 ENSG00000164096.10 0.064534 0.035167 ENSG00000164096
LILRB3 ENSG00000204577.7 0.247409 0.065302 ENSG00000204577
RPAP3 ENSG00000005175.5 0.058489 0.040555 ENSG00000005175
MGST2 ENSG00000085871.4 0.086617 0.049015 ENSG00000085871
PCDHGB6 ENSG00000253305.1 0.081419 0.040316 ENSG00000253305
TG ENSG00000042832.7 0.069323 0.04166 ENSG00000042832
OTX2 ENSG00000165588.12 0.06216 0.039517 ENSG00000165588
MPPE1 ENSG00000154889.12 0.052476 0.034319 ENSG00000154889
CACNG4 ENSG00000075461.5 0.053801 0.038691 ENSG00000075461
TMEFF2 ENSG00000144339.7 0.22761 0.064281 ENSG00000144339
TGM2 ENSG00000198959.7 0.059033 0.050527 ENSG00000198959
P2RX2 ENSG00000187848.8 0.205749 0.053791 ENSG00000187848
CYBRD1 ENSG00000071967.7 0.302668 0.061124 ENSG00000071967
DAPP1 ENSG00000070190.8 0.097744 0.048659 ENSG00000070190
MARC2 ENSG00000117791.11 0.08925 0.045784 ENSG00000117791
NT5C ENSG00000125458.2 0.30845 0.066126 ENSG00000125458
PRSS45 ENSG00000188086.8 0.674487 0.052224 ENSG00000188086
DNAJC15 ENSG00000120675.4 0.742254 0.039814 ENSG00000120675
STX1B ENSG00000099365.5 0.111996 0.044784 ENSG00000099365
DKFZP667F0711 ENSG00000212743.1 0.18271 0.066208 ENSG00000212743
MYO6 ENSG00000196586.9 0.057847 0.03681 ENSG00000196586
MTFR1L ENSG00000117640.13 0.093483 0.045159 ENSG00000117640
MRPS7 ENSG00000125445.6 0.27522 0.059038 ENSG00000125445
DOPEY1 ENSG00000083097.10 0.191401 0.054183 ENSG00000083097
METTL2B ENSG00000165055.10 0.52731 0.06415 ENSG00000165055
KANSL2 ENSG00000139620.8 0.427939 0.06165 ENSG00000139620
ACSBG2 ENSG00000130377.9 0.080516 0.049011 ENSG00000130377
EML3 ENSG00000149499.7 0.191186 0.054118 ENSG00000149499
GZMA ENSG00000145649.7 0.087246 0.04685 ENSG00000145649
TMED2 ENSG00000086598.6 0.181826 0.058734 ENSG00000086598
RNF19A ENSG00000034677.7 0.230761 0.064717 ENSG00000034677
RAPGEF2 ENSG00000109756.4 0.077499 0.046109 ENSG00000109756
CX3CR1 ENSG00000168329.9 0.094397 0.04757 ENSG00000168329
SERTAD3 ENSG00000167565.8 0.084588 0.046818 ENSG00000167565
POGK ENSG00000143157.7 0.0516 0.038094 ENSG00000143157
TEX9 ENSG00000151575.10 0.221517 0.056133 ENSG00000151575
IFRD1 ENSG00000006652.9 0.228726 0.058103 ENSG00000006652
DPP8 ENSG00000074603.14 0.05185 0.034412 ENSG00000074603
PPM1K ENSG00000163644.9 0.152041 0.053484 ENSG00000163644
LRRK1 ENSG00000154237.8 0.124003 0.05174 ENSG00000154237
DNAJC18 ENSG00000170464.5 0.305393 0.068684 ENSG00000170464
FAM35A ENSG00000122376.7 0.073954 0.038959 ENSG00000122376
GIN1 ENSG00000145723.12 0.056115 0.034393 ENSG00000145723
