AssociatedGeneName EnsemblGeneID h2.MuscleSkeletal se.MuscleSkeletal ensid
TTC16 ENSG00000167094.11 0.11072 0.05688 ENSG00000167094
RCN1 ENSG00000049449.4 0.181584 0.063945 ENSG00000049449
FSTL4 ENSG00000053108.12 0.070509 0.055956 ENSG00000053108
PFDN1 ENSG00000113068.5 0.236239 0.063574 ENSG00000113068
TRMT61A ENSG00000166166.8 0.05901 0.052771 ENSG00000166166
COQ9 ENSG00000088682.9 0.084098 0.056201 ENSG00000088682
CNP ENSG00000173786.11 0.090242 0.051662 ENSG00000173786
RMDN3 ENSG00000137824.11 0.097903 0.047197 ENSG00000137824
MAPK9 ENSG00000050748.12 0.145279 0.060228 ENSG00000050748
NODAL ENSG00000156574.5 0.090984 0.067684 ENSG00000156574
INTS6 ENSG00000102786.10 0.061188 0.044622 ENSG00000102786
LDOC1L ENSG00000188636.3 0.127796 0.071323 ENSG00000188636
POGLUT1 ENSG00000163389.6 0.06461 0.0439 ENSG00000163389
TTC7B ENSG00000165914.10 0.106278 0.059391 ENSG00000165914
CXCL12 ENSG00000107562.12 0.091692 0.053193 ENSG00000107562
EMC10 ENSG00000161671.12 0.100931 0.06805 ENSG00000161671
TRAPPC10 ENSG00000160218.8 0.053905 0.041337 ENSG00000160218
POMP ENSG00000132963.7 0.070869 0.056524 ENSG00000132963
ZNF141 ENSG00000131127.9 0.055117 0.043008 ENSG00000131127
BANF1 ENSG00000175334.3 0.09332 0.054502 ENSG00000175334
ALDH1A1 ENSG00000165092.8 0.059491 0.039398 ENSG00000165092
B4GALT4 ENSG00000121578.8 0.074061 0.054238 ENSG00000121578
RRP12 ENSG00000052749.9 0.127356 0.057716 ENSG00000052749
ARIH1 ENSG00000166233.8 0.06247 0.043115 ENSG00000166233
TMEM86A ENSG00000151117.4 0.06979 0.052871 ENSG00000151117
CCNI ENSG00000118816.5 0.068599 0.053024 ENSG00000118816
BBX ENSG00000114439.14 0.054872 0.043897 ENSG00000114439
CDK20 ENSG00000156345.13 0.09497 0.057133 ENSG00000156345
TSNARE1 ENSG00000171045.10 0.06005 0.046067 ENSG00000171045
PCNXL2 ENSG00000135749.13 0.081136 0.056227 ENSG00000135749
KCNAB2 ENSG00000069424.10 0.050562 0.040236 ENSG00000069424
TNNI2 ENSG00000130598.11 0.152405 0.065653 ENSG00000130598
UBE2I ENSG00000103275.14 0.090304 0.062535 ENSG00000103275
ZMYM5 ENSG00000132950.14 0.056901 0.045149 ENSG00000132950
NUCB2 ENSG00000070081.11 0.073909 0.048615 ENSG00000070081
KXD1 ENSG00000105700.6 0.075758 0.058974 ENSG00000105700
C7orf63 ENSG00000105792.15 0.087583 0.046483 ENSG00000105792
OSGEP ENSG00000092094.6 0.069041 0.06048 ENSG00000092094
AASS ENSG00000008311.10 0.078452 0.053188 ENSG00000008311
HDGFRP2 ENSG00000167674.10 0.087955 0.060586 ENSG00000167674
TOMM7 ENSG00000196683.6 0.050343 0.048362 ENSG00000196683
STMN1 ENSG00000117632.16 0.085595 0.06205 ENSG00000117632
TFG ENSG00000114354.8 0.063944 0.041541 ENSG00000114354
CDC25A ENSG00000164045.7 0.134663 0.063965 ENSG00000164045
GNE ENSG00000159921.10 0.095302 0.056565 ENSG00000159921
UPK3A ENSG00000100373.5 0.138014 0.076553 ENSG00000100373
ZFP1 ENSG00000184517.7 0.064617 0.045349 ENSG00000184517
RNPEPL1 ENSG00000142327.6 0.073209 0.045964 ENSG00000142327
APOL2 ENSG00000128335.9 0.125847 0.070451 ENSG00000128335
SLC9A2 ENSG00000115616.2 0.075224 0.044548 ENSG00000115616
WBP1L ENSG00000166272.12 0.154275 0.061156 ENSG00000166272
PLD5 ENSG00000180287.11 0.070025 0.054642 ENSG00000180287
ESRRA ENSG00000173153.9 0.062436 0.053311 ENSG00000173153
GSR ENSG00000104687.8 0.103805 0.062617 ENSG00000104687
GIPC3 ENSG00000179855.5 0.083513 0.063407 ENSG00000179855
C1orf115 ENSG00000162817.6 0.093182 0.05022 ENSG00000162817
SACS ENSG00000151835.9 0.146001 0.067996 ENSG00000151835
L3MBTL2 ENSG00000100395.10 0.054439 0.037962 ENSG00000100395
ZDHHC20 ENSG00000180776.11 0.095042 0.057519 ENSG00000180776
PLCB1 ENSG00000182621.12 0.062301 0.054812 ENSG00000182621
RPS18 ENSG00000231500.2 0.084713 0.056761 ENSG00000231500
SLC12A9 ENSG00000146828.13 0.050077 0.046059 ENSG00000146828
SLC5A9 ENSG00000117834.8 0.155807 0.063849 ENSG00000117834
TERF2IP ENSG00000166848.4 0.055407 0.051335 ENSG00000166848
CLEC18B ENSG00000140839.7 0.065654 0.054608 ENSG00000140839
NEDD9 ENSG00000111859.12 0.072118 0.054979 ENSG00000111859
C2CD2 ENSG00000157617.12 0.211782 0.078042 ENSG00000157617
GNAQ ENSG00000156052.6 0.060036 0.049038 ENSG00000156052
NOC4L ENSG00000184967.2 0.071742 0.046358 ENSG00000184967
NCR3LG1 ENSG00000188211.4 0.056156 0.041782 ENSG00000188211
RNF215 ENSG00000099999.10 0.081126 0.049121 ENSG00000099999
MX1 ENSG00000157601.9 0.107064 0.063115 ENSG00000157601
MAP3K7CL ENSG00000156265.11 0.083964 0.062681 ENSG00000156265
ZNF611 ENSG00000213020.4 0.074957 0.063594 ENSG00000213020
OBSL1 ENSG00000124006.10 0.058222 0.056608 ENSG00000124006
PEX1 ENSG00000127980.11 0.102342 0.052783 ENSG00000127980
RBP4 ENSG00000138207.8 0.08596 0.051323 ENSG00000138207
URI1 ENSG00000105176.13 0.056001 0.040219 ENSG00000105176
GSDMD ENSG00000104518.6 0.102859 0.053011 ENSG00000104518
FDPS ENSG00000160752.10 0.06244 0.045745 ENSG00000160752
FBN3 ENSG00000142449.8 0.179566 0.07027 ENSG00000142449
MAN2C1 ENSG00000140400.10 0.128292 0.052508 ENSG00000140400
UBXN4 ENSG00000144224.12 0.080698 0.05043 ENSG00000144224
SIPA1L2 ENSG00000116991.6 0.071482 0.0557 ENSG00000116991
RP11-176H8.1 ENSG00000203546.3 0.106866 0.056082 ENSG00000203546
ALAD ENSG00000148218.11 0.060087 0.056832 ENSG00000148218
SNX17 ENSG00000115234.6 0.072229 0.045006 ENSG00000115234
SH3D21 ENSG00000214193.5 0.109332 0.059387 ENSG00000214193
PDIA5 ENSG00000065485.13 0.069202 0.053035 ENSG00000065485
ADAM10 ENSG00000137845.10 0.084975 0.058254 ENSG00000137845
PIKFYVE ENSG00000115020.12 0.052488 0.043818 ENSG00000115020
CSRNP3 ENSG00000178662.11 0.105837 0.055004 ENSG00000178662
ADAMTS1 ENSG00000154734.9 0.077332 0.0585 ENSG00000154734
PAK1IP1 ENSG00000111845.4 0.074643 0.053045 ENSG00000111845
NMRK1 ENSG00000106733.16 0.144869 0.059838 ENSG00000106733
FGD4 ENSG00000139132.10 0.060967 0.046425 ENSG00000139132
OSCAR ENSG00000170909.9 0.160318 0.07939 ENSG00000170909
SFI1 ENSG00000198089.10 0.122873 0.052935 ENSG00000198089
PHLDB3 ENSG00000176531.6 0.083361 0.063926 ENSG00000176531
PROSER2 ENSG00000148426.8 0.206641 0.073189 ENSG00000148426
LRRC56 ENSG00000161328.10 0.058664 0.043074 ENSG00000161328
JAK3 ENSG00000105639.14 0.05062 0.049304 ENSG00000105639
PLCG2 ENSG00000197943.5 0.125318 0.073376 ENSG00000197943
AACS ENSG00000081760.12 0.051792 0.059674 ENSG00000081760
TIPIN ENSG00000075131.5 0.143556 0.054715 ENSG00000075131
UMPS ENSG00000114491.9 0.112339 0.054967 ENSG00000114491
PRDM15 ENSG00000141956.9 0.069576 0.046491 ENSG00000141956
MEGF10 ENSG00000145794.12 0.133032 0.060871 ENSG00000145794
USP24 ENSG00000162402.8 0.061189 0.050939 ENSG00000162402
GPR111 ENSG00000164393.4 0.124884 0.051114 ENSG00000164393
LDHC ENSG00000166796.7 0.1247 0.06414 ENSG00000166796
CD80 ENSG00000121594.7 0.285691 0.077332 ENSG00000121594
RNASEH2B ENSG00000136104.13 0.277915 0.070803 ENSG00000136104
SMAP1 ENSG00000112305.10 0.059956 0.04676 ENSG00000112305
EIF3G ENSG00000130811.6 0.073813 0.045852 ENSG00000130811
NT5DC2 ENSG00000168268.6 0.054119 0.041114 ENSG00000168268
AP001816.1 ENSG00000254531.1 0.084568 0.052876 ENSG00000254531
BRI3BP ENSG00000184992.10 0.127962 0.072534 ENSG00000184992
JUN ENSG00000177606.5 0.10886 0.054928 ENSG00000177606
PARVB ENSG00000188677.9 0.055811 0.066902 ENSG00000188677
AHI1 ENSG00000135541.16 0.062537 0.046312 ENSG00000135541
TRHDE ENSG00000072657.4 0.097542 0.057591 ENSG00000072657
TUBB2B ENSG00000137285.9 0.089248 0.053353 ENSG00000137285
CCDC154 ENSG00000197599.8 0.052462 0.044014 ENSG00000197599
TOMM34 ENSG00000025772.7 0.056058 0.04878 ENSG00000025772
HNRNPU ENSG00000153187.12 0.065843 0.058703 ENSG00000153187
CYBA ENSG00000051523.6 0.058311 0.049622 ENSG00000051523
THNSL2 ENSG00000144115.12 0.095945 0.055653 ENSG00000144115
ZBTB7C ENSG00000184828.5 0.060602 0.042331 ENSG00000184828
CORO1A ENSG00000102879.11 0.055486 0.044767 ENSG00000102879
FAM60A ENSG00000139146.9 0.120288 0.059815 ENSG00000139146
ZMYND19 ENSG00000165724.5 0.102951 0.057842 ENSG00000165724
ACTR3C ENSG00000106526.6 0.221497 0.064802 ENSG00000106526
ZNF260 ENSG00000254004.2 0.070157 0.057709 ENSG00000254004
SECTM1 ENSG00000141574.3 0.059229 0.061796 ENSG00000141574
SDCBP2 ENSG00000125775.10 0.053623 0.045845 ENSG00000125775
MAP3K12 ENSG00000139625.8 0.057232 0.04839 ENSG00000139625
FBN2 ENSG00000138829.6 0.096015 0.050029 ENSG00000138829
SLC15A2 ENSG00000163406.6 0.149016 0.06242 ENSG00000163406
RAMP2 ENSG00000131477.6 0.080419 0.051377 ENSG00000131477
AC010536.1 ENSG00000226180.2 0.137146 0.07359 ENSG00000226180
SLC23A2 ENSG00000089057.10 0.104593 0.064541 ENSG00000089057
LRRC14 ENSG00000160959.3 0.07358 0.045088 ENSG00000160959
CUL7 ENSG00000044090.4 0.050807 0.052858 ENSG00000044090
C21orf33 ENSG00000160221.12 0.077034 0.047605 ENSG00000160221
HRAS ENSG00000174775.12 0.082297 0.053109 ENSG00000174775
NCOA5 ENSG00000124160.7 0.108005 0.061199 ENSG00000124160
STEAP4 ENSG00000127954.8 0.074003 0.046406 ENSG00000127954
GNAO1 ENSG00000087258.9 0.076285 0.050297 ENSG00000087258
HIST2H3D ENSG00000183598.3 0.155638 0.068887 ENSG00000183598
UNC13A ENSG00000130477.10 0.06128 0.051416 ENSG00000130477
PCSK2 ENSG00000125851.5 0.069551 0.054858 ENSG00000125851
TIAM2 ENSG00000146426.13 0.142203 0.068249 ENSG00000146426
SYNRG ENSG00000006114.11 0.050564 0.049588 ENSG00000006114
FERMT3 ENSG00000149781.8 0.079273 0.053836 ENSG00000149781
GPR180 ENSG00000152749.7 0.295158 0.06792 ENSG00000152749
MAEL ENSG00000143194.8 0.119244 0.061791 ENSG00000143194
RIPK1 ENSG00000137275.9 0.05117 0.045717 ENSG00000137275
A2M ENSG00000175899.10 0.060134 0.042215 ENSG00000175899
ZNF142 ENSG00000115568.11 0.149863 0.068926 ENSG00000115568
FAM219B ENSG00000178761.10 0.083415 0.05552 ENSG00000178761
ULK2 ENSG00000083290.15 0.119848 0.059756 ENSG00000083290
LILRB3 ENSG00000204577.7 0.070375 0.061212 ENSG00000204577
OTX2 ENSG00000165588.12 0.11655 0.063236 ENSG00000165588
TMEFF2 ENSG00000144339.7 0.062814 0.050529 ENSG00000144339
TRPV2 ENSG00000187688.10 0.076567 0.057293 ENSG00000187688
DNAJC15 ENSG00000120675.4 0.089307 0.054261 ENSG00000120675
CLPB ENSG00000162129.8 0.068061 0.065228 ENSG00000162129
PLCB2 ENSG00000137841.7 0.087324 0.058867 ENSG00000137841
MTFR1L ENSG00000117640.13 0.09633 0.059398 ENSG00000117640
METTL2B ENSG00000165055.10 0.056129 0.048008 ENSG00000165055
KANSL2 ENSG00000139620.8 0.360575 0.075097 ENSG00000139620
PRX ENSG00000105227.10 0.050701 0.044558 ENSG00000105227
EML3 ENSG00000149499.7 0.084935 0.054205 ENSG00000149499
CX3CR1 ENSG00000168329.9 0.072425 0.051429 ENSG00000168329
SERTAD3 ENSG00000167565.8 0.073653 0.063559 ENSG00000167565
DNAJC18 ENSG00000170464.5 0.190469 0.066687 ENSG00000170464
ZNF552 ENSG00000178935.5 0.068037 0.041704 ENSG00000178935
NUP85 ENSG00000125450.6 0.102709 0.056571 ENSG00000125450
AQP4 ENSG00000171885.9 0.053376 0.055351 ENSG00000171885
PMCH ENSG00000183395.4 0.08587 0.055763 ENSG00000183395
FCGRT ENSG00000104870.8 0.051191 0.043299 ENSG00000104870
COPG2 ENSG00000158623.10 0.103176 0.06413 ENSG00000158623
FAM57A ENSG00000167695.10 0.053025 0.05135 ENSG00000167695
HMGB3 ENSG00000029993.10 0.131224 0.061086 ENSG00000029993
RALGPS2 ENSG00000116191.12 0.098394 0.055347 ENSG00000116191
XAF1 ENSG00000132530.12 0.064696 0.046303 ENSG00000132530
OSER1 ENSG00000132823.6 0.063238 0.047042 ENSG00000132823
THBS4 ENSG00000113296.10 0.099608 0.058196 ENSG00000113296
EPDR1 ENSG00000086289.7 0.078652 0.048248 ENSG00000086289
PSME1 ENSG00000092010.10 0.082913 0.045206 ENSG00000092010
ETFA ENSG00000140374.11 0.077419 0.045745 ENSG00000140374
MTIF3 ENSG00000122033.10 0.118944 0.058074 ENSG00000122033
SLC16A3 ENSG00000141526.10 0.052653 0.057865 ENSG00000141526
GUCY2C ENSG00000070019.3 0.081133 0.053849 ENSG00000070019
GOLGA8N ENSG00000232653.4 0.153729 0.069776 ENSG00000232653
IFITM5 ENSG00000206013.2 0.050857 0.045614 ENSG00000206013
CEP41 ENSG00000106477.13 0.105108 0.059597 ENSG00000106477
SLC25A38 ENSG00000144659.6 0.061138 0.046357 ENSG00000144659
CD5 ENSG00000110448.6 0.129106 0.053695 ENSG00000110448
NPTX1 ENSG00000171246.5 0.067733 0.053536 ENSG00000171246
AZIN1 ENSG00000155096.9 0.093188 0.057492 ENSG00000155096
PACRGL ENSG00000163138.14 0.175505 0.060945 ENSG00000163138
GNPDA2 ENSG00000163281.6 0.222759 0.065912 ENSG00000163281
MTCH2 ENSG00000109919.5 0.067413 0.041669 ENSG00000109919
VPS13A ENSG00000197969.7 0.173874 0.062547 ENSG00000197969
SLC25A24 ENSG00000085491.11 0.084433 0.050425 ENSG00000085491
CHST10 ENSG00000115526.6 0.064423 0.042161 ENSG00000115526
TMEM26 ENSG00000196932.7 0.059893 0.045181 ENSG00000196932
RECQL5 ENSG00000108469.10 0.121478 0.059363 ENSG00000108469
COL13A1 ENSG00000197467.9 0.051619 0.055782 ENSG00000197467
LDHA ENSG00000134333.9 0.112807 0.053108 ENSG00000134333
HIPK2 ENSG00000064393.11 0.068665 0.053658 ENSG00000064393
CFDP1 ENSG00000153774.4 0.089289 0.051284 ENSG00000153774
GOLGA8O ENSG00000206127.6 0.084481 0.055504 ENSG00000206127
LRRC7 ENSG00000033122.13 0.084751 0.051029 ENSG00000033122
PIH1D1 ENSG00000104872.6 0.062673 0.045765 ENSG00000104872
TMX4 ENSG00000125827.4 0.112306 0.068438 ENSG00000125827
SUSD4 ENSG00000143502.9 0.152284 0.062194 ENSG00000143502
RAD23B ENSG00000119318.8 0.067966 0.050869 ENSG00000119318
ROM1 ENSG00000149489.4 0.086018 0.058775 ENSG00000149489
APOH ENSG00000091583.6 0.074624 0.057119 ENSG00000091583
C20orf194 ENSG00000088854.11 0.129294 0.059023 ENSG00000088854
WNT10B ENSG00000169884.9 0.06576 0.050266 ENSG00000169884
GRINA ENSG00000178719.12 0.07591 0.046848 ENSG00000178719
IGF2 ENSG00000167244.12 0.057595 0.04684 ENSG00000167244
HECTD2 ENSG00000165338.11 0.093016 0.05313 ENSG00000165338
RAB40B ENSG00000141542.6 0.077153 0.050228 ENSG00000141542
DSE ENSG00000111817.12 0.061927 0.042477 ENSG00000111817
MGRN1 ENSG00000102858.8 0.054029 0.041043 ENSG00000102858
PRIM2 ENSG00000146143.13 0.14631 0.059469 ENSG00000146143
H1FNT ENSG00000187166.1 0.115349 0.048507 ENSG00000187166
ATG12 ENSG00000145782.8 0.071051 0.055632 ENSG00000145782
DBNDD1 ENSG00000003249.9 0.105768 0.051777 ENSG00000003249
MPND ENSG00000008382.11 0.089946 0.061239 ENSG00000008382
ABCC5 ENSG00000114770.12 0.074343 0.043939 ENSG00000114770
PLEKHN1 ENSG00000187583.5 0.051071 0.03552 ENSG00000187583
CARD8 ENSG00000105483.12 0.074635 0.052881 ENSG00000105483
RPS9 ENSG00000170889.9 0.0508 0.062052 ENSG00000170889
CNRIP1 ENSG00000119865.4 0.092376 0.051232 ENSG00000119865
KCNJ2 ENSG00000123700.4 0.102155 0.05488 ENSG00000123700
NCAPH2 ENSG00000025770.14 0.053913 0.050084 ENSG00000025770
MYO3B ENSG00000071909.14 0.051303 0.049223 ENSG00000071909
PXN ENSG00000089159.11 0.077425 0.05407 ENSG00000089159
ANKLE2 ENSG00000176915.10 0.073476 0.047697 ENSG00000176915
C1orf112 ENSG00000000460.12 0.051704 0.04484 ENSG00000000460
USB1 ENSG00000103005.7 0.123984 0.062079 ENSG00000103005
ABCE1 ENSG00000164163.6 0.051689 0.049452 ENSG00000164163
DAB1 ENSG00000173406.11 0.061165 0.057087 ENSG00000173406
SERPINA11 ENSG00000186910.3 0.052848 0.049707 ENSG00000186910
ZNF57 ENSG00000171970.8 0.198235 0.077025 ENSG00000171970
AHSG ENSG00000145192.8 0.050788 0.046327 ENSG00000145192
SIRPB2 ENSG00000196209.7 0.06749 0.056387 ENSG00000196209
IRS2 ENSG00000185950.7 0.103249 0.055528 ENSG00000185950
SLC16A4 ENSG00000168679.13 0.087216 0.055135 ENSG00000168679
TMEM8A ENSG00000129925.6 0.086659 0.054498 ENSG00000129925
GLUL ENSG00000135821.11 0.172274 0.068493 ENSG00000135821
CCL4 ENSG00000129277.9 0.060982 0.048944 ENSG00000129277
L3MBTL3 ENSG00000198945.3 0.146033 0.068638 ENSG00000198945
POLE3 ENSG00000148229.8 0.079081 0.063515 ENSG00000148229
PSRC1 ENSG00000134222.12 0.073486 0.052373 ENSG00000134222
FOCAD ENSG00000188352.8 0.057539 0.051804 ENSG00000188352
ILKAP ENSG00000132323.4 0.051032 0.053017 ENSG00000132323
WDR38 ENSG00000136918.3 0.065415 0.05981 ENSG00000136918
RNASEL ENSG00000135828.7 0.089668 0.057923 ENSG00000135828
C9orf41 ENSG00000156017.8 0.081197 0.057404 ENSG00000156017
POLR2I ENSG00000105258.4 0.081945 0.055963 ENSG00000105258
SLC35F1 ENSG00000196376.6 0.338653 0.070312 ENSG00000196376
TASP1 ENSG00000089123.11 0.090252 0.054554 ENSG00000089123
ZNF468 ENSG00000204604.5 0.09756 0.063786 ENSG00000204604
ZFHX3 ENSG00000140836.10 0.092334 0.057435 ENSG00000140836
CTDSPL ENSG00000144677.10 0.068489 0.047462 ENSG00000144677
TRPT1 ENSG00000149743.9 0.240079 0.063378 ENSG00000149743
TSPAN15 ENSG00000099282.5 0.065483 0.054758 ENSG00000099282
ARHGAP32 ENSG00000134909.14 0.055929 0.043655 ENSG00000134909
KIAA1958 ENSG00000165185.10 0.149468 0.072872 ENSG00000165185
AKNAD1 ENSG00000162641.14 0.055448 0.041164 ENSG00000162641
GALNT3 ENSG00000115339.9 0.089367 0.043622 ENSG00000115339
VSTM2L ENSG00000132821.7 0.056394 0.05141 ENSG00000132821
CDPF1 ENSG00000205643.6 0.162771 0.069878 ENSG00000205643
NBPF1 ENSG00000219481.6 0.050258 0.043583 ENSG00000219481
C9orf142 ENSG00000148362.6 0.052564 0.050333 ENSG00000148362
S100A10 ENSG00000197747.4 0.101571 0.056703 ENSG00000197747
HEATR5B ENSG00000008869.7 0.056731 0.049682 ENSG00000008869
C16orf70 ENSG00000125149.7 0.089714 0.051922 ENSG00000125149
EHF ENSG00000135373.8 0.113559 0.06178 ENSG00000135373
FGD6 ENSG00000180263.9 0.10292 0.062667 ENSG00000180263
DNAJB14 ENSG00000164031.12 0.072991 0.04756 ENSG00000164031
ZNF473 ENSG00000142528.11 0.19029 0.07256 ENSG00000142528
TMEM60 ENSG00000135211.5 0.161652 0.054765 ENSG00000135211
CREG1 ENSG00000143162.7 0.089083 0.056112 ENSG00000143162
IL27RA ENSG00000104998.2 0.056596 0.051503 ENSG00000104998
FZD8 ENSG00000177283.4 0.10308 0.052553 ENSG00000177283
GPR97 ENSG00000182885.12 0.102686 0.062483 ENSG00000182885
REPS1 ENSG00000135597.14 0.053043 0.053042 ENSG00000135597
ANKRD16 ENSG00000134461.11 0.075758 0.064705 ENSG00000134461
AATF ENSG00000108270.6 0.066181 0.05822 ENSG00000108270
CHTF18 ENSG00000127586.12 0.090292 0.060855 ENSG00000127586
VIPR2 ENSG00000106018.9 0.058075 0.03653 ENSG00000106018
PSMD5 ENSG00000095261.9 0.136063 0.055437 ENSG00000095261
SAP130 ENSG00000136715.13 0.057604 0.046805 ENSG00000136715
TBXAS1 ENSG00000059377.11 0.051304 0.044036 ENSG00000059377
HOXD3 ENSG00000128652.7 0.075355 0.050199 ENSG00000128652
SERGEF ENSG00000129158.6 0.123186 0.052002 ENSG00000129158
TYW3 ENSG00000162623.10 0.219075 0.065701 ENSG00000162623
PTGDR2 ENSG00000183134.4 0.109368 0.05994 ENSG00000183134
AKR1C2 ENSG00000151632.12 0.330277 0.077614 ENSG00000151632
PKHD1 ENSG00000170927.10 0.096142 0.052543 ENSG00000170927
SLC12A8 ENSG00000221955.6 0.069219 0.053997 ENSG00000221955
ZNF208 ENSG00000160321.10 0.067944 0.053761 ENSG00000160321
GTF3C3 ENSG00000119041.6 0.093513 0.051992 ENSG00000119041
SLC44A2 ENSG00000129353.10 0.270427 0.068794 ENSG00000129353
ZSCAN5A ENSG00000131848.5 0.140391 0.066088 ENSG00000131848
SNX19 ENSG00000120451.6 0.081647 0.05453 ENSG00000120451
ZNF7 ENSG00000147789.11 0.109229 0.050074 ENSG00000147789
ZNF772 ENSG00000197128.7 0.078909 0.054181 ENSG00000197128
FSIP2 ENSG00000188738.9 0.068094 0.044607 ENSG00000188738
ANAPC4 ENSG00000053900.6 0.122946 0.05872 ENSG00000053900
SMDT1 ENSG00000183172.7 0.05116 0.042229 ENSG00000183172
SLC6A1 ENSG00000157103.6 0.100937 0.052742 ENSG00000157103
TATDN2 ENSG00000157014.6 0.081001 0.054784 ENSG00000157014
BRK1 ENSG00000254999.2 0.101261 0.051363 ENSG00000254999
PDE4C ENSG00000105650.16 0.115036 0.056346 ENSG00000105650
MRO ENSG00000134042.8 0.170511 0.07167 ENSG00000134042
PCGF6 ENSG00000156374.10 0.112865 0.065142 ENSG00000156374
TEAD4 ENSG00000197905.4 0.051371 0.038419 ENSG00000197905
AGTR1 ENSG00000144891.13 0.063261 0.046283 ENSG00000144891
PHYH ENSG00000107537.9 0.283345 0.07893 ENSG00000107537
ICOS ENSG00000163600.8 0.068376 0.047437 ENSG00000163600
IRF1 ENSG00000125347.9 0.099667 0.047904 ENSG00000125347
ARG1 ENSG00000118520.8 0.138625 0.064923 ENSG00000118520
CPEB1 ENSG00000214575.5 0.171249 0.077277 ENSG00000214575
KPNA3 ENSG00000102753.5 0.060015 0.043851 ENSG00000102753
FBXO9 ENSG00000112146.11 0.061174 0.051869 ENSG00000112146
TEPP ENSG00000159648.7 0.089517 0.056425 ENSG00000159648
MFSD4 ENSG00000174514.8 0.145032 0.066031 ENSG00000174514
MACROD2 ENSG00000172264.12 0.061996 0.062604 ENSG00000172264
CDH13 ENSG00000140945.11 0.097429 0.078174 ENSG00000140945
LRRC15 ENSG00000172061.7 0.053638 0.044277 ENSG00000172061
FAM153B ENSG00000182230.7 0.069089 0.060313 ENSG00000182230
NMI ENSG00000123609.6 0.050843 0.041645 ENSG00000123609
PRDM10 ENSG00000170325.10 0.05438 0.050775 ENSG00000170325
SCPEP1 ENSG00000121064.8 0.261291 0.076533 ENSG00000121064
MPPED2 ENSG00000066382.12 0.173627 0.062506 ENSG00000066382
DDX59 ENSG00000118197.9 0.297319 0.068582 ENSG00000118197
SPG7 ENSG00000197912.9 0.157082 0.061402 ENSG00000197912
CCDC107 ENSG00000159884.7 0.060368 0.043345 ENSG00000159884
MAGI1 ENSG00000151276.18 0.052266 0.049841 ENSG00000151276
TMEM119 ENSG00000183160.8 0.097015 0.060724 ENSG00000183160
TGFBR2 ENSG00000163513.13 0.064108 0.049163 ENSG00000163513
TNFAIP2 ENSG00000185215.4 0.064039 0.051958 ENSG00000185215
SUGT1 ENSG00000165416.9 0.081484 0.049784 ENSG00000165416
S100P ENSG00000163993.6 0.109007 0.06958 ENSG00000163993
TRMT112 ENSG00000173113.2 0.155945 0.060775 ENSG00000173113
LIMCH1 ENSG00000064042.13 0.052888 0.057044 ENSG00000064042
CEP250 ENSG00000126001.11 0.089737 0.047701 ENSG00000126001
AC112715.2 ENSG00000224132.2 0.075221 0.05215 ENSG00000224132
ZFYVE16 ENSG00000039319.12 0.052622 0.046171 ENSG00000039319
SCAF8 ENSG00000213079.5 0.065738 0.049051 ENSG00000213079
OSR2 ENSG00000164920.5 0.062494 0.04924 ENSG00000164920
WDR75 ENSG00000115368.5 0.060839 0.041093 ENSG00000115368
LRRC3DN ENSG00000269430.1 0.077425 0.057275 ENSG00000269430
TIMM10 ENSG00000134809.4 0.077095 0.047806 ENSG00000134809
CCNYL1 ENSG00000163249.5 0.053432 0.04422 ENSG00000163249
GLT1D1 ENSG00000151948.7 0.170216 0.078474 ENSG00000151948
ST6GALNAC2 ENSG00000070731.5 0.127479 0.065591 ENSG00000070731
HRCT1 ENSG00000196196.2 0.053866 0.037718 ENSG00000196196
SLC15A4 ENSG00000139370.6 0.063653 0.054204 ENSG00000139370
RBM15 ENSG00000162775.10 0.055864 0.043903 ENSG00000162775
VSTM4 ENSG00000165633.7 0.087369 0.048667 ENSG00000165633
GINS3 ENSG00000181938.9 0.070133 0.055725 ENSG00000181938
DMRTA1 ENSG00000176399.2 0.169949 0.069428 ENSG00000176399
TSPO ENSG00000100300.13 0.186936 0.068521 ENSG00000100300
DHODH ENSG00000102967.7 0.11279 0.053139 ENSG00000102967
NUDT19 ENSG00000213965.3 0.052265 0.042248 ENSG00000213965
LMBRD1 ENSG00000168216.6 0.053744 0.040631 ENSG00000168216
FAM171A1 ENSG00000148468.12 0.073341 0.051371 ENSG00000148468
COQ5 ENSG00000110871.10 0.128345 0.05288 ENSG00000110871
FIBCD1 ENSG00000130720.8 0.090381 0.056451 ENSG00000130720
SYPL2 ENSG00000143028.7 0.088899 0.050614 ENSG00000143028
HYAL4 ENSG00000106302.5 0.058288 0.040594 ENSG00000106302
IER3 ENSG00000137331.11 0.059605 0.04042 ENSG00000137331
IFNLR1 ENSG00000185436.7 0.050749 0.040329 ENSG00000185436
RAD51D ENSG00000185379.16 0.067749 0.051133 ENSG00000185379
NMT1 ENSG00000136448.7 0.075948 0.04903 ENSG00000136448
KIAA0930 ENSG00000100364.13 0.465231 0.074589 ENSG00000100364
FARSA ENSG00000179115.6 0.051946 0.049481 ENSG00000179115
FAM208A ENSG00000163946.9 0.062792 0.044659 ENSG00000163946
LSM10 ENSG00000181817.5 0.057892 0.050507 ENSG00000181817
TMA7 ENSG00000232112.3 0.357447 0.082994 ENSG00000232112
COX19 ENSG00000240230.1 0.071652 0.053794 ENSG00000240230
