AssociatedGeneName EnsemblGeneID h2.Thyroid se.Thyroid ensid
RAB11FIP3 ENSG00000090565.11 0.058149 0.069504 ENSG00000090565
ICAM5 ENSG00000105376.4 0.058584 0.068856 ENSG00000105376
NAA35 ENSG00000135040.11 0.07213 0.064501 ENSG00000135040
FAM200A ENSG00000221909.2 0.05333 0.05821 ENSG00000221909
RPS23 ENSG00000186468.8 0.178081 0.074956 ENSG00000186468
NT5DC2 ENSG00000168268.6 0.200918 0.081579 ENSG00000168268
CSTA ENSG00000121552.3 0.115199 0.068612 ENSG00000121552
AP001816.1 ENSG00000254531.1 0.129874 0.063223 ENSG00000254531
LRRC19 ENSG00000184434.7 0.391183 0.079055 ENSG00000184434
AHI1 ENSG00000135541.16 0.480772 0.088052 ENSG00000135541
XPC ENSG00000154767.10 0.061398 0.062572 ENSG00000154767
ZNF559 ENSG00000188321.9 0.137341 0.071709 ENSG00000188321
ARHGAP19 ENSG00000213390.6 0.099587 0.061561 ENSG00000213390
STEAP2 ENSG00000157214.9 0.200208 0.066462 ENSG00000157214
CBLL1 ENSG00000105879.6 0.406228 0.085091 ENSG00000105879
PDXP ENSG00000241360.1 0.176729 0.085409 ENSG00000241360
ZNF669 ENSG00000188295.10 0.052193 0.056769 ENSG00000188295
RNF40 ENSG00000103549.17 0.050052 0.049462 ENSG00000103549
CNTNAP1 ENSG00000108797.7 0.072043 0.049192 ENSG00000108797
MRPS9 ENSG00000135972.4 0.395175 0.078655 ENSG00000135972
MARVELD3 ENSG00000140832.5 0.163384 0.068654 ENSG00000140832
TTYH1 ENSG00000167614.9 0.285622 0.106613 ENSG00000167614
XYLT2 ENSG00000015532.5 0.142815 0.079211 ENSG00000015532
FAM19A1 ENSG00000183662.6 0.17007 0.073254 ENSG00000183662
SERPING1 ENSG00000149131.11 0.057785 0.045483 ENSG00000149131
MC4R ENSG00000166603.3 0.110319 0.073405 ENSG00000166603
HNRNPA1L2 ENSG00000139675.10 0.131682 0.063909 ENSG00000139675
BHLHA15 ENSG00000180535.2 0.061677 0.049463 ENSG00000180535
EXOG ENSG00000157036.8 0.244176 0.075005 ENSG00000157036
DNM3 ENSG00000197959.9 0.062849 0.054585 ENSG00000197959
USF2 ENSG00000105698.10 0.071209 0.06375 ENSG00000105698
SOX9 ENSG00000125398.5 0.15099 0.075292 ENSG00000125398
ZNF736 ENSG00000234444.4 0.060084 0.063889 ENSG00000234444
GPR108 ENSG00000125734.9 0.556795 0.081524 ENSG00000125734
SMG5 ENSG00000198952.6 0.078024 0.058838 ENSG00000198952
SDCBP2 ENSG00000125775.10 0.11423 0.08705 ENSG00000125775
SGCE ENSG00000127990.11 0.054496 0.055728 ENSG00000127990
FLT4 ENSG00000037280.11 0.078338 0.070475 ENSG00000037280
ZNF644 ENSG00000122482.16 0.052217 0.059092 ENSG00000122482
ATG10 ENSG00000152348.11 0.499592 0.067218 ENSG00000152348
EML6 ENSG00000214595.7 0.056798 0.0626 ENSG00000214595
FBN2 ENSG00000138829.6 0.291264 0.072356 ENSG00000138829
GALNS ENSG00000141012.8 0.07038 0.068521 ENSG00000141012
AFF1 ENSG00000172493.16 0.106583 0.068957 ENSG00000172493
SLC35F3 ENSG00000183780.8 0.168321 0.081137 ENSG00000183780
AC010536.1 ENSG00000226180.2 0.290131 0.089668 ENSG00000226180
RASSF2 ENSG00000101265.11 0.065764 0.069781 ENSG00000101265
SLC23A2 ENSG00000089057.10 0.11832 0.082204 ENSG00000089057
LDB2 ENSG00000169744.8 0.06501 0.072103 ENSG00000169744
POLR2B ENSG00000047315.10 0.072412 0.061038 ENSG00000047315
PTPN18 ENSG00000072135.8 0.220753 0.082353 ENSG00000072135
TOMM22 ENSG00000100216.4 0.09101 0.057218 ENSG00000100216
CAPN2 ENSG00000162909.13 0.054117 0.055131 ENSG00000162909
AP1M1 ENSG00000072958.4 0.175181 0.075007 ENSG00000072958
CUL7 ENSG00000044090.4 0.193225 0.080734 ENSG00000044090
ZNF160 ENSG00000170949.13 0.413072 0.088917 ENSG00000170949
NDUFAF4 ENSG00000123545.5 0.085705 0.062736 ENSG00000123545
C21orf33 ENSG00000160221.12 0.095777 0.075675 ENSG00000160221
RTKN2 ENSG00000182010.6 0.100762 0.059631 ENSG00000182010
FBXW8 ENSG00000174989.8 0.080616 0.065188 ENSG00000174989
CAMSAP2 ENSG00000118200.10 0.07143 0.059781 ENSG00000118200
PCSK2 ENSG00000125851.5 0.173166 0.071177 ENSG00000125851
ILDR2 ENSG00000143195.8 0.154769 0.066567 ENSG00000143195
BAI3 ENSG00000135298.9 0.054409 0.049364 ENSG00000135298
SYNRG ENSG00000006114.11 0.396974 0.080286 ENSG00000006114
TAF2 ENSG00000064313.7 0.088306 0.057731 ENSG00000064313
MYF6 ENSG00000111046.3 0.057919 0.064805 ENSG00000111046
GPR180 ENSG00000152749.7 0.148676 0.069277 ENSG00000152749
MIER1 ENSG00000198160.10 0.098843 0.06193 ENSG00000198160
PRKAR1A ENSG00000108946.9 0.143993 0.087383 ENSG00000108946
MCM7 ENSG00000166508.13 0.099353 0.069493 ENSG00000166508
MAEL ENSG00000143194.8 0.213044 0.076866 ENSG00000143194
TAF6 ENSG00000106290.10 0.148448 0.068261 ENSG00000106290
ARMC7 ENSG00000125449.2 0.321559 0.082465 ENSG00000125449
IZUMO1 ENSG00000182264.4 0.262158 0.086103 ENSG00000182264
PCBD1 ENSG00000166228.4 0.085159 0.084123 ENSG00000166228
PMF1 ENSG00000160783.14 0.050491 0.053318 ENSG00000160783
LRGUK ENSG00000155530.2 0.074617 0.06371 ENSG00000155530
AKR1B1 ENSG00000085662.9 0.230004 0.078275 ENSG00000085662
ORC1 ENSG00000085840.7 0.122054 0.065572 ENSG00000085840
SMPD3 ENSG00000103056.7 0.050558 0.038586 ENSG00000103056
P2RX2 ENSG00000187848.8 0.050568 0.044159 ENSG00000187848
CYBRD1 ENSG00000071967.7 0.190966 0.078245 ENSG00000071967
SMCR8 ENSG00000176994.9 0.052817 0.045052 ENSG00000176994
MARC2 ENSG00000117791.11 0.094337 0.063491 ENSG00000117791
TRPV2 ENSG00000187688.10 0.055101 0.06468 ENSG00000187688
NT5C ENSG00000125458.2 0.06396 0.055838 ENSG00000125458
PRSS45 ENSG00000188086.8 0.60006 0.076364 ENSG00000188086
DNAJC15 ENSG00000120675.4 0.404715 0.079787 ENSG00000120675
RBM48 ENSG00000127993.10 0.067039 0.063161 ENSG00000127993
STX1B ENSG00000099365.5 0.211566 0.070774 ENSG00000099365
MYO6 ENSG00000196586.9 0.131603 0.064163 ENSG00000196586
MRPS7 ENSG00000125445.6 0.163715 0.069051 ENSG00000125445
DOPEY1 ENSG00000083097.10 0.126969 0.070495 ENSG00000083097
METTL2B ENSG00000165055.10 0.40998 0.081103 ENSG00000165055
KANSL2 ENSG00000139620.8 0.418828 0.081142 ENSG00000139620
IGIP ENSG00000182700.3 0.056836 0.052367 ENSG00000182700
UBL3 ENSG00000122042.9 0.093713 0.063579 ENSG00000122042
EML3 ENSG00000149499.7 0.166284 0.075558 ENSG00000149499
ZNF668 ENSG00000167394.8 0.050017 0.045031 ENSG00000167394
TMED2 ENSG00000086598.6 0.080569 0.055098 ENSG00000086598
POGK ENSG00000143157.7 0.053289 0.049934 ENSG00000143157
TEX9 ENSG00000151575.10 0.123834 0.064369 ENSG00000151575
IFRD1 ENSG00000006652.9 0.385671 0.077988 ENSG00000006652
PPM1K ENSG00000163644.9 0.14504 0.072911 ENSG00000163644
LRRK1 ENSG00000154237.8 0.10847 0.07627 ENSG00000154237
DNAJC18 ENSG00000170464.5 0.376772 0.089376 ENSG00000170464
FAM35A ENSG00000122376.7 0.085314 0.052762 ENSG00000122376
NUP85 ENSG00000125450.6 0.473968 0.077692 ENSG00000125450
CGNL1 ENSG00000128849.9 0.204876 0.089638 ENSG00000128849
TRAF6 ENSG00000175104.10 0.101349 0.080973 ENSG00000175104
GOT2 ENSG00000125166.8 0.278489 0.075574 ENSG00000125166
PRKAA2 ENSG00000162409.6 0.178518 0.081241 ENSG00000162409
SIGLEC7 ENSG00000168995.9 0.20388 0.091516 ENSG00000168995
PPM1M ENSG00000164088.13 0.144122 0.067668 ENSG00000164088
FCGRT ENSG00000104870.8 0.072323 0.073859 ENSG00000104870
COPG2 ENSG00000158623.10 0.181388 0.076882 ENSG00000158623
PMEL ENSG00000185664.10 0.073301 0.067099 ENSG00000185664
NIPSNAP3B ENSG00000165028.7 0.091342 0.07207 ENSG00000165028
INO80E ENSG00000169592.10 0.26164 0.083562 ENSG00000169592
FAM57A ENSG00000167695.10 0.251957 0.08386 ENSG00000167695
EBPL ENSG00000123179.9 0.33796 0.073755 ENSG00000123179
IPMK ENSG00000151151.5 0.075827 0.06282 ENSG00000151151
DARS ENSG00000115866.6 0.170361 0.070572 ENSG00000115866
ZNF84 ENSG00000198040.6 0.117802 0.063975 ENSG00000198040
RALGPS2 ENSG00000116191.12 0.130592 0.064472 ENSG00000116191
ZNF367 ENSG00000165244.6 0.112418 0.066858 ENSG00000165244
LARGE ENSG00000133424.15 0.203263 0.099028 ENSG00000133424
RARS ENSG00000113643.4 0.127694 0.069162 ENSG00000113643
SYS1 ENSG00000204070.5 0.108626 0.073578 ENSG00000204070
FAM184B ENSG00000047662.4 0.207649 0.075851 ENSG00000047662
FASTKD1 ENSG00000138399.13 0.156071 0.071428 ENSG00000138399
SCAI ENSG00000173611.12 0.123977 0.06597 ENSG00000173611
TBC1D3 ENSG00000197681.8 0.137642 0.082792 ENSG00000197681
CYP4B1 ENSG00000142973.8 0.198936 0.080065 ENSG00000142973
BAAT ENSG00000136881.7 0.072338 0.067841 ENSG00000136881
USP45 ENSG00000123552.12 0.119846 0.061251 ENSG00000123552
ZYG11A ENSG00000203995.5 0.063608 0.057411 ENSG00000203995
RCHY1 ENSG00000163743.9 0.053701 0.050348 ENSG00000163743
MTIF3 ENSG00000122033.10 0.238042 0.08488 ENSG00000122033
GUCY2C ENSG00000070019.3 0.106595 0.068564 ENSG00000070019
GPR26 ENSG00000154478.3 0.09715 0.077327 ENSG00000154478
LY75 ENSG00000054219.9 0.342722 0.07787 ENSG00000054219
DENND6A ENSG00000174839.8 0.056121 0.053114 ENSG00000174839
CEACAM21 ENSG00000007129.13 0.143685 0.067259 ENSG00000007129
IL1RN ENSG00000136689.14 0.053732 0.051106 ENSG00000136689
GALNT11 ENSG00000178234.8 0.069703 0.065168 ENSG00000178234
NOXA1 ENSG00000188747.4 0.313077 0.093239 ENSG00000188747
GXYLT2 ENSG00000172986.8 0.191758 0.079115 ENSG00000172986
FMO4 ENSG00000076258.5 0.059017 0.05728 ENSG00000076258
NLRP7 ENSG00000167634.8 0.151175 0.089514 ENSG00000167634
DLG5 ENSG00000151208.12 0.42568 0.076537 ENSG00000151208
FCN2 ENSG00000160339.11 0.065856 0.072683 ENSG00000160339
ANKRD45 ENSG00000183831.6 0.228692 0.081821 ENSG00000183831
RGL4 ENSG00000159496.10 0.159279 0.073713 ENSG00000159496
P4HA2 ENSG00000072682.14 0.269239 0.0842 ENSG00000072682
FAM101A ENSG00000178882.8 0.06873 0.069562 ENSG00000178882
PACRGL ENSG00000163138.14 0.308857 0.081223 ENSG00000163138
GNPDA2 ENSG00000163281.6 0.322495 0.078275 ENSG00000163281
VPS13A ENSG00000197969.7 0.200248 0.076318 ENSG00000197969
CHST10 ENSG00000115526.6 0.105602 0.059083 ENSG00000115526
ARHGEF4 ENSG00000136002.12 0.10091 0.067441 ENSG00000136002
NSUN6 ENSG00000241058.1 0.228434 0.077125 ENSG00000241058
CSRP1 ENSG00000159176.9 0.068351 0.065215 ENSG00000159176
DIRAS3 ENSG00000162595.4 0.129908 0.077045 ENSG00000162595
LDHA ENSG00000134333.9 0.163327 0.07937 ENSG00000134333
CFDP1 ENSG00000153774.4 0.097082 0.066109 ENSG00000153774
TMEM39A ENSG00000176142.8 0.095035 0.062771 ENSG00000176142
MAP3K11 ENSG00000173327.3 0.245239 0.074175 ENSG00000173327
RNF14 ENSG00000013561.13 0.253143 0.078894 ENSG00000013561
LRRC7 ENSG00000033122.13 0.292323 0.076481 ENSG00000033122
CEP170 ENSG00000143702.11 0.05248 0.059466 ENSG00000143702
RAB33B ENSG00000172007.5 0.057083 0.058707 ENSG00000172007
TMX4 ENSG00000125827.4 0.148344 0.078164 ENSG00000125827
CNTNAP3 ENSG00000106714.13 0.058368 0.058668 ENSG00000106714
MAATS1 ENSG00000183833.12 0.520189 0.080244 ENSG00000183833
ZDHHC1 ENSG00000159714.6 0.144589 0.073647 ENSG00000159714
SPATA5L1 ENSG00000171763.13 0.222659 0.073758 ENSG00000171763
ZDHHC3 ENSG00000163812.9 0.059579 0.055044 ENSG00000163812
EVI5 ENSG00000067208.10 0.056026 0.044398 ENSG00000067208
ARRDC1 ENSG00000197070.9 0.116797 0.060998 ENSG00000197070
SCGB2A1 ENSG00000124939.4 0.25841 0.083281 ENSG00000124939
ROM1 ENSG00000149489.4 0.204159 0.073775 ENSG00000149489
HSD17B13 ENSG00000170509.7 0.27291 0.083496 ENSG00000170509
DTX4 ENSG00000110042.3 0.065366 0.056182 ENSG00000110042
SLC39A11 ENSG00000133195.7 0.159022 0.090833 ENSG00000133195
C20orf194 ENSG00000088854.11 0.054732 0.065353 ENSG00000088854
SGCD ENSG00000170624.9 0.407044 0.078411 ENSG00000170624
C17orf80 ENSG00000141219.11 0.124029 0.089058 ENSG00000141219
SRRM1 ENSG00000133226.12 0.094972 0.062518 ENSG00000133226
H1FNT ENSG00000187166.1 0.094855 0.056119 ENSG00000187166
ZHX1 ENSG00000165156.10 0.164844 0.081608 ENSG00000165156
PGLYRP4 ENSG00000163218.10 0.069113 0.052934 ENSG00000163218
ASB13 ENSG00000196372.8 0.051959 0.072303 ENSG00000196372
DBNDD1 ENSG00000003249.9 0.235749 0.082595 ENSG00000003249
FAM111A ENSG00000166801.11 0.054018 0.053107 ENSG00000166801
SLCO1B3 ENSG00000111700.8 0.130388 0.063804 ENSG00000111700
TAPT1 ENSG00000169762.12 0.126943 0.068294 ENSG00000169762
ATP8B3 ENSG00000130270.11 0.39012 0.094797 ENSG00000130270
ARL2BP ENSG00000102931.3 0.063811 0.071367 ENSG00000102931
DESI1 ENSG00000100418.7 0.113426 0.068398 ENSG00000100418
RGS18 ENSG00000150681.5 0.053693 0.054987 ENSG00000150681
CARD8 ENSG00000105483.12 0.15883 0.074788 ENSG00000105483
RPS9 ENSG00000170889.9 0.366056 0.090244 ENSG00000170889
SERTAD4 ENSG00000082497.7 0.095553 0.066238 ENSG00000082497
KCNJ2 ENSG00000123700.4 0.095907 0.067669 ENSG00000123700
EN2 ENSG00000164778.4 0.078364 0.082026 ENSG00000164778
ATG4C ENSG00000125703.10 0.447443 0.075339 ENSG00000125703
KIAA0195 ENSG00000177728.10 0.06237 0.063036 ENSG00000177728
THEM6 ENSG00000130193.7 0.274279 0.078065 ENSG00000130193
TOMM20 ENSG00000173726.6 0.077587 0.06756 ENSG00000173726
ISLR ENSG00000129009.8 0.068312 0.060407 ENSG00000129009
ANKLE2 ENSG00000176915.10 0.050769 0.050247 ENSG00000176915
C1orf112 ENSG00000000460.12 0.125989 0.069098 ENSG00000000460
USB1 ENSG00000103005.7 0.080001 0.066186 ENSG00000103005
GPR155 ENSG00000163328.9 0.092948 0.060419 ENSG00000163328
SNX4 ENSG00000114520.6 0.074152 0.06053 ENSG00000114520
SLC25A41 ENSG00000181240.9 0.739357 0.055093 ENSG00000181240
TINAG ENSG00000137251.11 0.134131 0.072045 ENSG00000137251
MLEC ENSG00000110917.3 0.104929 0.063482 ENSG00000110917
CHST5 ENSG00000135702.10 0.12945 0.070803 ENSG00000135702
FAM188A ENSG00000148481.9 0.075908 0.071385 ENSG00000148481
TBC1D12 ENSG00000108239.8 0.111723 0.071322 ENSG00000108239
GPR161 ENSG00000143147.10 0.095981 0.079158 ENSG00000143147
LIF ENSG00000128342.4 0.082667 0.053272 ENSG00000128342
ING2 ENSG00000168556.5 0.051842 0.05423 ENSG00000168556
PMFBP1 ENSG00000118557.11 0.081929 0.056542 ENSG00000118557
MGST3 ENSG00000143198.7 0.146545 0.079087 ENSG00000143198
HOGA1 ENSG00000241935.4 0.256913 0.087461 ENSG00000241935
ACAD8 ENSG00000151498.7 0.050128 0.059181 ENSG00000151498
AGAP8 ENSG00000174194.11 0.620714 0.079265 ENSG00000174194
L3MBTL3 ENSG00000198945.3 0.459835 0.080343 ENSG00000198945
PSRC1 ENSG00000134222.12 0.228434 0.086612 ENSG00000134222
ILKAP ENSG00000132323.4 0.254637 0.088736 ENSG00000132323
HTR1F ENSG00000179097.4 0.17051 0.072727 ENSG00000179097
AGAP9 ENSG00000198035.9 0.367192 0.083268 ENSG00000198035
FAM21A ENSG00000099290.11 0.578273 0.072613 ENSG00000099290
CBX7 ENSG00000100307.8 0.080505 0.059609 ENSG00000100307
POLR2I ENSG00000105258.4 0.082079 0.067149 ENSG00000105258
AC005609.1 ENSG00000249034.1 0.13047 0.070427 ENSG00000249034
THAP2 ENSG00000173451.2 0.060352 0.062932 ENSG00000173451
RPS27L ENSG00000185088.8 0.250293 0.079697 ENSG00000185088
GORAB ENSG00000120370.8 0.059184 0.054246 ENSG00000120370
SUCLA2 ENSG00000136143.9 0.21132 0.072564 ENSG00000136143
TRPT1 ENSG00000149743.9 0.083292 0.065825 ENSG00000149743
AKNAD1 ENSG00000162641.14 0.176784 0.085569 ENSG00000162641
SNX33 ENSG00000173548.8 0.099744 0.061492 ENSG00000173548
GPIHBP1 ENSG00000182851.2 0.235494 0.086754 ENSG00000182851
RBM22 ENSG00000086589.7 0.086597 0.07384 ENSG00000086589
DCUN1D2 ENSG00000150401.10 0.058245 0.062763 ENSG00000150401
GTF3C2 ENSG00000115207.9 0.069406 0.055768 ENSG00000115207
ZCWPW1 ENSG00000078487.13 0.070247 0.061292 ENSG00000078487
PITHD1 ENSG00000057757.5 0.102287 0.062176 ENSG00000057757
FSTL3 ENSG00000070404.5 0.125887 0.083572 ENSG00000070404
MCM6 ENSG00000076003.4 0.050672 0.041126 ENSG00000076003
AAED1 ENSG00000158122.7 0.09086 0.081706 ENSG00000158122
EP400NL ENSG00000185684.8 0.553359 0.07266 ENSG00000185684
CGGBP1 ENSG00000163320.6 0.233101 0.084707 ENSG00000163320
CLEC18A ENSG00000157322.12 0.579776 0.071734 ENSG00000157322
ACTR8 ENSG00000113812.9 0.339406 0.078812 ENSG00000113812
VIM ENSG00000026025.9 0.121824 0.070477 ENSG00000026025
SPP1 ENSG00000118785.9 0.183065 0.082607 ENSG00000118785
SRSF4 ENSG00000116350.11 0.068951 0.072752 ENSG00000116350
TJP3 ENSG00000105289.10 0.072653 0.067427 ENSG00000105289
ANKLE1 ENSG00000160117.10 0.104712 0.071294 ENSG00000160117
CEP85L ENSG00000111860.9 0.056509 0.05062 ENSG00000111860
CDKL1 ENSG00000100490.5 0.194841 0.079161 ENSG00000100490
JOSD1 ENSG00000100221.6 0.117874 0.065877 ENSG00000100221
PTTG2 ENSG00000250254.1 0.147304 0.078996 ENSG00000250254
SCGB1A1 ENSG00000149021.2 0.079741 0.06491 ENSG00000149021
KCNK1 ENSG00000135750.10 0.240521 0.088758 ENSG00000135750
PLIN3 ENSG00000105355.4 0.089519 0.076743 ENSG00000105355
METTL15 ENSG00000169519.15 0.064711 0.046723 ENSG00000169519
AGO3 ENSG00000126070.14 0.072595 0.065548 ENSG00000126070
ULK4 ENSG00000168038.6 0.353767 0.07447 ENSG00000168038
SLC27A2 ENSG00000140284.6 0.071511 0.056741 ENSG00000140284
RASSF4 ENSG00000107551.15 0.141633 0.075789 ENSG00000107551
HSPA4L ENSG00000164070.6 0.107492 0.061663 ENSG00000164070
ANKRD61 ENSG00000157999.5 0.058133 0.053983 ENSG00000157999
ABHD6 ENSG00000163686.9 0.083348 0.060924 ENSG00000163686
AP1S1 ENSG00000106367.9 0.272195 0.079821 ENSG00000106367
RABGAP1L ENSG00000152061.17 0.180778 0.073397 ENSG00000152061
DNAJB14 ENSG00000164031.12 0.1397 0.064027 ENSG00000164031
TMEM60 ENSG00000135211.5 0.086164 0.060094 ENSG00000135211
LGI3 ENSG00000168481.4 0.078676 0.065233 ENSG00000168481
HEXA ENSG00000213614.5 0.137554 0.068073 ENSG00000213614
CHTF18 ENSG00000127586.12 0.089591 0.075514 ENSG00000127586
CCL25 ENSG00000131142.9 0.103573 0.072737 ENSG00000131142
SEC61A2 ENSG00000065665.16 0.117486 0.081704 ENSG00000065665
CAV2 ENSG00000105971.9 0.066504 0.05443 ENSG00000105971
GPD1L ENSG00000152642.6 0.604944 0.072656 ENSG00000152642
ZNF304 ENSG00000131845.10 0.269886 0.077674 ENSG00000131845
LIN28A ENSG00000131914.6 0.05892 0.059643 ENSG00000131914
LIN7C ENSG00000148943.7 0.153273 0.067643 ENSG00000148943
RECQL ENSG00000004700.11 0.066531 0.055389 ENSG00000004700
CLPTM1L ENSG00000049656.9 0.065515 0.052569 ENSG00000049656
AKR1C2 ENSG00000151632.12 0.187261 0.079087 ENSG00000151632
TNFRSF18 ENSG00000186891.9 0.142871 0.075097 ENSG00000186891
SLC12A8 ENSG00000221955.6 0.089607 0.071454 ENSG00000221955
AMIGO2 ENSG00000139211.5 0.091917 0.070066 ENSG00000139211
SLC7A1 ENSG00000139514.8 0.05292 0.067401 ENSG00000139514
MRVI1 ENSG00000072952.14 0.084939 0.065105 ENSG00000072952
HAUS6 ENSG00000147874.6 0.086272 0.062874 ENSG00000147874
EPS15 ENSG00000085832.12 0.089586 0.057715 ENSG00000085832
EPN3 ENSG00000049283.13 0.575257 0.076983 ENSG00000049283
NPIPB7 ENSG00000233232.2 0.15389 0.064761 ENSG00000233232
PATZ1 ENSG00000100105.13 0.059138 0.055928 ENSG00000100105
SLCO4C1 ENSG00000173930.8 0.131262 0.068899 ENSG00000173930
PLA2G15 ENSG00000103066.8 0.13408 0.068052 ENSG00000103066
TEX264 ENSG00000164081.8 0.069602 0.050721 ENSG00000164081
LRRC8C ENSG00000171488.10 0.053234 0.052832 ENSG00000171488
ZNF7 ENSG00000147789.11 0.272972 0.075445 ENSG00000147789
SMIM2 ENSG00000139656.5 0.420062 0.086543 ENSG00000139656
C22orf26 ENSG00000182257.5 0.067572 0.070431 ENSG00000182257
FSIP2 ENSG00000188738.9 0.074261 0.048612 ENSG00000188738
VPS9D1 ENSG00000075399.8 0.145867 0.06647 ENSG00000075399
ANAPC4 ENSG00000053900.6 0.331596 0.072859 ENSG00000053900
CCNB2 ENSG00000157456.3 0.05205 0.058542 ENSG00000157456
CACNB1 ENSG00000067191.11 0.088609 0.064375 ENSG00000067191
SMDT1 ENSG00000183172.7 0.448544 0.073284 ENSG00000183172
TYRO3 ENSG00000092445.7 0.105296 0.064393 ENSG00000092445
ADCY5 ENSG00000173175.10 0.179111 0.076582 ENSG00000173175
EVI5L ENSG00000142459.4 0.303924 0.088675 ENSG00000142459
OSBPL6 ENSG00000079156.12 0.114782 0.074262 ENSG00000079156
KIAA1683 ENSG00000130518.11 0.223209 0.0718 ENSG00000130518
PHYH ENSG00000107537.9 0.46217 0.089028 ENSG00000107537
TRIM38 ENSG00000112343.8 0.205766 0.070782 ENSG00000112343
NDRG2 ENSG00000165795.16 0.164142 0.092289 ENSG00000165795
DPM2 ENSG00000136908.13 0.062737 0.070678 ENSG00000136908
RABL2A ENSG00000144134.14 0.246187 0.084017 ENSG00000144134
MGP ENSG00000111341.5 0.158317 0.078344 ENSG00000111341
PAG1 ENSG00000076641.4 0.077995 0.066903 ENSG00000076641
TXNL4B ENSG00000140830.4 0.072467 0.054367 ENSG00000140830
TEPP ENSG00000159648.7 0.30537 0.089022 ENSG00000159648
ALS2CL ENSG00000178038.12 0.098206 0.063059 ENSG00000178038
NECAP2 ENSG00000157191.15 0.063031 0.061136 ENSG00000157191
PPDPF ENSG00000125534.5 0.27572 0.088548 ENSG00000125534
MFSD4 ENSG00000174514.8 0.147384 0.068573 ENSG00000174514
TMEM87B ENSG00000153214.5 0.063133 0.052352 ENSG00000153214
TMEM63B ENSG00000137216.14 0.247125 0.085257 ENSG00000137216
RHPN2 ENSG00000131941.3 0.052506 0.061971 ENSG00000131941
C17orf85 ENSG00000074356.12 0.104219 0.084685 ENSG00000074356
GTPBP3 ENSG00000130299.12 0.258875 0.096503 ENSG00000130299
CAPN8 ENSG00000203697.7 0.137092 0.067706 ENSG00000203697
MGAT4B ENSG00000161013.12 0.050305 0.062703 ENSG00000161013
CRYL1 ENSG00000165475.9 0.201505 0.081604 ENSG00000165475
FAM153B ENSG00000182230.7 0.32403 0.085304 ENSG00000182230
NMI ENSG00000123609.6 0.142922 0.073902 ENSG00000123609
CCNDBP1 ENSG00000166946.9 0.056176 0.052315 ENSG00000166946
MPPED2 ENSG00000066382.12 0.054856 0.05245 ENSG00000066382
CACNA2D3 ENSG00000157445.10 0.401208 0.087662 ENSG00000157445
DDX59 ENSG00000118197.9 0.377353 0.082406 ENSG00000118197
RRBP1 ENSG00000125844.10 0.109013 0.072811 ENSG00000125844
SUCO ENSG00000094975.8 0.192282 0.07201 ENSG00000094975
PDE7B ENSG00000171408.9 0.071348 0.064191 ENSG00000171408
PDSS2 ENSG00000164494.7 0.069085 0.066696 ENSG00000164494
EXOC1 ENSG00000090989.13 0.196609 0.081275 ENSG00000090989
SPG7 ENSG00000197912.9 0.175777 0.090875 ENSG00000197912
MAGI1 ENSG00000151276.18 0.167469 0.094873 ENSG00000151276
TTC22 ENSG00000006555.6 0.149375 0.076046 ENSG00000006555
TMEM119 ENSG00000183160.8 0.079488 0.068003 ENSG00000183160
IP6K2 ENSG00000068745.10 0.250029 0.099387 ENSG00000068745
ANAPC13 ENSG00000129055.8 0.120641 0.076926 ENSG00000129055
TENM4 ENSG00000149256.10 0.125405 0.076644 ENSG00000149256
FRY ENSG00000073910.15 0.137852 0.075696 ENSG00000073910
KIT ENSG00000157404.11 0.056054 0.053245 ENSG00000157404
INHA ENSG00000123999.4 0.086344 0.056198 ENSG00000123999
ADCY7 ENSG00000121281.8 0.18107 0.080796 ENSG00000121281
WNT1 ENSG00000125084.7 0.055662 0.04919 ENSG00000125084
S100P ENSG00000163993.6 0.077927 0.092784 ENSG00000163993
C1orf63 ENSG00000117616.13 0.054631 0.066353 ENSG00000117616
TRMT112 ENSG00000173113.2 0.231933 0.079322 ENSG00000173113
LHX6 ENSG00000106852.11 0.08083 0.062338 ENSG00000106852
SEPT10 ENSG00000186522.10 0.220823 0.079628 ENSG00000186522
ZFYVE16 ENSG00000039319.12 0.232473 0.08329 ENSG00000039319
FAM213A ENSG00000122378.9 0.088092 0.056731 ENSG00000122378
AK9 ENSG00000155085.11 0.123174 0.055759 ENSG00000155085
ATP6V1H ENSG00000047249.12 0.136862 0.074223 ENSG00000047249
EDARADD ENSG00000186197.8 0.469162 0.082197 ENSG00000186197
SIGLEC11 ENSG00000161640.11 0.253375 0.078086 ENSG00000161640
WDR75 ENSG00000115368.5 0.124166 0.066152 ENSG00000115368
ZNF251 ENSG00000198169.4 0.064946 0.047162 ENSG00000198169
ARL4D ENSG00000175906.4 0.053678 0.045073 ENSG00000175906
SNX24 ENSG00000064652.6 0.084058 0.060121 ENSG00000064652
TIMM10 ENSG00000134809.4 0.477765 0.085648 ENSG00000134809
DOCK6 ENSG00000130158.9 0.22138 0.080508 ENSG00000130158
GLT1D1 ENSG00000151948.7 0.154316 0.090105 ENSG00000151948
SMAD3 ENSG00000166949.11 0.223903 0.089893 ENSG00000166949
ST6GALNAC2 ENSG00000070731.5 0.079154 0.083139 ENSG00000070731
HRCT1 ENSG00000196196.2 0.388021 0.085141 ENSG00000196196
