AssociatedGeneName EnsemblGeneID h2.NerveTibial se.NerveTibial ensid
GLRX3 ENSG00000108010.7 0.012402 0.042329 ENSG00000108010
GSDMD ENSG00000104518.6 0.310786 0.085809 ENSG00000104518
MAN2C1 ENSG00000140400.10 0.522348 0.072636 ENSG00000140400
PIGC ENSG00000135845.4 0.118515 0.077543 ENSG00000135845
PRICKLE4 ENSG00000124593.10 0.241871 0.08742 ENSG00000124593
UBXN4 ENSG00000144224.12 0.011426 0.032225 ENSG00000144224
GSTCD ENSG00000138780.10 0.061703 0.052589 ENSG00000138780
MED20 ENSG00000124641.10 0.179972 0.079553 ENSG00000124641
C19orf47 ENSG00000160392.9 0.027887 0.059052 ENSG00000160392
SLC16A14 ENSG00000163053.6 0.044478 0.063237 ENSG00000163053
ETF1 ENSG00000120705.8 0.014335 0.035594 ENSG00000120705
SH3D21 ENSG00000214193.5 0.013818 0.050686 ENSG00000214193
SENP7 ENSG00000138468.11 0.186907 0.069038 ENSG00000138468
PNKP ENSG00000039650.5 0.239533 0.090052 ENSG00000039650
TRPM4 ENSG00000130529.11 0.115664 0.081165 ENSG00000130529
HSF2 ENSG00000025156.7 0.144362 0.068253 ENSG00000025156
MAN2A1 ENSG00000112893.5 0.036852 0.043035 ENSG00000112893
TMEM259 ENSG00000182087.8 0.113741 0.083225 ENSG00000182087
SSTR2 ENSG00000180616.4 0.134244 0.087192 ENSG00000180616
ADAM10 ENSG00000137845.10 0.020174 0.055801 ENSG00000137845
SLC27A3 ENSG00000143554.9 0.105862 0.079484 ENSG00000143554
ARF3 ENSG00000134287.4 0.021122 0.038989 ENSG00000134287
ERRFI1 ENSG00000116285.8 0.018323 0.046747 ENSG00000116285
AGPAT9 ENSG00000138678.6 0.1181 0.075539 ENSG00000138678
CSRNP3 ENSG00000178662.11 0.039152 0.061279 ENSG00000178662
NELL1 ENSG00000165973.13 0.071761 0.085122 ENSG00000165973
PAK1IP1 ENSG00000111845.4 0.032776 0.063727 ENSG00000111845
NMRK1 ENSG00000106733.16 0.814556 0.045892 ENSG00000106733
FGD4 ENSG00000139132.10 0.024766 0.048502 ENSG00000139132
CHCHD2 ENSG00000106153.12 0.056591 0.056797 ENSG00000106153
TGFB2 ENSG00000092969.7 0.049332 0.059893 ENSG00000092969
ARL6IP5 ENSG00000144746.6 0.085 0.061376 ENSG00000144746
CCNA1 ENSG00000133101.5 0.053603 0.058269 ENSG00000133101
INTS3 ENSG00000143624.9 0.070799 0.073039 ENSG00000143624
ATP6V1A ENSG00000114573.5 0.211442 0.07994 ENSG00000114573
SFI1 ENSG00000198089.10 0.195276 0.077075 ENSG00000198089
TMEM99 ENSG00000167920.4 0.264274 0.084334 ENSG00000167920
ISOC1 ENSG00000066583.7 0.065905 0.054132 ENSG00000066583
MYOF ENSG00000138119.12 0.15228 0.085293 ENSG00000138119
PLCG2 ENSG00000197943.5 0.246752 0.109088 ENSG00000197943
NSD1 ENSG00000165671.14 0.051982 0.063468 ENSG00000165671
PIAS2 ENSG00000078043.11 0.089757 0.093664 ENSG00000078043
AACS ENSG00000081760.12 0.100718 0.075908 ENSG00000081760
TIPIN ENSG00000075131.5 0.485791 0.079592 ENSG00000075131
UMPS ENSG00000114491.9 0.183235 0.080735 ENSG00000114491
PRDM15 ENSG00000141956.9 0.064779 0.060388 ENSG00000141956
QSER1 ENSG00000060749.10 0.185662 0.080307 ENSG00000060749
GTF2H1 ENSG00000110768.7 0.151946 0.071588 ENSG00000110768
RAB7L1 ENSG00000117280.8 0.307818 0.082837 ENSG00000117280
USP24 ENSG00000162402.8 0.181174 0.076605 ENSG00000162402
FAM105A ENSG00000145569.5 0.035609 0.063305 ENSG00000145569
COL1A1 ENSG00000108821.9 0.106218 0.086812 ENSG00000108821
TOR4A ENSG00000198113.2 0.030603 0.052797 ENSG00000198113
GPR111 ENSG00000164393.4 0.055894 0.047593 ENSG00000164393
PIF1 ENSG00000140451.8 0.120766 0.068802 ENSG00000140451
TNIP2 ENSG00000168884.10 0.054022 0.050123 ENSG00000168884
LDHC ENSG00000166796.7 0.658859 0.071122 ENSG00000166796
R3HCC1 ENSG00000104679.6 0.103407 0.077122 ENSG00000104679
ZNF417 ENSG00000173480.6 0.235111 0.080646 ENSG00000173480
RNASEH2B ENSG00000136104.13 0.24282 0.088307 ENSG00000136104
TM4SF1 ENSG00000169908.6 0.088203 0.073403 ENSG00000169908
NAA35 ENSG00000135040.11 0.018181 0.055817 ENSG00000135040
RPS23 ENSG00000186468.8 0.056858 0.058805 ENSG00000186468
NT5DC2 ENSG00000168268.6 0.156918 0.07671 ENSG00000168268
SNAI2 ENSG00000019549.4 0.050694 0.10503 ENSG00000019549
AP001816.1 ENSG00000254531.1 0.372397 0.085397 ENSG00000254531
RNF168 ENSG00000163961.4 0.023012 0.058992 ENSG00000163961
JUN ENSG00000177606.5 0.09774 0.074707 ENSG00000177606
ATG5 ENSG00000057663.8 0.110892 0.079176 ENSG00000057663
PARVB ENSG00000188677.9 0.213832 0.105359 ENSG00000188677
LRRC19 ENSG00000184434.7 0.225344 0.079431 ENSG00000184434
AHI1 ENSG00000135541.16 0.443466 0.088284 ENSG00000135541
ZNF559 ENSG00000188321.9 0.090006 0.061953 ENSG00000188321
STEAP2 ENSG00000157214.9 0.181766 0.066268 ENSG00000157214
TUBB2B ENSG00000137285.9 0.013196 0.044307 ENSG00000137285
RNF40 ENSG00000103549.17 0.136611 0.075536 ENSG00000103549
NR3C1 ENSG00000113580.10 0.098434 0.07142 ENSG00000113580
CNTNAP1 ENSG00000108797.7 0.0552 0.046879 ENSG00000108797
MRPS9 ENSG00000135972.4 0.450382 0.080949 ENSG00000135972
CYTH3 ENSG00000008256.11 0.128471 0.070006 ENSG00000008256
XYLT2 ENSG00000015532.5 0.118227 0.071737 ENSG00000015532
CCDC154 ENSG00000197599.8 0.06704 0.063616 ENSG00000197599
DUSP7 ENSG00000164086.8 0.023055 0.036348 ENSG00000164086
FAM19A1 ENSG00000183662.6 0.211342 0.084261 ENSG00000183662
PNPLA8 ENSG00000135241.12 0.195505 0.080989 ENSG00000135241
RNF112 ENSG00000128482.11 0.033375 0.046518 ENSG00000128482
MTX2 ENSG00000128654.9 0.017755 0.051347 ENSG00000128654
PRAM1 ENSG00000133246.7 0.250912 0.087849 ENSG00000133246
SERPING1 ENSG00000149131.11 0.020273 0.040068 ENSG00000149131
METRN ENSG00000103260.4 0.017973 0.051629 ENSG00000103260
CD97 ENSG00000123146.15 0.023978 0.060899 ENSG00000123146
TRIP6 ENSG00000087077.7 0.053638 0.053458 ENSG00000087077
CORO1A ENSG00000102879.11 0.029535 0.045608 ENSG00000102879
ME3 ENSG00000151376.12 0.011461 0.054389 ENSG00000151376
RASGRP2 ENSG00000068831.14 0.02704 0.045366 ENSG00000068831
REEP3 ENSG00000165476.8 0.074246 0.071752 ENSG00000165476
ZMYND19 ENSG00000165724.5 0.065832 0.065069 ENSG00000165724
METTL3 ENSG00000165819.7 0.047883 0.073124 ENSG00000165819
EXOC6B ENSG00000144036.10 0.121207 0.074776 ENSG00000144036
EXOG ENSG00000157036.8 0.129965 0.074628 ENSG00000157036
RPN2 ENSG00000118705.12 0.030108 0.063372 ENSG00000118705
DNM3 ENSG00000197959.9 0.028548 0.0583 ENSG00000197959
SMIM18 ENSG00000253457.1 0.034104 0.051321 ENSG00000253457
BIN1 ENSG00000136717.10 0.100667 0.067011 ENSG00000136717
NUDC ENSG00000090273.9 0.020026 0.059142 ENSG00000090273
ACTR3C ENSG00000106526.6 0.17154 0.078592 ENSG00000106526
ENPEP ENSG00000138792.5 0.125758 0.078992 ENSG00000138792
CSDC2 ENSG00000172346.10 0.134534 0.075946 ENSG00000172346
GPR108 ENSG00000125734.9 0.704264 0.071629 ENSG00000125734
TAGLN2 ENSG00000158710.10 0.011088 0.051363 ENSG00000158710
LRP5L ENSG00000100068.7 0.433021 0.092477 ENSG00000100068
SECTM1 ENSG00000141574.3 0.031211 0.07829 ENSG00000141574
SMC4 ENSG00000113810.11 0.012456 0.049738 ENSG00000113810
USP44 ENSG00000136014.7 0.015075 0.052021 ENSG00000136014
MAP4K2 ENSG00000168067.7 0.028618 0.047396 ENSG00000168067
SDCBP2 ENSG00000125775.10 0.010752 0.058129 ENSG00000125775
SGCE ENSG00000127990.11 0.190668 0.078675 ENSG00000127990
ITGB6 ENSG00000115221.6 0.336938 0.088415 ENSG00000115221
ATG10 ENSG00000152348.11 0.593438 0.073957 ENSG00000152348
SBF1 ENSG00000100241.15 0.135054 0.073794 ENSG00000100241
CSNK1G2 ENSG00000133275.11 0.186157 0.089953 ENSG00000133275
FBN2 ENSG00000138829.6 0.277364 0.079851 ENSG00000138829
SLC15A2 ENSG00000163406.6 0.073871 0.052577 ENSG00000163406
GALNS ENSG00000141012.8 0.308357 0.102715 ENSG00000141012
FAM124B ENSG00000124019.9 0.044306 0.066485 ENSG00000124019
AFF1 ENSG00000172493.16 0.010194 0.038474 ENSG00000172493
FAM65C ENSG00000042062.7 0.056774 0.059967 ENSG00000042062
MLYCD ENSG00000103150.4 0.045975 0.077534 ENSG00000103150
DDX10 ENSG00000178105.5 0.111526 0.073574 ENSG00000178105
IFT52 ENSG00000101052.8 0.013217 0.031751 ENSG00000101052
RAMP2 ENSG00000131477.6 0.076864 0.070348 ENSG00000131477
SLC35F3 ENSG00000183780.8 0.323296 0.103677 ENSG00000183780
AC010536.1 ENSG00000226180.2 0.213693 0.097603 ENSG00000226180
RASSF2 ENSG00000101265.11 0.180746 0.091047 ENSG00000101265
SRSF12 ENSG00000154548.8 0.107702 0.07084 ENSG00000154548
FTSJD1 ENSG00000180917.12 0.240763 0.086137 ENSG00000180917
LDB2 ENSG00000169744.8 0.096248 0.07937 ENSG00000169744
ACKR3 ENSG00000144476.5 0.072307 0.086124 ENSG00000144476
POLR2B ENSG00000047315.10 0.227264 0.093982 ENSG00000047315
KLHL32 ENSG00000186231.12 0.042196 0.054267 ENSG00000186231
PTPN18 ENSG00000072135.8 0.177134 0.088818 ENSG00000072135
PARVA ENSG00000197702.7 0.09572 0.082398 ENSG00000197702
TOMM22 ENSG00000100216.4 0.155393 0.072837 ENSG00000100216
HARS2 ENSG00000112855.10 0.039209 0.05175 ENSG00000112855
CAPN2 ENSG00000162909.13 0.047294 0.057571 ENSG00000162909
AP1M1 ENSG00000072958.4 0.191153 0.080973 ENSG00000072958
CUL7 ENSG00000044090.4 0.162355 0.082368 ENSG00000044090
CYP4V2 ENSG00000145476.11 0.023169 0.054858 ENSG00000145476
CLPP ENSG00000125656.4 0.070418 0.078918 ENSG00000125656
ZNF160 ENSG00000170949.13 0.32847 0.103672 ENSG00000170949
NDUFAF4 ENSG00000123545.5 0.159757 0.071184 ENSG00000123545
PLTP ENSG00000100979.10 0.152486 0.083935 ENSG00000100979
CCDC159 ENSG00000183401.7 0.05352 0.058922 ENSG00000183401
C21orf33 ENSG00000160221.12 0.022906 0.057776 ENSG00000160221
CTD-3105H18.14 ENSG00000268744.1 0.256527 0.093377 ENSG00000268744
RTKN2 ENSG00000182010.6 0.019458 0.046915 ENSG00000182010
PMAIP1 ENSG00000141682.11 0.077612 0.084542 ENSG00000141682
AOC3 ENSG00000131471.2 0.175978 0.081687 ENSG00000131471
STEAP4 ENSG00000127954.8 0.042303 0.050353 ENSG00000127954
LRTOMT ENSG00000184154.8 0.014409 0.047288 ENSG00000184154
FBXW8 ENSG00000174989.8 0.099657 0.071928 ENSG00000174989
GNAO1 ENSG00000087258.9 0.145459 0.086593 ENSG00000087258
CAMSAP2 ENSG00000118200.10 0.124686 0.066076 ENSG00000118200
UNC13A ENSG00000130477.10 0.044105 0.070399 ENSG00000130477
PCSK2 ENSG00000125851.5 0.788692 0.05183 ENSG00000125851
GKN1 ENSG00000169605.5 0.011483 0.04038 ENSG00000169605
CLDN10 ENSG00000134873.5 0.240407 0.084594 ENSG00000134873
ILDR2 ENSG00000143195.8 0.028309 0.055792 ENSG00000143195
BAI3 ENSG00000135298.9 0.157771 0.075388 ENSG00000135298
SYNRG ENSG00000006114.11 0.547683 0.076437 ENSG00000006114
ARHGAP1 ENSG00000175220.7 0.099628 0.056253 ENSG00000175220
TAF2 ENSG00000064313.7 0.152447 0.06987 ENSG00000064313
GPR180 ENSG00000152749.7 0.555808 0.07906 ENSG00000152749
MIER1 ENSG00000198160.10 0.016618 0.051339 ENSG00000198160
CH25H ENSG00000138135.5 0.011701 0.044366 ENSG00000138135
MAEL ENSG00000143194.8 0.43068 0.086778 ENSG00000143194
TAF6 ENSG00000106290.10 0.211014 0.074895 ENSG00000106290
ZNF460 ENSG00000197714.4 0.086259 0.072417 ENSG00000197714
COX4I1 ENSG00000131143.4 0.035124 0.096291 ENSG00000131143
CSTF2T ENSG00000177613.7 0.056692 0.070721 ENSG00000177613
IZUMO1 ENSG00000182264.4 0.217649 0.089149 ENSG00000182264
PCBD1 ENSG00000166228.4 0.090059 0.082473 ENSG00000166228
ENTHD1 ENSG00000176177.9 0.026247 0.049898 ENSG00000176177
A2M ENSG00000175899.10 0.027921 0.054454 ENSG00000175899
SLC6A4 ENSG00000108576.5 0.027754 0.056901 ENSG00000108576
LRGUK ENSG00000155530.2 0.117897 0.081215 ENSG00000155530
ZNF142 ENSG00000115568.11 0.080309 0.069887 ENSG00000115568
GYS1 ENSG00000104812.10 0.127267 0.074434 ENSG00000104812
AKR1B1 ENSG00000085662.9 0.030922 0.050087 ENSG00000085662
MFSD1 ENSG00000118855.14 0.060097 0.055171 ENSG00000118855
PNKD ENSG00000127838.9 0.115672 0.085238 ENSG00000127838
FAM8A1 ENSG00000137414.5 0.042421 0.054095 ENSG00000137414
PRKCE ENSG00000171132.9 0.104681 0.077891 ENSG00000171132
FAM219B ENSG00000178761.10 0.020864 0.047416 ENSG00000178761
LILRB3 ENSG00000204577.7 0.047804 0.090234 ENSG00000204577
BAZ2B ENSG00000123636.13 0.090656 0.07153 ENSG00000123636
MGST2 ENSG00000085871.4 0.075784 0.070324 ENSG00000085871
PCDHGB6 ENSG00000253305.1 0.10315 0.071427 ENSG00000253305
EXOSC9 ENSG00000123737.8 0.144811 0.078865 ENSG00000123737
TG ENSG00000042832.7 0.044435 0.053624 ENSG00000042832
ZDHHC12 ENSG00000160446.14 0.027463 0.076578 ENSG00000160446
EMILIN3 ENSG00000183798.4 0.02087 0.051799 ENSG00000183798
P2RX2 ENSG00000187848.8 0.076491 0.050358 ENSG00000187848
CYBRD1 ENSG00000071967.7 0.276883 0.094339 ENSG00000071967
CASP9 ENSG00000132906.13 0.05897 0.065429 ENSG00000132906
DAPP1 ENSG00000070190.8 0.056583 0.056291 ENSG00000070190
MARC2 ENSG00000117791.11 0.113747 0.078437 ENSG00000117791
NT5C ENSG00000125458.2 0.186668 0.080391 ENSG00000125458
PRSS45 ENSG00000188086.8 0.232876 0.098429 ENSG00000188086
DNAJC15 ENSG00000120675.4 0.64402 0.064619 ENSG00000120675
RBM48 ENSG00000127993.10 0.028988 0.049454 ENSG00000127993
CLPB ENSG00000162129.8 0.028037 0.064867 ENSG00000162129
STX1B ENSG00000099365.5 0.410908 0.088756 ENSG00000099365
DKFZP667F0711 ENSG00000212743.1 0.070426 0.084849 ENSG00000212743
COL17A1 ENSG00000065618.12 0.032805 0.05513 ENSG00000065618
MYO6 ENSG00000196586.9 0.1001 0.059957 ENSG00000196586
MRPS7 ENSG00000125445.6 0.017783 0.045911 ENSG00000125445
GALNT5 ENSG00000136542.4 0.036027 0.055352 ENSG00000136542
DOPEY1 ENSG00000083097.10 0.301359 0.079586 ENSG00000083097
METTL2B ENSG00000165055.10 0.362762 0.083652 ENSG00000165055
KANSL2 ENSG00000139620.8 0.282816 0.081158 ENSG00000139620
ACSBG2 ENSG00000130377.9 0.051769 0.075244 ENSG00000130377
UBL3 ENSG00000122042.9 0.032446 0.072045 ENSG00000122042
GZMA ENSG00000145649.7 0.043801 0.046011 ENSG00000145649
TMED2 ENSG00000086598.6 0.068644 0.053516 ENSG00000086598
SMAD1 ENSG00000170365.5 0.013888 0.036196 ENSG00000170365
ANKS1A ENSG00000064999.12 0.0175 0.050024 ENSG00000064999
RNF19A ENSG00000034677.7 0.266162 0.090759 ENSG00000034677
DFNB59 ENSG00000204311.7 0.015616 0.0353 ENSG00000204311
HNRNPR ENSG00000125944.14 0.054182 0.063174 ENSG00000125944
CX3CR1 ENSG00000168329.9 0.080473 0.064959 ENSG00000168329
POGK ENSG00000143157.7 0.102897 0.070369 ENSG00000143157
GEMIN2 ENSG00000092208.12 0.010496 0.038907 ENSG00000092208
TEX9 ENSG00000151575.10 0.181956 0.08035 ENSG00000151575
IFRD1 ENSG00000006652.9 0.123851 0.071654 ENSG00000006652
ST6GALNAC4 ENSG00000136840.14 0.051351 0.068154 ENSG00000136840
DPP8 ENSG00000074603.14 0.02731 0.044068 ENSG00000074603
PPM1K ENSG00000163644.9 0.048043 0.059702 ENSG00000163644
DNAJC18 ENSG00000170464.5 0.118351 0.074686 ENSG00000170464
ELL2 ENSG00000118985.10 0.035919 0.053013 ENSG00000118985
GIN1 ENSG00000145723.12 0.134859 0.072002 ENSG00000145723
ZNF552 ENSG00000178935.5 0.046649 0.051785 ENSG00000178935
NUP85 ENSG00000125450.6 0.400534 0.090171 ENSG00000125450
CGNL1 ENSG00000128849.9 0.087166 0.07382 ENSG00000128849
TRAF6 ENSG00000175104.10 0.09507 0.075609 ENSG00000175104
GOT2 ENSG00000125166.8 0.080778 0.062043 ENSG00000125166
PPM1M ENSG00000164088.13 0.206054 0.080975 ENSG00000164088
KRT34 ENSG00000131737.5 0.031395 0.047198 ENSG00000131737
C17orf67 ENSG00000214226.4 0.188935 0.083759 ENSG00000214226
ZNF625 ENSG00000257591.1 0.021939 0.04767 ENSG00000257591
PMCH ENSG00000183395.4 0.027787 0.061728 ENSG00000183395
FCGRT ENSG00000104870.8 0.108773 0.073991 ENSG00000104870
POLR3F ENSG00000132664.7 0.080717 0.06886 ENSG00000132664
FAM131C ENSG00000185519.8 0.041012 0.061552 ENSG00000185519
INO80E ENSG00000169592.10 0.251628 0.080003 ENSG00000169592
FAM57A ENSG00000167695.10 0.223244 0.087603 ENSG00000167695
HMGB3 ENSG00000029993.10 0.069964 0.068434 ENSG00000029993
SYNJ1 ENSG00000159082.13 0.035718 0.07513 ENSG00000159082
SAA1 ENSG00000173432.6 0.136115 0.084702 ENSG00000173432
SKIV2L ENSG00000204351.7 0.064198 0.055931 ENSG00000204351
P4HB ENSG00000185624.10 0.012734 0.039061 ENSG00000185624
CALM2 ENSG00000143933.11 0.020569 0.048802 ENSG00000143933
EBPL ENSG00000123179.9 0.373358 0.082314 ENSG00000123179
IPMK ENSG00000151151.5 0.053057 0.05792 ENSG00000151151
ZNF84 ENSG00000198040.6 0.10037 0.069371 ENSG00000198040
RALGPS2 ENSG00000116191.12 0.430233 0.084153 ENSG00000116191
VILL ENSG00000136059.10 0.028617 0.057505 ENSG00000136059
ZKSCAN7 ENSG00000196345.7 0.054948 0.051193 ENSG00000196345
CRELD1 ENSG00000163703.13 0.020451 0.044711 ENSG00000163703
GPR55 ENSG00000135898.5 0.016631 0.060057 ENSG00000135898
C3orf17 ENSG00000163608.10 0.395574 0.092292 ENSG00000163608
PTGDR ENSG00000168229.3 0.046215 0.050242 ENSG00000168229
MYOM1 ENSG00000101605.8 0.024482 0.051459 ENSG00000101605
TSPAN1 ENSG00000117472.5 0.062409 0.050595 ENSG00000117472
DOCK9 ENSG00000088387.13 0.122105 0.078725 ENSG00000088387
RARS ENSG00000113643.4 0.046552 0.061663 ENSG00000113643
GTF2A1L ENSG00000242441.3 0.024998 0.046002 ENSG00000242441
FASTKD1 ENSG00000138399.13 0.218871 0.074895 ENSG00000138399
AHSA1 ENSG00000100591.3 0.046236 0.068482 ENSG00000100591
OSER1 ENSG00000132823.6 0.089191 0.073509 ENSG00000132823
TMEM171 ENSG00000157111.8 0.023291 0.040482 ENSG00000157111
THBS4 ENSG00000113296.10 0.012991 0.05196 ENSG00000113296
TBC1D3 ENSG00000197681.8 0.084656 0.070784 ENSG00000197681
SULT1E1 ENSG00000109193.6 0.06707 0.054941 ENSG00000109193
CYP4B1 ENSG00000142973.8 0.35038 0.088319 ENSG00000142973
CYP4F3 ENSG00000186529.9 0.252727 0.083552 ENSG00000186529
BAAT ENSG00000136881.7 0.013651 0.054518 ENSG00000136881
USP45 ENSG00000123552.12 0.073642 0.051884 ENSG00000123552
SLC4A3 ENSG00000114923.12 0.070765 0.069935 ENSG00000114923
PSME1 ENSG00000092010.10 0.056844 0.05908 ENSG00000092010
PRRT4 ENSG00000224940.4 0.023075 0.039309 ENSG00000224940
ADAMTS8 ENSG00000134917.9 0.025867 0.043165 ENSG00000134917
ETFA ENSG00000140374.11 0.053085 0.046216 ENSG00000140374
MTIF3 ENSG00000122033.10 0.176073 0.084479 ENSG00000122033
DHX30 ENSG00000132153.10 0.093221 0.074959 ENSG00000132153
GUCY2C ENSG00000070019.3 0.107196 0.078908 ENSG00000070019
GOLGA8N ENSG00000232653.4 0.042699 0.05378 ENSG00000232653
CHEK1 ENSG00000149554.8 0.031453 0.049592 ENSG00000149554
LY75 ENSG00000054219.9 0.325592 0.078782 ENSG00000054219
CEP41 ENSG00000106477.13 0.057944 0.062149 ENSG00000106477
DENND6A ENSG00000174839.8 0.055938 0.053906 ENSG00000174839
SLC25A38 ENSG00000144659.6 0.05375 0.061104 ENSG00000144659
CD79B ENSG00000007312.8 0.057265 0.047919 ENSG00000007312
IL1RN ENSG00000136689.14 0.056566 0.056503 ENSG00000136689
GALNT11 ENSG00000178234.8 0.042161 0.07939 ENSG00000178234
EFCAB10 ENSG00000185055.6 0.119928 0.081535 ENSG00000185055
KNTC1 ENSG00000184445.7 0.015013 0.035938 ENSG00000184445
FAM177B ENSG00000197520.6 0.04547 0.054702 ENSG00000197520
NOXA1 ENSG00000188747.4 0.389129 0.092286 ENSG00000188747
DCAF17 ENSG00000115827.9 0.035871 0.059971 ENSG00000115827
BAI1 ENSG00000181790.6 0.218665 0.095541 ENSG00000181790
GXYLT2 ENSG00000172986.8 0.240511 0.090009 ENSG00000172986
CD5 ENSG00000110448.6 0.271311 0.08554 ENSG00000110448
FMO4 ENSG00000076258.5 0.096049 0.064727 ENSG00000076258
DLG5 ENSG00000151208.12 0.539402 0.076837 ENSG00000151208
ANKRD45 ENSG00000183831.6 0.014977 0.032437 ENSG00000183831
DECR1 ENSG00000104325.2 0.048694 0.068341 ENSG00000104325
RGL4 ENSG00000159496.10 0.39108 0.083553 ENSG00000159496
ITGA2 ENSG00000164171.6 0.085735 0.058102 ENSG00000164171
P4HA2 ENSG00000072682.14 0.183759 0.081718 ENSG00000072682
AZIN1 ENSG00000155096.9 0.080264 0.070429 ENSG00000155096
NBR1 ENSG00000188554.9 0.128076 0.061584 ENSG00000188554
FAM101A ENSG00000178882.8 0.164403 0.091462 ENSG00000178882
RORC ENSG00000143365.12 0.086775 0.065164 ENSG00000143365
MURC ENSG00000170681.6 0.017507 0.025051 ENSG00000170681
PACRGL ENSG00000163138.14 0.326743 0.087948 ENSG00000163138
GNPDA2 ENSG00000163281.6 0.564573 0.074887 ENSG00000163281
ELAVL4 ENSG00000162374.12 0.036916 0.04771 ENSG00000162374
MTCH2 ENSG00000109919.5 0.021198 0.03075 ENSG00000109919
VPS13A ENSG00000197969.7 0.336196 0.08084 ENSG00000197969
CHST10 ENSG00000115526.6 0.012816 0.036534 ENSG00000115526
TMEM26 ENSG00000196932.7 0.063015 0.051496 ENSG00000196932
LSM2 ENSG00000204392.6 0.112115 0.069368 ENSG00000204392
NSUN6 ENSG00000241058.1 0.38163 0.078434 ENSG00000241058
RSRC2 ENSG00000111011.13 0.056565 0.052718 ENSG00000111011
THEGL ENSG00000249693.2 0.039939 0.065743 ENSG00000249693
DIRAS3 ENSG00000162595.4 0.163343 0.077114 ENSG00000162595
LDHA ENSG00000134333.9 0.082906 0.07355 ENSG00000134333
CTDSP2 ENSG00000175215.5 0.015414 0.05096 ENSG00000175215
HIPK2 ENSG00000064393.11 0.017131 0.050986 ENSG00000064393
CEBPE ENSG00000092067.5 0.093321 0.077257 ENSG00000092067
CFDP1 ENSG00000153774.4 0.145099 0.074105 ENSG00000153774
SFXN1 ENSG00000164466.8 0.088528 0.080232 ENSG00000164466
TLCD2 ENSG00000185561.8 0.051706 0.065307 ENSG00000185561
ZBTB7A ENSG00000178951.4 0.09651 0.085092 ENSG00000178951
MAP3K11 ENSG00000173327.3 0.153841 0.065597 ENSG00000173327
AOC2 ENSG00000131480.4 0.023822 0.037715 ENSG00000131480
RNF14 ENSG00000013561.13 0.124669 0.07423 ENSG00000013561
EIF1AD ENSG00000175376.4 0.041506 0.048624 ENSG00000175376
LRRC7 ENSG00000033122.13 0.286677 0.089857 ENSG00000033122
PIH1D1 ENSG00000104872.6 0.102856 0.075399 ENSG00000104872
TMEM100 ENSG00000166292.7 0.043901 0.06331 ENSG00000166292
GPR18 ENSG00000125245.8 0.103797 0.067486 ENSG00000125245
CEP170 ENSG00000143702.11 0.192702 0.075873 ENSG00000143702
AL645728.1 ENSG00000215014.3 0.016195 0.043326 ENSG00000215014
RAB33B ENSG00000172007.5 0.101966 0.067554 ENSG00000172007
CNTNAP3 ENSG00000106714.13 0.278765 0.09221 ENSG00000106714
MAATS1 ENSG00000183833.12 0.016053 0.050163 ENSG00000183833
PPT1 ENSG00000131238.11 0.04801 0.060009 ENSG00000131238
CPAMD8 ENSG00000160111.8 0.011441 0.054323 ENSG00000160111
SPATA5L1 ENSG00000171763.13 0.263484 0.078084 ENSG00000171763
CPB2 ENSG00000080618.9 0.134809 0.086284 ENSG00000080618
RAD23B ENSG00000119318.8 0.027762 0.050499 ENSG00000119318
BGLAP ENSG00000242252.1 0.087754 0.086047 ENSG00000242252
ZC3HAV1L ENSG00000146858.7 0.166712 0.080119 ENSG00000146858
ITGA6 ENSG00000091409.10 0.010513 0.045866 ENSG00000091409
EVI5 ENSG00000067208.10 0.206674 0.069775 ENSG00000067208
ARRDC1 ENSG00000197070.9 0.100818 0.068502 ENSG00000197070
SAMD1 ENSG00000141858.7 0.072217 0.071056 ENSG00000141858
TEKT4 ENSG00000163060.6 0.023074 0.043757 ENSG00000163060
TRAF5 ENSG00000082512.10 0.050217 0.06946 ENSG00000082512
ROM1 ENSG00000149489.4 0.249605 0.082634 ENSG00000149489
C20orf196 ENSG00000171984.10 0.138921 0.096143 ENSG00000171984
HSD17B13 ENSG00000170509.7 0.476606 0.084616 ENSG00000170509
TONSL ENSG00000160949.12 0.134984 0.071598 ENSG00000160949
DTX4 ENSG00000110042.3 0.226432 0.08684 ENSG00000110042
CGB7 ENSG00000196337.6 0.01055 0.046806 ENSG00000196337
ASF1A ENSG00000111875.6 0.026689 0.043201 ENSG00000111875
C20orf194 ENSG00000088854.11 0.201982 0.082055 ENSG00000088854
WNT10B ENSG00000169884.9 0.024056 0.041617 ENSG00000169884
APOE ENSG00000130203.5 0.070406 0.073055 ENSG00000130203
GRINA ENSG00000178719.12 0.05157 0.056814 ENSG00000178719
TMC3 ENSG00000188869.8 0.036958 0.0491 ENSG00000188869
C17orf80 ENSG00000141219.11 0.094476 0.086179 ENSG00000141219
HECTD2 ENSG00000165338.11 0.013225 0.040906 ENSG00000165338
NLRX1 ENSG00000160703.10 0.10174 0.071295 ENSG00000160703
SRRM1 ENSG00000133226.12 0.088737 0.057844 ENSG00000133226
MGRN1 ENSG00000102858.8 0.08714 0.077922 ENSG00000102858
H1FNT ENSG00000187166.1 0.216645 0.073805 ENSG00000187166
ATG12 ENSG00000145782.8 0.231951 0.091765 ENSG00000145782
ERBB4 ENSG00000178568.9 0.013748 0.042925 ENSG00000178568
