AssociatedGeneName EnsemblGeneID h2.ArteryTibial se.ArteryTibial ensid
SNAPC2 ENSG00000104976.7 0.068898 0.067674 ENSG00000104976
ALOX15B ENSG00000179593.11 0.015497 0.036133 ENSG00000179593
CERKL ENSG00000188452.9 0.015294 0.04276 ENSG00000188452
SLC16A4 ENSG00000168679.13 0.025187 0.050366 ENSG00000168679
PIK3C3 ENSG00000078142.7 0.015336 0.047334 ENSG00000078142
MGST3 ENSG00000143198.7 0.113792 0.069622 ENSG00000143198
TMEM8A ENSG00000129925.6 0.037814 0.051001 ENSG00000129925
RABGEF1 ENSG00000154710.10 0.011004 0.032409 ENSG00000154710
AGAP8 ENSG00000174194.11 0.674058 0.065783 ENSG00000174194
EMB ENSG00000170571.7 0.042028 0.047892 ENSG00000170571
CLP1 ENSG00000172409.5 0.049625 0.047587 ENSG00000172409
UBTD2 ENSG00000168246.5 0.059291 0.065323 ENSG00000168246
FN1 ENSG00000115414.14 0.103554 0.069161 ENSG00000115414
SNRNP200 ENSG00000144028.10 0.030049 0.042813 ENSG00000144028
PCDHA6 ENSG00000081842.13 0.030513 0.041428 ENSG00000081842
FOCAD ENSG00000188352.8 0.220884 0.080486 ENSG00000188352
ILKAP ENSG00000132323.4 0.016241 0.048699 ENSG00000132323
RNASEL ENSG00000135828.7 0.222594 0.080387 ENSG00000135828
HTR1F ENSG00000179097.4 0.071314 0.058027 ENSG00000179097
SYCP1 ENSG00000198765.7 0.031142 0.044644 ENSG00000198765
PAN3 ENSG00000152520.9 0.040886 0.060141 ENSG00000152520
AHCYL2 ENSG00000158467.12 0.040072 0.050031 ENSG00000158467
COL4A2 ENSG00000134871.13 0.014581 0.071898 ENSG00000134871
PSKH1 ENSG00000159792.5 0.078477 0.059093 ENSG00000159792
WNT6 ENSG00000115596.3 0.04583 0.050283 ENSG00000115596
SKA2 ENSG00000182628.8 0.080586 0.051606 ENSG00000182628
HSPA12A ENSG00000165868.8 0.067749 0.067895 ENSG00000165868
AGAP9 ENSG00000198035.9 0.272715 0.083911 ENSG00000198035
PALLD ENSG00000129116.13 0.017877 0.037714 ENSG00000129116
ARID1A ENSG00000117713.13 0.027203 0.066938 ENSG00000117713
FAM21A ENSG00000099290.11 0.613894 0.068812 ENSG00000099290
HSD17B4 ENSG00000133835.10 0.07696 0.066185 ENSG00000133835
TUBD1 ENSG00000108423.10 0.028828 0.036715 ENSG00000108423
HCK ENSG00000101336.8 0.028616 0.056012 ENSG00000101336
CCT5 ENSG00000150753.7 0.028273 0.046605 ENSG00000150753
SMUG1 ENSG00000123415.10 0.021801 0.04447 ENSG00000123415
SLC35F1 ENSG00000196376.6 0.085836 0.053449 ENSG00000196376
TASP1 ENSG00000089123.11 0.184368 0.08035 ENSG00000089123
SLC10A7 ENSG00000120519.10 0.01017 0.0464 ENSG00000120519
LPO ENSG00000167419.6 0.03208 0.039859 ENSG00000167419
RPS27L ENSG00000185088.8 0.2414 0.082055 ENSG00000185088
ZNF468 ENSG00000204604.5 0.409607 0.086296 ENSG00000204604
CHRM3 ENSG00000133019.7 0.124728 0.079377 ENSG00000133019
ZDHHC17 ENSG00000186908.10 0.030327 0.049199 ENSG00000186908
GORAB ENSG00000120370.8 0.164546 0.077988 ENSG00000120370
FAM115A ENSG00000198420.5 0.018499 0.039205 ENSG00000198420
ZBTB11 ENSG00000066422.4 0.053392 0.04813 ENSG00000066422
PXT1 ENSG00000179165.9 0.065548 0.058131 ENSG00000179165
SUCLA2 ENSG00000136143.9 0.079446 0.057253 ENSG00000136143
CTDSPL ENSG00000144677.10 0.011856 0.04005 ENSG00000144677
SH3GLB1 ENSG00000097033.10 0.04653 0.059281 ENSG00000097033
SURF1 ENSG00000148290.5 0.135973 0.096642 ENSG00000148290
TMEM11 ENSG00000178307.5 0.013988 0.032971 ENSG00000178307
CDC42BPG ENSG00000171219.8 0.118569 0.070348 ENSG00000171219
GPR135 ENSG00000181619.11 0.030319 0.040882 ENSG00000181619
GPIHBP1 ENSG00000182851.2 0.021894 0.042417 ENSG00000182851
MSTO1 ENSG00000125459.9 0.045566 0.054173 ENSG00000125459
CSRP3 ENSG00000129170.4 0.028707 0.059209 ENSG00000129170
ZCWPW1 ENSG00000078487.13 0.040346 0.044213 ENSG00000078487
LRP3 ENSG00000130881.9 0.048903 0.055321 ENSG00000130881
MCM6 ENSG00000076003.4 0.034069 0.039952 ENSG00000076003
ADH5 ENSG00000197894.6 0.044685 0.04512 ENSG00000197894
EP400NL ENSG00000185684.8 0.411466 0.083563 ENSG00000185684
C9orf123 ENSG00000137038.7 0.026647 0.060059 ENSG00000137038
CGGBP1 ENSG00000163320.6 0.209369 0.072977 ENSG00000163320
ECHDC1 ENSG00000093144.14 0.019521 0.035224 ENSG00000093144
SPATA31D1 ENSG00000214929.3 0.079209 0.067644 ENSG00000214929
CLEC18A ENSG00000157322.12 0.448345 0.081169 ENSG00000157322
DTL ENSG00000143476.13 0.030296 0.052286 ENSG00000143476
ACTR8 ENSG00000113812.9 0.246044 0.0806 ENSG00000113812
GALNT3 ENSG00000115339.9 0.124018 0.066602 ENSG00000115339
VIM ENSG00000026025.9 0.029167 0.054553 ENSG00000026025
BLVRA ENSG00000106605.6 0.022065 0.050726 ENSG00000106605
SPP1 ENSG00000118785.9 0.117767 0.067096 ENSG00000118785
IGFALS ENSG00000099769.5 0.102611 0.077425 ENSG00000099769
HDAC5 ENSG00000108840.11 0.075697 0.060695 ENSG00000108840
ANKLE1 ENSG00000160117.10 0.130769 0.07455 ENSG00000160117
CEP85L ENSG00000111860.9 0.069841 0.052051 ENSG00000111860
HIST1H2AK ENSG00000184348.2 0.056691 0.059959 ENSG00000184348
MICB ENSG00000204516.5 0.02528 0.038364 ENSG00000204516
CDKL1 ENSG00000100490.5 0.184371 0.081289 ENSG00000100490
ELOVL1 ENSG00000066322.8 0.072318 0.064563 ENSG00000066322
NBPF1 ENSG00000219481.6 0.030076 0.050164 ENSG00000219481
CHPF ENSG00000123989.9 0.043511 0.053327 ENSG00000123989
GLTSCR1 ENSG00000063169.6 0.010905 0.030677 ENSG00000063169
C9orf142 ENSG00000148362.6 0.110043 0.065907 ENSG00000148362
PTTG2 ENSG00000250254.1 0.053933 0.068499 ENSG00000250254
SIGLEC8 ENSG00000105366.10 0.051332 0.064585 ENSG00000105366
TBC1D9 ENSG00000109436.7 0.366293 0.087605 ENSG00000109436
KCNK1 ENSG00000135750.10 0.042391 0.067459 ENSG00000135750
SDR42E1 ENSG00000184860.5 0.271041 0.09697 ENSG00000184860
VWA5A ENSG00000110002.11 0.12855 0.074618 ENSG00000110002
PLN ENSG00000198523.5 0.051406 0.046011 ENSG00000198523
METTL15 ENSG00000169519.15 0.06899 0.052521 ENSG00000169519
ARNT2 ENSG00000172379.14 0.13389 0.076362 ENSG00000172379
C2orf44 ENSG00000163026.7 0.013651 0.037137 ENSG00000163026
EAF1 ENSG00000144597.9 0.064005 0.061004 ENSG00000144597
ULK4 ENSG00000168038.6 0.28414 0.07158 ENSG00000168038
CCDC166 ENSG00000255181.2 0.021658 0.043994 ENSG00000255181
MFSD6 ENSG00000151690.10 0.365812 0.086804 ENSG00000151690
APCDD1L ENSG00000198768.6 0.091214 0.074411 ENSG00000198768
SLC52A3 ENSG00000101276.10 0.080979 0.069573 ENSG00000101276
PSTPIP1 ENSG00000140368.8 0.010755 0.029553 ENSG00000140368
ADAM33 ENSG00000149451.13 0.124075 0.075682 ENSG00000149451
HSPA4L ENSG00000164070.6 0.012106 0.035552 ENSG00000164070
PTS ENSG00000150787.3 0.056136 0.069759 ENSG00000150787
OAF ENSG00000184232.4 0.020939 0.051296 ENSG00000184232
FGD6 ENSG00000180263.9 0.080948 0.061501 ENSG00000180263
TSC22D4 ENSG00000166925.4 0.013023 0.02955 ENSG00000166925
ABHD6 ENSG00000163686.9 0.168274 0.07094 ENSG00000163686
AP1S1 ENSG00000106367.9 0.113742 0.062115 ENSG00000106367
ZDHHC16 ENSG00000171307.14 0.039977 0.051331 ENSG00000171307
TPCN1 ENSG00000186815.8 0.043353 0.060592 ENSG00000186815
RABGAP1L ENSG00000152061.17 0.049997 0.057871 ENSG00000152061
DNAJB14 ENSG00000164031.12 0.123275 0.063118 ENSG00000164031
ISPD ENSG00000214960.5 0.063171 0.064982 ENSG00000214960
ZNF473 ENSG00000142528.11 0.122468 0.069984 ENSG00000142528
TMEM60 ENSG00000135211.5 0.120231 0.067601 ENSG00000135211
CREG1 ENSG00000143162.7 0.128299 0.075821 ENSG00000143162
LRPAP1 ENSG00000163956.6 0.019651 0.043187 ENSG00000163956
MUC21 ENSG00000204544.5 0.073345 0.068211 ENSG00000204544
IL27RA ENSG00000104998.2 0.021523 0.055008 ENSG00000104998
DLEC1 ENSG00000008226.15 0.040229 0.051934 ENSG00000008226
AP5B1 ENSG00000254470.2 0.116464 0.062157 ENSG00000254470
ZNF446 ENSG00000083838.11 0.020354 0.033771 ENSG00000083838
ANKRD16 ENSG00000134461.11 0.072086 0.069751 ENSG00000134461
ATP1B1 ENSG00000143153.7 0.12251 0.069969 ENSG00000143153
NBEA ENSG00000172915.14 0.125889 0.072079 ENSG00000172915
ATP10A ENSG00000206190.7 0.065295 0.067496 ENSG00000206190
HEXA ENSG00000213614.5 0.13401 0.064636 ENSG00000213614
XRCC6 ENSG00000196419.8 0.025966 0.036404 ENSG00000196419
PDE8A ENSG00000073417.10 0.129806 0.083704 ENSG00000073417
GPR12 ENSG00000132975.6 0.082366 0.073408 ENSG00000132975
VIPR2 ENSG00000106018.9 0.057718 0.048168 ENSG00000106018
GTF2F1 ENSG00000125651.9 0.018833 0.063755 ENSG00000125651
SEC61A2 ENSG00000065665.16 0.127884 0.083881 ENSG00000065665
CAV2 ENSG00000105971.9 0.020457 0.046802 ENSG00000105971
CDC42SE1 ENSG00000197622.8 0.077125 0.057121 ENSG00000197622
SRL ENSG00000185739.9 0.013432 0.032479 ENSG00000185739
CHI3L1 ENSG00000133048.8 0.094193 0.069028 ENSG00000133048
PSMD5 ENSG00000095261.9 0.03282 0.053267 ENSG00000095261
DECR2 ENSG00000242612.2 0.217966 0.086585 ENSG00000242612
ZNF304 ENSG00000131845.10 0.067439 0.066314 ENSG00000131845
SAP130 ENSG00000136715.13 0.042092 0.057002 ENSG00000136715
LIN7C ENSG00000148943.7 0.240502 0.069929 ENSG00000148943
CENPW ENSG00000203760.4 0.022333 0.034863 ENSG00000203760
HOXD3 ENSG00000128652.7 0.069052 0.060993 ENSG00000128652
SF3B1 ENSG00000115524.10 0.064855 0.059487 ENSG00000115524
RECQL ENSG00000004700.11 0.079996 0.063514 ENSG00000004700
DDOST ENSG00000244038.5 0.017182 0.044791 ENSG00000244038
RAB7A ENSG00000075785.8 0.043421 0.062012 ENSG00000075785
UBA52 ENSG00000221983.3 0.138122 0.070126 ENSG00000221983
SERGEF ENSG00000129158.6 0.077522 0.066642 ENSG00000129158
TYW3 ENSG00000162623.10 0.159268 0.063902 ENSG00000162623
AKR1C2 ENSG00000151632.12 0.208861 0.081011 ENSG00000151632
PKHD1 ENSG00000170927.10 0.043662 0.055619 ENSG00000170927
PRKG2 ENSG00000138669.5 0.052598 0.055172 ENSG00000138669
TMEM214 ENSG00000119777.14 0.011882 0.042133 ENSG00000119777
ZNF208 ENSG00000160321.10 0.031119 0.04947 ENSG00000160321
RNF113B ENSG00000139797.7 0.067947 0.064829 ENSG00000139797
AMIGO2 ENSG00000139211.5 0.115412 0.068579 ENSG00000139211
SLC7A1 ENSG00000139514.8 0.116124 0.081331 ENSG00000139514
GNAI2 ENSG00000114353.12 0.011246 0.022762 ENSG00000114353
MRVI1 ENSG00000072952.14 0.049905 0.062988 ENSG00000072952
HAUS6 ENSG00000147874.6 0.183178 0.076692 ENSG00000147874
EPS15 ENSG00000085832.12 0.452874 0.093306 ENSG00000085832
BCL6B ENSG00000161940.6 0.067382 0.055421 ENSG00000161940
MDM2 ENSG00000135679.17 0.066822 0.054452 ENSG00000135679
APOA5 ENSG00000110243.7 0.033491 0.055771 ENSG00000110243
EPN3 ENSG00000049283.13 0.089097 0.064743 ENSG00000049283
OLR1 ENSG00000173391.4 0.191879 0.086916 ENSG00000173391
FITM2 ENSG00000197296.5 0.067718 0.059285 ENSG00000197296
ZSCAN5A ENSG00000131848.5 0.062034 0.079591 ENSG00000131848
PLA2G15 ENSG00000103066.8 0.042953 0.037904 ENSG00000103066
TEX264 ENSG00000164081.8 0.205114 0.088896 ENSG00000164081
ZNF7 ENSG00000147789.11 0.22938 0.079779 ENSG00000147789
C1orf94 ENSG00000142698.10 0.158704 0.077218 ENSG00000142698
ZNF772 ENSG00000197128.7 0.222285 0.077835 ENSG00000197128
SMIM2 ENSG00000139656.5 0.269556 0.083202 ENSG00000139656
SUN1 ENSG00000164828.13 0.083541 0.061932 ENSG00000164828
TMEM184C ENSG00000164168.3 0.028171 0.043544 ENSG00000164168
FSIP2 ENSG00000188738.9 0.031782 0.038778 ENSG00000188738
VPS9D1 ENSG00000075399.8 0.028183 0.043505 ENSG00000075399
ANAPC4 ENSG00000053900.6 0.416837 0.079862 ENSG00000053900
CCNB2 ENSG00000157456.3 0.088458 0.063324 ENSG00000157456
CACNB1 ENSG00000067191.11 0.107854 0.071681 ENSG00000067191
FLJ27365 ENSG00000197182.8 0.112528 0.083038 ENSG00000197182
SMDT1 ENSG00000183172.7 0.467368 0.074046 ENSG00000183172
DGUOK ENSG00000114956.15 0.040561 0.057995 ENSG00000114956
BCCIP ENSG00000107949.12 0.016271 0.031934 ENSG00000107949
SPATA4 ENSG00000150628.2 0.017191 0.046817 ENSG00000150628
TYRO3 ENSG00000092445.7 0.022691 0.045645 ENSG00000092445
ADCY5 ENSG00000173175.10 0.083608 0.065181 ENSG00000173175
OVGP1 ENSG00000085465.11 0.048843 0.051281 ENSG00000085465
FER ENSG00000151422.8 0.105188 0.065124 ENSG00000151422
EVI5L ENSG00000142459.4 0.058381 0.061088 ENSG00000142459
OSBPL6 ENSG00000079156.12 0.016896 0.044347 ENSG00000079156
TEAD4 ENSG00000197905.4 0.040097 0.040814 ENSG00000197905
RAB22A ENSG00000124209.3 0.021635 0.060004 ENSG00000124209
GJC1 ENSG00000182963.5 0.101812 0.063967 ENSG00000182963
AGTR1 ENSG00000144891.13 0.03557 0.050407 ENSG00000144891
KIAA1683 ENSG00000130518.11 0.266532 0.077183 ENSG00000130518
PHYH ENSG00000107537.9 0.122513 0.096195 ENSG00000107537
OR4N4 ENSG00000183706.4 0.017568 0.031639 ENSG00000183706
TRIM38 ENSG00000112343.8 0.045626 0.045521 ENSG00000112343
IRF1 ENSG00000125347.9 0.07104 0.05683 ENSG00000125347
RABL2A ENSG00000144134.14 0.132466 0.063756 ENSG00000144134
IDUA ENSG00000127415.8 0.02445 0.055217 ENSG00000127415
CFHR1 ENSG00000244414.1 0.09066 0.056257 ENSG00000244414
MGP ENSG00000111341.5 0.079776 0.059494 ENSG00000111341
TXNL4B ENSG00000140830.4 0.325854 0.090249 ENSG00000140830
PCIF1 ENSG00000100982.7 0.016381 0.045538 ENSG00000100982
CD1A ENSG00000158477.6 0.01117 0.05127 ENSG00000158477
ALS2CL ENSG00000178038.12 0.257284 0.091389 ENSG00000178038
NECAP2 ENSG00000157191.15 0.039244 0.05474 ENSG00000157191
PPDPF ENSG00000125534.5 0.139361 0.078014 ENSG00000125534
MFSD4 ENSG00000174514.8 0.24199 0.074838 ENSG00000174514
TMEM87B ENSG00000153214.5 0.132591 0.071144 ENSG00000153214
TMEM63B ENSG00000137216.14 0.135448 0.090801 ENSG00000137216
KCTD6 ENSG00000168301.8 0.025673 0.041963 ENSG00000168301
SEC62 ENSG00000008952.12 0.040925 0.062636 ENSG00000008952
SRGAP3 ENSG00000196220.11 0.072866 0.054897 ENSG00000196220
GTPBP3 ENSG00000130299.12 0.116045 0.073775 ENSG00000130299
CIR1 ENSG00000138433.11 0.017071 0.047401 ENSG00000138433
CAPN8 ENSG00000203697.7 0.348419 0.078021 ENSG00000203697
ACKR5 ENSG00000121797.9 0.065844 0.052681 ENSG00000121797
MACROD2 ENSG00000172264.12 0.085805 0.079763 ENSG00000172264
CDH13 ENSG00000140945.11 0.409857 0.105363 ENSG00000140945
LRRC15 ENSG00000172061.7 0.035202 0.042736 ENSG00000172061
QKI ENSG00000112531.12 0.023726 0.04409 ENSG00000112531
ACSM2A ENSG00000183747.7 0.047818 0.052394 ENSG00000183747
MGAT4B ENSG00000161013.12 0.116304 0.07577 ENSG00000161013
CRYL1 ENSG00000165475.9 0.017054 0.042603 ENSG00000165475
FAM153B ENSG00000182230.7 0.22789 0.077992 ENSG00000182230
BST2 ENSG00000130303.8 0.078986 0.068534 ENSG00000130303
DHRS12 ENSG00000102796.6 0.049823 0.059734 ENSG00000102796
CCNDBP1 ENSG00000166946.9 0.014819 0.024829 ENSG00000166946
MPPED2 ENSG00000066382.12 0.118428 0.068986 ENSG00000066382
KRTAP3-1 ENSG00000212901.2 0.029508 0.048526 ENSG00000212901
CACNA2D3 ENSG00000157445.10 0.142137 0.082 ENSG00000157445
DDX59 ENSG00000118197.9 0.233349 0.082318 ENSG00000118197
RRBP1 ENSG00000125844.10 0.076319 0.070108 ENSG00000125844
SUCO ENSG00000094975.8 0.174324 0.072395 ENSG00000094975
PDSS2 ENSG00000164494.7 0.079269 0.062288 ENSG00000164494
SPG7 ENSG00000197912.9 0.063116 0.060711 ENSG00000197912
CCDC107 ENSG00000159884.7 0.075393 0.050022 ENSG00000159884
PTGER1 ENSG00000160951.3 0.112059 0.077668 ENSG00000160951
IP6K2 ENSG00000068745.10 0.029737 0.030553 ENSG00000068745
CCDC39 ENSG00000145075.7 0.011319 0.050058 ENSG00000145075
FRY ENSG00000073910.15 0.023529 0.048586 ENSG00000073910
FTSJD2 ENSG00000137200.8 0.050652 0.05633 ENSG00000137200
KIT ENSG00000157404.11 0.047249 0.063504 ENSG00000157404
TGFBR2 ENSG00000163513.13 0.070636 0.062923 ENSG00000163513
ALDOA ENSG00000149925.12 0.029125 0.038093 ENSG00000149925
SUGT1 ENSG00000165416.9 0.063115 0.047688 ENSG00000165416
WNT1 ENSG00000125084.7 0.015232 0.031229 ENSG00000125084
OR7A5 ENSG00000188269.4 0.111889 0.06947 ENSG00000188269
WDR26 ENSG00000162923.10 0.023329 0.04606 ENSG00000162923
DDIT4 ENSG00000168209.4 0.079055 0.059409 ENSG00000168209
LUZP2 ENSG00000187398.7 0.150055 0.083659 ENSG00000187398
TRMT112 ENSG00000173113.2 0.044157 0.048016 ENSG00000173113
PCDHGB7 ENSG00000254122.1 0.019612 0.035742 ENSG00000254122
TOP2A ENSG00000131747.10 0.037913 0.043108 ENSG00000131747
RNF44 ENSG00000146083.7 0.048692 0.062775 ENSG00000146083
FIGN ENSG00000182263.9 0.019183 0.042726 ENSG00000182263
LIN9 ENSG00000183814.11 0.030378 0.042836 ENSG00000183814
RP11-1407O15.2 ENSG00000174093.6 0.063205 0.060626 ENSG00000174093
ZFYVE16 ENSG00000039319.12 0.027101 0.049033 ENSG00000039319
FAM213A ENSG00000122378.9 0.014801 0.040211 ENSG00000122378
AK9 ENSG00000155085.11 0.208885 0.073816 ENSG00000155085
NUDT1 ENSG00000106268.11 0.016513 0.046977 ENSG00000106268
GEMIN8 ENSG00000046647.9 0.110986 0.095538 ENSG00000046647
ALDH1L2 ENSG00000136010.9 0.026915 0.050016 ENSG00000136010
SIGLEC11 ENSG00000161640.11 0.120885 0.069567 ENSG00000161640
WDR75 ENSG00000115368.5 0.01963 0.038659 ENSG00000115368
BSCL2 ENSG00000168000.10 0.075033 0.061401 ENSG00000168000
ZNF251 ENSG00000198169.4 0.046769 0.04372 ENSG00000198169
ARL4D ENSG00000175906.4 0.0143 0.031053 ENSG00000175906
ANKRD42 ENSG00000137494.9 0.03621 0.057389 ENSG00000137494
FNDC5 ENSG00000160097.10 0.223658 0.082899 ENSG00000160097
HRH2 ENSG00000113749.5 0.017729 0.05078 ENSG00000113749
LRRC3DN ENSG00000269430.1 0.112487 0.073484 ENSG00000269430
TIMM10 ENSG00000134809.4 0.473437 0.083782 ENSG00000134809
ALDH3B2 ENSG00000132746.10 0.025719 0.050377 ENSG00000132746
RFC5 ENSG00000111445.9 0.02917 0.04737 ENSG00000111445
GLT1D1 ENSG00000151948.7 0.036127 0.090342 ENSG00000151948
HRCT1 ENSG00000196196.2 0.051549 0.053189 ENSG00000196196
LPAR3 ENSG00000171517.5 0.081066 0.059095 ENSG00000171517
TIMM44 ENSG00000104980.3 0.133809 0.077654 ENSG00000104980
HS3ST2 ENSG00000122254.6 0.037395 0.054006 ENSG00000122254
C12orf54 ENSG00000177627.5 0.04848 0.042094 ENSG00000177627
AES ENSG00000104964.10 0.04182 0.06657 ENSG00000104964
RBM15 ENSG00000162775.10 0.040102 0.055067 ENSG00000162775
VSTM4 ENSG00000165633.7 0.053028 0.056699 ENSG00000165633
SNAI3 ENSG00000185669.5 0.029783 0.051995 ENSG00000185669
DMRTA1 ENSG00000176399.2 0.246759 0.084135 ENSG00000176399
ADH4 ENSG00000198099.4 0.128484 0.0659 ENSG00000198099
LIMA1 ENSG00000050405.9 0.079059 0.051838 ENSG00000050405
DHODH ENSG00000102967.7 0.345803 0.080839 ENSG00000102967
MAST2 ENSG00000086015.15 0.227856 0.076312 ENSG00000086015
NAGLU ENSG00000108784.5 0.107687 0.064851 ENSG00000108784
CCDC101 ENSG00000176476.4 0.017396 0.03102 ENSG00000176476
CIAPIN1 ENSG00000005194.10 0.082896 0.066222 ENSG00000005194
SRGN ENSG00000122862.4 0.148211 0.075819 ENSG00000122862
SNCAIP ENSG00000064692.14 0.131234 0.073961 ENSG00000064692
CAPS2 ENSG00000180881.15 0.012065 0.034716 ENSG00000180881
LPGAT1 ENSG00000123684.8 0.087113 0.065546 ENSG00000123684
CDCA3 ENSG00000111665.7 0.012782 0.041927 ENSG00000111665
CLDN16 ENSG00000113946.3 0.173207 0.079368 ENSG00000113946
EFTUD2 ENSG00000108883.8 0.421508 0.074027 ENSG00000108883
S100A9 ENSG00000163220.10 0.091357 0.063684 ENSG00000163220
COQ5 ENSG00000110871.10 0.415771 0.07741 ENSG00000110871
TUSC5 ENSG00000184811.3 0.247299 0.089248 ENSG00000184811
ARHGAP17 ENSG00000140750.12 0.052526 0.061147 ENSG00000140750
ZNF430 ENSG00000118620.8 0.089634 0.063996 ENSG00000118620
SMAD7 ENSG00000101665.4 0.13006 0.070423 ENSG00000101665
RNF38 ENSG00000137075.13 0.068269 0.059144 ENSG00000137075
SLCO6A1 ENSG00000205359.5 0.028449 0.038927 ENSG00000205359
SYPL2 ENSG00000143028.7 0.47028 0.084631 ENSG00000143028
C11orf30 ENSG00000158636.12 0.110528 0.087316 ENSG00000158636
GLOD4 ENSG00000167699.9 0.048269 0.067155 ENSG00000167699
ADCK5 ENSG00000173137.7 0.048246 0.045141 ENSG00000173137
RNF10 ENSG00000022840.11 0.072388 0.064195 ENSG00000022840
CATSPER2 ENSG00000166762.12 0.3059 0.097956 ENSG00000166762
AGAP6 ENSG00000204149.5 0.444551 0.079538 ENSG00000204149
NLRP6 ENSG00000174885.8 0.037951 0.055001 ENSG00000174885
TMEM231 ENSG00000205084.5 0.055728 0.052857 ENSG00000205084
APOL1 ENSG00000100342.16 0.074047 0.076205 ENSG00000100342
NADK ENSG00000008130.11 0.016912 0.029099 ENSG00000008130
PXK ENSG00000168297.11 0.141604 0.065271 ENSG00000168297
NMT1 ENSG00000136448.7 0.128572 0.058846 ENSG00000136448
RNF148 ENSG00000235631.1 0.018942 0.041853 ENSG00000235631
TSR3 ENSG00000007520.3 0.022619 0.039796 ENSG00000007520
CAPN10 ENSG00000142330.15 0.085198 0.063476 ENSG00000142330
KIAA0930 ENSG00000100364.13 0.115672 0.091517 ENSG00000100364
HSPA13 ENSG00000155304.4 0.059362 0.063226 ENSG00000155304
SERINC5 ENSG00000164300.11 0.013448 0.047976 ENSG00000164300
UPB1 ENSG00000100024.10 0.152168 0.073093 ENSG00000100024
TDRD5 ENSG00000162782.11 0.363883 0.080221 ENSG00000162782
MARCH4 ENSG00000144583.4 0.082056 0.080759 ENSG00000144583
FARSA ENSG00000179115.6 0.023683 0.046851 ENSG00000179115
CHDH ENSG00000016391.5 0.06619 0.05987 ENSG00000016391
DNAH1 ENSG00000114841.13 0.017312 0.027719 ENSG00000114841
SCUBE1 ENSG00000159307.13 0.210265 0.091184 ENSG00000159307
BPTF ENSG00000171634.12 0.02013 0.04513 ENSG00000171634
ASL ENSG00000126522.12 0.013112 0.044435 ENSG00000126522
PRMT7 ENSG00000132600.12 0.341473 0.079897 ENSG00000132600
PDHB ENSG00000168291.8 0.136527 0.060498 ENSG00000168291
ERBB3 ENSG00000065361.10 0.056635 0.047221 ENSG00000065361
TUBG2 ENSG00000037042.8 0.188167 0.067573 ENSG00000037042
FBXO42 ENSG00000037637.6 0.01478 0.040705 ENSG00000037637
TSEN15 ENSG00000198860.7 0.090977 0.059694 ENSG00000198860
FUNDC1 ENSG00000069509.5 0.020339 0.03996 ENSG00000069509
AP1B1 ENSG00000100280.12 0.014958 0.034563 ENSG00000100280
TRIM41 ENSG00000146063.14 0.030562 0.049643 ENSG00000146063
SP2 ENSG00000167182.11 0.066108 0.050688 ENSG00000167182
INADL ENSG00000132849.14 0.299955 0.093514 ENSG00000132849
GGH ENSG00000137563.7 0.044864 0.047905 ENSG00000137563
APTX ENSG00000137074.14 0.185694 0.071913 ENSG00000137074
GBX1 ENSG00000164900.4 0.018965 0.054906 ENSG00000164900
MAGI3 ENSG00000081026.14 0.099606 0.069042 ENSG00000081026
MUT ENSG00000146085.7 0.146475 0.071067 ENSG00000146085
BCS1L ENSG00000074582.8 0.071122 0.056496 ENSG00000074582
SUCNR1 ENSG00000198829.4 0.02204 0.046293 ENSG00000198829
GPRC5D ENSG00000111291.4 0.04091 0.064086 ENSG00000111291
DRD2 ENSG00000149295.9 0.13374 0.078598 ENSG00000149295
STARD3NL ENSG00000010270.9 0.043156 0.062751 ENSG00000010270
PSMC5 ENSG00000087191.8 0.045163 0.042908 ENSG00000087191
GTF2H2C ENSG00000183474.11 0.08217 0.071567 ENSG00000183474
ATXN10 ENSG00000130638.11 0.157461 0.079092 ENSG00000130638
GPR17 ENSG00000144230.12 0.391207 0.082759 ENSG00000144230
PRRC2C ENSG00000117523.11 0.121312 0.06575 ENSG00000117523
DDX17 ENSG00000100201.14 0.048409 0.048774 ENSG00000100201
KIAA2022 ENSG00000050030.8 0.070726 0.068634 ENSG00000050030
KLF5 ENSG00000102554.9 0.194479 0.084434 ENSG00000102554
ZNF655 ENSG00000197343.5 0.032023 0.04438 ENSG00000197343
RAB3GAP2 ENSG00000118873.10 0.046118 0.04679 ENSG00000118873
IDO2 ENSG00000188676.9 0.017046 0.035954 ENSG00000188676
SLC35G5 ENSG00000177710.5 0.047836 0.053508 ENSG00000177710
SSRP1 ENSG00000149136.3 0.053139 0.047537 ENSG00000149136
C16orf96 ENSG00000205832.7 0.080141 0.079393 ENSG00000205832
SPESP1 ENSG00000258484.3 0.015301 0.051458 ENSG00000258484
PDZD9 ENSG00000155714.9 0.011066 0.042539 ENSG00000155714
GUCY1A3 ENSG00000164116.12 0.027581 0.039003 ENSG00000164116
HNRNPF ENSG00000169813.12 0.027292 0.045329 ENSG00000169813
ALDH16A1 ENSG00000161618.5 0.370129 0.079936 ENSG00000161618
C2orf49 ENSG00000135974.5 0.033117 0.051081 ENSG00000135974
RTCB ENSG00000100220.7 0.082918 0.061459 ENSG00000100220
HID1 ENSG00000167861.11 0.261637 0.081611 ENSG00000167861
ARHGDIB ENSG00000111348.4 0.146231 0.064541 ENSG00000111348
