AssociatedGeneName EnsemblGeneID h2.SkinSunExposedLowerleg se.SkinSunExposedLowerleg ensid
SLURP1 ENSG00000126233.1 0.136198 0.059 ENSG00000126233
OBSCN ENSG00000154358.15 0.34976 0.080399 ENSG00000154358
FAM101B ENSG00000183688.4 0.136224 0.072455 ENSG00000183688
CD163 ENSG00000177575.8 0.134558 0.067614 ENSG00000177575
EPB41 ENSG00000159023.14 0.109291 0.056509 ENSG00000159023
SMCO2 ENSG00000165935.5 0.118818 0.068044 ENSG00000165935
CUL2 ENSG00000108094.10 0.119635 0.059313 ENSG00000108094
TXNDC15 ENSG00000113621.10 0.112967 0.066618 ENSG00000113621
PMS1 ENSG00000064933.12 0.194006 0.078943 ENSG00000064933
HSPH1 ENSG00000120694.15 0.107824 0.078492 ENSG00000120694
EPB41L4A ENSG00000129595.8 0.18938 0.06611 ENSG00000129595
ZMAT5 ENSG00000100319.11 0.100972 0.057548 ENSG00000100319
FAM182B ENSG00000175170.10 0.106397 0.061704 ENSG00000175170
CXXC1 ENSG00000154832.10 0.110598 0.076074 ENSG00000154832
TRIM66 ENSG00000166436.11 0.127065 0.07031 ENSG00000166436
VPS41 ENSG00000006715.11 0.123153 0.061713 ENSG00000006715
BATF3 ENSG00000123685.4 0.147851 0.074772 ENSG00000123685
UGT3A2 ENSG00000168671.5 0.128157 0.063291 ENSG00000168671
MGAM ENSG00000257335.4 0.156949 0.075808 ENSG00000257335
IDS ENSG00000010404.13 0.153239 0.086949 ENSG00000010404
FNBP1 ENSG00000187239.12 0.115115 0.06847 ENSG00000187239
DSCR3 ENSG00000157538.9 0.111659 0.073364 ENSG00000157538
TLR5 ENSG00000187554.7 0.11739 0.065926 ENSG00000187554
PRSS53 ENSG00000151006.7 0.129257 0.066784 ENSG00000151006
SRRD ENSG00000100104.7 0.100888 0.069259 ENSG00000100104
HAUS5 ENSG00000249115.4 0.131292 0.074001 ENSG00000249115
TCN2 ENSG00000185339.4 0.118842 0.058973 ENSG00000185339
LMO7 ENSG00000136153.15 0.112148 0.059387 ENSG00000136153
CMIP ENSG00000153815.12 0.221662 0.093269 ENSG00000153815
AK4 ENSG00000162433.10 0.190522 0.073096 ENSG00000162433
ANKRD6 ENSG00000135299.12 0.138355 0.076707 ENSG00000135299
ERGIC2 ENSG00000087502.13 0.128478 0.063434 ENSG00000087502
COL22A1 ENSG00000169436.12 0.36742 0.088267 ENSG00000169436
FUK ENSG00000157353.12 0.181325 0.068715 ENSG00000157353
SFT2D2 ENSG00000213064.4 0.131039 0.075975 ENSG00000213064
NAPEPLD ENSG00000161048.7 0.128343 0.057769 ENSG00000161048
ST6GALNAC5 ENSG00000117069.10 0.121357 0.062777 ENSG00000117069
NDUFS4 ENSG00000164258.7 0.130951 0.07277 ENSG00000164258
PDHX ENSG00000110435.7 0.164224 0.068414 ENSG00000110435
SLC35E4 ENSG00000100036.11 0.297657 0.089776 ENSG00000100036
HTRA2 ENSG00000115317.7 0.116379 0.071918 ENSG00000115317
TEN1 ENSG00000257949.2 0.200982 0.085028 ENSG00000257949
USP20 ENSG00000136878.8 0.130789 0.074667 ENSG00000136878
DAGLA ENSG00000134780.5 0.164105 0.073505 ENSG00000134780
AKR1C3 ENSG00000196139.7 0.159559 0.077615 ENSG00000196139
SH3TC1 ENSG00000125089.12 0.10189 0.067947 ENSG00000125089
AGPAT6 ENSG00000158669.7 0.122535 0.066013 ENSG00000158669
NAT16 ENSG00000167011.4 0.116274 0.060143 ENSG00000167011
CERS4 ENSG00000090661.7 0.189421 0.080359 ENSG00000090661
UBE2B ENSG00000119048.3 0.173235 0.073203 ENSG00000119048
RBFOX2 ENSG00000100320.18 0.14302 0.079549 ENSG00000100320
BAIAP2L2 ENSG00000128298.12 0.104018 0.060669 ENSG00000128298
SH3PXD2A ENSG00000107957.12 0.104307 0.06039 ENSG00000107957
DYNC1I1 ENSG00000158560.10 0.142183 0.075421 ENSG00000158560
UBL7 ENSG00000138629.11 0.116396 0.061333 ENSG00000138629
DNAH17 ENSG00000187775.12 0.118441 0.06994 ENSG00000187775
ZYX ENSG00000159840.11 0.120347 0.060782 ENSG00000159840
SSPN ENSG00000123096.7 0.107008 0.060405 ENSG00000123096
LYNX1 ENSG00000180155.14 0.152812 0.064674 ENSG00000180155
CBLN1 ENSG00000102924.7 0.151021 0.073313 ENSG00000102924
LDB3 ENSG00000122367.15 0.173809 0.068557 ENSG00000122367
TMEM145 ENSG00000167619.7 0.121104 0.067232 ENSG00000167619
VWDE ENSG00000146530.7 0.123588 0.060935 ENSG00000146530
ALG11 ENSG00000253710.1 0.117733 0.057997 ENSG00000253710
PFKFB4 ENSG00000114268.7 0.106818 0.0623 ENSG00000114268
B3GALT2 ENSG00000162630.5 0.134816 0.069459 ENSG00000162630
KCNT1 ENSG00000107147.7 0.11917 0.065132 ENSG00000107147
ASB4 ENSG00000005981.8 0.130209 0.06473 ENSG00000005981
SLC43A1 ENSG00000149150.4 0.173492 0.068702 ENSG00000149150
CCDC92 ENSG00000119242.4 0.166829 0.079402 ENSG00000119242
ZNF365 ENSG00000138311.11 0.171216 0.072993 ENSG00000138311
CSGALNACT2 ENSG00000169826.6 0.121095 0.059552 ENSG00000169826
WFS1 ENSG00000109501.9 0.257395 0.084513 ENSG00000109501
MAT1A ENSG00000151224.8 0.160742 0.06353 ENSG00000151224
LYRM2 ENSG00000083099.6 0.123263 0.064415 ENSG00000083099
MAVS ENSG00000088888.13 0.159219 0.084357 ENSG00000088888
DDX58 ENSG00000107201.5 0.187773 0.07048 ENSG00000107201
GP6 ENSG00000088053.7 0.124347 0.079022 ENSG00000088053
MZT2A ENSG00000173272.9 0.162555 0.066185 ENSG00000173272
ETV4 ENSG00000175832.8 0.155146 0.061189 ENSG00000175832
LYPD3 ENSG00000124466.8 0.111055 0.066633 ENSG00000124466
C20orf26 ENSG00000089101.13 0.122245 0.064601 ENSG00000089101
TXN2 ENSG00000100348.5 0.110401 0.073758 ENSG00000100348
SH2D3A ENSG00000125731.8 0.13199 0.08209 ENSG00000125731
RIBC2 ENSG00000128408.7 0.120955 0.066542 ENSG00000128408
FRMD4A ENSG00000151474.15 0.137682 0.079476 ENSG00000151474
TEC ENSG00000135605.8 0.105854 0.058216 ENSG00000135605
RHNO1 ENSG00000171792.6 0.168751 0.076864 ENSG00000171792
RNF6 ENSG00000127870.12 0.101185 0.064178 ENSG00000127870
CTD-2116N17.1 ENSG00000259316.2 0.135371 0.071663 ENSG00000259316
HMHA1 ENSG00000180448.6 0.116459 0.078488 ENSG00000180448
ARAP3 ENSG00000120318.11 0.144161 0.076805 ENSG00000120318
IRF3 ENSG00000126456.11 0.14225 0.067105 ENSG00000126456
FGGY ENSG00000172456.12 0.115525 0.069784 ENSG00000172456
WDR91 ENSG00000105875.9 0.114109 0.060748 ENSG00000105875
BNIP1 ENSG00000113734.13 0.162668 0.075407 ENSG00000113734
MAP3K7 ENSG00000135341.13 0.100132 0.058485 ENSG00000135341
CNTN2 ENSG00000184144.5 0.125605 0.064701 ENSG00000184144
PTPLAD2 ENSG00000188921.11 0.298012 0.074283 ENSG00000188921
CUX1 ENSG00000257923.5 0.121969 0.058802 ENSG00000257923
C15orf65 ENSG00000261652.2 0.101944 0.057296 ENSG00000261652
CSNK2A3 ENSG00000254598.2 0.106836 0.076367 ENSG00000254598
C9orf3 ENSG00000148120.10 0.154909 0.090631 ENSG00000148120
RP11-366L20.2 ENSG00000197301.3 0.119424 0.072444 ENSG00000197301
ZNF432 ENSG00000256087.2 0.180483 0.071528 ENSG00000256087
YPEL5 ENSG00000119801.8 0.174495 0.075772 ENSG00000119801
CHMP1A ENSG00000131165.10 0.134346 0.069579 ENSG00000131165
FAM208B ENSG00000108021.15 0.104911 0.069577 ENSG00000108021
ZFAND4 ENSG00000172671.15 0.125897 0.066586 ENSG00000172671
FAM69C ENSG00000187773.7 0.104069 0.059546 ENSG00000187773
HIVEP3 ENSG00000127124.9 0.12485 0.069813 ENSG00000127124
CBWD2 ENSG00000136682.10 0.117665 0.062981 ENSG00000136682
GLO1 ENSG00000124767.6 0.27903 0.078724 ENSG00000124767
BRCA2 ENSG00000139618.10 0.101824 0.062423 ENSG00000139618
DNAJC21 ENSG00000168724.10 0.100577 0.061887 ENSG00000168724
GPN3 ENSG00000111231.3 0.103666 0.063385 ENSG00000111231
YDJC ENSG00000161179.9 0.105904 0.067372 ENSG00000161179
GCDH ENSG00000105607.8 0.105766 0.064086 ENSG00000105607
POFUT1 ENSG00000101346.6 0.167442 0.083644 ENSG00000101346
HNRNPA3 ENSG00000170144.14 0.130391 0.067636 ENSG00000170144
SH2B1 ENSG00000178188.10 0.108173 0.052478 ENSG00000178188
DGKE ENSG00000153933.5 0.11315 0.071133 ENSG00000153933
HGSNAT ENSG00000165102.10 0.121694 0.072357 ENSG00000165102
PLA2G7 ENSG00000146070.12 0.124467 0.063352 ENSG00000146070
TMEM235 ENSG00000204278.8 0.13797 0.069036 ENSG00000204278
FAM184A ENSG00000111879.14 0.148099 0.06684 ENSG00000111879
PTGFR ENSG00000122420.5 0.110937 0.06712 ENSG00000122420
FBXL3 ENSG00000005812.6 0.125907 0.06827 ENSG00000005812
UNC79 ENSG00000133958.9 0.160938 0.068688 ENSG00000133958
TGDS ENSG00000088451.6 0.161455 0.070379 ENSG00000088451
KLK7 ENSG00000169035.7 0.156878 0.082376 ENSG00000169035
LEO1 ENSG00000166477.8 0.108726 0.059603 ENSG00000166477
MTHFD1L ENSG00000120254.11 0.13789 0.072855 ENSG00000120254
AP3S1 ENSG00000177879.10 0.100529 0.061491 ENSG00000177879
RGCC ENSG00000102760.12 0.12977 0.05929 ENSG00000102760
ZNF285 ENSG00000267508.1 0.122744 0.059344 ENSG00000267508
ALDH1L1 ENSG00000144908.9 0.147528 0.077092 ENSG00000144908
FGF5 ENSG00000138675.12 0.115073 0.062734 ENSG00000138675
HES6 ENSG00000144485.6 0.22608 0.096898 ENSG00000144485
MRFAP1L1 ENSG00000178988.10 0.167534 0.078086 ENSG00000178988
IL1R2 ENSG00000115590.9 0.293622 0.074223 ENSG00000115590
PLAT ENSG00000104368.13 0.104433 0.056454 ENSG00000104368
HSBP1 ENSG00000230989.2 0.140489 0.085442 ENSG00000230989
LMOD1 ENSG00000163431.11 0.158886 0.074716 ENSG00000163431
DHX8 ENSG00000067596.6 0.256362 0.087882 ENSG00000067596
PFKM ENSG00000152556.11 0.25597 0.078581 ENSG00000152556
METTL17 ENSG00000165792.13 0.1223 0.076515 ENSG00000165792
CAND2 ENSG00000144712.7 0.128733 0.073434 ENSG00000144712
NLRC4 ENSG00000091106.14 0.12039 0.072432 ENSG00000091106
HHATL ENSG00000010282.10 0.148971 0.072604 ENSG00000010282
UBE2V2 ENSG00000169139.7 0.114676 0.061144 ENSG00000169139
MAF ENSG00000178573.6 0.146711 0.086342 ENSG00000178573
DCTN1 ENSG00000204843.8 0.131834 0.066406 ENSG00000204843
CRYZ ENSG00000116791.9 0.293077 0.07398 ENSG00000116791
MFI2 ENSG00000163975.7 0.154033 0.08096 ENSG00000163975
TSPAN17 ENSG00000048140.13 0.273014 0.076532 ENSG00000048140
SMIM13 ENSG00000224531.4 0.104489 0.063019 ENSG00000224531
RILPL2 ENSG00000150977.9 0.120097 0.067299 ENSG00000150977
SLC35F5 ENSG00000115084.8 0.151713 0.061325 ENSG00000115084
NUP188 ENSG00000095319.10 0.109038 0.067251 ENSG00000095319
IER2 ENSG00000160888.6 0.108495 0.064589 ENSG00000160888
MSI1 ENSG00000135097.2 0.137392 0.069924 ENSG00000135097
TMEM61 ENSG00000143001.4 0.297657 0.084027 ENSG00000143001
RP11-1055B8.6 ENSG00000263053.3 0.111718 0.070516 ENSG00000263053
PTPRK ENSG00000152894.10 0.152546 0.072017 ENSG00000152894
FADS6 ENSG00000172782.7 0.244947 0.088755 ENSG00000172782
GRIK2 ENSG00000164418.15 0.177309 0.078798 ENSG00000164418
PLAG1 ENSG00000181690.3 0.102904 0.056474 ENSG00000181690
YEATS4 ENSG00000127337.2 0.107579 0.065972 ENSG00000127337
KCNC3 ENSG00000131398.9 0.135362 0.074073 ENSG00000131398
ARHGAP44 ENSG00000006740.11 0.118073 0.060837 ENSG00000006740
UQCRQ ENSG00000164405.6 0.117242 0.066442 ENSG00000164405
TMEM221 ENSG00000188051.6 0.112007 0.07054 ENSG00000188051
PTER ENSG00000165983.10 0.3608 0.077663 ENSG00000165983
SLC36A1 ENSG00000123643.7 0.103835 0.065982 ENSG00000123643
GPR115 ENSG00000153294.7 0.14507 0.057489 ENSG00000153294
SIRT3 ENSG00000142082.10 0.105451 0.057476 ENSG00000142082
RAB10 ENSG00000084733.6 0.126337 0.062361 ENSG00000084733
GPR150 ENSG00000178015.4 0.151504 0.070602 ENSG00000178015
TMEM161A ENSG00000064545.10 0.151066 0.078965 ENSG00000064545
PPP1R16B ENSG00000101445.5 0.115193 0.07049 ENSG00000101445
ZNHIT3 ENSG00000108278.7 0.158616 0.078832 ENSG00000108278
NEURL1B ENSG00000214357.4 0.128424 0.076368 ENSG00000214357
BBC3 ENSG00000105327.11 0.138843 0.0649 ENSG00000105327
TAB2 ENSG00000055208.13 0.173445 0.076806 ENSG00000055208
GGNBP2 ENSG00000005955.8 0.105739 0.068729 ENSG00000005955
NBN ENSG00000104320.9 0.110143 0.07071 ENSG00000104320
VAX2 ENSG00000116035.2 0.114784 0.065277 ENSG00000116035
PGM2 ENSG00000169299.9 0.148838 0.066971 ENSG00000169299
SHE ENSG00000169291.5 0.116879 0.061635 ENSG00000169291
MORF4L1 ENSG00000185787.10 0.107607 0.062069 ENSG00000185787
TBC1D23 ENSG00000036054.8 0.115042 0.055369 ENSG00000036054
C7orf73 ENSG00000243317.3 0.117312 0.059144 ENSG00000243317
UFSP2 ENSG00000109775.6 0.10555 0.066364 ENSG00000109775
RPS15A ENSG00000134419.11 0.100269 0.063553 ENSG00000134419
STK16 ENSG00000115661.9 0.114442 0.070583 ENSG00000115661
KCNJ11 ENSG00000187486.5 0.200196 0.070364 ENSG00000187486
RBM38 ENSG00000132819.12 0.12756 0.068662 ENSG00000132819
ZNF480 ENSG00000198464.9 0.184975 0.076915 ENSG00000198464
RNMTL1 ENSG00000171861.6 0.137487 0.075024 ENSG00000171861
TDRKH ENSG00000182134.11 0.125211 0.066645 ENSG00000182134
SAMD8 ENSG00000156671.7 0.193275 0.080758 ENSG00000156671
PDIK1L ENSG00000175087.5 0.119031 0.060591 ENSG00000175087
TRIM17 ENSG00000162931.7 0.109833 0.062072 ENSG00000162931
ZDHHC7 ENSG00000153786.8 0.159068 0.089908 ENSG00000153786
DPP10 ENSG00000175497.12 0.122283 0.061884 ENSG00000175497
SLC18A3 ENSG00000187714.5 0.109883 0.071691 ENSG00000187714
C20orf141 ENSG00000258713.2 0.176206 0.079955 ENSG00000258713
DLK2 ENSG00000171462.10 0.116927 0.071807 ENSG00000171462
SLC44A5 ENSG00000137968.12 0.530752 0.06913 ENSG00000137968
RAB34 ENSG00000109113.13 0.133905 0.066971 ENSG00000109113
FBLN5 ENSG00000140092.10 0.109071 0.070471 ENSG00000140092
MARCO ENSG00000019169.9 0.162493 0.069756 ENSG00000019169
CASP8 ENSG00000064012.17 0.151771 0.068607 ENSG00000064012
FAM187B ENSG00000177558.3 0.199636 0.09363 ENSG00000177558
TOX ENSG00000198846.5 0.118445 0.061135 ENSG00000198846
RIMS3 ENSG00000117016.5 0.11253 0.068177 ENSG00000117016
CYP2W1 ENSG00000073067.9 0.231507 0.080691 ENSG00000073067
SH3GL1 ENSG00000141985.5 0.158754 0.075347 ENSG00000141985
TFAM ENSG00000108064.6 0.103147 0.060831 ENSG00000108064
ITIH3 ENSG00000162267.8 0.106038 0.062778 ENSG00000162267
SPATA6L ENSG00000106686.12 0.357181 0.082834 ENSG00000106686
SHCBP1 ENSG00000171241.4 0.115529 0.059303 ENSG00000171241
HOXD9 ENSG00000128709.10 0.137419 0.07997 ENSG00000128709
TIMM13 ENSG00000099800.3 0.210749 0.076559 ENSG00000099800
CHD9 ENSG00000177200.11 0.108338 0.071064 ENSG00000177200
WNT3 ENSG00000108379.5 0.106511 0.060641 ENSG00000108379
PACSIN2 ENSG00000100266.12 0.113576 0.063778 ENSG00000100266
FBXO31 ENSG00000103264.11 0.161184 0.079828 ENSG00000103264
PHGR1 ENSG00000233041.4 0.134025 0.068562 ENSG00000233041
GPR63 ENSG00000112218.7 0.291899 0.072157 ENSG00000112218
SYT13 ENSG00000019505.3 0.276558 0.073072 ENSG00000019505
SDCBP ENSG00000137575.7 0.103744 0.054309 ENSG00000137575
GLCE ENSG00000138604.5 0.12581 0.061213 ENSG00000138604
HPS4 ENSG00000100099.16 0.111957 0.085511 ENSG00000100099
DHX15 ENSG00000109606.8 0.102477 0.063577 ENSG00000109606
HBA1 ENSG00000206172.4 0.101117 0.089228 ENSG00000206172
NR5A1 ENSG00000136931.5 0.115514 0.079543 ENSG00000136931
CDC5L ENSG00000096401.7 0.220615 0.087663 ENSG00000096401
EDEM3 ENSG00000116406.14 0.103229 0.05896 ENSG00000116406
DHRS4L2 ENSG00000187630.10 0.113115 0.054283 ENSG00000187630
DNAJC9 ENSG00000213551.4 0.123941 0.068451 ENSG00000213551
WDR72 ENSG00000166415.10 0.103947 0.068838 ENSG00000166415
TMEM178B ENSG00000261115.1 0.100317 0.056786 ENSG00000261115
OXR1 ENSG00000164830.13 0.178194 0.071812 ENSG00000164830
NUP50 ENSG00000093000.13 0.339079 0.092602 ENSG00000093000
GYPC ENSG00000136732.10 0.170616 0.074391 ENSG00000136732
SCARB2 ENSG00000138760.4 0.105854 0.062636 ENSG00000138760
HOXA3 ENSG00000105997.17 0.151259 0.070206 ENSG00000105997
RPS3A ENSG00000145425.5 0.142668 0.078074 ENSG00000145425
CCDC163P ENSG00000236624.4 0.17405 0.071789 ENSG00000236624
PRRG2 ENSG00000126460.6 0.241413 0.078115 ENSG00000126460
ZCCHC11 ENSG00000134744.9 0.144551 0.062444 ENSG00000134744
SEC31A ENSG00000138674.12 0.124165 0.06577 ENSG00000138674
PDZRN4 ENSG00000165966.10 0.126153 0.064964 ENSG00000165966
CHD5 ENSG00000116254.13 0.133489 0.072433 ENSG00000116254
DISP2 ENSG00000140323.4 0.445231 0.081853 ENSG00000140323
ZNF385B ENSG00000144331.14 0.137771 0.064034 ENSG00000144331
RHBDD1 ENSG00000144468.12 0.11906 0.079394 ENSG00000144468
CRMP1 ENSG00000072832.10 0.12238 0.078074 ENSG00000072832
CDH16 ENSG00000166589.8 0.106937 0.056306 ENSG00000166589
ZNF32 ENSG00000169740.9 0.107449 0.063251 ENSG00000169740
CACNA1A ENSG00000141837.14 0.103358 0.066064 ENSG00000141837
DZIP1 ENSG00000134874.13 0.119559 0.060569 ENSG00000134874
GLIPR1 ENSG00000139278.5 0.113704 0.068457 ENSG00000139278
ZC3H3 ENSG00000014164.6 0.163165 0.067218 ENSG00000014164
ZNF28 ENSG00000198538.6 0.125544 0.085973 ENSG00000198538
CEACAM3 ENSG00000170956.12 0.170983 0.087835 ENSG00000170956
REV1 ENSG00000135945.5 0.161382 0.068895 ENSG00000135945
TMEM237 ENSG00000155755.14 0.142719 0.065764 ENSG00000155755
NTN5 ENSG00000142233.7 0.104135 0.060333 ENSG00000142233
ATP7B ENSG00000123191.9 0.120881 0.063298 ENSG00000123191
C10orf71 ENSG00000177354.7 0.114458 0.064675 ENSG00000177354
ZNRF3 ENSG00000183579.11 0.13723 0.064441 ENSG00000183579
ALKBH1 ENSG00000100601.5 0.10642 0.068327 ENSG00000100601
VPS37C ENSG00000167987.6 0.102513 0.067799 ENSG00000167987
USPL1 ENSG00000132952.7 0.139054 0.081295 ENSG00000132952
FAM216A ENSG00000204856.7 0.128064 0.065846 ENSG00000204856
CD59 ENSG00000085063.10 0.141528 0.065132 ENSG00000085063
CHST12 ENSG00000136213.7 0.109469 0.064246 ENSG00000136213
FMO1 ENSG00000010932.11 0.199336 0.075456 ENSG00000010932
MAPK15 ENSG00000181085.10 0.142543 0.068247 ENSG00000181085
LINGO4 ENSG00000213171.2 0.1377 0.078834 ENSG00000213171
CRYBB3 ENSG00000100053.5 0.226763 0.078846 ENSG00000100053
GCH1 ENSG00000131979.14 0.124172 0.076502 ENSG00000131979
PIK3R5 ENSG00000141506.9 0.128605 0.071056 ENSG00000141506
C19orf53 ENSG00000104979.4 0.130396 0.07516 ENSG00000104979
LYZL2 ENSG00000151033.7 0.130724 0.072606 ENSG00000151033
CDC23 ENSG00000094880.6 0.121567 0.061584 ENSG00000094880
ORMDL1 ENSG00000128699.9 0.289401 0.077782 ENSG00000128699
TNKS ENSG00000173273.11 0.105517 0.062625 ENSG00000173273
MROH6 ENSG00000204839.4 0.150134 0.066455 ENSG00000204839
SLC25A16 ENSG00000122912.9 0.106015 0.063681 ENSG00000122912
CCDC150 ENSG00000144395.13 0.104306 0.06192 ENSG00000144395
KIAA1244 ENSG00000112379.8 0.108171 0.06534 ENSG00000112379
NHSL1 ENSG00000135540.7 0.142306 0.070472 ENSG00000135540
TOM1 ENSG00000100284.15 0.148766 0.064227 ENSG00000100284
SERBP1 ENSG00000142864.10 0.11323 0.061097 ENSG00000142864
GNG4 ENSG00000168243.6 0.179402 0.082596 ENSG00000168243
EMR2 ENSG00000127507.13 0.131112 0.070824 ENSG00000127507
KAT8 ENSG00000103510.15 0.15034 0.070673 ENSG00000103510
TUBAL3 ENSG00000178462.7 0.120824 0.071254 ENSG00000178462
KIAA1549L ENSG00000110427.10 0.128867 0.072046 ENSG00000110427
WDR61 ENSG00000140395.4 0.102732 0.055228 ENSG00000140395
NRTN ENSG00000171119.2 0.117788 0.064143 ENSG00000171119
B4GALNT2 ENSG00000167080.4 0.120364 0.071132 ENSG00000167080
PLEKHA2 ENSG00000169499.10 0.113922 0.061648 ENSG00000169499
SLC36A3 ENSG00000186334.5 0.1366 0.073906 ENSG00000186334
SHQ1 ENSG00000144736.9 0.100409 0.065399 ENSG00000144736
ST7L ENSG00000007341.14 0.103833 0.056785 ENSG00000007341
DEF8 ENSG00000140995.12 0.150095 0.066082 ENSG00000140995
DEFB4A ENSG00000171711.2 0.124265 0.066432 ENSG00000171711
SLC7A5 ENSG00000103257.4 0.211849 0.072293 ENSG00000103257
IFT74 ENSG00000096872.11 0.121594 0.063581 ENSG00000096872
PCSK4 ENSG00000115257.11 0.173745 0.076373 ENSG00000115257
GMPS ENSG00000163655.10 0.104641 0.065183 ENSG00000163655
RIOK3 ENSG00000101782.10 0.134621 0.067837 ENSG00000101782
AL591479.1 ENSG00000269337.1 0.129631 0.067368 ENSG00000269337
ASAH2B ENSG00000204147.5 0.101099 0.058422 ENSG00000204147
CBWD5 ENSG00000147996.12 0.107096 0.054772 ENSG00000147996
CARD10 ENSG00000100065.10 0.356945 0.087898 ENSG00000100065
ZNF219 ENSG00000165804.11 0.108909 0.078153 ENSG00000165804
CSTB ENSG00000160213.5 0.149542 0.068326 ENSG00000160213
CELSR2 ENSG00000143126.7 0.126625 0.071252 ENSG00000143126
ETAA1 ENSG00000143971.7 0.101753 0.062102 ENSG00000143971
PSMB2 ENSG00000126067.7 0.1165 0.063214 ENSG00000126067
BTBD10 ENSG00000148925.6 0.132698 0.065295 ENSG00000148925
AL359712.1 ENSG00000272260.1 0.14345 0.059024 ENSG00000272260
LZTS3 ENSG00000088899.10 0.129469 0.075075 ENSG00000088899
SLC23A1 ENSG00000170482.12 0.221253 0.074069 ENSG00000170482
FLJ30594 ENSG00000272268.1 0.131169 0.065461 ENSG00000272268
AC079602.1 ENSG00000272214.1 0.103915 0.05655 ENSG00000272214
CCPG1 ENSG00000260916.1 0.120807 0.066043 ENSG00000260916
ZNF253 ENSG00000256771.2 0.104344 0.06801 ENSG00000256771
CLEC12B ENSG00000256660.1 0.108028 0.066376 ENSG00000256660
NOX5 ENSG00000255346.5 0.106885 0.072599 ENSG00000255346
CDK3 ENSG00000250506.2 0.132153 0.063619 ENSG00000250506
CHCHD10 ENSG00000250479.4 0.132908 0.066707 ENSG00000250479
C14orf64 ENSG00000246223.4 0.113553 0.067262 ENSG00000246223
AC008060.7 ENSG00000218672.1 0.108408 0.077844 ENSG00000218672
FAM72D ENSG00000215784.4 0.152452 0.077759 ENSG00000215784
HMX1 ENSG00000215612.5 0.114571 0.069792 ENSG00000215612
AL603965.1 ENSG00000215033.3 0.159355 0.064986 ENSG00000215033
NPIPA7 ENSG00000214967.4 0.117981 0.079341 ENSG00000214967
NPIPA8 ENSG00000214940.4 0.13305 0.089303 ENSG00000214940
MEF2B ENSG00000213999.11 0.151845 0.069534 ENSG00000213999
ZNF254 ENSG00000213096.5 0.142909 0.086853 ENSG00000213096
HN1L ENSG00000206053.8 0.112181 0.085677 ENSG00000206053
PFDN6 ENSG00000204220.5 0.13555 0.068222 ENSG00000204220
BMPR2 ENSG00000204217.8 0.137516 0.063809 ENSG00000204217
NPY4R ENSG00000204174.2 0.121199 0.064306 ENSG00000204174
TBKBP1 ENSG00000198933.5 0.129422 0.057959 ENSG00000198933
RASGEF1A ENSG00000198915.7 0.106547 0.065485 ENSG00000198915
PRMT6 ENSG00000198890.6 0.271127 0.073256 ENSG00000198890
GRIN3A ENSG00000198785.4 0.110917 0.057554 ENSG00000198785
PPP1R14C ENSG00000198729.4 0.115598 0.062724 ENSG00000198729
ZNF536 ENSG00000198597.4 0.106706 0.070159 ENSG00000198597
MAN1A2 ENSG00000198162.8 0.161623 0.073785 ENSG00000198162
ZNF667 ENSG00000198046.7 0.116095 0.074185 ENSG00000198046
GPAA1 ENSG00000197858.6 0.147612 0.065341 ENSG00000197858
ZNF665 ENSG00000197497.6 0.134753 0.079651 ENSG00000197497
PELI1 ENSG00000197329.7 0.111599 0.073403 ENSG00000197329
SLC30A10 ENSG00000196660.6 0.169413 0.068699 ENSG00000196660
DPYD ENSG00000188641.8 0.136721 0.068299 ENSG00000188641
NANOS1 ENSG00000188613.5 0.104068 0.068191 ENSG00000188613
C22orf34 ENSG00000188511.8 0.267197 0.085667 ENSG00000188511
PRKAR1B ENSG00000188191.10 0.10932 0.061456 ENSG00000188191
NWD1 ENSG00000188039.9 0.155283 0.075494 ENSG00000188039
SECISBP2 ENSG00000187742.10 0.125868 0.080401 ENSG00000187742
TMPRSS6 ENSG00000187045.12 0.112245 0.080583 ENSG00000187045
VSIG10L ENSG00000186806.5 0.132295 0.072566 ENSG00000186806
BCR ENSG00000186716.15 0.102498 0.057041 ENSG00000186716
PDE2A ENSG00000186642.11 0.101815 0.060254 ENSG00000186642
FOXD2 ENSG00000186564.5 0.107031 0.063977 ENSG00000186564
CYP4X1 ENSG00000186377.6 0.164786 0.071774 ENSG00000186377
CYP4Z1 ENSG00000186160.4 0.135425 0.064103 ENSG00000186160
CYP4F2 ENSG00000186115.7 0.11764 0.059327 ENSG00000186115
KRT73 ENSG00000186049.4 0.213318 0.079872 ENSG00000186049
IKZF1 ENSG00000185811.12 0.101959 0.063163 ENSG00000185811
IFIT1 ENSG00000185745.8 0.123575 0.069458 ENSG00000185745
NRG3 ENSG00000185737.8 0.128384 0.077857 ENSG00000185737
DBX2 ENSG00000185610.6 0.394828 0.077798 ENSG00000185610
C5orf47 ENSG00000185056.9 0.107217 0.073351 ENSG00000185056
BPIFC ENSG00000184459.4 0.120348 0.061377 ENSG00000184459
NR2C2AP ENSG00000184162.9 0.112001 0.066253 ENSG00000184162
KCNH8 ENSG00000183960.4 0.173271 0.06313 ENSG00000183960
ARSI ENSG00000183876.8 0.10947 0.067042 ENSG00000183876
FAM3B ENSG00000183844.12 0.129597 0.057076 ENSG00000183844
C19orf71 ENSG00000183397.5 0.111686 0.05939 ENSG00000183397
