AssociatedGeneName EnsemblGeneID h2.WholeBlood se.WholeBlood ensid
TMC2 ENSG00000149488.11 0.07142 0.053299 ENSG00000149488
MYSM1 ENSG00000162601.5 0.062289 0.051487 ENSG00000162601
ARHGAP40 ENSG00000124143.6 0.014707 0.056733 ENSG00000124143
FOXI1 ENSG00000168269.7 0.134479 0.067811 ENSG00000168269
PRELP ENSG00000188783.5 0.038586 0.046229 ENSG00000188783
CDKN1A ENSG00000124762.9 0.087282 0.054796 ENSG00000124762
GTF2A2 ENSG00000140307.6 0.13038 0.05633 ENSG00000140307
CLSPN ENSG00000092853.9 0.054894 0.054769 ENSG00000092853
ISLR2 ENSG00000167178.11 0.027528 0.044701 ENSG00000167178
C5orf58 ENSG00000234511.4 0.038647 0.050431 ENSG00000234511
ATP6AP1L ENSG00000205464.7 0.393531 0.070848 ENSG00000205464
ZNF530 ENSG00000183647.6 0.048908 0.044495 ENSG00000183647
DAPK3 ENSG00000167657.7 0.067721 0.061633 ENSG00000167657
SRXN1 ENSG00000271303.1 0.163508 0.085518 ENSG00000271303
ENPP4 ENSG00000001561.6 0.099563 0.053076 ENSG00000001561
C1orf192 ENSG00000188931.3 0.041205 0.04378 ENSG00000188931
HOXB3 ENSG00000120093.7 0.140814 0.058077 ENSG00000120093
ELL ENSG00000105656.7 0.143965 0.059064 ENSG00000105656
UBE2E3 ENSG00000170035.11 0.191653 0.06667 ENSG00000170035
TRIM44 ENSG00000166326.5 0.040545 0.047199 ENSG00000166326
KANK2 ENSG00000197256.6 0.375043 0.074364 ENSG00000197256
EIF2S3L ENSG00000180574.3 0.029636 0.056229 ENSG00000180574
RWDD2A ENSG00000013392.6 0.121095 0.062078 ENSG00000013392
PC ENSG00000173599.9 0.010187 0.039147 ENSG00000173599
PRED62 ENSG00000268040.1 0.048746 0.039733 ENSG00000268040
TSPYL5 ENSG00000180543.3 0.020031 0.042473 ENSG00000180543
ARAP2 ENSG00000047365.7 0.014426 0.030949 ENSG00000047365
DUSP14 ENSG00000161326.8 0.279691 0.067686 ENSG00000161326
C1orf141 ENSG00000203963.7 0.0311 0.042728 ENSG00000203963
STAM ENSG00000136738.10 0.04346 0.04612 ENSG00000136738
KRT79 ENSG00000185640.5 0.028323 0.044463 ENSG00000185640
C16orf95 ENSG00000260456.2 0.036831 0.064519 ENSG00000260456
PLEKHA7 ENSG00000166689.10 0.059855 0.045906 ENSG00000166689
AASDH ENSG00000157426.9 0.192459 0.069398 ENSG00000157426
DZIP3 ENSG00000198919.8 0.195828 0.058113 ENSG00000198919
CCDC155 ENSG00000161609.5 0.094235 0.062637 ENSG00000161609
IGF1R ENSG00000140443.9 0.011853 0.044811 ENSG00000140443
SEPT8 ENSG00000164402.9 0.090306 0.060266 ENSG00000164402
ABCA10 ENSG00000154263.13 0.077568 0.057523 ENSG00000154263
KIF24 ENSG00000186638.11 0.027523 0.036986 ENSG00000186638
TRIM29 ENSG00000137699.12 0.044016 0.052756 ENSG00000137699
CST7 ENSG00000077984.4 0.485999 0.080983 ENSG00000077984
ADAMTS17 ENSG00000140470.9 0.011441 0.04084 ENSG00000140470
PHACTR1 ENSG00000112137.12 0.068335 0.061275 ENSG00000112137
ASRGL1 ENSG00000162174.8 0.176765 0.063717 ENSG00000162174
C4orf46 ENSG00000205208.4 0.017574 0.035723 ENSG00000205208
UGT2A3 ENSG00000135220.6 0.141627 0.065742 ENSG00000135220
SEC63 ENSG00000025796.9 0.017127 0.042719 ENSG00000025796
DDX4 ENSG00000152670.14 0.046244 0.0513 ENSG00000152670
WDR63 ENSG00000162643.8 0.069333 0.04994 ENSG00000162643
REG3A ENSG00000172016.11 0.09167 0.065812 ENSG00000172016
F11 ENSG00000088926.9 0.067429 0.051131 ENSG00000088926
ZNF197 ENSG00000186448.10 0.11093 0.054871 ENSG00000186448
FZD6 ENSG00000164930.7 0.045787 0.040826 ENSG00000164930
CELF5 ENSG00000161082.8 0.018027 0.054462 ENSG00000161082
TMCO3 ENSG00000150403.13 0.097192 0.058231 ENSG00000150403
PRDM5 ENSG00000138738.6 0.344359 0.07136 ENSG00000138738
DOK7 ENSG00000175920.11 0.019365 0.038264 ENSG00000175920
GLTSCR1L ENSG00000112624.8 0.041039 0.052282 ENSG00000112624
CCDC168 ENSG00000175820.2 0.038688 0.053786 ENSG00000175820
LMBR1L ENSG00000139636.11 0.065188 0.046743 ENSG00000139636
DIEXF ENSG00000117597.13 0.144237 0.05641 ENSG00000117597
ZNF814 ENSG00000204514.5 0.278781 0.070188 ENSG00000204514
ZNF549 ENSG00000121406.4 0.075981 0.057068 ENSG00000121406
ATF1 ENSG00000123268.4 0.043875 0.031868 ENSG00000123268
ARMC10 ENSG00000170632.9 0.150941 0.063904 ENSG00000170632
SMIM14 ENSG00000163683.6 0.043631 0.049665 ENSG00000163683
CYLD ENSG00000083799.13 0.02294 0.050772 ENSG00000083799
CYP7A1 ENSG00000167910.3 0.044933 0.054852 ENSG00000167910
PTK2 ENSG00000169398.15 0.064955 0.06203 ENSG00000169398
SLC20A1 ENSG00000144136.6 0.010592 0.028937 ENSG00000144136
TK1 ENSG00000167900.7 0.032654 0.059149 ENSG00000167900
MAL ENSG00000172005.6 0.03241 0.040983 ENSG00000172005
CDCA8 ENSG00000134690.6 0.048926 0.045824 ENSG00000134690
RILPL1 ENSG00000188026.7 0.032499 0.036125 ENSG00000188026
PKP2 ENSG00000057294.9 0.042952 0.040754 ENSG00000057294
ADAM8 ENSG00000151651.11 0.043058 0.050209 ENSG00000151651
MCHR1 ENSG00000128285.4 0.049629 0.035213 ENSG00000128285
INSIG2 ENSG00000125629.10 0.095157 0.050966 ENSG00000125629
TTC5 ENSG00000136319.7 0.022466 0.052684 ENSG00000136319
RP11-59H1.3 ENSG00000255661.2 0.096281 0.067106 ENSG00000255661
HDHD2 ENSG00000167220.7 0.029548 0.057315 ENSG00000167220
MMRN1 ENSG00000138722.5 0.01429 0.035229 ENSG00000138722
THSD1 ENSG00000136114.11 0.05428 0.038609 ENSG00000136114
FANCG ENSG00000221829.5 0.098034 0.058583 ENSG00000221829
DBF4B ENSG00000161692.13 0.316859 0.074183 ENSG00000161692
GALK2 ENSG00000156958.10 0.091484 0.043725 ENSG00000156958
ZNF222 ENSG00000159885.9 0.04335 0.051129 ENSG00000159885
FNDC4 ENSG00000115226.5 0.071298 0.052556 ENSG00000115226
OXA1L ENSG00000155463.8 0.01967 0.056106 ENSG00000155463
ARL5B ENSG00000165997.4 0.050179 0.041192 ENSG00000165997
PPFIA4 ENSG00000143847.11 0.166278 0.068432 ENSG00000143847
TEAD2 ENSG00000074219.9 0.114147 0.060797 ENSG00000074219
MCC ENSG00000171444.13 0.193537 0.067199 ENSG00000171444
AIM1 ENSG00000112297.10 0.017488 0.04589 ENSG00000112297
SPACA4 ENSG00000177202.1 0.072721 0.054173 ENSG00000177202
BBS7 ENSG00000138686.5 0.057293 0.048074 ENSG00000138686
ZNF706 ENSG00000120963.7 0.019441 0.048114 ENSG00000120963
RALA ENSG00000006451.3 0.037776 0.043419 ENSG00000006451
GSTM5 ENSG00000134201.6 0.225406 0.078566 ENSG00000134201
PRIM1 ENSG00000198056.9 0.022838 0.047718 ENSG00000198056
PDCD6IP ENSG00000170248.9 0.222095 0.066105 ENSG00000170248
PAPD7 ENSG00000112941.8 0.024698 0.051028 ENSG00000112941
ERAP2 ENSG00000164308.12 0.610465 0.054627 ENSG00000164308
CTNNA1 ENSG00000044115.15 0.19341 0.057432 ENSG00000044115
SLC39A12 ENSG00000148482.7 0.011552 0.03805 ENSG00000148482
ATP12A ENSG00000075673.7 0.029074 0.049932 ENSG00000075673
ELN ENSG00000049540.12 0.042378 0.057116 ENSG00000049540
CCNY ENSG00000108100.13 0.096007 0.056911 ENSG00000108100
C16orf46 ENSG00000166455.9 0.11863 0.064987 ENSG00000166455
CSRP2BP ENSG00000149474.8 0.046044 0.052082 ENSG00000149474
ZNF812 ENSG00000224689.3 0.065898 0.046743 ENSG00000224689
MBTPS1 ENSG00000140943.12 0.193904 0.082892 ENSG00000140943
KIAA1467 ENSG00000084444.9 0.102472 0.060618 ENSG00000084444
PLCH1 ENSG00000114805.12 0.058316 0.044221 ENSG00000114805
LIPC ENSG00000166035.6 0.195661 0.084822 ENSG00000166035
PAK4 ENSG00000130669.13 0.040675 0.051851 ENSG00000130669
CEACAM1 ENSG00000079385.17 0.028307 0.042792 ENSG00000079385
PRR13 ENSG00000205352.6 0.048361 0.048023 ENSG00000205352
NFASC ENSG00000163531.11 0.067737 0.058086 ENSG00000163531
SPAG1 ENSG00000104450.8 0.177061 0.061685 ENSG00000104450
QPRT ENSG00000103485.12 0.010547 0.026318 ENSG00000103485
ZNF474 ENSG00000164185.4 0.064706 0.043309 ENSG00000164185
GLI1 ENSG00000111087.5 0.027372 0.051598 ENSG00000111087
PLA2G5 ENSG00000127472.6 0.135613 0.069119 ENSG00000127472
SNUPN ENSG00000169371.9 0.11117 0.056872 ENSG00000169371
MYO7B ENSG00000169994.14 0.272877 0.076746 ENSG00000169994
ANGPT1 ENSG00000154188.5 0.060586 0.048455 ENSG00000154188
IGSF22 ENSG00000179057.9 0.062665 0.053754 ENSG00000179057
PLEKHG6 ENSG00000008323.11 0.020651 0.034359 ENSG00000008323
ANXA2 ENSG00000182718.12 0.03069 0.045549 ENSG00000182718
HS6ST1 ENSG00000136720.6 0.079062 0.054084 ENSG00000136720
AC074091.13 ENSG00000205334.2 0.094715 0.058933 ENSG00000205334
KCNB2 ENSG00000182674.5 0.027152 0.047672 ENSG00000182674
ZNF319 ENSG00000166188.2 0.051092 0.050589 ENSG00000166188
MASTL ENSG00000120539.10 0.192613 0.062903 ENSG00000120539
COG4 ENSG00000103051.14 0.196929 0.064778 ENSG00000103051
ACAP3 ENSG00000131584.14 0.02658 0.044201 ENSG00000131584
TUBA1B ENSG00000123416.11 0.020118 0.032446 ENSG00000123416
IKBKE ENSG00000143466.8 0.071531 0.051108 ENSG00000143466
KIAA1143 ENSG00000163807.4 0.118953 0.052628 ENSG00000163807
MC1R ENSG00000258839.2 0.239813 0.07204 ENSG00000258839
TBC1D2B ENSG00000167202.7 0.075384 0.052412 ENSG00000167202
C1orf234 ENSG00000227868.2 0.151057 0.074269 ENSG00000227868
SENP6 ENSG00000112701.13 0.309697 0.073123 ENSG00000112701
ECT2L ENSG00000203734.6 0.159124 0.070954 ENSG00000203734
CEP97 ENSG00000182504.6 0.061339 0.039938 ENSG00000182504
PTAFR ENSG00000169403.7 0.062677 0.045257 ENSG00000169403
ATP8B4 ENSG00000104043.10 0.013094 0.033001 ENSG00000104043
NEFH ENSG00000100285.9 0.112477 0.060688 ENSG00000100285
BRPF3 ENSG00000096070.15 0.018231 0.044629 ENSG00000096070
USP40 ENSG00000085982.9 0.012825 0.044123 ENSG00000085982
PCP4L1 ENSG00000248485.1 0.019497 0.042301 ENSG00000248485
CCDC68 ENSG00000166510.9 0.055101 0.056534 ENSG00000166510
CACNA1G ENSG00000006283.13 0.059241 0.053587 ENSG00000006283
MIIP ENSG00000116691.6 0.257663 0.068796 ENSG00000116691
CD33 ENSG00000105383.10 0.049007 0.062837 ENSG00000105383
RPSA ENSG00000168028.9 0.201508 0.067563 ENSG00000168028
CYP51A1 ENSG00000001630.11 0.017366 0.026505 ENSG00000001630
UPK3B ENSG00000243566.2 0.304128 0.069685 ENSG00000243566
THAP10 ENSG00000129028.4 0.020283 0.048429 ENSG00000129028
THSD7B ENSG00000144229.7 0.038112 0.052206 ENSG00000144229
ACBD7 ENSG00000176244.6 0.025948 0.043007 ENSG00000176244
WDR60 ENSG00000126870.11 0.128899 0.059457 ENSG00000126870
HAS1 ENSG00000105509.6 0.097794 0.070535 ENSG00000105509
C6orf164 ENSG00000203871.3 0.179569 0.062441 ENSG00000203871
STIL ENSG00000123473.11 0.061742 0.049518 ENSG00000123473
PDE11A ENSG00000128655.11 0.016323 0.033123 ENSG00000128655
SMOC2 ENSG00000112562.14 0.110391 0.063357 ENSG00000112562
GAPDHS ENSG00000105679.4 0.133016 0.065257 ENSG00000105679
ALG1L ENSG00000189366.5 0.22858 0.072902 ENSG00000189366
QRFPR ENSG00000186867.6 0.018878 0.039126 ENSG00000186867
C2orf48 ENSG00000163009.4 0.01522 0.033589 ENSG00000163009
POLE ENSG00000177084.12 0.026085 0.033858 ENSG00000177084
GTF3C4 ENSG00000125484.7 0.036583 0.042461 ENSG00000125484
EIF4E2 ENSG00000135930.9 0.080553 0.061377 ENSG00000135930
OR7C1 ENSG00000127530.2 0.08371 0.06364 ENSG00000127530
SLC28A1 ENSG00000156222.7 0.073864 0.064956 ENSG00000156222
CAPN3 ENSG00000092529.18 0.017458 0.032693 ENSG00000092529
COPB2 ENSG00000184432.5 0.01971 0.027572 ENSG00000184432
AKTIP ENSG00000166971.11 0.062688 0.054768 ENSG00000166971
RAB15 ENSG00000139998.10 0.037693 0.050836 ENSG00000139998
ALPK2 ENSG00000198796.6 0.043145 0.044273 ENSG00000198796
CUBN ENSG00000107611.10 0.278767 0.075253 ENSG00000107611
CNOT1 ENSG00000125107.12 0.012492 0.046297 ENSG00000125107
LRRFIP2 ENSG00000093167.13 0.098732 0.049856 ENSG00000093167
PTEN ENSG00000171862.5 0.059066 0.04801 ENSG00000171862
SLC3A2 ENSG00000168003.12 0.036687 0.040923 ENSG00000168003
XPNPEP1 ENSG00000108039.13 0.100304 0.053232 ENSG00000108039
FBXO40 ENSG00000163833.6 0.05342 0.039226 ENSG00000163833
SLC25A13 ENSG00000004864.9 0.106628 0.052594 ENSG00000004864
NBPF20 ENSG00000203832.6 0.04023 0.047585 ENSG00000203832
ORMDL3 ENSG00000172057.5 0.276739 0.06996 ENSG00000172057
TMPRSS9 ENSG00000178297.8 0.212512 0.077464 ENSG00000178297
TUBB ENSG00000196230.8 0.027482 0.038275 ENSG00000196230
CYP39A1 ENSG00000146233.3 0.052818 0.049161 ENSG00000146233
DEPTOR ENSG00000155792.5 0.085595 0.053342 ENSG00000155792
LCA5L ENSG00000157578.9 0.050172 0.073851 ENSG00000157578
EEF1E1 ENSG00000124802.7 0.011514 0.028997 ENSG00000124802
RBL2 ENSG00000103479.10 0.120793 0.062143 ENSG00000103479
RAB3B ENSG00000169213.6 0.021009 0.032556 ENSG00000169213
MYO18B ENSG00000133454.11 0.017996 0.057439 ENSG00000133454
KDM4C ENSG00000107077.13 0.043522 0.049917 ENSG00000107077
PSEN2 ENSG00000143801.12 0.129989 0.064457 ENSG00000143801
TTC24 ENSG00000187862.6 0.045636 0.047932 ENSG00000187862
ZNF300 ENSG00000145908.8 0.022563 0.04552 ENSG00000145908
PASK ENSG00000115687.9 0.015155 0.045961 ENSG00000115687
PECR ENSG00000115425.9 0.067507 0.049072 ENSG00000115425
LILRA1 ENSG00000104974.6 0.283534 0.08317 ENSG00000104974
DDO ENSG00000203797.4 0.321435 0.080362 ENSG00000203797
PPP2R2B ENSG00000156475.14 0.019177 0.034445 ENSG00000156475
TREH ENSG00000118094.7 0.02672 0.041152 ENSG00000118094
DNTTIP2 ENSG00000067334.9 0.033934 0.039853 ENSG00000067334
HNRNPAB ENSG00000197451.6 0.011881 0.032136 ENSG00000197451
PCED1B ENSG00000179715.8 0.08744 0.056761 ENSG00000179715
RFXANK ENSG00000064490.8 0.045778 0.045301 ENSG00000064490
CLCNKB ENSG00000184908.13 0.064695 0.05042 ENSG00000184908
CCL26 ENSG00000006606.4 0.032127 0.03882 ENSG00000006606
SLC35G1 ENSG00000176273.10 0.046886 0.046624 ENSG00000176273
PRELID2 ENSG00000186314.7 0.022594 0.034456 ENSG00000186314
PPTC7 ENSG00000196850.4 0.031105 0.049885 ENSG00000196850
DCAF8 ENSG00000258465.1 0.022053 0.049823 ENSG00000258465
ISG20 ENSG00000172183.10 0.011904 0.035986 ENSG00000172183
MYLK3 ENSG00000140795.8 0.019355 0.031173 ENSG00000140795
AC020907.1 ENSG00000179066.6 0.02057 0.061233 ENSG00000179066
AP4E1 ENSG00000081014.6 0.060952 0.041409 ENSG00000081014
FSBP ENSG00000265817.1 0.138936 0.066014 ENSG00000265817
YBEY ENSG00000182362.9 0.026508 0.033237 ENSG00000182362
NDUFAF1 ENSG00000137806.4 0.171211 0.065382 ENSG00000137806
WDR86 ENSG00000187260.11 0.026666 0.048255 ENSG00000187260
BMPR1A ENSG00000107779.6 0.041333 0.04352 ENSG00000107779
SEC14L2 ENSG00000100003.13 0.029686 0.034254 ENSG00000100003
SPATA32 ENSG00000184361.8 0.18873 0.064936 ENSG00000184361
RAB20 ENSG00000139832.3 0.104729 0.072127 ENSG00000139832
CLIP2 ENSG00000106665.11 0.021785 0.044542 ENSG00000106665
DCXR ENSG00000169738.3 0.04524 0.061346 ENSG00000169738
RPL34 ENSG00000109475.12 0.063961 0.050121 ENSG00000109475
SULT1A2 ENSG00000197165.6 0.394935 0.070502 ENSG00000197165
B3GAT1 ENSG00000109956.8 0.027229 0.04129 ENSG00000109956
RGL1 ENSG00000143344.10 0.078616 0.052319 ENSG00000143344
MANF ENSG00000145050.11 0.072266 0.054265 ENSG00000145050
CBR3 ENSG00000159231.5 0.018342 0.0426 ENSG00000159231
GRAMD1A ENSG00000089351.10 0.236384 0.079032 ENSG00000089351
PITPNB ENSG00000180957.13 0.041936 0.052609 ENSG00000180957
SLC9A7 ENSG00000065923.5 0.058509 0.055215 ENSG00000065923
ABCA13 ENSG00000179869.10 0.067078 0.045847 ENSG00000179869
C1orf226 ENSG00000239887.3 0.066367 0.048806 ENSG00000239887
PYGL ENSG00000100504.12 0.097173 0.054373 ENSG00000100504
RCN1 ENSG00000049449.4 0.109977 0.057582 ENSG00000049449
FSTL4 ENSG00000053108.12 0.160181 0.068129 ENSG00000053108
PFDN1 ENSG00000113068.5 0.019428 0.032832 ENSG00000113068
MCM8 ENSG00000125885.9 0.294251 0.082026 ENSG00000125885
DYDC2 ENSG00000133665.8 0.012634 0.035303 ENSG00000133665
GINM1 ENSG00000055211.8 0.205318 0.062821 ENSG00000055211
ZFAND3 ENSG00000156639.7 0.015631 0.040127 ENSG00000156639
CNP ENSG00000173786.11 0.094047 0.048622 ENSG00000173786
UTP6 ENSG00000108651.5 0.037698 0.057989 ENSG00000108651
LRRC10B ENSG00000204950.2 0.023494 0.041204 ENSG00000204950
ACSM2B ENSG00000066813.10 0.029486 0.047455 ENSG00000066813
MAPK9 ENSG00000050748.12 0.106435 0.06438 ENSG00000050748
PVALB ENSG00000100362.8 0.078336 0.067816 ENSG00000100362
ALKBH8 ENSG00000137760.10 0.05777 0.048623 ENSG00000137760
C19orf57 ENSG00000132016.7 0.125212 0.06818 ENSG00000132016
NODAL ENSG00000156574.5 0.125282 0.070865 ENSG00000156574
DCAF10 ENSG00000122741.11 0.018607 0.036954 ENSG00000122741
CTNS ENSG00000040531.10 0.415393 0.076628 ENSG00000040531
S1PR5 ENSG00000180739.12 0.053419 0.047591 ENSG00000180739
OSBPL11 ENSG00000144909.7 0.089451 0.059085 ENSG00000144909
COL20A1 ENSG00000101203.12 0.052591 0.053703 ENSG00000101203
INTS6 ENSG00000102786.10 0.052066 0.04983 ENSG00000102786
LDOC1L ENSG00000188636.3 0.114245 0.062073 ENSG00000188636
DIP2C ENSG00000151240.11 0.078954 0.050679 ENSG00000151240
POGLUT1 ENSG00000163389.6 0.109698 0.05694 ENSG00000163389
SAPCD2 ENSG00000186193.7 0.060633 0.059803 ENSG00000186193
ZC3H7A ENSG00000122299.7 0.056959 0.056768 ENSG00000122299
MGME1 ENSG00000125871.9 0.276238 0.079251 ENSG00000125871
MIF4GD ENSG00000125457.9 0.173395 0.068324 ENSG00000125457
EMC10 ENSG00000161671.12 0.08557 0.064849 ENSG00000161671
TNFRSF1A ENSG00000067182.3 0.012235 0.032584 ENSG00000067182
PRRG4 ENSG00000135378.3 0.033163 0.04359 ENSG00000135378
TBC1D1 ENSG00000065882.11 0.014956 0.042299 ENSG00000065882
ZNF200 ENSG00000010539.7 0.023003 0.035716 ENSG00000010539
POMP ENSG00000132963.7 0.025477 0.049036 ENSG00000132963
PSCA ENSG00000167653.4 0.012583 0.034622 ENSG00000167653
CCDC114 ENSG00000105479.10 0.19673 0.066599 ENSG00000105479
RET ENSG00000165731.13 0.024369 0.042446 ENSG00000165731
ANKRD22 ENSG00000152766.5 0.114475 0.06202 ENSG00000152766
CFHR2 ENSG00000080910.6 0.019875 0.030903 ENSG00000080910
KIF5C ENSG00000168280.12 0.030088 0.041662 ENSG00000168280
TAC4 ENSG00000176358.10 0.149976 0.069508 ENSG00000176358
CKAP2 ENSG00000136108.10 0.200141 0.071406 ENSG00000136108
BANF1 ENSG00000175334.3 0.039813 0.036527 ENSG00000175334
SYT1 ENSG00000067715.9 0.024557 0.034938 ENSG00000067715
TIMM8B ENSG00000150779.7 0.058409 0.053876 ENSG00000150779
WNT7B ENSG00000188064.5 0.015234 0.051567 ENSG00000188064
ALDH1A1 ENSG00000165092.8 0.155553 0.065047 ENSG00000165092
B4GALT4 ENSG00000121578.8 0.086927 0.053726 ENSG00000121578
PANK1 ENSG00000152782.12 0.041998 0.043748 ENSG00000152782
PTGR1 ENSG00000106853.12 0.020862 0.040096 ENSG00000106853
MLXIPL ENSG00000009950.11 0.035547 0.048534 ENSG00000009950
KDM1B ENSG00000165097.9 0.039715 0.048881 ENSG00000165097
RRP12 ENSG00000052749.9 0.174596 0.05994 ENSG00000052749
C17orf89 ENSG00000224877.3 0.070548 0.057631 ENSG00000224877
KREMEN1 ENSG00000183762.8 0.128789 0.058296 ENSG00000183762
UBE4A ENSG00000110344.5 0.107668 0.058592 ENSG00000110344
ATP2A1 ENSG00000196296.9 0.010535 0.025465 ENSG00000196296
MAPK3 ENSG00000102882.7 0.098583 0.044518 ENSG00000102882
SFTPD ENSG00000133661.11 0.105318 0.06156 ENSG00000133661
GAS2L3 ENSG00000139354.6 0.085424 0.053291 ENSG00000139354
PPA2 ENSG00000138777.15 0.065257 0.046467 ENSG00000138777
BBX ENSG00000114439.14 0.123497 0.055494 ENSG00000114439
MED7 ENSG00000155868.7 0.058785 0.045392 ENSG00000155868
VCP ENSG00000165280.11 0.122504 0.052031 ENSG00000165280
LACTB ENSG00000103642.7 0.034342 0.040086 ENSG00000103642
TSNARE1 ENSG00000171045.10 0.180073 0.063771 ENSG00000171045
CCSAP ENSG00000154429.6 0.127425 0.060369 ENSG00000154429
ZCRB1 ENSG00000139168.3 0.119892 0.062279 ENSG00000139168
NDUFS2 ENSG00000158864.8 0.018963 0.040515 ENSG00000158864
ARL5A ENSG00000162980.12 0.018876 0.031669 ENSG00000162980
BDH2 ENSG00000164039.10 0.108961 0.05262 ENSG00000164039
COPS8 ENSG00000198612.6 0.028174 0.034773 ENSG00000198612
OAT ENSG00000065154.7 0.027418 0.03742 ENSG00000065154
STK24 ENSG00000102572.10 0.095915 0.054775 ENSG00000102572
ZNF623 ENSG00000183309.7 0.0394 0.04199 ENSG00000183309
POLR2G ENSG00000168002.7 0.053214 0.050043 ENSG00000168002
ARSJ ENSG00000180801.11 0.031156 0.044999 ENSG00000180801
BPIFB4 ENSG00000186191.7 0.018375 0.030877 ENSG00000186191
GDPD3 ENSG00000102886.10 0.208797 0.077922 ENSG00000102886
DSN1 ENSG00000149636.10 0.011084 0.043172 ENSG00000149636
COPS7A ENSG00000111652.5 0.028481 0.039291 ENSG00000111652
NCAPG2 ENSG00000146918.15 0.062283 0.045626 ENSG00000146918
CTPS2 ENSG00000047230.10 0.146835 0.067894 ENSG00000047230
SPATA25 ENSG00000149634.4 0.050526 0.053213 ENSG00000149634
TBC1D19 ENSG00000109680.6 0.011249 0.044675 ENSG00000109680
PSMD9 ENSG00000110801.8 0.043837 0.038308 ENSG00000110801
ZNF14 ENSG00000105708.8 0.039555 0.044761 ENSG00000105708
SNX11 ENSG00000002919.10 0.232075 0.065057 ENSG00000002919
SDHD ENSG00000204370.4 0.045184 0.042196 ENSG00000204370
TNFSF8 ENSG00000106952.3 0.022841 0.036731 ENSG00000106952
NUTM2D ENSG00000214562.9 0.056812 0.050771 ENSG00000214562
UBA6 ENSG00000033178.7 0.099645 0.056654 ENSG00000033178
DUSP3 ENSG00000108861.4 0.038443 0.040321 ENSG00000108861
LGALS8 ENSG00000116977.14 0.085086 0.054703 ENSG00000116977
ODF3B ENSG00000177989.9 0.106796 0.06264 ENSG00000177989
ZBTB18 ENSG00000179456.9 0.071682 0.055789 ENSG00000179456
SHISA2 ENSG00000180730.4 0.012866 0.041243 ENSG00000180730
TNFRSF19 ENSG00000127863.11 0.02326 0.050209 ENSG00000127863
PMVK ENSG00000163344.5 0.019724 0.041635 ENSG00000163344
TRMT10B ENSG00000165275.5 0.161468 0.067327 ENSG00000165275
TXNIP ENSG00000117289.7 0.066606 0.047453 ENSG00000117289
CLRN3 ENSG00000180745.4 0.069817 0.04838 ENSG00000180745
TNNI2 ENSG00000130598.11 0.010316 0.040532 ENSG00000130598
UBE2I ENSG00000103275.14 0.05181 0.044778 ENSG00000103275
ZMYM5 ENSG00000132950.14 0.02723 0.036384 ENSG00000132950
NUCB2 ENSG00000070081.11 0.064702 0.047939 ENSG00000070081
ERI1 ENSG00000104626.10 0.110671 0.067039 ENSG00000104626
DCHS2 ENSG00000197410.7 0.044854 0.052574 ENSG00000197410
GUCA1B ENSG00000112599.8 0.024525 0.054824 ENSG00000112599
ANXA2R ENSG00000177721.3 0.030076 0.037479 ENSG00000177721
CAPZA1 ENSG00000116489.8 0.056133 0.043175 ENSG00000116489
NR4A3 ENSG00000119508.13 0.091849 0.060234 ENSG00000119508
APLP2 ENSG00000084234.12 0.045474 0.049932 ENSG00000084234
PIP5K1C ENSG00000186111.4 0.066618 0.059184 ENSG00000186111
OSGEP ENSG00000092094.6 0.134048 0.068833 ENSG00000092094
CKAP5 ENSG00000175216.10 0.055749 0.041756 ENSG00000175216
CDCA2 ENSG00000184661.9 0.02857 0.042209 ENSG00000184661
TBC1D17 ENSG00000104946.6 0.03233 0.045538 ENSG00000104946
AASS ENSG00000008311.10 0.055733 0.052268 ENSG00000008311
PHF20L1 ENSG00000129292.15 0.012242 0.043945 ENSG00000129292
MBD5 ENSG00000204406.7 0.04084 0.037639 ENSG00000204406
TNFRSF10A ENSG00000104689.5 0.175947 0.07814 ENSG00000104689
ASH2L ENSG00000129691.11 0.056271 0.048327 ENSG00000129691
PADI1 ENSG00000142623.8 0.023691 0.032596 ENSG00000142623
GNAT2 ENSG00000134183.7 0.064015 0.052397 ENSG00000134183
SAG ENSG00000130561.12 0.05105 0.05169 ENSG00000130561
SYT5 ENSG00000129990.10 0.018803 0.047671 ENSG00000129990
C1QTNF4 ENSG00000172247.3 0.242626 0.080132 ENSG00000172247
RAD21 ENSG00000164754.8 0.081668 0.054885 ENSG00000164754
GLB1L3 ENSG00000166105.11 0.01673 0.057611 ENSG00000166105
STMN1 ENSG00000117632.16 0.063721 0.060912 ENSG00000117632
MAP2K6 ENSG00000108984.9 0.065282 0.053306 ENSG00000108984
BTBD17 ENSG00000204347.3 0.106519 0.06434 ENSG00000204347
TFG ENSG00000114354.8 0.087565 0.044563 ENSG00000114354
LILRB2 ENSG00000131042.9 0.094111 0.076339 ENSG00000131042
RPRD1B ENSG00000101413.7 0.040396 0.062822 ENSG00000101413
C12orf68 ENSG00000177875.3 0.097509 0.055361 ENSG00000177875
RIMBP2 ENSG00000060709.9 0.121343 0.075764 ENSG00000060709
NECAB2 ENSG00000103154.5 0.140832 0.083784 ENSG00000103154
AP000783.1 ENSG00000254667.1 0.069589 0.056542 ENSG00000254667
LTBP4 ENSG00000090006.13 0.026037 0.042104 ENSG00000090006
TMEM59 ENSG00000116209.7 0.028132 0.050232 ENSG00000116209
