AssociatedGeneName EnsemblGeneID h2.AdiposeSubcutaneous se.AdiposeSubcutaneous ensid
RCHY1 ENSG00000163743.9 0.078419 0.056333 ENSG00000163743
MTIF3 ENSG00000122033.10 0.35038 0.077135 ENSG00000122033
LOH12CR1 ENSG00000165714.6 0.042783 0.067984 ENSG00000165714
DHX30 ENSG00000132153.10 0.022643 0.028739 ENSG00000132153
CRP ENSG00000132693.8 0.035825 0.042813 ENSG00000132693
CHEK1 ENSG00000149554.8 0.082767 0.066955 ENSG00000149554
LY75 ENSG00000054219.9 0.352345 0.074938 ENSG00000054219
CEP41 ENSG00000106477.13 0.113058 0.065451 ENSG00000106477
DKK3 ENSG00000050165.13 0.156527 0.08442 ENSG00000050165
CD79B ENSG00000007312.8 0.212201 0.071028 ENSG00000007312
IL1RN ENSG00000136689.14 0.051067 0.044904 ENSG00000136689
NOXA1 ENSG00000188747.4 0.1955 0.082313 ENSG00000188747
GXYLT2 ENSG00000172986.8 0.315326 0.083951 ENSG00000172986
CD5 ENSG00000110448.6 0.102384 0.061547 ENSG00000110448
FMO4 ENSG00000076258.5 0.094815 0.057097 ENSG00000076258
DLG5 ENSG00000151208.12 0.464357 0.072535 ENSG00000151208
IL8 ENSG00000169429.6 0.05814 0.049801 ENSG00000169429
ANKRD45 ENSG00000183831.6 0.054813 0.051308 ENSG00000183831
RGL4 ENSG00000159496.10 0.203306 0.072913 ENSG00000159496
NBR1 ENSG00000188554.9 0.03808 0.039596 ENSG00000188554
FAM101A ENSG00000178882.8 0.029824 0.051502 ENSG00000178882
MURC ENSG00000170681.6 0.024735 0.02781 ENSG00000170681
PACRGL ENSG00000163138.14 0.287493 0.083044 ENSG00000163138
GNPDA2 ENSG00000163281.6 0.368797 0.080948 ENSG00000163281
ELAVL4 ENSG00000162374.12 0.049669 0.043616 ENSG00000162374
VPS13A ENSG00000197969.7 0.24797 0.077601 ENSG00000197969
SLC25A24 ENSG00000085491.11 0.069034 0.055672 ENSG00000085491
CHST10 ENSG00000115526.6 0.086359 0.057212 ENSG00000115526
RECQL5 ENSG00000108469.10 0.078076 0.061334 ENSG00000108469
BAG1 ENSG00000107262.12 0.040154 0.047829 ENSG00000107262
CRLS1 ENSG00000088766.6 0.094293 0.072955 ENSG00000088766
NSUN6 ENSG00000241058.1 0.308112 0.073747 ENSG00000241058
THEGL ENSG00000249693.2 0.069863 0.06009 ENSG00000249693
ADAM17 ENSG00000151694.8 0.052834 0.04684 ENSG00000151694
CEBPE ENSG00000092067.5 0.02436 0.058044 ENSG00000092067
CFDP1 ENSG00000153774.4 0.156109 0.065906 ENSG00000153774
SFXN1 ENSG00000164466.8 0.07674 0.068126 ENSG00000164466
TLCD2 ENSG00000185561.8 0.066717 0.072679 ENSG00000185561
REG1B ENSG00000172023.3 0.056111 0.058252 ENSG00000172023
ZBTB7A ENSG00000178951.4 0.053757 0.073887 ENSG00000178951
MAP3K11 ENSG00000173327.3 0.136717 0.060363 ENSG00000173327
TIA1 ENSG00000116001.11 0.055304 0.056466 ENSG00000116001
RNF14 ENSG00000013561.13 0.176125 0.067794 ENSG00000013561
ZMYM2 ENSG00000121741.11 0.057563 0.054815 ENSG00000121741
CD274 ENSG00000120217.9 0.135223 0.077715 ENSG00000120217
CEP170 ENSG00000143702.11 0.045429 0.049232 ENSG00000143702
RAB33B ENSG00000172007.5 0.045687 0.052609 ENSG00000172007
TMX4 ENSG00000125827.4 0.032179 0.055835 ENSG00000125827
SUSD4 ENSG00000143502.9 0.039269 0.052666 ENSG00000143502
ACTRT3 ENSG00000184378.2 0.064657 0.05025 ENSG00000184378
AP003774.4 ENSG00000181908.4 0.033776 0.043801 ENSG00000181908
MAATS1 ENSG00000183833.12 0.090297 0.05983 ENSG00000183833
SPATA5L1 ENSG00000171763.13 0.199243 0.063467 ENSG00000171763
ENTPD3 ENSG00000168032.4 0.020823 0.040414 ENSG00000168032
CCDC125 ENSG00000183323.8 0.059609 0.057253 ENSG00000183323
BGLAP ENSG00000242252.1 0.021457 0.047977 ENSG00000242252
GON4L ENSG00000116580.13 0.068368 0.052476 ENSG00000116580
EVI5 ENSG00000067208.10 0.089891 0.051726 ENSG00000067208
ARRDC1 ENSG00000197070.9 0.017259 0.037289 ENSG00000197070
SF3A1 ENSG00000099995.13 0.050656 0.047896 ENSG00000099995
TRAF5 ENSG00000082512.10 0.122613 0.066289 ENSG00000082512
ROM1 ENSG00000149489.4 0.235538 0.073216 ENSG00000149489
HSD17B13 ENSG00000170509.7 0.216128 0.078754 ENSG00000170509
TONSL ENSG00000160949.12 0.163816 0.065962 ENSG00000160949
DTX4 ENSG00000110042.3 0.010888 0.031228 ENSG00000110042
SLC39A11 ENSG00000133195.7 0.01398 0.057085 ENSG00000133195
APOE ENSG00000130203.5 0.016984 0.054272 ENSG00000130203
IGF2 ENSG00000167244.12 0.032138 0.045801 ENSG00000167244
C17orf80 ENSG00000141219.11 0.069521 0.070398 ENSG00000141219
HECTD2 ENSG00000165338.11 0.064256 0.048006 ENSG00000165338
RORB ENSG00000198963.5 0.062699 0.05489 ENSG00000198963
DSE ENSG00000111817.12 0.049572 0.046535 ENSG00000111817
DGKD ENSG00000077044.5 0.047762 0.060047 ENSG00000077044
H1FNT ENSG00000187166.1 0.094598 0.055546 ENSG00000187166
ZHX1 ENSG00000165156.10 0.123164 0.075769 ENSG00000165156
TRIM46 ENSG00000163462.13 0.029364 0.039687 ENSG00000163462
PGLYRP4 ENSG00000163218.10 0.024463 0.038051 ENSG00000163218
ASB13 ENSG00000196372.8 0.290273 0.100746 ENSG00000196372
DBNDD1 ENSG00000003249.9 0.253048 0.099763 ENSG00000003249
AGPS ENSG00000018510.8 0.068992 0.056692 ENSG00000018510
SLCO1B3 ENSG00000111700.8 0.062665 0.054397 ENSG00000111700
TAPT1 ENSG00000169762.12 0.070397 0.059127 ENSG00000169762
RANBP17 ENSG00000204764.7 0.066948 0.066456 ENSG00000204764
ATP8B3 ENSG00000130270.11 0.107156 0.068742 ENSG00000130270
BRI3 ENSG00000164713.5 0.058079 0.053522 ENSG00000164713
LY6G6C ENSG00000204421.2 0.015312 0.03873 ENSG00000204421
COQ10A ENSG00000135469.9 0.010803 0.027161 ENSG00000135469
RNF149 ENSG00000163162.4 0.030223 0.042441 ENSG00000163162
DESI1 ENSG00000100418.7 0.080863 0.055534 ENSG00000100418
NPIPA2 ENSG00000254852.4 0.072842 0.063349 ENSG00000254852
TBCK ENSG00000145348.11 0.072406 0.059074 ENSG00000145348
CARD8 ENSG00000105483.12 0.148683 0.075604 ENSG00000105483
TEAD3 ENSG00000007866.14 0.024388 0.050399 ENSG00000007866
RPS9 ENSG00000170889.9 0.435628 0.08559 ENSG00000170889
SERTAD4 ENSG00000082497.7 0.031586 0.044952 ENSG00000082497
SH3PXD2B ENSG00000174705.7 0.111557 0.068214 ENSG00000174705
CNRIP1 ENSG00000119865.4 0.036209 0.054669 ENSG00000119865
SLC37A1 ENSG00000160190.8 0.053856 0.068236 ENSG00000160190
WI2-2118C23.1 ENSG00000266949.1 0.010428 0.035176 ENSG00000266949
GPM6B ENSG00000046653.10 0.040374 0.059934 ENSG00000046653
PDE1C ENSG00000154678.12 0.015211 0.036658 ENSG00000154678
MYO3B ENSG00000071909.14 0.084862 0.068925 ENSG00000071909
ATG4C ENSG00000125703.10 0.013451 0.039423 ENSG00000125703
THEM6 ENSG00000130193.7 0.170485 0.071826 ENSG00000130193
NUP155 ENSG00000113569.11 0.025756 0.05368 ENSG00000113569
TOMM20 ENSG00000173726.6 0.059846 0.060314 ENSG00000173726
ANKLE2 ENSG00000176915.10 0.142795 0.067715 ENSG00000176915
SDPR ENSG00000168497.4 0.053699 0.055142 ENSG00000168497
ASIC1 ENSG00000110881.7 0.083901 0.056714 ENSG00000110881
EIF3B ENSG00000106263.13 0.064066 0.055085 ENSG00000106263
USB1 ENSG00000103005.7 0.031919 0.056076 ENSG00000103005
GPR155 ENSG00000163328.9 0.067043 0.05187 ENSG00000163328
AREGB ENSG00000205595.3 0.06945 0.052891 ENSG00000205595
SNX4 ENSG00000114520.6 0.033123 0.044817 ENSG00000114520
HTR6 ENSG00000158748.3 0.080643 0.063198 ENSG00000158748
ABCE1 ENSG00000164163.6 0.027926 0.045714 ENSG00000164163
SLC25A41 ENSG00000181240.9 0.598827 0.06934 ENSG00000181240
C5orf34 ENSG00000172244.4 0.04714 0.047049 ENSG00000172244
NFKBIL1 ENSG00000204498.6 0.01136 0.030545 ENSG00000204498
MLEC ENSG00000110917.3 0.051035 0.043822 ENSG00000110917
SPTLC3 ENSG00000172296.8 0.042734 0.053249 ENSG00000172296
TBC1D12 ENSG00000108239.8 0.088667 0.061553 ENSG00000108239
NAB1 ENSG00000138386.12 0.070197 0.054591 ENSG00000138386
HAS3 ENSG00000103044.6 0.037119 0.042281 ENSG00000103044
AHSG ENSG00000145192.8 0.024781 0.047838 ENSG00000145192
GOLGA8M ENSG00000188626.5 0.01471 0.035445 ENSG00000188626
SIRPB2 ENSG00000196209.7 0.011746 0.066031 ENSG00000196209
IRS2 ENSG00000185950.7 0.037321 0.066692 ENSG00000185950
CD207 ENSG00000116031.7 0.043487 0.049949 ENSG00000116031
HTATIP2 ENSG00000109854.9 0.713521 0.064919 ENSG00000109854
CERKL ENSG00000188452.9 0.092689 0.061225 ENSG00000188452
SLC16A4 ENSG00000168679.13 0.126447 0.063713 ENSG00000168679
TRAT1 ENSG00000163519.9 0.02723 0.047767 ENSG00000163519
POU3F2 ENSG00000184486.7 0.053198 0.044637 ENSG00000184486
AGAP8 ENSG00000174194.11 0.578101 0.079674 ENSG00000174194
GLUL ENSG00000135821.11 0.073313 0.065859 ENSG00000135821
CBX6 ENSG00000183741.7 0.084168 0.058698 ENSG00000183741
L3MBTL3 ENSG00000198945.3 0.269748 0.089511 ENSG00000198945
CLP1 ENSG00000172409.5 0.011158 0.02845 ENSG00000172409
UBTD2 ENSG00000168246.5 0.16124 0.074189 ENSG00000168246
LPAR6 ENSG00000139679.11 0.078551 0.061028 ENSG00000139679
ZNF350 ENSG00000256683.2 0.011188 0.056077 ENSG00000256683
PSRC1 ENSG00000134222.12 0.092928 0.066994 ENSG00000134222
PCDHA6 ENSG00000081842.13 0.049474 0.048932 ENSG00000081842
FOCAD ENSG00000188352.8 0.045357 0.061392 ENSG00000188352
ILKAP ENSG00000132323.4 0.012557 0.041944 ENSG00000132323
RNASEL ENSG00000135828.7 0.034696 0.05358 ENSG00000135828
SYCP1 ENSG00000198765.7 0.08847 0.059137 ENSG00000198765
PAN3 ENSG00000152520.9 0.109806 0.067773 ENSG00000152520
ZNF2 ENSG00000163067.10 0.022832 0.035377 ENSG00000163067
PTGIR ENSG00000160013.4 0.013672 0.045185 ENSG00000160013
SKA2 ENSG00000182628.8 0.06877 0.046292 ENSG00000182628
AGAP9 ENSG00000198035.9 0.188701 0.073486 ENSG00000198035
NXN ENSG00000167693.12 0.079585 0.073891 ENSG00000167693
FAM21A ENSG00000099290.11 0.585436 0.069179 ENSG00000099290
HSD17B4 ENSG00000133835.10 0.087066 0.054092 ENSG00000133835
TUBD1 ENSG00000108423.10 0.026787 0.031678 ENSG00000108423
HCK ENSG00000101336.8 0.030032 0.053584 ENSG00000101336
RELT ENSG00000054967.8 0.020809 0.040527 ENSG00000054967
VEGFB ENSG00000173511.5 0.013288 0.034902 ENSG00000173511
C11orf63 ENSG00000109944.6 0.010839 0.037415 ENSG00000109944
SLC35F1 ENSG00000196376.6 0.024152 0.042599 ENSG00000196376
AC005609.1 ENSG00000249034.1 0.086691 0.058488 ENSG00000249034
LPO ENSG00000167419.6 0.064621 0.052957 ENSG00000167419
ZNF841 ENSG00000197608.7 0.095525 0.07467 ENSG00000197608
NVL ENSG00000143748.13 0.019502 0.038359 ENSG00000143748
RPS27L ENSG00000185088.8 0.263246 0.074056 ENSG00000185088
ZNF468 ENSG00000204604.5 0.310873 0.092976 ENSG00000204604
ZDHHC17 ENSG00000186908.10 0.022427 0.048937 ENSG00000186908
GORAB ENSG00000120370.8 0.080858 0.062176 ENSG00000120370
FAM115A ENSG00000198420.5 0.017831 0.030272 ENSG00000198420
WDR18 ENSG00000065268.6 0.019108 0.059855 ENSG00000065268
NKX3-2 ENSG00000109705.7 0.013744 0.045509 ENSG00000109705
PXT1 ENSG00000179165.9 0.031983 0.042507 ENSG00000179165
SUCLA2 ENSG00000136143.9 0.047445 0.04466 ENSG00000136143
CTDSPL ENSG00000144677.10 0.031957 0.045817 ENSG00000144677
TRPT1 ENSG00000149743.9 0.252976 0.0794 ENSG00000149743
RNH1 ENSG00000023191.12 0.031198 0.04061 ENSG00000023191
TSPAN15 ENSG00000099282.5 0.10859 0.073568 ENSG00000099282
SH3GLB1 ENSG00000097033.10 0.135574 0.066931 ENSG00000097033
ALKBH4 ENSG00000160993.3 0.014814 0.039222 ENSG00000160993
EFS ENSG00000100842.8 0.040723 0.052097 ENSG00000100842
SNX33 ENSG00000173548.8 0.021945 0.03686 ENSG00000173548
GPIHBP1 ENSG00000182851.2 0.048183 0.051959 ENSG00000182851
ZCWPW1 ENSG00000078487.13 0.048807 0.043699 ENSG00000078487
MCM6 ENSG00000076003.4 0.050135 0.050401 ENSG00000076003
PDLIM1 ENSG00000107438.4 0.100286 0.057488 ENSG00000107438
ADH5 ENSG00000197894.6 0.059463 0.054531 ENSG00000197894
EP400NL ENSG00000185684.8 0.379663 0.081351 ENSG00000185684
C9orf123 ENSG00000137038.7 0.078926 0.075388 ENSG00000137038
ALPI ENSG00000163295.4 0.027636 0.048201 ENSG00000163295
CGGBP1 ENSG00000163320.6 0.270455 0.077539 ENSG00000163320
CLEC18A ENSG00000157322.12 0.417661 0.074697 ENSG00000157322
ACTR8 ENSG00000113812.9 0.152837 0.062326 ENSG00000113812
GALNT3 ENSG00000115339.9 0.281756 0.072036 ENSG00000115339
XRN2 ENSG00000088930.6 0.032431 0.04359 ENSG00000088930
BLVRA ENSG00000106605.6 0.023922 0.041807 ENSG00000106605
SRSF4 ENSG00000116350.11 0.057943 0.053135 ENSG00000116350
LGI1 ENSG00000108231.7 0.012865 0.040372 ENSG00000108231
HDAC5 ENSG00000108840.11 0.017117 0.038052 ENSG00000108840
ANKLE1 ENSG00000160117.10 0.053266 0.060053 ENSG00000160117
CEP85L ENSG00000111860.9 0.018302 0.029613 ENSG00000111860
CASC5 ENSG00000137812.15 0.023595 0.03874 ENSG00000137812
CHPF ENSG00000123989.9 0.021857 0.044436 ENSG00000123989
C9orf142 ENSG00000148362.6 0.122789 0.076239 ENSG00000148362
IGFBP7 ENSG00000163453.7 0.038523 0.057347 ENSG00000163453
PTTG2 ENSG00000250254.1 0.050175 0.057865 ENSG00000250254
ZSWIM6 ENSG00000130449.5 0.022855 0.055028 ENSG00000130449
PTPRCAP ENSG00000213402.2 0.010347 0.027632 ENSG00000213402
KCNK1 ENSG00000135750.10 0.367699 0.087136 ENSG00000135750
PLIN3 ENSG00000105355.4 0.012231 0.05814 ENSG00000105355
SPICE1 ENSG00000163611.7 0.141821 0.071318 ENSG00000163611
PLN ENSG00000198523.5 0.053323 0.044767 ENSG00000198523
ZNF76 ENSG00000065029.10 0.054947 0.069397 ENSG00000065029
HPS6 ENSG00000166189.6 0.033942 0.052143 ENSG00000166189
METTL15 ENSG00000169519.15 0.064305 0.045546 ENSG00000169519
ARNT2 ENSG00000172379.14 0.02365 0.049616 ENSG00000172379
NREP ENSG00000134986.9 0.090635 0.062679 ENSG00000134986
NBPF15 ENSG00000243452.3 0.021199 0.062636 ENSG00000243452
ULK4 ENSG00000168038.6 0.218667 0.069005 ENSG00000168038
MFSD6 ENSG00000151690.10 0.100342 0.057708 ENSG00000151690
TNKS1BP1 ENSG00000149115.9 0.038791 0.037639 ENSG00000149115
APCDD1L ENSG00000198768.6 0.075562 0.067606 ENSG00000198768
SLC52A3 ENSG00000101276.10 0.17132 0.083902 ENSG00000101276
RASSF4 ENSG00000107551.15 0.052411 0.054793 ENSG00000107551
PSTPIP1 ENSG00000140368.8 0.078591 0.052625 ENSG00000140368
LEFTY1 ENSG00000243709.1 0.046057 0.04616 ENSG00000243709
BMP8A ENSG00000183682.7 0.04785 0.052282 ENSG00000183682
ANKRD61 ENSG00000157999.5 0.045241 0.049248 ENSG00000157999
OAF ENSG00000184232.4 0.032475 0.047791 ENSG00000184232
TSC22D4 ENSG00000166925.4 0.092118 0.062196 ENSG00000166925
AP1S1 ENSG00000106367.9 0.156014 0.07232 ENSG00000106367
ZDHHC16 ENSG00000171307.14 0.046428 0.049568 ENSG00000171307
RABGAP1L ENSG00000152061.17 0.204631 0.076851 ENSG00000152061
NOP58 ENSG00000055044.6 0.031551 0.045081 ENSG00000055044
DNAJB14 ENSG00000164031.12 0.144468 0.067375 ENSG00000164031
ZNF473 ENSG00000142528.11 0.12078 0.065826 ENSG00000142528
TMEM60 ENSG00000135211.5 0.130373 0.062421 ENSG00000135211
CREG1 ENSG00000143162.7 0.198845 0.082887 ENSG00000143162
LRPAP1 ENSG00000163956.6 0.07165 0.055508 ENSG00000163956
CCNA2 ENSG00000145386.5 0.047335 0.056076 ENSG00000145386
ELOVL5 ENSG00000012660.9 0.04055 0.048486 ENSG00000012660
IL27RA ENSG00000104998.2 0.255842 0.086835 ENSG00000104998
FZD8 ENSG00000177283.4 0.050178 0.052304 ENSG00000177283
SIVA1 ENSG00000184990.8 0.051555 0.057802 ENSG00000184990
GPR97 ENSG00000182885.12 0.081565 0.076097 ENSG00000182885
ATP1B1 ENSG00000143153.7 0.036664 0.051533 ENSG00000143153
NBEA ENSG00000172915.14 0.052391 0.055819 ENSG00000172915
HEXA ENSG00000213614.5 0.044461 0.04698 ENSG00000213614
PDE8A ENSG00000073417.10 0.012668 0.042961 ENSG00000073417
GPR12 ENSG00000132975.6 0.086329 0.059073 ENSG00000132975
RACGAP1 ENSG00000161800.8 0.067207 0.055655 ENSG00000161800
NUAK2 ENSG00000163545.7 0.139875 0.066742 ENSG00000163545
LRRC42 ENSG00000116212.10 0.109009 0.067173 ENSG00000116212
VIPR2 ENSG00000106018.9 0.056664 0.053084 ENSG00000106018
GTF2F1 ENSG00000125651.9 0.166795 0.086345 ENSG00000125651
CCL25 ENSG00000131142.9 0.061681 0.059097 ENSG00000131142
CAV2 ENSG00000105971.9 0.010765 0.038038 ENSG00000105971
CDC42SE1 ENSG00000197622.8 0.084349 0.061732 ENSG00000197622
CHI3L1 ENSG00000133048.8 0.034952 0.055938 ENSG00000133048
GPD1L ENSG00000152642.6 0.053316 0.062758 ENSG00000152642
TAC3 ENSG00000166863.7 0.021059 0.053431 ENSG00000166863
ZNF304 ENSG00000131845.10 0.27261 0.078409 ENSG00000131845
LIN7C ENSG00000148943.7 0.051368 0.047459 ENSG00000148943
CENPW ENSG00000203760.4 0.122522 0.064098 ENSG00000203760
TBXAS1 ENSG00000059377.11 0.032732 0.048873 ENSG00000059377
HOXD3 ENSG00000128652.7 0.232564 0.088507 ENSG00000128652
ABCF3 ENSG00000161204.7 0.011083 0.062735 ENSG00000161204
SF3B1 ENSG00000115524.10 0.012136 0.051193 ENSG00000115524
RECQL ENSG00000004700.11 0.061316 0.065229 ENSG00000004700
RAB7A ENSG00000075785.8 0.036824 0.0493 ENSG00000075785
UBA52 ENSG00000221983.3 0.127551 0.072366 ENSG00000221983
SERGEF ENSG00000129158.6 0.241154 0.073939 ENSG00000129158
GPR1 ENSG00000183671.8 0.026846 0.059408 ENSG00000183671
GDE1 ENSG00000006007.7 0.065024 0.057842 ENSG00000006007
FAM114A2 ENSG00000055147.13 0.027766 0.0386 ENSG00000055147
PRKG2 ENSG00000138669.5 0.094328 0.065418 ENSG00000138669
TMEM214 ENSG00000119777.14 0.012072 0.039613 ENSG00000119777
CCL4L2 ENSG00000197262.8 0.023226 0.042729 ENSG00000197262
C9orf43 ENSG00000157653.7 0.077893 0.074189 ENSG00000157653
ALAS1 ENSG00000023330.10 0.010289 0.020643 ENSG00000023330
MRVI1 ENSG00000072952.14 0.016167 0.052133 ENSG00000072952
HAUS6 ENSG00000147874.6 0.235024 0.074836 ENSG00000147874
EPS15 ENSG00000085832.12 0.350217 0.102803 ENSG00000085832
GPD2 ENSG00000115159.11 0.190764 0.071861 ENSG00000115159
EPN3 ENSG00000049283.13 0.124137 0.068809 ENSG00000049283
OLR1 ENSG00000173391.4 0.055609 0.06503 ENSG00000173391
FITM2 ENSG00000197296.5 0.015029 0.044391 ENSG00000197296
SLC44A2 ENSG00000129353.10 0.039952 0.051307 ENSG00000129353
PLA2G15 ENSG00000103066.8 0.043392 0.044473 ENSG00000103066
TEX264 ENSG00000164081.8 0.202616 0.092828 ENSG00000164081
LRRC8C ENSG00000171488.10 0.017811 0.040614 ENSG00000171488
ZNF7 ENSG00000147789.11 0.256268 0.073663 ENSG00000147789
ZNF772 ENSG00000197128.7 0.14704 0.069761 ENSG00000197128
SMIM2 ENSG00000139656.5 0.347182 0.083258 ENSG00000139656
SUN1 ENSG00000164828.13 0.026631 0.042251 ENSG00000164828
VPS9D1 ENSG00000075399.8 0.221911 0.075107 ENSG00000075399
ANAPC4 ENSG00000053900.6 0.434245 0.071185 ENSG00000053900
SMDT1 ENSG00000183172.7 0.586815 0.067715 ENSG00000183172
ODF2 ENSG00000136811.11 0.084055 0.056853 ENSG00000136811
BRICD5 ENSG00000182685.3 0.056654 0.049547 ENSG00000182685
TYRO3 ENSG00000092445.7 0.012652 0.034568 ENSG00000092445
PDE4C ENSG00000105650.16 0.156033 0.072829 ENSG00000105650
ADCY5 ENSG00000173175.10 0.013147 0.045126 ENSG00000173175
NPY1R ENSG00000164128.2 0.024146 0.04645 ENSG00000164128
FER ENSG00000151422.8 0.013011 0.039757 ENSG00000151422
EVI5L ENSG00000142459.4 0.096964 0.069707 ENSG00000142459
OSBPL6 ENSG00000079156.12 0.115878 0.064642 ENSG00000079156
TEAD4 ENSG00000197905.4 0.013505 0.032259 ENSG00000197905
NFIA ENSG00000162599.11 0.033543 0.0581 ENSG00000162599
KIAA1683 ENSG00000130518.11 0.275041 0.078128 ENSG00000130518
TMEM101 ENSG00000091947.5 0.071781 0.060283 ENSG00000091947
PHYH ENSG00000107537.9 0.248548 0.090871 ENSG00000107537
OR4N4 ENSG00000183706.4 0.023122 0.038878 ENSG00000183706
TRIM38 ENSG00000112343.8 0.082108 0.053424 ENSG00000112343
IRF1 ENSG00000125347.9 0.011502 0.029133 ENSG00000125347
ARG1 ENSG00000118520.8 0.059043 0.056443 ENSG00000118520
CPEB1 ENSG00000214575.5 0.041233 0.068806 ENSG00000214575
RABL2A ENSG00000144134.14 0.123267 0.060464 ENSG00000144134
IGFBP2 ENSG00000115457.5 0.040702 0.048512 ENSG00000115457
CFHR1 ENSG00000244414.1 0.156611 0.064346 ENSG00000244414
KDM6B ENSG00000132510.6 0.017413 0.034813 ENSG00000132510
KPNA3 ENSG00000102753.5 0.015021 0.041854 ENSG00000102753
TXNL4B ENSG00000140830.4 0.168405 0.07637 ENSG00000140830
CITED2 ENSG00000164442.8 0.097142 0.072022 ENSG00000164442
CD1A ENSG00000158477.6 0.015973 0.046998 ENSG00000158477
TEPP ENSG00000159648.7 0.124686 0.071275 ENSG00000159648
PPDPF ENSG00000125534.5 0.302918 0.09453 ENSG00000125534
MFSD4 ENSG00000174514.8 0.200646 0.07066 ENSG00000174514
TMEM87B ENSG00000153214.5 0.033463 0.041205 ENSG00000153214
TMEM63B ENSG00000137216.14 0.144996 0.085967 ENSG00000137216
KCTD6 ENSG00000168301.8 0.013244 0.037636 ENSG00000168301
SEC62 ENSG00000008952.12 0.02477 0.040665 ENSG00000008952
SOWAHC ENSG00000198142.3 0.022709 0.035513 ENSG00000198142
CIR1 ENSG00000138433.11 0.133862 0.067395 ENSG00000138433
CAPN8 ENSG00000203697.7 0.086398 0.060872 ENSG00000203697
LRRC32 ENSG00000137507.7 0.05336 0.052264 ENSG00000137507
MGAT4B ENSG00000161013.12 0.014609 0.046162 ENSG00000161013
CRYL1 ENSG00000165475.9 0.385102 0.085468 ENSG00000165475
FAM153B ENSG00000182230.7 0.101582 0.066229 ENSG00000182230
LMLN ENSG00000185621.7 0.016694 0.040791 ENSG00000185621
DHRS12 ENSG00000102796.6 0.073329 0.061435 ENSG00000102796
KRTAP1-1 ENSG00000188581.8 0.026409 0.041713 ENSG00000188581
SCPEP1 ENSG00000121064.8 0.185865 0.084858 ENSG00000121064
MPPED2 ENSG00000066382.12 0.046347 0.0504 ENSG00000066382
CACNA2D3 ENSG00000157445.10 0.135371 0.076627 ENSG00000157445
DDX59 ENSG00000118197.9 0.184361 0.074126 ENSG00000118197
RRBP1 ENSG00000125844.10 0.133349 0.071991 ENSG00000125844
MYL9 ENSG00000101335.5 0.093188 0.078947 ENSG00000101335
SUCO ENSG00000094975.8 0.114611 0.060701 ENSG00000094975
PDSS2 ENSG00000164494.7 0.012524 0.045151 ENSG00000164494
EXOC1 ENSG00000090989.13 0.044563 0.056942 ENSG00000090989
SPG7 ENSG00000197912.9 0.112247 0.067213 ENSG00000197912
CCDC107 ENSG00000159884.7 0.012498 0.033567 ENSG00000159884
MAGI1 ENSG00000151276.18 0.032713 0.056511 ENSG00000151276
IP6K2 ENSG00000068745.10 0.035161 0.035313 ENSG00000068745
TENM4 ENSG00000149256.10 0.122809 0.077126 ENSG00000149256
FRY ENSG00000073910.15 0.047672 0.057683 ENSG00000073910
ELK3 ENSG00000111145.3 0.082887 0.064109 ENSG00000111145
SLC22A1 ENSG00000175003.8 0.058104 0.048412 ENSG00000175003
ADCY7 ENSG00000121281.8 0.081994 0.069854 ENSG00000121281
ALDOA ENSG00000149925.12 0.022158 0.037169 ENSG00000149925
WNT1 ENSG00000125084.7 0.017649 0.039965 ENSG00000125084
DDIT4 ENSG00000168209.4 0.051347 0.053228 ENSG00000168209
SOX6 ENSG00000110693.11 0.088211 0.061545 ENSG00000110693
CAV3 ENSG00000182533.6 0.048778 0.052914 ENSG00000182533
TRMT112 ENSG00000173113.2 0.114339 0.06036 ENSG00000173113
SEPT10 ENSG00000186522.10 0.114069 0.058171 ENSG00000186522
LIMCH1 ENSG00000064042.13 0.010552 0.043528 ENSG00000064042
LIN9 ENSG00000183814.11 0.011654 0.033754 ENSG00000183814
MAP1LC3B2 ENSG00000171471.5 0.053929 0.057373 ENSG00000171471
FAM213A ENSG00000122378.9 0.107472 0.060209 ENSG00000122378
SMIM15 ENSG00000188725.3 0.045465 0.050656 ENSG00000188725
AK9 ENSG00000155085.11 0.144378 0.060465 ENSG00000155085
NUDT1 ENSG00000106268.11 0.094426 0.078536 ENSG00000106268
SCAF8 ENSG00000213079.5 0.196932 0.078284 ENSG00000213079
MBLAC2 ENSG00000176055.9 0.051043 0.051065 ENSG00000176055
TRIM11 ENSG00000154370.9 0.063699 0.051722 ENSG00000154370
ALDH1L2 ENSG00000136010.9 0.025233 0.056044 ENSG00000136010
SIGLEC11 ENSG00000161640.11 0.042183 0.049574 ENSG00000161640
WDR75 ENSG00000115368.5 0.12565 0.061754 ENSG00000115368
TRAM2 ENSG00000065308.4 0.047873 0.052432 ENSG00000065308
ZNF251 ENSG00000198169.4 0.225603 0.08356 ENSG00000198169
LRRC3DN ENSG00000269430.1 0.206295 0.08971 ENSG00000269430
TIMM10 ENSG00000134809.4 0.293586 0.083082 ENSG00000134809
CCNYL1 ENSG00000163249.5 0.027794 0.042455 ENSG00000163249
PPP1R13L ENSG00000104881.10 0.067821 0.053664 ENSG00000104881
ADAMTS13 ENSG00000160323.14 0.056702 0.059932 ENSG00000160323
DOCK6 ENSG00000130158.9 0.07271 0.055931 ENSG00000130158
RFC5 ENSG00000111445.9 0.036149 0.044978 ENSG00000111445
