AssociatedGeneName EnsemblGeneID h2.HeartLeftVentricle se.HeartLeftVentricle ensid
QPRT ENSG00000103485.12 0.089604 0.064876 ENSG00000103485
GLI1 ENSG00000111087.5 0.022215 0.080798 ENSG00000111087
MYO7B ENSG00000169994.14 0.040858 0.069756 ENSG00000169994
GPBAR1 ENSG00000179921.10 0.016349 0.086043 ENSG00000179921
BZRAP1 ENSG00000005379.11 0.067294 0.069463 ENSG00000005379
KAT5 ENSG00000172977.8 0.071803 0.066602 ENSG00000172977
HMGN1 ENSG00000205581.6 0.143855 0.111463 ENSG00000205581
IGSF22 ENSG00000179057.9 0.172774 0.104989 ENSG00000179057
PLEKHG6 ENSG00000008323.11 0.038992 0.056957 ENSG00000008323
ZNF148 ENSG00000163848.14 0.047381 0.069822 ENSG00000163848
ANXA2 ENSG00000182718.12 0.015019 0.063901 ENSG00000182718
TDRD12 ENSG00000173809.11 0.022303 0.068742 ENSG00000173809
LRRC16A ENSG00000079691.15 0.173864 0.116133 ENSG00000079691
MASTL ENSG00000120539.10 0.038961 0.059468 ENSG00000120539
ACAP3 ENSG00000131584.14 0.055523 0.086247 ENSG00000131584
TUBA1B ENSG00000123416.11 0.154669 0.084773 ENSG00000123416
LPA ENSG00000198670.6 0.057929 0.059513 ENSG00000198670
AZU1 ENSG00000172232.5 0.054226 0.09409 ENSG00000172232
KIAA1143 ENSG00000163807.4 0.070757 0.072078 ENSG00000163807
MC1R ENSG00000258839.2 0.065052 0.06064 ENSG00000258839
IL15RA ENSG00000134470.15 0.012209 0.055585 ENSG00000134470
C1orf234 ENSG00000227868.2 0.080056 0.08737 ENSG00000227868
CAMK1 ENSG00000134072.6 0.028178 0.053126 ENSG00000134072
CCL8 ENSG00000108700.4 0.146906 0.098047 ENSG00000108700
SPATA6 ENSG00000132122.7 0.031348 0.060319 ENSG00000132122
GNPNAT1 ENSG00000100522.4 0.06563 0.07147 ENSG00000100522
ECT2L ENSG00000203734.6 0.102402 0.082354 ENSG00000203734
CEP97 ENSG00000182504.6 0.038032 0.054382 ENSG00000182504
ATP8B4 ENSG00000104043.10 0.030426 0.058593 ENSG00000104043
PPCDC ENSG00000138621.7 0.031592 0.049431 ENSG00000138621
PCP4L1 ENSG00000248485.1 0.022324 0.057529 ENSG00000248485
CACNA1G ENSG00000006283.13 0.024557 0.068788 ENSG00000006283
MIIP ENSG00000116691.6 0.071215 0.095613 ENSG00000116691
RPSA ENSG00000168028.9 0.050531 0.060788 ENSG00000168028
CYP51A1 ENSG00000001630.11 0.016093 0.039887 ENSG00000001630
UPK3B ENSG00000243566.2 0.136967 0.088945 ENSG00000243566
THSD7B ENSG00000144229.7 0.260719 0.102621 ENSG00000144229
ACBD7 ENSG00000176244.6 0.038732 0.081414 ENSG00000176244
HAS1 ENSG00000105509.6 0.147032 0.126358 ENSG00000105509
C6orf164 ENSG00000203871.3 0.200309 0.107647 ENSG00000203871
RMI2 ENSG00000175643.7 0.034481 0.086153 ENSG00000175643
PDE11A ENSG00000128655.11 0.082397 0.07219 ENSG00000128655
GAPDHS ENSG00000105679.4 0.019757 0.055267 ENSG00000105679
GBP1 ENSG00000117228.9 0.016971 0.056668 ENSG00000117228
ALG1L ENSG00000189366.5 0.021782 0.055846 ENSG00000189366
QRFPR ENSG00000186867.6 0.028746 0.065571 ENSG00000186867
C2orf48 ENSG00000163009.4 0.031994 0.057521 ENSG00000163009
POLE ENSG00000177084.12 0.013239 0.04607 ENSG00000177084
EIF4E2 ENSG00000135930.9 0.099526 0.077102 ENSG00000135930
OR7C1 ENSG00000127530.2 0.024769 0.063302 ENSG00000127530
SLC28A1 ENSG00000156222.7 0.020444 0.063637 ENSG00000156222
NOL12 ENSG00000256872.1 0.053592 0.088413 ENSG00000256872
HSD3B1 ENSG00000203857.5 0.013168 0.068782 ENSG00000203857
FEN1 ENSG00000168496.3 0.060832 0.069893 ENSG00000168496
AKTIP ENSG00000166971.11 0.037771 0.066749 ENSG00000166971
PRPF8 ENSG00000174231.12 0.026059 0.054242 ENSG00000174231
CUBN ENSG00000107611.10 0.010709 0.057968 ENSG00000107611
CNOT1 ENSG00000125107.12 0.02884 0.071887 ENSG00000125107
C12orf49 ENSG00000111412.4 0.060791 0.064253 ENSG00000111412
SLC3A2 ENSG00000168003.12 0.055155 0.07184 ENSG00000168003
XPNPEP1 ENSG00000108039.13 0.07417 0.065477 ENSG00000108039
SLC25A13 ENSG00000004864.9 0.02428 0.07543 ENSG00000004864
KPNA4 ENSG00000186432.4 0.070691 0.082733 ENSG00000186432
PRC1 ENSG00000198901.9 0.132623 0.098763 ENSG00000198901
NBPF20 ENSG00000203832.6 0.090268 0.098966 ENSG00000203832
TUBB ENSG00000196230.8 0.011119 0.052333 ENSG00000196230
CYP39A1 ENSG00000146233.3 0.055681 0.071208 ENSG00000146233
DEPTOR ENSG00000155792.5 0.069003 0.066594 ENSG00000155792
LCA5L ENSG00000157578.9 0.049083 0.091968 ENSG00000157578
RHEB ENSG00000106615.5 0.013665 0.055525 ENSG00000106615
MBD4 ENSG00000129071.5 0.18388 0.093852 ENSG00000129071
MYO18B ENSG00000133454.11 0.025396 0.087185 ENSG00000133454
SCML1 ENSG00000047634.10 0.017449 0.075623 ENSG00000047634
NET1 ENSG00000173848.14 0.072561 0.089063 ENSG00000173848
TTC24 ENSG00000187862.6 0.036594 0.069901 ENSG00000187862
ZNF300 ENSG00000145908.8 0.047402 0.077668 ENSG00000145908
GNLY ENSG00000115523.12 0.010664 0.046817 ENSG00000115523
RPL37A ENSG00000197756.5 0.049168 0.057957 ENSG00000197756
OLFM2 ENSG00000105088.4 0.168797 0.088749 ENSG00000105088
PECR ENSG00000115425.9 0.094328 0.086361 ENSG00000115425
CD180 ENSG00000134061.4 0.024746 0.062606 ENSG00000134061
HIST1H2BD ENSG00000158373.7 0.030882 0.05063 ENSG00000158373
DDO ENSG00000203797.4 0.09422 0.074513 ENSG00000203797
PPP2R2B ENSG00000156475.14 0.233487 0.103175 ENSG00000156475
KCTD21 ENSG00000188997.3 0.026001 0.04575 ENSG00000188997
PCED1B ENSG00000179715.8 0.040372 0.071464 ENSG00000179715
RFXANK ENSG00000064490.8 0.017204 0.053659 ENSG00000064490
GAR1 ENSG00000109534.12 0.025583 0.065125 ENSG00000109534
CLCNKB ENSG00000184908.13 0.062359 0.072393 ENSG00000184908
CCL26 ENSG00000006606.4 0.078167 0.071257 ENSG00000006606
SLC35G1 ENSG00000176273.10 0.091341 0.0665 ENSG00000176273
PRELID2 ENSG00000186314.7 0.015692 0.055912 ENSG00000186314
PSMD11 ENSG00000108671.5 0.17627 0.1285 ENSG00000108671
EPB41L4B ENSG00000095203.10 0.063749 0.080799 ENSG00000095203
SEMA4D ENSG00000187764.7 0.230217 0.116551 ENSG00000187764
TRIB1 ENSG00000173334.3 0.015224 0.045899 ENSG00000173334
AC020907.1 ENSG00000179066.6 0.143786 0.131545 ENSG00000179066
AP4E1 ENSG00000081014.6 0.08707 0.067839 ENSG00000081014
FSBP ENSG00000265817.1 0.015195 0.077392 ENSG00000265817
YBEY ENSG00000182362.9 0.072179 0.066797 ENSG00000182362
NDUFAF1 ENSG00000137806.4 0.578539 0.08331 ENSG00000137806
BID ENSG00000015475.14 0.036229 0.074623 ENSG00000015475
WDR86 ENSG00000187260.11 0.027241 0.061861 ENSG00000187260
MAFF ENSG00000185022.7 0.055874 0.086672 ENSG00000185022
BMPR1A ENSG00000107779.6 0.026261 0.066507 ENSG00000107779
BMP8B ENSG00000116985.6 0.040034 0.070301 ENSG00000116985
SEC14L2 ENSG00000100003.13 0.039824 0.05989 ENSG00000100003
RAB20 ENSG00000139832.3 0.012455 0.06912 ENSG00000139832
PHGDH ENSG00000092621.7 0.03581 0.059641 ENSG00000092621
TRNP1 ENSG00000253368.3 0.066364 0.067452 ENSG00000253368
DCXR ENSG00000169738.3 0.143831 0.096315 ENSG00000169738
RPL34 ENSG00000109475.12 0.037787 0.067668 ENSG00000109475
SULT1A2 ENSG00000197165.6 0.119092 0.07846 ENSG00000197165
RGL1 ENSG00000143344.10 0.063722 0.069798 ENSG00000143344
MANF ENSG00000145050.11 0.034081 0.044851 ENSG00000145050
MRFAP1 ENSG00000179010.10 0.010478 0.064242 ENSG00000179010
CBR3 ENSG00000159231.5 0.023413 0.076471 ENSG00000159231
TNFRSF8 ENSG00000120949.10 0.074996 0.083303 ENSG00000120949
PITPNB ENSG00000180957.13 0.028826 0.088199 ENSG00000180957
ABCA13 ENSG00000179869.10 0.025347 0.049684 ENSG00000179869
C1orf226 ENSG00000239887.3 0.038893 0.084263 ENSG00000239887
RCN1 ENSG00000049449.4 0.24243 0.100042 ENSG00000049449
FSTL4 ENSG00000053108.12 0.133662 0.104827 ENSG00000053108
PFDN1 ENSG00000113068.5 0.141378 0.082957 ENSG00000113068
MCM8 ENSG00000125885.9 0.07662 0.085622 ENSG00000125885
DYDC2 ENSG00000133665.8 0.083325 0.08019 ENSG00000133665
COQ9 ENSG00000088682.9 0.087788 0.08747 ENSG00000088682
FBXL16 ENSG00000127585.7 0.030374 0.06719 ENSG00000127585
RMDN3 ENSG00000137824.11 0.235275 0.090012 ENSG00000137824
SNRPA1 ENSG00000131876.12 0.046001 0.071382 ENSG00000131876
FMOD ENSG00000122176.9 0.131344 0.093511 ENSG00000122176
ATP6V0E1 ENSG00000113732.4 0.029688 0.085313 ENSG00000113732
SERHL2 ENSG00000183569.13 0.074088 0.063031 ENSG00000183569
TMEM133 ENSG00000170647.2 0.03561 0.06446 ENSG00000170647
MAPK9 ENSG00000050748.12 0.067257 0.076654 ENSG00000050748
CEBPB ENSG00000172216.4 0.120485 0.095636 ENSG00000172216
PVALB ENSG00000100362.8 0.028777 0.080547 ENSG00000100362
ALKBH8 ENSG00000137760.10 0.035315 0.083038 ENSG00000137760
C19orf57 ENSG00000132016.7 0.125318 0.112493 ENSG00000132016
NODAL ENSG00000156574.5 0.111803 0.090012 ENSG00000156574
DCAF10 ENSG00000122741.11 0.022082 0.065635 ENSG00000122741
TUBB1 ENSG00000101162.3 0.163312 0.092686 ENSG00000101162
NDRG1 ENSG00000104419.10 0.096523 0.096477 ENSG00000104419
COL20A1 ENSG00000101203.12 0.03347 0.063178 ENSG00000101203
DIP2C ENSG00000151240.11 0.061209 0.076495 ENSG00000151240
POGLUT1 ENSG00000163389.6 0.169271 0.082372 ENSG00000163389
HOXA7 ENSG00000122592.6 0.045802 0.060021 ENSG00000122592
SAPCD2 ENSG00000186193.7 0.028609 0.079427 ENSG00000186193
AVPI1 ENSG00000119986.6 0.017464 0.076494 ENSG00000119986
CXCL12 ENSG00000107562.12 0.129062 0.090019 ENSG00000107562
ZNF229 ENSG00000167383.4 0.074653 0.083281 ENSG00000167383
TNFRSF1A ENSG00000067182.3 0.032599 0.055164 ENSG00000067182
TRAPPC10 ENSG00000160218.8 0.015294 0.074679 ENSG00000160218
C9 ENSG00000113600.6 0.083087 0.115494 ENSG00000113600
PRRG4 ENSG00000135378.3 0.110644 0.090791 ENSG00000135378
ZNF200 ENSG00000010539.7 0.072763 0.075445 ENSG00000010539
PSCA ENSG00000167653.4 0.01292 0.062656 ENSG00000167653
C8orf4 ENSG00000176907.3 0.098839 0.074115 ENSG00000176907
RET ENSG00000165731.13 0.053832 0.056745 ENSG00000165731
ANKRD22 ENSG00000152766.5 0.056849 0.080804 ENSG00000152766
TAC4 ENSG00000176358.10 0.08595 0.086708 ENSG00000176358
CKAP2 ENSG00000136108.10 0.082032 0.067003 ENSG00000136108
BANF1 ENSG00000175334.3 0.020661 0.053949 ENSG00000175334
C22orf23 ENSG00000128346.6 0.011287 0.057502 ENSG00000128346
TIMM8B ENSG00000150779.7 0.123605 0.090488 ENSG00000150779
ALDH1A1 ENSG00000165092.8 0.072613 0.062972 ENSG00000165092
PTGR1 ENSG00000106853.12 0.057224 0.059229 ENSG00000106853
MLXIPL ENSG00000009950.11 0.027335 0.071417 ENSG00000009950
KDM1B ENSG00000165097.9 0.032817 0.073701 ENSG00000165097
PLIN2 ENSG00000147872.5 0.044619 0.079521 ENSG00000147872
RRP12 ENSG00000052749.9 0.362956 0.093869 ENSG00000052749
STAT6 ENSG00000166888.6 0.022942 0.084546 ENSG00000166888
FMN2 ENSG00000155816.15 0.076698 0.123561 ENSG00000155816
ARIH1 ENSG00000166233.8 0.024011 0.045249 ENSG00000166233
MINA ENSG00000170854.12 0.122888 0.075453 ENSG00000170854
PLXNC1 ENSG00000136040.4 0.023087 0.075209 ENSG00000136040
KREMEN1 ENSG00000183762.8 0.30319 0.093384 ENSG00000183762
ATP2A1 ENSG00000196296.9 0.109276 0.081928 ENSG00000196296
PCDHB7 ENSG00000113212.4 0.091662 0.086405 ENSG00000113212
SFTPD ENSG00000133661.11 0.230594 0.109044 ENSG00000133661
GAS2L3 ENSG00000139354.6 0.037872 0.067511 ENSG00000139354
BBX ENSG00000114439.14 0.041464 0.061094 ENSG00000114439
CREBBP ENSG00000005339.8 0.038334 0.074396 ENSG00000005339
VCP ENSG00000165280.11 0.049913 0.066363 ENSG00000165280
LACTB ENSG00000103642.7 0.108051 0.080298 ENSG00000103642
CCSAP ENSG00000154429.6 0.015568 0.06456 ENSG00000154429
ZCRB1 ENSG00000139168.3 0.061955 0.071635 ENSG00000139168
NDUFS2 ENSG00000158864.8 0.087618 0.068447 ENSG00000158864
BDH2 ENSG00000164039.10 0.22524 0.091893 ENSG00000164039
STK24 ENSG00000102572.10 0.034306 0.053137 ENSG00000102572
NFYC ENSG00000066136.15 0.038287 0.083564 ENSG00000066136
POLR2G ENSG00000168002.7 0.073744 0.076768 ENSG00000168002
GDPD3 ENSG00000102886.10 0.07286 0.062959 ENSG00000102886
DSN1 ENSG00000149636.10 0.086974 0.080087 ENSG00000149636
NCAPG2 ENSG00000146918.15 0.023448 0.053997 ENSG00000146918
SPATA25 ENSG00000149634.4 0.118846 0.100542 ENSG00000149634
TBC1D19 ENSG00000109680.6 0.015751 0.056502 ENSG00000109680
B3GALNT1 ENSG00000169255.9 0.045989 0.055716 ENSG00000169255
SDHD ENSG00000204370.4 0.022306 0.048443 ENSG00000204370
TNFSF8 ENSG00000106952.3 0.018509 0.060812 ENSG00000106952
SPAG4 ENSG00000061656.5 0.063538 0.064214 ENSG00000061656
NUTM2D ENSG00000214562.9 0.036732 0.071187 ENSG00000214562
UBA6 ENSG00000033178.7 0.037384 0.059731 ENSG00000033178
DUSP3 ENSG00000108861.4 0.031944 0.061023 ENSG00000108861
ARHGAP27 ENSG00000159314.7 0.192435 0.102873 ENSG00000159314
FAM135A ENSG00000082269.12 0.060841 0.072087 ENSG00000082269
ZBTB18 ENSG00000179456.9 0.083358 0.076453 ENSG00000179456
SHISA2 ENSG00000180730.4 0.169161 0.115902 ENSG00000180730
RAB17 ENSG00000124839.8 0.016192 0.073754 ENSG00000124839
MAP3K4 ENSG00000085511.15 0.167218 0.098213 ENSG00000085511
TNFRSF19 ENSG00000127863.11 0.14778 0.095593 ENSG00000127863
TMCO5A ENSG00000166069.9 0.067559 0.085332 ENSG00000166069
PCNA ENSG00000132646.6 0.198084 0.112629 ENSG00000132646
DNAJC13 ENSG00000138246.11 0.022693 0.047993 ENSG00000138246
TRMT10B ENSG00000165275.5 0.032038 0.080643 ENSG00000165275
LMX1A ENSG00000162761.10 0.075354 0.083941 ENSG00000162761
TNNI2 ENSG00000130598.11 0.114982 0.096956 ENSG00000130598
ZMYM5 ENSG00000132950.14 0.059829 0.075098 ENSG00000132950
NUCB2 ENSG00000070081.11 0.063857 0.071324 ENSG00000070081
ERI1 ENSG00000104626.10 0.015552 0.070825 ENSG00000104626
ZNF566 ENSG00000186017.10 0.136414 0.113658 ENSG00000186017
GUCA1B ENSG00000112599.8 0.206564 0.107311 ENSG00000112599
CAPZA1 ENSG00000116489.8 0.06271 0.064098 ENSG00000116489
HIST2H2BE ENSG00000184678.8 0.037151 0.065635 ENSG00000184678
C7orf63 ENSG00000105792.15 0.13663 0.077576 ENSG00000105792
APLP2 ENSG00000084234.12 0.257373 0.10305 ENSG00000084234
POU3F1 ENSG00000185668.5 0.050335 0.079814 ENSG00000185668
PIP5K1C ENSG00000186111.4 0.12461 0.103231 ENSG00000186111
OSGEP ENSG00000092094.6 0.036133 0.076863 ENSG00000092094
ZNF707 ENSG00000181135.11 0.19297 0.102443 ENSG00000181135
CKAP5 ENSG00000175216.10 0.011342 0.032455 ENSG00000175216
CDCA2 ENSG00000184661.9 0.018801 0.064354 ENSG00000184661
TNFRSF10A ENSG00000104689.5 0.058582 0.082098 ENSG00000104689
CRCT1 ENSG00000169509.5 0.024116 0.06291 ENSG00000169509
ASH2L ENSG00000129691.11 0.035117 0.078001 ENSG00000129691
NCAPD3 ENSG00000151503.8 0.077433 0.076541 ENSG00000151503
RBM33 ENSG00000184863.6 0.049233 0.074117 ENSG00000184863
SAG ENSG00000130561.12 0.018429 0.077403 ENSG00000130561
RAD21 ENSG00000164754.8 0.042692 0.063086 ENSG00000164754
STMN1 ENSG00000117632.16 0.135652 0.099428 ENSG00000117632
PBX3 ENSG00000167081.12 0.02961 0.05628 ENSG00000167081
MAP2K6 ENSG00000108984.9 0.149717 0.103912 ENSG00000108984
TFG ENSG00000114354.8 0.115534 0.071812 ENSG00000114354
MYO19 ENSG00000141140.12 0.165509 0.100303 ENSG00000141140
PHLPP1 ENSG00000081913.9 0.03303 0.066283 ENSG00000081913
LILRB2 ENSG00000131042.9 0.012873 0.073555 ENSG00000131042
RPRD1B ENSG00000101413.7 0.034333 0.063054 ENSG00000101413
EOMES ENSG00000163508.8 0.015346 0.062753 ENSG00000163508
THRAP3 ENSG00000054118.9 0.121393 0.076891 ENSG00000054118
RIMBP2 ENSG00000060709.9 0.1282 0.09383 ENSG00000060709
NECAB2 ENSG00000103154.5 0.176129 0.117244 ENSG00000103154
CDC25A ENSG00000164045.7 0.04445 0.048137 ENSG00000164045
LTBP4 ENSG00000090006.13 0.186431 0.100785 ENSG00000090006
FXR2 ENSG00000129245.7 0.048117 0.060864 ENSG00000129245
C5AR2 ENSG00000134830.3 0.011519 0.055868 ENSG00000134830
LPIN1 ENSG00000134324.7 0.020383 0.086329 ENSG00000134324
MCFD2 ENSG00000180398.7 0.092184 0.068778 ENSG00000180398
IL2RB ENSG00000100385.9 0.021411 0.066003 ENSG00000100385
TIAM1 ENSG00000156299.8 0.013755 0.057347 ENSG00000156299
TMSB10 ENSG00000034510.4 0.027177 0.066236 ENSG00000034510
GLTPD1 ENSG00000224051.2 0.016448 0.040555 ENSG00000224051
CCRN4L ENSG00000151014.4 0.084127 0.089538 ENSG00000151014
RAB26 ENSG00000167964.8 0.066926 0.061337 ENSG00000167964
SULT2A1 ENSG00000105398.3 0.016108 0.071792 ENSG00000105398
UPK3A ENSG00000100373.5 0.020224 0.084372 ENSG00000100373
ZFP1 ENSG00000184517.7 0.111734 0.078202 ENSG00000184517
PDIA4 ENSG00000155660.6 0.097676 0.098244 ENSG00000155660
C6orf48 ENSG00000204387.8 0.097982 0.073982 ENSG00000204387
LMNA ENSG00000160789.15 0.035676 0.065246 ENSG00000160789
SLC38A9 ENSG00000177058.7 0.094574 0.087806 ENSG00000177058
VASH1 ENSG00000071246.6 0.05435 0.06016 ENSG00000071246
PRDX5 ENSG00000126432.9 0.018125 0.048518 ENSG00000126432
CA2 ENSG00000104267.5 0.068204 0.085992 ENSG00000104267
CSNK1G1 ENSG00000169118.11 0.015754 0.040237 ENSG00000169118
CLMN ENSG00000165959.7 0.056886 0.079511 ENSG00000165959
CDH24 ENSG00000139880.15 0.244067 0.122029 ENSG00000139880
ST3GAL3 ENSG00000126091.15 0.136813 0.092819 ENSG00000126091
PRKAB1 ENSG00000111725.6 0.021681 0.073677 ENSG00000111725
APOL2 ENSG00000128335.9 0.020254 0.060489 ENSG00000128335
SLC9A2 ENSG00000115616.2 0.133522 0.071451 ENSG00000115616
ATG9B ENSG00000181652.13 0.038063 0.076444 ENSG00000181652
ELK4 ENSG00000158711.9 0.027444 0.067641 ENSG00000158711
HSPA4 ENSG00000170606.9 0.0239 0.061409 ENSG00000170606
OTOF ENSG00000115155.12 0.058253 0.076561 ENSG00000115155
WWC1 ENSG00000113645.9 0.050907 0.09186 ENSG00000113645
SLX4 ENSG00000188827.6 0.056315 0.063643 ENSG00000188827
PNRC1 ENSG00000146278.10 0.055747 0.067097 ENSG00000146278
AKAP12 ENSG00000131016.12 0.031867 0.091912 ENSG00000131016
OGDHL ENSG00000197444.5 0.064583 0.080836 ENSG00000197444
VMAC ENSG00000187650.3 0.066528 0.08696 ENSG00000187650
FBXW4 ENSG00000107829.9 0.068957 0.062785 ENSG00000107829
ECHDC3 ENSG00000134463.10 0.200322 0.109244 ENSG00000134463
AKR1D1 ENSG00000122787.10 0.025546 0.057037 ENSG00000122787
RAP2A ENSG00000125249.6 0.184169 0.094751 ENSG00000125249
GSR ENSG00000104687.8 0.014101 0.058741 ENSG00000104687
GIPC3 ENSG00000179855.5 0.13903 0.111469 ENSG00000179855
DCTN6 ENSG00000104671.3 0.047511 0.075082 ENSG00000104671
GPR85 ENSG00000164604.7 0.04541 0.060868 ENSG00000164604
C1orf115 ENSG00000162817.6 0.206593 0.094399 ENSG00000162817
SACS ENSG00000151835.9 0.125885 0.10811 ENSG00000151835
L3MBTL2 ENSG00000100395.10 0.063687 0.066517 ENSG00000100395
ZDHHC20 ENSG00000180776.11 0.044935 0.062076 ENSG00000180776
CDK11B ENSG00000248333.3 0.08046 0.072664 ENSG00000248333
SMAD5 ENSG00000113658.12 0.049991 0.065528 ENSG00000113658
PLCB1 ENSG00000182621.12 0.067028 0.09047 ENSG00000182621
COPG1 ENSG00000181789.10 0.118683 0.084907 ENSG00000181789
ARHGAP6 ENSG00000047648.17 0.027766 0.06557 ENSG00000047648
ANKS4B ENSG00000175311.5 0.06577 0.081966 ENSG00000175311
RASA4B ENSG00000170667.9 0.10947 0.070049 ENSG00000170667
COMMD3 ENSG00000148444.11 0.030292 0.059493 ENSG00000148444
ABCC10 ENSG00000124574.10 0.062031 0.080398 ENSG00000124574
MAPK7 ENSG00000166484.15 0.020374 0.05194 ENSG00000166484
BABAM1 ENSG00000105393.11 0.038797 0.080335 ENSG00000105393
CAPN14 ENSG00000214711.5 0.088689 0.089085 ENSG00000214711
TMEM55B ENSG00000165782.6 0.01431 0.078083 ENSG00000165782
SLC5A9 ENSG00000117834.8 0.068249 0.068974 ENSG00000117834
CLDN9 ENSG00000213937.3 0.092759 0.110488 ENSG00000213937
SRCRB4D ENSG00000146700.8 0.123475 0.079978 ENSG00000146700
LRPPRC ENSG00000138095.14 0.069224 0.070235 ENSG00000138095
CCDC153 ENSG00000248712.3 0.014023 0.060982 ENSG00000248712
RP11-403P17.5 ENSG00000260851.2 0.049031 0.075775 ENSG00000260851
PIAS3 ENSG00000131788.11 0.072782 0.064607 ENSG00000131788
RP11-766F14.2 ENSG00000248713.1 0.131647 0.077799 ENSG00000248713
PLAGL2 ENSG00000126003.6 0.049923 0.067388 ENSG00000126003
ZNF93 ENSG00000184635.9 0.011225 0.069645 ENSG00000184635
IWS1 ENSG00000163166.9 0.09758 0.074747 ENSG00000163166
CD47 ENSG00000196776.10 0.07872 0.077832 ENSG00000196776
ATOH1 ENSG00000172238.3 0.025188 0.055746 ENSG00000172238
LRRC18 ENSG00000165383.6 0.017304 0.071668 ENSG00000165383
CD2 ENSG00000116824.4 0.012831 0.039591 ENSG00000116824
NME8 ENSG00000086288.7 0.05085 0.069162 ENSG00000086288
LRRC63 ENSG00000173988.8 0.091237 0.093326 ENSG00000173988
BLM ENSG00000197299.6 0.138528 0.090127 ENSG00000197299
ARL8A ENSG00000143862.3 0.053754 0.082966 ENSG00000143862
VRK3 ENSG00000105053.6 0.056225 0.06806 ENSG00000105053
SLC39A10 ENSG00000196950.9 0.064048 0.061332 ENSG00000196950
NUBP1 ENSG00000103274.6 0.016061 0.069207 ENSG00000103274
AREG ENSG00000109321.6 0.019286 0.05907 ENSG00000109321
PDE4A ENSG00000065989.11 0.076978 0.068631 ENSG00000065989
GOLGA7B ENSG00000155265.6 0.226043 0.120055 ENSG00000155265
ZBBX ENSG00000169064.8 0.041862 0.060801 ENSG00000169064
NEDD9 ENSG00000111859.12 0.124781 0.095374 ENSG00000111859
ARGLU1 ENSG00000134884.9 0.028956 0.093337 ENSG00000134884
SWSAP1 ENSG00000173928.2 0.034069 0.067642 ENSG00000173928
NOC4L ENSG00000184967.2 0.047633 0.073985 ENSG00000184967
ITPR2 ENSG00000123104.7 0.016553 0.070895 ENSG00000123104
DNAJA1 ENSG00000086061.11 0.016265 0.061444 ENSG00000086061
CCM2L ENSG00000101331.11 0.014478 0.068057 ENSG00000101331
NCR3LG1 ENSG00000188211.4 0.103762 0.081752 ENSG00000188211
RNF215 ENSG00000099999.10 0.588023 0.083631 ENSG00000099999
HSPBP1 ENSG00000133265.6 0.098305 0.103927 ENSG00000133265
SLC16A9 ENSG00000165449.7 0.079138 0.070052 ENSG00000165449
ATAD3A ENSG00000197785.9 0.132804 0.100709 ENSG00000197785
NAMPTL ENSG00000229644.4 0.02705 0.053974 ENSG00000229644
POGZ ENSG00000143442.17 0.028103 0.05343 ENSG00000143442
ZNRD1 ENSG00000066379.10 0.024975 0.067447 ENSG00000066379
SNW1 ENSG00000100603.9 0.018021 0.058969 ENSG00000100603
ZSCAN2 ENSG00000176371.9 0.034333 0.081847 ENSG00000176371
KHDC1 ENSG00000135314.8 0.128146 0.097666 ENSG00000135314
GABPB2 ENSG00000143458.7 0.01075 0.052873 ENSG00000143458
ADAM23 ENSG00000114948.8 0.026098 0.062861 ENSG00000114948
YIF1B ENSG00000167645.12 0.283917 0.119397 ENSG00000167645
GNAI3 ENSG00000065135.7 0.09948 0.08113 ENSG00000065135
GPR22 ENSG00000172209.4 0.015717 0.055786 ENSG00000172209
HINT3 ENSG00000111911.5 0.016585 0.064147 ENSG00000111911
PEX1 ENSG00000127980.11 0.077822 0.066344 ENSG00000127980
RBP4 ENSG00000138207.8 0.049093 0.070245 ENSG00000138207
URI1 ENSG00000105176.13 0.016186 0.054871 ENSG00000105176
ACP2 ENSG00000134575.5 0.067619 0.061074 ENSG00000134575
ERLIN1 ENSG00000107566.9 0.04122 0.055455 ENSG00000107566
MRC1L1 ENSG00000183748.4 0.012 0.054135 ENSG00000183748
GLRX3 ENSG00000108010.7 0.071591 0.069624 ENSG00000108010
DNAH2 ENSG00000183914.10 0.206389 0.110747 ENSG00000183914
GSDMD ENSG00000104518.6 0.020951 0.05366 ENSG00000104518
FBN3 ENSG00000142449.8 0.284971 0.116621 ENSG00000142449
KISS1R ENSG00000116014.5 0.131865 0.085564 ENSG00000116014
MAN2C1 ENSG00000140400.10 0.051194 0.06416 ENSG00000140400
PIGC ENSG00000135845.4 0.081613 0.075266 ENSG00000135845
FBXO32 ENSG00000156804.3 0.073065 0.073346 ENSG00000156804
MED20 ENSG00000124641.10 0.011287 0.053927 ENSG00000124641
SIPA1L2 ENSG00000116991.6 0.036847 0.068347 ENSG00000116991
LRRC59 ENSG00000108829.9 0.023015 0.080623 ENSG00000108829
SLC16A14 ENSG00000163053.6 0.016641 0.057265 ENSG00000163053
VSNL1 ENSG00000163032.7 0.073987 0.069101 ENSG00000163032
HIST1H2AH ENSG00000184825.4 0.035306 0.063014 ENSG00000184825
ETF1 ENSG00000120705.8 0.046582 0.052175 ENSG00000120705
SH3D21 ENSG00000214193.5 0.023557 0.057832 ENSG00000214193
MAN1A1 ENSG00000111885.5 0.084769 0.065968 ENSG00000111885
PDIA5 ENSG00000065485.13 0.033465 0.06334 ENSG00000065485
C1S ENSG00000182326.10 0.043526 0.072314 ENSG00000182326
