AssociatedGeneName EnsemblGeneID h2.Thyroid se.Thyroid ensid
RTF1 ENSG00000137815.10 0.222413 0.077785 ENSG00000137815
MNF1 ENSG00000137288.5 0.188265 0.070048 ENSG00000137288
TGFBRAP1 ENSG00000135966.8 0.214497 0.083344 ENSG00000135966
ITM2C ENSG00000135916.11 0.133948 0.060652 ENSG00000135916
CABLES1 ENSG00000134508.8 0.164644 0.079409 ENSG00000134508
SPINK5 ENSG00000133710.11 0.3839 0.080255 ENSG00000133710
LGR6 ENSG00000133067.13 0.359293 0.078427 ENSG00000133067
GINS2 ENSG00000131153.4 0.216088 0.094653 ENSG00000131153
EPS8L1 ENSG00000131037.10 0.212763 0.091513 ENSG00000131037
LRRC4 ENSG00000128594.3 0.146401 0.066784 ENSG00000128594
APOBEC3F ENSG00000128394.12 0.177734 0.074086 ENSG00000128394
PPAT ENSG00000128059.4 0.150828 0.07435 ENSG00000128059
PSMF1 ENSG00000125818.12 0.21494 0.090777 ENSG00000125818
GPCPD1 ENSG00000125772.8 0.182163 0.087075 ENSG00000125772
PAX8 ENSG00000125618.12 0.408318 0.0824 ENSG00000125618
SRMS ENSG00000125508.3 0.160555 0.073829 ENSG00000125508
CCDC91 ENSG00000123106.6 0.128272 0.063302 ENSG00000123106
ACADS ENSG00000122971.4 0.112585 0.05524 ENSG00000122971
KANSL1 ENSG00000120071.8 0.104555 0.052011 ENSG00000120071
HELLS ENSG00000119969.10 0.146792 0.063902 ENSG00000119969
NKX2-3 ENSG00000119919.9 0.279126 0.090221 ENSG00000119919
IL1RL2 ENSG00000115598.5 0.191667 0.068445 ENSG00000115598
CBLB ENSG00000114423.14 0.139483 0.066271 ENSG00000114423
ICK ENSG00000112144.11 0.15952 0.077476 ENSG00000112144
GPR133 ENSG00000111452.8 0.269063 0.089641 ENSG00000111452
PTPN5 ENSG00000110786.13 0.185737 0.080051 ENSG00000110786
NMU ENSG00000109255.7 0.187395 0.082075 ENSG00000109255
FOXN1 ENSG00000109101.3 0.15322 0.070363 ENSG00000109101
SGCA ENSG00000108823.11 0.231839 0.086525 ENSG00000108823
SORCS1 ENSG00000108018.11 0.178786 0.070379 ENSG00000108018
ACBD5 ENSG00000107897.14 0.171113 0.069291 ENSG00000107897
PPP6R1 ENSG00000105063.14 0.317297 0.100054 ENSG00000105063
SLC7A6 ENSG00000103064.9 0.144934 0.061112 ENSG00000103064
SLC38A7 ENSG00000103042.4 0.24169 0.077182 ENSG00000103042
CCL17 ENSG00000102970.6 0.200048 0.09094 ENSG00000102970
NALCN ENSG00000102452.11 0.21789 0.085492 ENSG00000102452
C22orf31 ENSG00000100249.4 0.134352 0.066425 ENSG00000100249
SLC26A3 ENSG00000091138.8 0.237559 0.077926 ENSG00000091138
NRCAM ENSG00000091129.15 0.182419 0.083757 ENSG00000091129
MAEA ENSG00000090316.11 0.159344 0.065321 ENSG00000090316
DOCK3 ENSG00000088538.12 0.302525 0.088569 ENSG00000088538
SULT2B1 ENSG00000088002.7 0.396946 0.093067 ENSG00000088002
SF3B2 ENSG00000087365.10 0.131205 0.065259 ENSG00000087365
ACHE ENSG00000087085.9 0.142847 0.065079 ENSG00000087085
SCTR ENSG00000080293.5 0.15394 0.06443 ENSG00000080293
MOV10L1 ENSG00000073146.11 0.295997 0.080583 ENSG00000073146
SNAP91 ENSG00000065609.10 0.257591 0.077974 ENSG00000065609
LTK ENSG00000062524.11 0.341496 0.089701 ENSG00000062524
PTPRU ENSG00000060656.15 0.174408 0.074295 ENSG00000060656
ZNF800 ENSG00000048405.5 0.167956 0.074133 ENSG00000048405
PROM1 ENSG00000007062.7 0.234744 0.086336 ENSG00000007062
OSBPL7 ENSG00000006025.7 0.215951 0.079405 ENSG00000006025
CD38 ENSG00000004468.7 0.184301 0.077093 ENSG00000004468
