AssociatedGeneName EnsemblGeneID h2.HeartLeftVentricle se.HeartLeftVentricle ensid
ARMC2 ENSG00000118690.8 0.323429 0.095845 ENSG00000118690
GTPBP10 ENSG00000105793.11 0.161726 0.079038 ENSG00000105793
ICAM3 ENSG00000076662.5 0.409885 0.10967 ENSG00000076662
RGPD8 ENSG00000169629.7 0.474755 0.093221 ENSG00000169629
DYNC1I1 ENSG00000158560.10 0.215081 0.102109 ENSG00000158560
CLCN7 ENSG00000103249.13 0.45255 0.113639 ENSG00000103249
GSTM3 ENSG00000134202.6 0.738152 0.071816 ENSG00000134202
CADM2 ENSG00000175161.9 0.210738 0.092831 ENSG00000175161
SLC27A6 ENSG00000113396.8 0.347199 0.092263 ENSG00000113396
NUDT2 ENSG00000164978.13 0.644102 0.075754 ENSG00000164978
NME7 ENSG00000143156.9 0.25134 0.098188 ENSG00000143156
LILRA2 ENSG00000239998.1 0.25082 0.121329 ENSG00000239998
SGPL1 ENSG00000166224.12 0.369715 0.138562 ENSG00000166224
GLP1R ENSG00000112164.5 0.377511 0.107348 ENSG00000112164
CBLN1 ENSG00000102924.7 0.264554 0.115947 ENSG00000102924
NAGA ENSG00000198951.7 0.201337 0.086889 ENSG00000198951
ZBTB3 ENSG00000185670.7 0.267404 0.113307 ENSG00000185670
GUF1 ENSG00000151806.9 0.189825 0.086807 ENSG00000151806
WDR59 ENSG00000103091.10 0.32861 0.108989 ENSG00000103091
DNPH1 ENSG00000112667.8 0.407452 0.111892 ENSG00000112667
SLC43A1 ENSG00000149150.4 0.281418 0.107945 ENSG00000149150
TADA2A ENSG00000108264.12 0.378203 0.103403 ENSG00000108264
CCDC92 ENSG00000119242.4 0.435672 0.102395 ENSG00000119242
UGGT2 ENSG00000102595.14 0.183182 0.091224 ENSG00000102595
CCDC167 ENSG00000198937.8 0.246944 0.10451 ENSG00000198937
ARV1 ENSG00000173409.9 0.262125 0.123216 ENSG00000173409
CSGALNACT2 ENSG00000169826.6 0.272519 0.091281 ENSG00000169826
GPX3 ENSG00000211445.7 0.314377 0.116878 ENSG00000211445
APBB2 ENSG00000163697.12 0.244418 0.119067 ENSG00000163697
NBPF16 ENSG00000203827.7 0.217276 0.100217 ENSG00000203827
MZT2A ENSG00000173272.9 0.471599 0.101308 ENSG00000173272
MEI1 ENSG00000167077.8 0.207132 0.085505 ENSG00000167077
FILIP1L ENSG00000168386.14 0.209414 0.10137 ENSG00000168386
C20orf26 ENSG00000089101.13 0.281251 0.122383 ENSG00000089101
SPPL3 ENSG00000157837.11 0.181525 0.088733 ENSG00000157837
GLRX2 ENSG00000023572.4 0.173009 0.083328 ENSG00000023572
FRMD4A ENSG00000151474.15 0.317792 0.129988 ENSG00000151474
CCDC93 ENSG00000125633.6 0.456886 0.099601 ENSG00000125633
PLA2G16 ENSG00000176485.6 0.288139 0.108717 ENSG00000176485
WDR91 ENSG00000105875.9 0.207125 0.099113 ENSG00000105875
C1orf105 ENSG00000180999.6 0.237079 0.094377 ENSG00000180999
CDK10 ENSG00000185324.17 0.413763 0.107751 ENSG00000185324
DNM1L ENSG00000087470.13 0.262876 0.109056 ENSG00000087470
MDH2 ENSG00000146701.7 0.374659 0.107317 ENSG00000146701
ACADM ENSG00000117054.9 0.375561 0.097055 ENSG00000117054
MCHR2 ENSG00000152034.5 0.292304 0.128566 ENSG00000152034
SOCS7 ENSG00000174111.8 0.21845 0.107139 ENSG00000174111
ZFAND4 ENSG00000172671.15 0.311518 0.095884 ENSG00000172671
ACSF3 ENSG00000176715.11 0.307075 0.105445 ENSG00000176715
DPY19L4 ENSG00000156162.12 0.258327 0.095353 ENSG00000156162
BRCA1 ENSG00000012048.15 0.254314 0.114434 ENSG00000012048
SUCLG2 ENSG00000172340.10 0.278349 0.108784 ENSG00000172340
CCDC58 ENSG00000160124.5 0.272355 0.092741 ENSG00000160124
POLR3G ENSG00000113356.6 0.234533 0.094585 ENSG00000113356
FAM184A ENSG00000111879.14 0.279434 0.101676 ENSG00000111879
SLC10A4 ENSG00000145248.6 0.245671 0.099356 ENSG00000145248
FAM117B ENSG00000138439.10 0.224004 0.104603 ENSG00000138439
MRPL54 ENSG00000183617.4 0.469744 0.120547 ENSG00000183617
EIF4EBP3 ENSG00000243056.1 0.226535 0.100587 ENSG00000243056
CD36 ENSG00000135218.13 0.281765 0.109451 ENSG00000135218
LPHN1 ENSG00000072071.12 0.385596 0.125468 ENSG00000072071
HIBCH ENSG00000198130.10 0.439931 0.095701 ENSG00000198130
SETDB2 ENSG00000136169.12 0.196959 0.088612 ENSG00000136169
EIF3C ENSG00000184110.10 0.229465 0.100291 ENSG00000184110
EXOSC6 ENSG00000223496.1 0.436762 0.095985 ENSG00000223496
PRSS50 ENSG00000206549.8 0.32361 0.118863 ENSG00000206549
MPHOSPH6 ENSG00000135698.5 0.475848 0.106338 ENSG00000135698
MMP11 ENSG00000099953.5 0.298015 0.106831 ENSG00000099953
METTL17 ENSG00000165792.13 0.277053 0.122497 ENSG00000165792
TCTN2 ENSG00000168778.7 0.280181 0.097287 ENSG00000168778
MYH1 ENSG00000109061.9 0.213588 0.105865 ENSG00000109061
SYCE1L ENSG00000205078.5 0.287824 0.103273 ENSG00000205078
AC021860.1 ENSG00000196355.2 0.277242 0.105605 ENSG00000196355
FPGT ENSG00000254685.1 0.254577 0.095884 ENSG00000254685
LGALS1 ENSG00000100097.7 0.294506 0.109482 ENSG00000100097
IDH3A ENSG00000166411.9 0.3866 0.102845 ENSG00000166411
SLC36A1 ENSG00000123643.7 0.245826 0.105145 ENSG00000123643
GPR115 ENSG00000153294.7 0.284985 0.09172 ENSG00000153294
TMEM8B ENSG00000137103.12 0.335552 0.10074 ENSG00000137103
SIRT3 ENSG00000142082.10 0.30062 0.098015 ENSG00000142082
TMEM161A ENSG00000064545.10 0.377248 0.115752 ENSG00000064545
KATNAL1 ENSG00000102781.9 0.240477 0.110318 ENSG00000102781
SPOCK2 ENSG00000107742.8 0.254897 0.100156 ENSG00000107742
ZNF471 ENSG00000196263.3 0.338761 0.10541 ENSG00000196263
TBC1D23 ENSG00000036054.8 0.278518 0.100298 ENSG00000036054
RPGRIP1 ENSG00000092200.8 0.421353 0.112193 ENSG00000092200
HIGD1A ENSG00000181061.9 0.294576 0.104817 ENSG00000181061
NAPRT1 ENSG00000147813.11 0.692813 0.074946 ENSG00000147813
REEP2 ENSG00000132563.11 0.232382 0.101988 ENSG00000132563
MAP7 ENSG00000135525.14 0.2945 0.098995 ENSG00000135525
PLAC9 ENSG00000189129.9 0.340013 0.107769 ENSG00000189129
CXCR4 ENSG00000121966.6 0.225698 0.106908 ENSG00000121966
DKFZP761J1410 ENSG00000105520.6 0.548953 0.101502 ENSG00000105520
SLC44A5 ENSG00000137968.12 0.51903 0.095572 ENSG00000137968
PSMA4 ENSG00000041357.11 0.202094 0.098218 ENSG00000041357
XRCC2 ENSG00000196584.2 0.417382 0.122453 ENSG00000196584
TNFAIP8 ENSG00000145779.7 0.334201 0.114886 ENSG00000145779
KCTD4 ENSG00000180332.5 0.224617 0.10302 ENSG00000180332
TSG101 ENSG00000074319.8 0.300698 0.098318 ENSG00000074319
DDX55 ENSG00000111364.11 0.226311 0.098123 ENSG00000111364
CCDC54 ENSG00000138483.1 0.214017 0.098006 ENSG00000138483
STK33 ENSG00000130413.11 0.223531 0.108295 ENSG00000130413
ARL17A ENSG00000185829.11 0.306702 0.123403 ENSG00000185829
RP11-419C5.2 ENSG00000226232.3 0.442971 0.10457 ENSG00000226232
SYT13 ENSG00000019505.3 0.292791 0.115057 ENSG00000019505
C4orf33 ENSG00000151470.7 0.178733 0.080796 ENSG00000151470
NRBF2 ENSG00000148572.10 0.159804 0.079752 ENSG00000148572
CTD-2368P22.1 ENSG00000176593.3 0.218856 0.103955 ENSG00000176593
SIGLEC12 ENSG00000254521.2 0.306578 0.124117 ENSG00000254521
LILRA6 ENSG00000244482.5 0.238576 0.112333 ENSG00000244482
RIC8B ENSG00000111785.14 0.261425 0.10254 ENSG00000111785
MAPT ENSG00000186868.11 0.242026 0.092965 ENSG00000186868
TNKS2 ENSG00000107854.5 0.2667 0.096275 ENSG00000107854
ABCB9 ENSG00000150967.13 0.288134 0.098407 ENSG00000150967
FHIT ENSG00000189283.5 0.297126 0.139481 ENSG00000189283
MPHOSPH9 ENSG00000051825.10 0.172965 0.081036 ENSG00000051825
RWDD1 ENSG00000111832.8 0.2735 0.106165 ENSG00000111832
LRRC36 ENSG00000159708.13 0.332746 0.105105 ENSG00000159708
PCGF2 ENSG00000056661.9 0.261736 0.10833 ENSG00000056661
TKT ENSG00000163931.11 0.219163 0.093265 ENSG00000163931
MAPK12 ENSG00000188130.9 0.373022 0.117048 ENSG00000188130
CCDC163P ENSG00000236624.4 0.542804 0.086998 ENSG00000236624
TLDC1 ENSG00000140950.11 0.373582 0.128337 ENSG00000140950
DUS3L ENSG00000141994.11 0.306614 0.128478 ENSG00000141994
DISP2 ENSG00000140323.4 0.507267 0.104781 ENSG00000140323
CRMP1 ENSG00000072832.10 0.321433 0.125428 ENSG00000072832
RP4-604K5.1 ENSG00000183291.11 0.220238 0.101215 ENSG00000183291
BAZ1B ENSG00000009954.6 0.321689 0.120087 ENSG00000009954
ZNF502 ENSG00000196653.7 0.209672 0.100406 ENSG00000196653
MTHFSD ENSG00000103248.13 0.450725 0.136577 ENSG00000103248
ZC3H3 ENSG00000014164.6 0.429056 0.097975 ENSG00000014164
WDYHV1 ENSG00000156795.2 0.599571 0.087 ENSG00000156795
TMEM74 ENSG00000164841.4 0.26399 0.092985 ENSG00000164841
RTN4IP1 ENSG00000130347.8 0.239336 0.103862 ENSG00000130347
PPP1R14B ENSG00000173457.6 0.211397 0.095543 ENSG00000173457
SPERT ENSG00000174015.5 0.217571 0.099737 ENSG00000174015
PRDM6 ENSG00000061455.9 0.261771 0.109306 ENSG00000061455
LLGL2 ENSG00000073350.9 0.256272 0.10596 ENSG00000073350
ZNF580 ENSG00000213015.4 0.303875 0.124816 ENSG00000213015
TATDN3 ENSG00000203705.6 0.229416 0.104727 ENSG00000203705
SCAPER ENSG00000140386.8 0.157097 0.076862 ENSG00000140386
RPL7L1 ENSG00000146223.10 0.217519 0.104112 ENSG00000146223
ARPP19 ENSG00000128989.6 0.308754 0.095492 ENSG00000128989
CNIH4 ENSG00000143771.7 0.39711 0.098714 ENSG00000143771
CD59 ENSG00000085063.10 0.247848 0.10414 ENSG00000085063
PDCD1LG2 ENSG00000197646.6 0.40335 0.11296 ENSG00000197646
RASSF5 ENSG00000136653.14 0.229431 0.107299 ENSG00000136653
HYAL3 ENSG00000186792.11 0.361484 0.120513 ENSG00000186792
CDHR1 ENSG00000148600.10 0.280615 0.101532 ENSG00000148600
HEXIM1 ENSG00000186834.2 0.168062 0.084019 ENSG00000186834
GOLGA5 ENSG00000066455.8 0.215255 0.106194 ENSG00000066455
FIS1 ENSG00000214253.4 0.275557 0.093999 ENSG00000214253
LRRC40 ENSG00000066557.5 0.26302 0.102699 ENSG00000066557
CNTN3 ENSG00000113805.8 0.376658 0.099048 ENSG00000113805
ORMDL1 ENSG00000128699.9 0.339454 0.100218 ENSG00000128699
CLVS2 ENSG00000146352.7 0.485268 0.098105 ENSG00000146352
IFIT5 ENSG00000152778.7 0.365231 0.107783 ENSG00000152778
KIAA1244 ENSG00000112379.8 0.258514 0.107073 ENSG00000112379
SPATA24 ENSG00000170469.6 0.270424 0.111787 ENSG00000170469
SNX32 ENSG00000172803.13 0.42177 0.097434 ENSG00000172803
FIBP ENSG00000172500.8 0.222181 0.092588 ENSG00000172500
CCDC122 ENSG00000151773.8 0.421519 0.097893 ENSG00000151773
EYA4 ENSG00000112319.13 0.223148 0.10205 ENSG00000112319
C19orf44 ENSG00000105072.4 0.225154 0.105204 ENSG00000105072
TUBAL3 ENSG00000178462.7 0.388928 0.107656 ENSG00000178462
NKTR ENSG00000114857.13 0.441871 0.096853 ENSG00000114857
C10orf11 ENSG00000148655.10 0.279965 0.119703 ENSG00000148655
MRPS10 ENSG00000048544.5 0.413669 0.096009 ENSG00000048544
SIGLEC14 ENSG00000254415.3 0.283285 0.124013 ENSG00000254415
LETMD1 ENSG00000050426.11 0.200588 0.096569 ENSG00000050426
DDX18 ENSG00000088205.8 0.232524 0.108661 ENSG00000088205
CCDC69 ENSG00000198624.8 0.248425 0.114061 ENSG00000198624
ZNF587 ENSG00000198466.8 0.716835 0.071536 ENSG00000198466
DSTN ENSG00000125868.10 0.236073 0.111563 ENSG00000125868
FXN ENSG00000165060.7 0.231417 0.103522 ENSG00000165060
ATF4 ENSG00000128272.10 0.20157 0.098986 ENSG00000128272
ASAH2B ENSG00000204147.5 0.513695 0.095175 ENSG00000204147
GPR88 ENSG00000181656.6 0.247452 0.106519 ENSG00000181656
CSTB ENSG00000160213.5 0.409921 0.108281 ENSG00000160213
CLEC12A ENSG00000172322.9 0.703894 0.067294 ENSG00000172322
TMEM71 ENSG00000165071.10 0.211143 0.098299 ENSG00000165071
CENPQ ENSG00000031691.6 0.306787 0.096596 ENSG00000031691
IMP4 ENSG00000136718.5 0.206221 0.097012 ENSG00000136718
KLHL18 ENSG00000114648.7 0.277642 0.118449 ENSG00000114648
CYB5R3 ENSG00000100243.16 0.257681 0.11474 ENSG00000100243
PKD1L2 ENSG00000269323.1 0.47343 0.110508 ENSG00000269323
TMEM150C ENSG00000249242.2 0.253665 0.104334 ENSG00000249242
UGT1A1 ENSG00000241635.2 0.217379 0.09921 ENSG00000241635
TSPAN19 ENSG00000231738.6 0.259432 0.128381 ENSG00000231738
HLA-DPA1 ENSG00000231389.3 0.364532 0.129801 ENSG00000231389
POM121L12 ENSG00000221900.4 0.767977 0.074652 ENSG00000221900
VPS16 ENSG00000215305.5 0.243669 0.102647 ENSG00000215305
CDRT15L2 ENSG00000214819.1 0.50537 0.09932 ENSG00000214819
REPIN1 ENSG00000214022.7 0.247627 0.105072 ENSG00000214022
GBP7 ENSG00000213512.1 0.243941 0.106511 ENSG00000213512
SMIM21 ENSG00000206026.3 0.560153 0.098144 ENSG00000206026
TECRL ENSG00000205678.3 0.196774 0.088923 ENSG00000205678
STK19 ENSG00000204344.10 0.195671 0.092495 ENSG00000204344
LDLRAD1 ENSG00000203985.6 0.299223 0.12241 ENSG00000203985
RAET1G ENSG00000203722.3 0.357491 0.101718 ENSG00000203722
EFCAB2 ENSG00000203666.8 0.547404 0.101334 ENSG00000203666
TBKBP1 ENSG00000198933.5 0.198793 0.091242 ENSG00000198933
POU3F3 ENSG00000198914.2 0.269057 0.099228 ENSG00000198914
SCAMP5 ENSG00000198794.7 0.289458 0.097448 ENSG00000198794
RP11-347C12.1 ENSG00000198064.9 0.189831 0.092447 ENSG00000198064
ZNF667 ENSG00000198046.7 0.33893 0.113969 ENSG00000198046
ZNF786 ENSG00000197362.9 0.265767 0.098719 ENSG00000197362
C20orf96 ENSG00000196476.7 0.39906 0.113273 ENSG00000196476
RELN ENSG00000189056.9 0.381416 0.101868 ENSG00000189056
SKOR1 ENSG00000188779.6 0.218272 0.096677 ENSG00000188779
AGAP4 ENSG00000188234.9 0.373127 0.104656 ENSG00000188234
CCDC157 ENSG00000187860.6 0.254602 0.096304 ENSG00000187860
TMEM216 ENSG00000187049.5 0.248225 0.104881 ENSG00000187049
MARC1 ENSG00000186205.8 0.439037 0.107208 ENSG00000186205
CYP4Z1 ENSG00000186160.4 0.256582 0.102971 ENSG00000186160
WWOX ENSG00000186153.12 0.315724 0.130647 ENSG00000186153
MROH7 ENSG00000184313.15 0.284811 0.103704 ENSG00000184313
CMSS1 ENSG00000184220.6 0.264934 0.099704 ENSG00000184220
C12orf60 ENSG00000182993.3 0.330653 0.105356 ENSG00000182993
FBXL6 ENSG00000182325.6 0.400533 0.104495 ENSG00000182325
IST1 ENSG00000182149.15 0.196307 0.093502 ENSG00000182149
AMIGO1 ENSG00000181754.6 0.230169 0.096958 ENSG00000181754
ZNF443 ENSG00000180855.11 0.368928 0.113853 ENSG00000180855
ANKRD18A ENSG00000180071.13 0.346151 0.108274 ENSG00000180071
LACC1 ENSG00000179630.6 0.473333 0.091517 ENSG00000179630
WDR6 ENSG00000178252.12 0.156635 0.074417 ENSG00000178252
ZNF114 ENSG00000178150.4 0.461266 0.123546 ENSG00000178150
STAP2 ENSG00000178078.7 0.532689 0.103737 ENSG00000178078
MAMSTR ENSG00000176909.7 0.335485 0.101166 ENSG00000176909
SCUBE2 ENSG00000175356.8 0.254167 0.103609 ENSG00000175356
SRP72 ENSG00000174780.11 0.378389 0.109172 ENSG00000174780
C4orf32 ENSG00000174749.4 0.268768 0.096641 ENSG00000174749
DCAKD ENSG00000172992.7 0.231803 0.090549 ENSG00000172992
CBWD1 ENSG00000172785.14 0.433471 0.09932 ENSG00000172785
CXCR6 ENSG00000172215.5 0.228508 0.111612 ENSG00000172215
ZNF556 ENSG00000172000.3 0.308928 0.115256 ENSG00000172000
FAM90A1 ENSG00000171847.6 0.207432 0.100541 ENSG00000171847
METTL18 ENSG00000171806.7 0.230431 0.08578 ENSG00000171806
VAT1L ENSG00000171724.2 0.318537 0.141501 ENSG00000171724
ZNF584 ENSG00000171574.13 0.337462 0.089643 ENSG00000171574
MTSS1 ENSG00000170873.14 0.539235 0.101902 ENSG00000170873
TMEM182 ENSG00000170417.10 0.288315 0.107081 ENSG00000170417
CHRNA5 ENSG00000169684.9 0.513048 0.094395 ENSG00000169684
SLC38A11 ENSG00000169507.5 0.324145 0.105423 ENSG00000169507
SH3TC2 ENSG00000169247.7 0.201811 0.09755 ENSG00000169247
RP11-231C14.4 ENSG00000169203.12 0.195118 0.095202 ENSG00000169203
COA6 ENSG00000168275.10 0.332951 0.116294 ENSG00000168275
ICT1 ENSG00000167862.5 0.334403 0.113301 ENSG00000167862
TMC4 ENSG00000167608.7 0.494773 0.111942 ENSG00000167608
ZNF528 ENSG00000167555.9 0.37419 0.130861 ENSG00000167555
SPATA33 ENSG00000167523.9 0.269971 0.110226 ENSG00000167523
RRM1 ENSG00000167325.10 0.411966 0.119488 ENSG00000167325
C16orf92 ENSG00000167194.3 0.384118 0.138002 ENSG00000167194
ACSF2 ENSG00000167107.8 0.519886 0.101203 ENSG00000167107
C1QL3 ENSG00000165985.8 0.576634 0.108408 ENSG00000165985
ATP5C1 ENSG00000165629.15 0.273612 0.132114 ENSG00000165629
SLC25A32 ENSG00000164933.7 0.228152 0.098635 ENSG00000164933
YWHAZ ENSG00000164924.13 0.235509 0.109918 ENSG00000164924
ERAP1 ENSG00000164307.8 0.277375 0.101766 ENSG00000164307
STARD4 ENSG00000164211.8 0.208743 0.099287 ENSG00000164211
LRRIQ3 ENSG00000162620.11 0.340721 0.095023 ENSG00000162620
PGAP3 ENSG00000161395.8 0.21809 0.081495 ENSG00000161395
FTCD ENSG00000160282.9 0.265247 0.118144 ENSG00000160282
NPR2 ENSG00000159899.10 0.196424 0.096361 ENSG00000159899
LAD1 ENSG00000159166.9 0.241035 0.10724 ENSG00000159166
TSPAN33 ENSG00000158457.4 0.330485 0.100058 ENSG00000158457
SSBP3 ENSG00000157216.11 0.360634 0.117201 ENSG00000157216
NDUFAF6 ENSG00000156170.8 0.151706 0.075614 ENSG00000156170
HEATR3 ENSG00000155393.8 0.413431 0.10205 ENSG00000155393
GPR78 ENSG00000155269.7 0.297229 0.131518 ENSG00000155269
PRKCA ENSG00000154229.7 0.573674 0.100515 ENSG00000154229
MERTK ENSG00000153208.12 0.244169 0.116384 ENSG00000153208
TUBA3E ENSG00000152086.7 0.293473 0.095945 ENSG00000152086
PIP4K2A ENSG00000150867.9 0.223896 0.101957 ENSG00000150867
SCN2B ENSG00000149575.5 0.21556 0.102549 ENSG00000149575
USP6NL ENSG00000148429.9 0.230766 0.113438 ENSG00000148429
INPP5E ENSG00000148384.11 0.215421 0.101032 ENSG00000148384
CRIP3 ENSG00000146215.9 0.283041 0.114564 ENSG00000146215
TIFA ENSG00000145365.9 0.347104 0.096558 ENSG00000145365
SNCA ENSG00000145335.11 0.225392 0.090681 ENSG00000145335
TMEM44 ENSG00000145014.13 0.374792 0.126868 ENSG00000145014
GULP1 ENSG00000144366.11 0.182023 0.089821 ENSG00000144366
ALDH9A1 ENSG00000143149.8 0.225361 0.097426 ENSG00000143149
ATHL1 ENSG00000142102.11 0.438307 0.118584 ENSG00000142102
SCRN2 ENSG00000141295.9 0.316502 0.105232 ENSG00000141295
CIRH1A ENSG00000141076.13 0.229522 0.097347 ENSG00000141076
GCSH ENSG00000140905.5 0.385967 0.108728 ENSG00000140905
NAAA ENSG00000138744.10 0.3851 0.097645 ENSG00000138744
BMPR1B ENSG00000138696.6 0.504101 0.095523 ENSG00000138696
C4orf21 ENSG00000138658.11 0.272362 0.104994 ENSG00000138658
GUCA1C ENSG00000138472.6 0.226546 0.100243 ENSG00000138472
RTCA ENSG00000137996.8 0.325717 0.103193 ENSG00000137996
IFI44L ENSG00000137959.10 0.186089 0.091983 ENSG00000137959
FGFBP2 ENSG00000137441.7 0.304415 0.110198 ENSG00000137441
DERL1 ENSG00000136986.5 0.240904 0.098354 ENSG00000136986
SMPD4 ENSG00000136699.15 0.220305 0.10162 ENSG00000136699
CIB2 ENSG00000136425.8 0.501524 0.108174 ENSG00000136425
SERPINE2 ENSG00000135919.8 0.247211 0.118305 ENSG00000135919
ADAM19 ENSG00000135074.11 0.297927 0.107001 ENSG00000135074
CARS2 ENSG00000134905.12 0.316726 0.119263 ENSG00000134905
VAV3 ENSG00000134215.11 0.280701 0.109834 ENSG00000134215
AMPD3 ENSG00000133805.11 0.306922 0.112781 ENSG00000133805
SPINK5 ENSG00000133710.11 0.577601 0.086025 ENSG00000133710
EXOC4 ENSG00000131558.10 0.276183 0.103207 ENSG00000131558
PKDREJ ENSG00000130943.5 0.45818 0.099402 ENSG00000130943
MRPL34 ENSG00000130312.2 0.544233 0.1041 ENSG00000130312
LOXL1 ENSG00000129038.11 0.255586 0.102399 ENSG00000129038
OPN1SW ENSG00000128617.2 0.324627 0.101968 ENSG00000128617
STYXL1 ENSG00000127952.12 0.61829 0.081646 ENSG00000127952
PTPN12 ENSG00000127947.11 0.231336 0.101449 ENSG00000127947
PAX8 ENSG00000125618.12 0.488319 0.095784 ENSG00000125618
CLYBL ENSG00000125246.11 0.252458 0.108029 ENSG00000125246
VAPB ENSG00000124164.11 0.315941 0.119878 ENSG00000124164
ATPAF1 ENSG00000123472.8 0.213477 0.097645 ENSG00000123472
TSFM ENSG00000123297.12 0.229744 0.106601 ENSG00000123297
SLITRK3 ENSG00000121871.3 0.208796 0.097277 ENSG00000121871
WBP4 ENSG00000120688.7 0.252206 0.111303 ENSG00000120688
CRHR1 ENSG00000120088.10 0.199664 0.084156 ENSG00000120088
ATP10B ENSG00000118322.8 0.238494 0.098762 ENSG00000118322
NSL1 ENSG00000117697.10 0.206137 0.093648 ENSG00000117697
LPPR5 ENSG00000117598.7 0.190849 0.094406 ENSG00000117598
DARS2 ENSG00000117593.8 0.350279 0.103455 ENSG00000117593
CCDC181 ENSG00000117477.8 0.260349 0.110881 ENSG00000117477
DNAJC6 ENSG00000116675.11 0.266013 0.103561 ENSG00000116675
SNX15 ENSG00000110025.7 0.212303 0.093541 ENSG00000110025
ZNF330 ENSG00000109445.6 0.255785 0.096927 ENSG00000109445
AGR2 ENSG00000106541.7 0.247781 0.108752 ENSG00000106541
COBL ENSG00000106078.13 0.290278 0.118137 ENSG00000106078
NAMPT ENSG00000105835.7 0.205955 0.101812 ENSG00000105835
RPS16 ENSG00000105193.4 0.532976 0.088658 ENSG00000105193
WISP1 ENSG00000104415.9 0.305202 0.110626 ENSG00000104415
RPAP1 ENSG00000103932.7 0.326206 0.105564 ENSG00000103932
HAGHL ENSG00000103253.13 0.333183 0.115595 ENSG00000103253
NDRG4 ENSG00000103034.10 0.277484 0.099577 ENSG00000103034
SLC25A15 ENSG00000102743.10 0.226385 0.111728 ENSG00000102743
FERMT1 ENSG00000101311.11 0.322777 0.120654 ENSG00000101311
ARSA ENSG00000100299.12 0.466194 0.112579 ENSG00000100299
THOC5 ENSG00000100296.9 0.361915 0.096046 ENSG00000100296
SMARCB1 ENSG00000099956.13 0.245332 0.099593 ENSG00000099956
MARCH2 ENSG00000099785.6 0.487356 0.097754 ENSG00000099785
OCEL1 ENSG00000099330.4 0.565444 0.099726 ENSG00000099330
SF3B2 ENSG00000087365.10 0.226764 0.095068 ENSG00000087365
HSPB11 ENSG00000081870.7 0.218405 0.101044 ENSG00000081870
MOXD1 ENSG00000079931.10 0.272974 0.104554 ENSG00000079931
RIMS1 ENSG00000079841.14 0.545967 0.082857 ENSG00000079841
GPR137B ENSG00000077585.9 0.28176 0.096372 ENSG00000077585
TUBA3D ENSG00000075886.10 0.238298 0.100747 ENSG00000075886
SEMA3A ENSG00000075213.5 0.292855 0.099587 ENSG00000075213
MOV10L1 ENSG00000073146.11 0.339978 0.105247 ENSG00000073146
ASNS ENSG00000070669.12 0.272444 0.099436 ENSG00000070669
GBA2 ENSG00000070610.10 0.431495 0.096327 ENSG00000070610
GNB5 ENSG00000069966.14 0.258182 0.105252 ENSG00000069966
LTK ENSG00000062524.11 0.365234 0.110367 ENSG00000062524
MSH4 ENSG00000057468.6 0.198568 0.089521 ENSG00000057468
TBPL1 ENSG00000028839.5 0.359102 0.116771 ENSG00000028839
NLRP2 ENSG00000022556.11 0.383088 0.128035 ENSG00000022556
IL20RA ENSG00000016402.8 0.276797 0.113751 ENSG00000016402
LARS2 ENSG00000011376.5 0.40333 0.099376 ENSG00000011376
FYN ENSG00000010810.12 0.238002 0.107919 ENSG00000010810
RBM6 ENSG00000004534.10 0.263115 0.09504 ENSG00000004534
